"Lines","Long","Lat","crop","BIO01","BIO02","BIO03","BIO04","BIO05","BIO06","BIO07","BIO08","BIO09","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19","PC1","PC2","PC3"
"SEEDGWAS1788:MRG:4:250062770",-103.005314,25.72199,"maize",21.0185623168945,17.5772075653076,55.1398544311523,541.919250488281,35.5017509460449,3.62424993515015,31.8775005340576,26.0782508850098,18.7941665649414,26.9115829467773,13.8395004272461,203,38,2,69.2002334594727,99,13,91,25,2.96761136904356,3.02910625177212,-3.43833354701648
"SEEDGWAS1789:MRG:4:250062771",-101.411113,20.955531,"maize",19.2562503814697,17.0788745880127,62.9293785095215,284.014526367188,32.4269981384277,5.28725004196167,27.1397476196289,21.56858253479,19.0069160461426,22.5302085876465,15.5505418777466,614,155,4,107.552917480469,393,21,146,30,2.1032937515376,1.73022927161109,-0.190765237631842
"SEEDGWAS179:MRG:4:250056140",-82.910317,9.783843,"maize",25.9273719787598,8.25971794128418,78.7308959960938,70.5952072143555,31.3790760040283,20.8880004882812,10.4910755157471,26.1288719177246,26.4993839263916,26.8792819976807,25.0963592529297,3119,343,146,25.1245822906494,960,516,627,874,-8.66101284014812,-4.64948214699602,-1.43176707377431
"SEEDGWAS1790:MRG:4:250062772",-82.942292,8.74664,"maize",22.1474990844727,10.0696668624878,76.9661026000977,70.4653625488281,29.0534992218018,15.9702501296997,13.083249092102,21.7433338165283,22.301082611084,23.1208324432373,21.3410415649414,3023,517,46,60.6350173950195,1258,162,598,980,-6.333644256199,-3.39816030412206,2.05738766342975
"SEEDGWAS1791:MRG:4:250062773",-81.666375,8.246152,"maize",25.4562187194824,8.83472919464111,73.9230575561523,66.2709350585938,32.0424995422363,20.0912494659424,11.9512500762939,25.0009574890137,25.810583114624,26.398250579834,24.755708694458,2973,498,19,68.9851455688477,1307,78,492,988,-7.37929865559493,-1.41090503095212,2.05163249942517
"SEEDGWAS1792:MRG:4:250062774",-81.980232,8.258527,"maize",26.5660648345947,8.41722297668457,74.0409545898438,66.3910217285156,32.6238899230957,21.2555561065674,11.3683338165283,25.9261569976807,26.8127326965332,27.5043983459473,25.8300933837891,3051,521,31,65.6210327148438,1294,117,530,1037,-8.19139590250706,-1.52052451890033,1.67101874702868
"SEEDGWAS1793:MRG:4:250062775",-82.000377,8.31586,"maize",26.635763168335,8.26197910308838,74.353157043457,66.0404815673828,32.5600700378418,21.448263168335,11.1118068695068,25.9887161254883,26.958101272583,27.5695018768311,25.9054985046387,3064,512,32,65.3793106079102,1314,126,523,1066,-8.30766662052707,-1.60470025984291,1.64019424140437
"SEEDGWAS1794:MRG:4:250062776",-89.583333,14.616667,"maize",22.8491554260254,10.5846462249756,70.6762161254883,108.170936584473,30.7845001220703,15.8082504272461,14.9762496948242,23.3117084503174,22.4200000762939,24.1770420074463,21.4692916870117,1139,230,2,96.170166015625,604,17,140,33,-1.5924570484769,1.19160085268675,1.6686457002019
"SEEDGWAS1795:MRG:4:250062777",-89.624187,14.61198,"maize",22.8491554260254,10.5846462249756,70.6762161254883,108.170936584473,30.7845001220703,15.8082504272461,14.9762496948242,23.3117084503174,22.4200000762939,24.1770420074463,21.4692916870117,1139,230,2,96.170166015625,604,17,140,33,-1.5924570484769,1.19160085268675,1.6686457002019
"SEEDGWAS1796:MRG:4:250062778",-90.038483,14.278122,"maize",22.2220630645752,11.1199579238892,76.2921142578125,83.6952438354492,29.5435009002686,14.9680004119873,14.5755004882812,22.5061664581299,21.3001670837402,23.1923751831055,21.1514167785645,1680,323,3,92.3175354003906,806,16,267,46,-2.25678086669529,0.351713701327043,2.67495657289551
"SEEDGWAS1797:MRG:4:250062779",-90.354714,14.656366,"maize",17.6286468505859,10.045708656311,73.1288375854492,90.9539108276367,24.6529998779297,10.9160003662109,13.7369995117188,18.1153335571289,17.0464992523193,18.6174583435059,16.4040012359619,1356,284,6,94.9006195068359,706,21,458,52,-0.409669295964104,-1.58862809649653,2.97214183855927
"SEEDGWAS1798:MRG:4:250062780",-102.4833333,20.01666667,"maize",19.7230110168457,16.2601451873779,62.4609451293945,243.103515625,32.5485000610352,6.51599979400635,26.0325012207031,21.4482078552246,19.4536666870117,22.6607913970947,16.5227088928223,799,195,4,112.321746826172,533,15,201,31,1.36532684671115,1.63634894219576,0.27447830373465
"SEEDGWAS1799:MRG:4:250062781",-102.666996,20.112922,"maize",19.8975734710693,15.6711874008179,63.4319763183594,234.98046875,31.929500579834,7.22399997711182,24.7055015563965,21.6886672973633,19.4907913208008,22.5493335723877,16.6892490386963,792,200,4,110.354209899902,519,17,204,34,1.16741693103057,1.48869744471527,0.413932172287908
"SEEDGWAS180:MRG:4:250056141",-84.640069,10.583915,"maize",25.5922393798828,8.89660453796387,76.5282821655273,74.666633605957,31.857250213623,20.2320003509521,11.6252498626709,25.5693321228027,26.2552490234375,26.6449584960938,24.7595405578613,3246,434,85,46.6105003356934,1203,283,411,790,-7.78878720893912,-2.79488709160938,0.501385303841653
"SEEDGWAS1800:MRG:4:250062782",-89.88333333,14.26666667,"maize",23.1103439331055,11.4682292938232,75.0710525512695,89.5236358642578,30.8549995422363,15.5784997940063,15.27649974823,23.5098342895508,22.1757926940918,24.2301254272461,22.0125408172607,1476,286,1,94.0042266845703,717,11,227,32,-2.15795855419094,1.05229121720777,2.25012727844538
"SEEDGWAS1802:MRG:4:250062783",-69.691145,10.568005,"maize",24.5623645782471,9.11831283569336,78.8014450073242,70.7601547241211,30.2625007629395,18.6912498474121,11.5712509155273,25.0342502593994,23.6865005493164,25.3064155578613,23.5874576568604,807,115,15,50.401554107666,294,51,292,79,-2.44810552605236,0.705417652592325,0.95447722695074
"SEEDGWAS1803:MRG:4:250062784",-93.176559,16.782368,"maize",23.6192092895508,13.0539169311523,66.4634246826172,178.847885131836,33.5977516174316,13.9569997787476,19.6407508850098,24.779541015625,22.1283340454102,25.705207824707,21.2432498931885,1037,211,10,95.7236785888672,565,32,312,38,-1.36406989403788,1.87264224899835,0.401162259865114
"SEEDGWAS1804:MRG:4:250062785",-104.449948,21.110878,"maize",20.4515419006348,17.2625827789307,64.9158477783203,242.577880859375,33.3392486572266,6.74700021743774,26.592248916626,22.7687492370605,19.3295421600342,23.0225830078125,17.1612510681152,1046,286,3,118.285957336426,710,18,487,52,0.327359915019499,1.66328343021442,0.70786867195503
"SEEDGWAS1806:MRG:4:250062787",-64.432761,-18.046032,"maize",19.1738128662109,13.6792507171631,70.6654968261719,194.832595825195,27.9257507324219,8.56799983978271,19.3577499389648,21.1499996185303,16.6772918701172,21.1499996185303,16.5422916412354,482,95,6,83.8661880493164,270,26,270,28,1.49849544917412,0.282243035230769,0.716536386675937
"SEEDGWAS1807:MRG:4:250062790",-38.35,-11.36666667,"maize",23.8797912597656,9.67291641235352,69.2356719970703,165.098190307617,31.0052509307861,17.0342502593994,13.9710006713867,23.4488334655762,23.7327499389648,25.5875015258789,21.6906242370605,813,105,34,34.5498046875,289,118,201,238,-2.09157596694988,-0.0506877494166335,-0.765466234045301
"SEEDGWAS1809:MRG:4:250062791",-92.73333333,15.86666667,"maize",23.9690418243408,13.2113332748413,67.2846145629883,152.789489746094,33.650749206543,14.0157499313354,19.6349983215332,24.4227085113525,22.0031242370605,25.8001251220703,22.0009994506836,2123,433,5,100.452339172363,1214,20,602,57,-3.5608340962834,1.1182738473302,1.88404033679907
"SEEDGWAS1810:MRG:4:250062792",-93.89,16.23,"maize",27.3913536071777,12.6522922515869,74.4066390991211,101.747871398926,35.7960014343262,18.7917499542236,17.0042514801025,27.7592926025391,26.0402908325195,28.59983253479,26.0402908325195,1407,334,0,110.672225952148,862,5,419,5,-3.95843644859378,3.08207839889263,1.81402184009382
"SEEDGWAS1811:MRG:4:250062793",-98.78333333,18.88333333,"maize",16.3170623779297,14.3323745727539,69.0908355712891,156.898986816406,26.7994995117188,6.05525016784668,20.7442493438721,17.0902919769287,14.3270835876465,18.2663326263428,14.3270835876465,1002,197,6,98.7986907958984,567,25,303,25,1.85884909832556,-0.858328015918576,1.85881274360405
"SEEDGWAS1812:MRG:4:250062794",-91.943308,16.328624,"maize",19.7731971740723,12.8076877593994,67.8867645263672,144.595916748047,29.2377510070801,10.3715000152588,18.8662509918213,20.6141242980957,18.5640830993652,21.4204158782959,17.7869167327881,1529,288,25,81.0941619873047,746,81,457,91,-1.02682706778617,-0.802757934735536,1.21863121877617
"SEEDGWAS1816:MRG:4:250062797",-92.1,15.7,"maize",24.4664058685303,13.5038537979126,67.3945922851562,155.079971313477,34.6022491455078,14.5652503967285,20.0369987487793,24.7574157714844,23.5136661529541,26.4072074890137,22.5392074584961,1455,310,9,96.919807434082,762,28,419,76,-2.52154850234947,1.87034463104592,0.891746643419829
"SEEDGWAS1818:MRG:4:250062798",-100.21527,22.031961,"maize",19.9981250762939,14.041166305542,58.9135780334473,310.303070068359,31.6439990997314,7.8105001449585,23.8334999084473,22.0617923736572,17.1388740539551,23.2268333435059,15.7972087860107,564,104,10,79.3359451293945,288,35,241,37,1.60082494757685,1.01175344339184,-1.08368685863713
"SEEDGWAS1819:MRG:4:250062799",-99.88277778,21.71083333,"maize",21.4900512695312,14.7139797210693,58.4508590698242,331.783660888672,33.7977485656738,8.6245002746582,25.1732482910156,23.6907081604004,18.5105838775635,25.0139579772949,17.0438747406006,524,113,9,81.783073425293,272,32,200,33,1.24890959884776,1.89786511667675,-1.49252153220697
"SEEDGWAS182:MRG:4:250056142",-84.478463,10.365506,"maize",25.2148952484131,9.10824966430664,76.4772567749023,78.0038528442383,31.7059993743896,19.7962493896484,11.9097499847412,25.1742076873779,25.9354991912842,26.3177070617676,24.374792098999,3429,427,92,43.1780281066895,1197,319,466,891,-7.98126992726064,-3.37488454537721,0.228397590819091
"SEEDGWAS1820:MRG:4:250062800",-99.883528,21.71058,"maize",21.4900512695312,14.7139797210693,58.4508590698242,331.783660888672,33.7977485656738,8.6245002746582,25.1732482910156,23.6907081604004,18.5105838775635,25.0139579772949,17.0438747406006,524,113,9,81.783073425293,272,32,200,33,1.24890959884776,1.89786511667675,-1.49252153220697
"SEEDGWAS1821:MRG:4:250062801",-99.9072222,21.7722222,"maize",21.4900512695312,14.7139797210693,58.4508590698242,331.783660888672,33.7977485656738,8.6245002746582,25.1732482910156,23.6907081604004,18.5105838775635,25.0139579772949,17.0438747406006,524,113,9,81.783073425293,272,32,200,33,1.24890959884776,1.89786511667675,-1.49252153220697
"SEEDGWAS1822:MRG:4:250062802",-99.9322222,21.79805556,"maize",21.4900512695312,14.7139797210693,58.4508590698242,331.783660888672,33.7977485656738,8.6245002746582,25.1732482910156,23.6907081604004,18.5105838775635,25.0139579772949,17.0438747406006,524,113,9,81.783073425293,272,32,200,33,1.24890959884776,1.89786511667675,-1.49252153220697
"SEEDGWAS1823:MRG:4:250062803",-99,23.91666667,"maize",24.2243232727051,14.125937461853,52.1680641174316,495.148010253906,36.4677505493164,9.39000034332275,27.077751159668,28.8925838470459,19.3058338165283,29.5467090606689,17.5215835571289,677,134,16,68.867805480957,276,56,234,62,0.233268277203274,2.8143969896509,-3.48423777441614
"SEEDGWAS1825:MRG:4:250062805",-38.18333333,-10.7,"maize",23.6979484558105,10.045937538147,69.0264587402344,174.236358642578,31.0907497406006,16.5370006561279,14.5537490844727,23.1730842590332,23.6668739318848,25.4684581756592,21.3324165344238,697,93,24,42.7049446105957,267,90,167,216,-1.61618700677331,0.359851970907376,-0.585479205278433
"SEEDGWAS1826:MRG:4:250062806",-38.18333333,-10.7,"maize",23.6979484558105,10.045937538147,69.0264587402344,174.236358642578,31.0907497406006,16.5370006561279,14.5537490844727,23.1730842590332,23.6668739318848,25.4684581756592,21.3324165344238,697,93,24,42.7049446105957,267,90,167,216,-1.61618700677331,0.359851970907376,-0.585479205278433
"SEEDGWAS1827:MRG:4:250062807",-38.18333333,-10.7,"maize",23.6979484558105,10.045937538147,69.0264587402344,174.236358642578,31.0907497406006,16.5370006561279,14.5537490844727,23.1730842590332,23.6668739318848,25.4684581756592,21.3324165344238,697,93,24,42.7049446105957,267,90,167,216,-1.61618700677331,0.359851970907376,-0.585479205278433
"SEEDGWAS1828:MRG:4:250062808",-102.95,20.78333333,"maize",19.2734889984131,17.7192287445068,62.8915710449219,269.342926025391,32.9845008850098,4.81024980545044,28.1742515563965,21.5345840454102,18.664041519165,22.2642917633057,15.7002086639404,860,243,3,120.288330078125,602,14,429,30,1.38195856068661,1.62524699045897,0.373113170780911
"SEEDGWAS1829:MRG:4:250062809",-104,20.8,"maize",19.716854095459,17.1630001068115,63.4773292541504,256.412902832031,32.9772491455078,5.9392499923706,27.0379981994629,21.943000793457,19.0604591369629,22.5097503662109,16.2727088928223,843,218,3,115.114364624023,573,17,408,38,1.1591928086489,1.63194794613078,0.314949262596396
"SEEDGWAS183:MRG:4:250056143",-84.733838,10.050159,"maize",25.2430095672607,10.2144784927368,76.6752090454102,79.4787292480469,32.6372489929199,19.3155002593994,13.3217487335205,24.7080841064453,25.5885829925537,26.4032497406006,24.4213333129883,2326,424,8,81.8614654541016,1151,43,368,623,-5.66918576292438,0.0240589906722323,2.31516517566527
"SEEDGWAS1830:MRG:4:250062810",-93.38333333,16.76666667,"maize",23.6176242828369,12.8110837936401,66.7617645263672,179.518646240234,33.3267517089844,14.1374998092651,19.1892509460449,24.9099159240723,23.5073337554932,25.6415424346924,21.1986656188965,1006,197,12,91.1097717285156,532,39,291,52,-1.44222054550221,1.80188419700205,0.278259866816922
"SEEDGWAS1831:MRG:4:250062812",-92.1,15.7,"maize",24.4664058685303,13.5038537979126,67.3945922851562,155.079971313477,34.6022491455078,14.5652503967285,20.0369987487793,24.7574157714844,23.5136661529541,26.4072074890137,22.5392074584961,1455,310,9,96.919807434082,762,28,419,76,-2.52154850234947,1.87034463104592,0.891746643419829
"SEEDGWAS1832:MRG:4:250062813",-92.1,15.7,"maize",24.4664058685303,13.5038537979126,67.3945922851562,155.079971313477,34.6022491455078,14.5652503967285,20.0369987487793,24.7574157714844,23.5136661529541,26.4072074890137,22.5392074584961,1455,310,9,96.919807434082,762,28,419,76,-2.52154850234947,1.87034463104592,0.891746643419829
"SEEDGWAS1833:MRG:4:250062814",-92.1,15.7,"maize",24.4664058685303,13.5038537979126,67.3945922851562,155.079971313477,34.6022491455078,14.5652503967285,20.0369987487793,24.7574157714844,23.5136661529541,26.4072074890137,22.5392074584961,1455,310,9,96.919807434082,762,28,419,76,-2.52154850234947,1.87034463104592,0.891746643419829
"SEEDGWAS1834:MRG:4:250062815",-92.1,15.7,"maize",24.4664058685303,13.5038537979126,67.3945922851562,155.079971313477,34.6022491455078,14.5652503967285,20.0369987487793,24.7574157714844,23.5136661529541,26.4072074890137,22.5392074584961,1455,310,9,96.919807434082,762,28,419,76,-2.52154850234947,1.87034463104592,0.891746643419829
"SEEDGWAS1835:MRG:4:250062816",-92.1,15.7,"maize",24.4664058685303,13.5038537979126,67.3945922851562,155.079971313477,34.6022491455078,14.5652503967285,20.0369987487793,24.7574157714844,23.5136661529541,26.4072074890137,22.5392074584961,1455,310,9,96.919807434082,762,28,419,76,-2.52154850234947,1.87034463104592,0.891746643419829
"SEEDGWAS1836:MRG:4:250062817",-92.05,16.11666667,"maize",21.630521774292,12.5890836715698,68.1891632080078,142.045074462891,30.8880004882812,12.4259996414185,18.4620018005371,22.4352493286133,20.4866237640381,23.2957496643066,19.7264995574951,1224,261,9,94.4650268554688,623,32,386,35,-1.10017436275555,0.70657677600544,1.27237674615094
"SEEDGWAS1837:MRG:4:250062818",-92.711648,16.602202,"maize",24.1210422515869,13.3013324737549,65.6102676391602,177.355377197266,34.252498626709,13.9792499542236,20.2732486724854,24.7292499542236,22.8007907867432,26.2670822143555,21.8310832977295,1194,243,9,93.4972076416016,632,31,372,35,-1.7792855045404,1.95310412129312,0.396706811890925
"SEEDGWAS1838:MRG:4:250062819",-92.05,16.11666667,"maize",21.630521774292,12.5890836715698,68.1891632080078,142.045074462891,30.8880004882812,12.4259996414185,18.4620018005371,22.4352493286133,20.4866237640381,23.2957496643066,19.7264995574951,1224,261,9,94.4650268554688,623,32,386,35,-1.10017436275555,0.70657677600544,1.27237674615094
"SEEDGWAS1839:MRG:4:250062820",-100.265107,22.333956,"maize",20.1132507324219,15.2507076263428,61.1097755432129,319.622253417969,32.0509986877441,7.09474992752075,24.9562492370605,22.3915424346924,16.9910831451416,23.4050407409668,15.7122497558594,561,96,12,74.1078567504883,271,41,248,42,1.7217681964711,1.09569119068917,-1.2076516819399
"SEEDGWAS1840:MRG:4:250063056",-99.836545,21.635442,"maize",20.6355628967285,14.3921670913696,59.299015045166,306.402191162109,32.6604995727539,8.39000034332275,24.2705001831055,22.579626083374,17.9681243896484,23.882999420166,16.5532913208008,505,110,9,80.9477615356445,261,33,190,34,1.48264932939165,1.45105531029626,-1.15623267370509
"SEEDGWAS1841:MRG:4:250063057",-56.408868,-25.453824,"maize",22.4880409240723,11.1593751907349,53.9419479370117,359.833923339844,32.6027488708496,11.914999961853,20.6877479553223,26.0086669921875,18.0148334503174,26.671459197998,18.0148334503174,1561,176,70,26.1640605926514,492,252,437,252,-2.04681418151532,-1.22271595782773,-3.46237710562821
"SEEDGWAS1842:MRG:4:250063058",-57.558546,-25.333228,"maize",22.8319053649902,10.735312461853,52.0140647888184,366.052215576172,33.1064987182617,12.4672498703003,20.6392478942871,26.460958480835,18.2597923278809,27.1544990539551,18.2597923278809,1397,159,44,33.6175155639648,460,188,446,188,-1.70829170318413,-0.310599734009605,-3.18241661958916
"SEEDGWAS1844:MRG:4:250063060",-54.166667,-29.333333,"maize",18.7214794158936,11.1255416870117,52.152400970459,389.069885253906,29.7315006256104,8.39875030517578,21.3327503204346,16.4252910614014,23.0292510986328,23.4636249542236,14.0332088470459,1755,167,133,7.5851640701294,464,420,421,433,-1.65778507463045,-4.46476002148878,-4.46417181901319
"SEEDGWAS1845:MRG:4:250063061",-54.166667,-29.333333,"maize",18.7214794158936,11.1255416870117,52.152400970459,389.069885253906,29.7315006256104,8.39875030517578,21.3327503204346,16.4252910614014,23.0292510986328,23.4636249542236,14.0332088470459,1755,167,133,7.5851640701294,464,420,421,433,-1.65778507463045,-4.46476002148878,-4.46417181901319
"SEEDGWAS1846:MRG:4:250063062",-54.828953,-22.200732,"maize",22.3080520629883,11.3634366989136,59.2107810974121,272.676849365234,30.8472499847412,11.6557502746582,19.191499710083,23.8564167022705,18.9221248626709,25.2100830078125,18.9221248626709,1468,191,47,37.4641075134277,532,179,427,179,-1.72332821082562,-0.946831443672362,-1.76872398358502
"SEEDGWAS1847:MRG:4:250063063",-54.8,-22.21666667,"maize",22.3080520629883,11.3634366989136,59.2107810974121,272.676849365234,30.8472499847412,11.6557502746582,19.191499710083,23.8564167022705,18.9221248626709,25.2100830078125,18.9221248626709,1468,191,47,37.4641075134277,532,179,427,179,-1.72332821082562,-0.946831443672362,-1.76872398358502
"SEEDGWAS1848:MRG:4:250063064",-56.634113,-34.644305,"maize",16.6620006561279,10.6118755340576,44.9260749816895,473.410461425781,29.5907497406006,5.97000026702881,23.6207504272461,17.1749172210693,10.9522914886475,22.5364589691162,10.9522914886475,1057,106,73,10.9093170166016,291,238,256,238,1.58671758347035,-3.12001337493938,-4.28096075746583
"SEEDGWAS185:MRG:4:250056144",-84.952374,10.432058,"maize",22.5203018188477,9.34531307220459,76.7897491455078,69.2873382568359,29.0939998626709,16.923999786377,12.1700000762939,22.3090419769287,23.0868759155273,23.4663753509521,21.7321662902832,2668,402,35,61.8191604614258,1144,138,347,507,-5.04184955051411,-2.07736513175866,2.13538091373857
"SEEDGWAS1851:MRG:4:250063067",-51.866667,-23.916667,"maize",20.1148014068604,12.415228843689,62.0087127685547,298.842224121094,29.4732494354248,9.45149993896484,20.02174949646,23.4815006256104,17.5146675109863,23.4815006256104,16.2607498168945,1487,200,68,37.4278526306152,530,250,530,294,-1.42050666782759,-2.1688653768051,-2.02480098164395
"SEEDGWAS1852:MRG:4:250063068",-56.341191,-25.620658,"maize",22.2886981964111,11.1069793701172,53.7959365844727,362.052398681641,32.4232521057129,11.7767496109009,20.6465034484863,24.485668182373,17.7853755950928,26.5256252288818,17.7853755950928,1580,177,69,24.8781776428223,488,267,428,267,-1.93922261899031,-1.48140210241024,-3.45142149807341
"SEEDGWAS1854:MRG:4:250063070",-54.828953,-22.200732,"maize",22.3080520629883,11.3634366989136,59.2107810974121,272.676849365234,30.8472499847412,11.6557502746582,19.191499710083,23.8564167022705,18.9221248626709,25.2100830078125,18.9221248626709,1468,191,47,37.4641075134277,532,179,427,179,-1.72332821082562,-0.946831443672362,-1.76872398358502
"SEEDGWAS1855:MRG:4:250063071",-51.866667,-23.916667,"maize",20.1148014068604,12.415228843689,62.0087127685547,298.842224121094,29.4732494354248,9.45149993896484,20.02174949646,23.4815006256104,17.5146675109863,23.4815006256104,16.2607498168945,1487,200,68,37.4278526306152,530,250,530,294,-1.42050666782759,-2.1688653768051,-2.02480098164395
"SEEDGWAS1856:MRG:4:250063072",-51.866667,-23.916667,"maize",20.1148014068604,12.415228843689,62.0087127685547,298.842224121094,29.4732494354248,9.45149993896484,20.02174949646,23.4815006256104,17.5146675109863,23.4815006256104,16.2607498168945,1487,200,68,37.4278526306152,530,250,530,294,-1.42050666782759,-2.1688653768051,-2.02480098164395
"SEEDGWAS1857:MRG:4:250063073",-51.483333,-23.55,"maize",18.7925415039062,12.5347089767456,63.6715927124023,271.015533447266,27.8432502746582,8.1567497253418,19.6865005493164,21.8103332519531,16.4198341369629,21.8103332519531,15.2430839538574,1521,194,62,32.5790710449219,542,239,542,285,-0.919536842487582,-2.75356072501477,-1.48815780105858
"SEEDGWAS1858:MRG:4:250063074",-51.483333,-23.55,"maize",18.7925415039062,12.5347089767456,63.6715927124023,271.015533447266,27.8432502746582,8.1567497253418,19.6865005493164,21.8103332519531,16.4198341369629,21.8103332519531,15.2430839538574,1521,194,62,32.5790710449219,542,239,542,285,-0.919536842487582,-2.75356072501477,-1.48815780105858
"SEEDGWAS186:MRG:4:250056145",-84.943094,10.49901,"maize",22.5203018188477,9.34531307220459,76.7897491455078,69.2873382568359,29.0939998626709,16.923999786377,12.1700000762939,22.3090419769287,23.0868759155273,23.4663753509521,21.7321662902832,2668,402,35,61.8191604614258,1144,138,347,507,-5.04184955051411,-2.07736513175866,2.13538091373857
"SEEDGWAS1864:MRG:4:250063079",-51.866667,-23.916667,"maize",20.1148014068604,12.415228843689,62.0087127685547,298.842224121094,29.4732494354248,9.45149993896484,20.02174949646,23.4815006256104,17.5146675109863,23.4815006256104,16.2607498168945,1487,200,68,37.4278526306152,530,250,530,294,-1.42050666782759,-2.1688653768051,-2.02480098164395
"SEEDGWAS1866:MRG:4:250063080",-38.693975,-3.81233,"maize",26.011646270752,7.39345836639404,77.3556289672852,60.0556297302246,30.7762508392334,21.2185001373291,9.5577507019043,25.8453750610352,26.3691253662109,26.734375,25.2131252288818,1266,295,8,99.54541015625,768,32,148,156,-4.17097088027655,1.34401518150219,2.36799806218465
"SEEDGWAS1867:MRG:4:250063081",-38.693975,-3.81233,"maize",26.011646270752,7.39345836639404,77.3556289672852,60.0556297302246,30.7762508392334,21.2185001373291,9.5577507019043,25.8453750610352,26.3691253662109,26.734375,25.2131252288818,1266,295,8,99.54541015625,768,32,148,156,-4.17097088027655,1.34401518150219,2.36799806218465
"SEEDGWAS1868:MRG:4:250063082",-38.693975,-3.81233,"maize",26.011646270752,7.39345836639404,77.3556289672852,60.0556297302246,30.7762508392334,21.2185001373291,9.5577507019043,25.8453750610352,26.3691253662109,26.734375,25.2131252288818,1266,295,8,99.54541015625,768,32,148,156,-4.17097088027655,1.34401518150219,2.36799806218465
"SEEDGWAS1869:MRG:4:250063083",-39.71666667,-5.45,"maize",24.1328754425049,9.17929077148438,77.8334884643555,82.8923110961914,30.3579998016357,18.5645008087158,11.7934989929199,23.5112915039062,24.7902088165283,25.1268749237061,23.0999164581299,861,197,4,92.8995971679688,502,24,97,234,-2.43513288543395,1.12335756308348,1.89217076861227
"SEEDGWAS187:MRG:4:250056146",-85.473735,10.065598,"maize",25.6462707519531,11.2964572906494,75.3109817504883,82.2948760986328,33.9287490844727,18.9290008544922,14.9997482299805,25.1788330078125,25.9265422821045,26.8434162139893,24.7756671905518,2018,402,4,90.6679763793945,1053,20,317,545,-5.05533043466215,0.926794413412106,2.12700274847869
"SEEDGWAS1870:MRG:4:250063084",-52.31735,-14.63425,"maize",24.8210201263428,13.6274585723877,67.91064453125,143.522064208984,33.4992485046387,13.4324998855591,20.0667495727539,25.5944175720215,22.7765007019043,26.0644588470459,22.75,1538,269,3,81.2985916137695,742,21,422,42,-2.34746208831078,1.72357728940805,0.836508598543748
"SEEDGWAS188:MRG:4:250056147",-83.335913,9.154099,"maize",24.068489074707,11.2934789657593,76.3072967529297,72.2541961669922,31.9759998321533,17.1760005950928,14.7999992370605,23.6184158325195,24.2975006103516,25.1232490539551,23.3072910308838,2950,468,46,59.1014862060547,1205,173,613,874,-6.60787042060175,-2.22522273751022,1.41808633190366
"SEEDGWAS1884:MRG:4:250063096",-97.13,20.55,"maize",24.209192276001,8.74840927124023,51.1397476196289,321.832214355469,32.3198471069336,15.2129774093628,17.1068687438965,26.2550888061523,20.7075061798096,27.5393123626709,19.8026714324951,1390,270,48,56.4787406921387,611,158,431,196,-2.86830312503891,-0.147293622601287,-2.21472470305903
"SEEDGWAS1885:MRG:4:250063097",-97.181289,20.566064,"maize",23.9538631439209,8.9957914352417,52.1312980651855,319.757507324219,32.2236175537109,14.9675884246826,17.2560291290283,25.9135684967041,20.5194721221924,27.3176288604736,19.5899505615234,1377,264,46,56.0122947692871,597,155,369,192,-2.63289470428023,-0.130892178505922,-2.11100846231693
"SEEDGWAS1887:MRG:4:250063098",-97.762003,20.910099,"maize",24.2136344909668,11.3026037216187,56.6816520690918,320.317535400391,33.7944984436035,13.8540000915527,19.9404983520508,26.8859996795654,20.8156242370605,27.5162086486816,19.8040828704834,1198,249,34,69.8936386108398,578,111,395,115,-2.07108242233077,1.00539161489231,-1.69121233032135
"SEEDGWAS1888:MRG:4:250063099",-97.71666667,21.35,"maize",23.7502193450928,9.9165620803833,51.9667892456055,347.833953857422,32.6875,13.6050004959106,19.0825004577637,26.7934989929199,19.9909591674805,27.300708770752,18.9777088165283,1307,286,26,71.2997283935547,624,109,399,140,-2.11368379231676,0.670347625983247,-1.75106926383525
"SEEDGWAS1889:MRG:4:250063100",-84.483438,10.403208,"maize",25.2148952484131,9.10824966430664,76.4772567749023,78.0038528442383,31.7059993743896,19.7962493896484,11.9097499847412,25.1742076873779,25.9354991912842,26.3177070617676,24.374792098999,3429,427,92,43.1780281066895,1197,319,466,891,-7.98126992726064,-3.37488454537721,0.228397590819091
"SEEDGWAS1890:MRG:4:250063101",-82.815169,8.469841,"maize",26.240062713623,9.08062553405762,75.9043273925781,71.9557495117188,32.6290016174316,20.66575050354,11.9632511138916,25.6012077331543,26.5057926177979,27.3081665039062,25.4886665344238,3113,560,45,62.0499458312988,1290,182,577,1053,-8.40341983238928,-2.07025123717229,1.4609762043859
"SEEDGWAS1891:MRG:4:250063102",-57.024295,-26.864407,"maize",21.5655632019043,11.0080833435059,51.1421051025391,391.178253173828,32.403751373291,10.8792495727539,21.5245018005371,23.9158744812012,16.69704246521,26.2762908935547,16.69704246521,1530,175,67,24.2179012298584,469,252,425,252,-1.44999960384132,-1.53218816835881,-3.67807846398931
