"species","gene","pvalue"
"Arabidopsis","AT1G19800",1.675015e-10
"Arabidopsis","AT1G19830",1.675015e-10
"Arabidopsis","AT1G19835",1.675015e-10
"Arabidopsis","AT1G19840",1.675015e-10
"Arabidopsis","AT1G19850",1.675015e-10
"Arabidopsis","AT1G19860",1.675015e-10
"Arabidopsis","AT1G19870",1.675015e-10
"Arabidopsis","AT5G42660",4.823412e-10
"Arabidopsis","AT5G42670",4.823412e-10
"Arabidopsis","AT5G42680",4.823412e-10
"Arabidopsis","AT5G42690",4.823412e-10
"Arabidopsis","AT5G42700",4.823412e-10
"Arabidopsis","AT5G42710",4.823412e-10
"Arabidopsis","AT5G42720",4.823412e-10
"Arabidopsis","AT5G42740",4.823412e-10
"Arabidopsis","AT5G42750",4.823412e-10
"Arabidopsis","AT5G42760",4.823412e-10
"Arabidopsis","AT5G42765",4.823412e-10
"Arabidopsis","AT5G42770",4.823412e-10
"Arabidopsis","AT3G50665",2.107803e-09
"Arabidopsis","AT3G50670",2.107803e-09
"Arabidopsis","AT3G50674",2.107803e-09
"Arabidopsis","AT3G50682",2.107803e-09
"Arabidopsis","AT3G50685",2.107803e-09
"Arabidopsis","AT3G50690",2.107803e-09
"Arabidopsis","AT3G50695",2.107803e-09
"Arabidopsis","AT3G50700",2.107803e-09
"Arabidopsis","AT3G50710",2.107803e-09
"Arabidopsis","AT3G50720",2.107803e-09
"Arabidopsis","AT3G50730",2.107803e-09
"Arabidopsis","AT3G50740",2.107803e-09
"Arabidopsis","AT3G50750",2.107803e-09
"Arabidopsis","AT3G50751",2.107803e-09
"Arabidopsis","AT3G50760",2.107803e-09
"Arabidopsis","AT5G57130",4.682043e-09
"Arabidopsis","AT5G57140",4.682043e-09
"Arabidopsis","AT5G57150",4.682043e-09
"Arabidopsis","AT5G57160",4.682043e-09
"Arabidopsis","AT5G57170",4.682043e-09
"Arabidopsis","AT5G57180",4.682043e-09
"Arabidopsis","AT5G57181",4.682043e-09
"Arabidopsis","AT5G57190",4.682043e-09
"Arabidopsis","AT5G57200",4.682043e-09
"Arabidopsis","AT5G57210",4.682043e-09
"Arabidopsis","AT5G57220",4.682043e-09
"Arabidopsis","AT5G57230",4.682043e-09
"Arabidopsis","AT1G33410",8.236601e-09
"Arabidopsis","AT1G33415",8.236601e-09
"Arabidopsis","AT1G33420",8.236601e-09
"Arabidopsis","AT1G33430",8.236601e-09
"Arabidopsis","AT1G33440",8.236601e-09
"Arabidopsis","AT1G33470",8.236601e-09
"Arabidopsis","AT1G33475",8.236601e-09
"Arabidopsis","AT1G33480",8.236601e-09
"Arabidopsis","AT1G33490",8.236601e-09
"Arabidopsis","AT1G33500",8.236601e-09
"Arabidopsis","AT1G33520",8.236601e-09
"Arabidopsis","AT1G33530",8.236601e-09
"Arabidopsis","AT1G33540",8.236601e-09
"Arabidopsis","AT5G65970",9.111679e-09
"Arabidopsis","AT5G65980",9.111679e-09
"Arabidopsis","AT5G65990",9.111679e-09
"Arabidopsis","AT5G66000",9.111679e-09
"Arabidopsis","AT5G66005",9.111679e-09
"Arabidopsis","AT5G66010",9.111679e-09
"Arabidopsis","AT5G66020",9.111679e-09
"Arabidopsis","AT5G66030",9.111679e-09
"Arabidopsis","AT5G66040",9.111679e-09
"Arabidopsis","AT5G66045",9.111679e-09
"Arabidopsis","AT5G66050",9.111679e-09
"Arabidopsis","AT5G66052",9.111679e-09
"Arabidopsis","AT5G66053",9.111679e-09
"Arabidopsis","AT5G66055",9.111679e-09
"Arabidopsis","AT5G66060",9.111679e-09
"Arabidopsis","AT5G66070",9.111679e-09
"Arabidopsis","AT5G66080",9.111679e-09
"Arabidopsis","AT5G66090",9.111679e-09
"Arabidopsis","AT5G66100",9.111679e-09
"Arabidopsis","AT5G66110",9.111679e-09
"Arabidopsis","AT5G66120",9.111679e-09
"Arabidopsis","AT5G66130",9.111679e-09
"Arabidopsis","AT5G66140",9.111679e-09
"Arabidopsis","AT5G66150",9.111679e-09
"Arabidopsis","AT5G34828",1.377831e-08
"Arabidopsis","AT5G34850",1.377831e-08
"Arabidopsis","AT5G34871",1.377831e-08
"Barley","HORVU.MOREX.r3.6HG0553440",4.9072e-08
"Barley","HORVU.MOREX.r3.6HG0553450",4.9072e-08
"Maize","Zm00001eb114990",5.876371e-08
