"species","gene","pvalue"
"Arabidopsis","AT4G09690",1.081322e-29
"Arabidopsis","AT4G09720",1.081322e-29
"Arabidopsis","AT4G09730",1.081322e-29
"Arabidopsis","AT4G09731",1.081322e-29
"Arabidopsis","AT4G09740",1.081322e-29
"Arabidopsis","AT4G09750",1.081322e-29
"Arabidopsis","AT4G09760",1.081322e-29
"Arabidopsis","AT4G09770",1.081322e-29
"Arabidopsis","AT4G09775",1.081322e-29
"Arabidopsis","AT4G09780",1.081322e-29
"Arabidopsis","AT4G09784",1.081322e-29
"Arabidopsis","AT4G09795",1.081322e-29
"Arabidopsis","AT4G09800",1.081322e-29
"Arabidopsis","AT4G09810",1.081322e-29
"Arabidopsis","AT4G11140",1.187589e-23
"Arabidopsis","AT4G11150",1.187589e-23
"Arabidopsis","AT4G11160",1.187589e-23
"Arabidopsis","AT4G11170",1.187589e-23
"Arabidopsis","AT4G11175",1.187589e-23
"Arabidopsis","AT4G11177",1.187589e-23
"Arabidopsis","AT4G11180",1.187589e-23
"Arabidopsis","AT4G11190",1.187589e-23
"Arabidopsis","AT4G11210",1.187589e-23
"Arabidopsis","AT4G11211",1.187589e-23
"Arabidopsis","AT4G11110",2.719141e-23
"Arabidopsis","AT4G11120",2.719141e-23
"Arabidopsis","AT4G11130",2.719141e-23
"Arabidopsis","AT4G11213",2.719141e-23
"Arabidopsis","AT4G11216",2.719141e-23
"Arabidopsis","AT4G11220",2.719141e-23
"Arabidopsis","AT4G11230",4.563992e-23
"Arabidopsis","AT4G11240",4.563992e-23
"Arabidopsis","AT4G11250",4.09061e-22
"Arabidopsis","AT4G11260",4.09061e-22
"Arabidopsis","AT4G11270",4.09061e-22
"Arabidopsis","AT4G10930",9.404455e-20
"Arabidopsis","AT4G10940",9.404455e-20
"Arabidopsis","AT4G10950",9.404455e-20
"Arabidopsis","AT4G10955",9.404455e-20
"Arabidopsis","AT4G10960",9.404455e-20
"Arabidopsis","AT4G10970",9.404455e-20
"Arabidopsis","AT4G11000",9.404455e-20
"Arabidopsis","AT4G11010",9.404455e-20
"Arabidopsis","AT4G11020",9.404455e-20
"Arabidopsis","AT4G11030",9.404455e-20
"Arabidopsis","AT4G11040",9.404455e-20
"Arabidopsis","AT4G11050",9.404455e-20
"Arabidopsis","AT4G11060",9.404455e-20
"Arabidopsis","AT4G11070",2.879775e-19
"Arabidopsis","AT4G11080",2.879775e-19
"Arabidopsis","AT4G11090",2.879775e-19
"Arabidopsis","AT4G11100",2.879775e-19
"Arabidopsis","AT3G33293",7.643301e-18
"Arabidopsis","AT3G33393",7.643301e-18
"Arabidopsis","AT3G33494",7.643301e-18
"Arabidopsis","AT4G09420",2.619742e-17
"Arabidopsis","AT4G09430",2.619742e-17
"Arabidopsis","AT4G09432",2.619742e-17
"Arabidopsis","AT4G09440",2.619742e-17
"Arabidopsis","AT4G09450",2.619742e-17
"Arabidopsis","AT4G09460",2.619742e-17
"Arabidopsis","AT1G77660",4.398021e-17
"Arabidopsis","AT1G77670",4.398021e-17
"Arabidopsis","AT1G77680",4.398021e-17
"Arabidopsis","AT1G77682",4.398021e-17
"Arabidopsis","AT1G77690",4.398021e-17
"Arabidopsis","AT1G77700",4.398021e-17
"Arabidopsis","AT1G77710",4.398021e-17
"Arabidopsis","AT1G77720",4.398021e-17
"Arabidopsis","AT1G77730",4.398021e-17
"Arabidopsis","AT1G77740",4.398021e-17
"Arabidopsis","AT1G77746",4.398021e-17
"Arabidopsis","AT1G77750",4.398021e-17
"Arabidopsis","AT3G42310",5.431786e-17
"Arabidopsis","AT3G42380",5.431786e-17
"Arabidopsis","AT4G10850",1.657137e-16
"Arabidopsis","AT4G10860",1.657137e-16
"Arabidopsis","AT4G10870",1.657137e-16
"Arabidopsis","AT4G10880",1.657137e-16
"Arabidopsis","AT4G10890",1.657137e-16
"Arabidopsis","AT4G10895",1.657137e-16
"Arabidopsis","AT4G10910",1.657137e-16
"Arabidopsis","AT4G10920",1.657137e-16
"Arabidopsis","AT4G10925",1.657137e-16
"Arabidopsis","AT4G36920",1.76052e-16
"Arabidopsis","AT4G36925",1.76052e-16
"Arabidopsis","AT4G36930",1.76052e-16
"Arabidopsis","AT4G36940",1.76052e-16
"Arabidopsis","AT4G36945",1.76052e-16
"Arabidopsis","AT4G36950",1.76052e-16
"Arabidopsis","AT4G36960",1.76052e-16
"Arabidopsis","AT4G36970",1.76052e-16
"Arabidopsis","AT4G36980",1.76052e-16
"Arabidopsis","AT4G36988",1.76052e-16
"Arabidopsis","AT4G36990",1.76052e-16
"Arabidopsis","AT4G37000",1.76052e-16
"Arabidopsis","AT4G37010",1.76052e-16
"Arabidopsis","AT4G37020",1.76052e-16
"Arabidopsis","AT4G37022",1.76052e-16
"Arabidopsis","AT4G15500",6.881961e-15
"Arabidopsis","AT4G15510",6.881961e-15
"Arabidopsis","AT4G15520",6.881961e-15
"Arabidopsis","AT4G15530",6.881961e-15
"Arabidopsis","AT4G15540",6.881961e-15
"Arabidopsis","AT4G15545",6.881961e-15
"Arabidopsis","AT4G15550",6.881961e-15
"Arabidopsis","AT4G15560",6.881961e-15
"Arabidopsis","AT4G15563",6.881961e-15
"Arabidopsis","AT4G15570",6.881961e-15
"Arabidopsis","AT4G16820",8.988207e-15
"Arabidopsis","AT4G16830",8.988207e-15
"Arabidopsis","AT4G16835",8.988207e-15
"Arabidopsis","AT4G16840",8.988207e-15
"Arabidopsis","AT4G16845",8.988207e-15
"Arabidopsis","AT4G16850",8.988207e-15
"Arabidopsis","AT4G16855",8.988207e-15
"Arabidopsis","AT4G16860",8.988207e-15
"Arabidopsis","AT4G16880",8.988207e-15
"Arabidopsis","AT4G16890",8.988207e-15
"Arabidopsis","AT4G16892",8.988207e-15
"Arabidopsis","AT4G16900",8.988207e-15
"Arabidopsis","AT4G16915",8.988207e-15
"Arabidopsis","AT5G64740",1.023109e-14
"Arabidopsis","AT5G64750",1.023109e-14
"Arabidopsis","AT5G64760",1.023109e-14
"Arabidopsis","AT5G64770",1.023109e-14
"Arabidopsis","AT5G64780",1.023109e-14
"Arabidopsis","AT5G64790",1.023109e-14
"Arabidopsis","AT5G64800",1.023109e-14
"Arabidopsis","AT5G64810",1.023109e-14
"Arabidopsis","AT5G64813",1.023109e-14
