,TN_maize,NHx_maize
SEEDGWAS1722:MRG:4:250062678,330,344.1400146
SEEDGWAS1723:MRG:4:250062679,185,544.3800049
SEEDGWAS1725:MRG:4:250062681,488,544.3800049
SEEDGWAS1726:MRG:4:250062682,488,544.3800049
SEEDGWAS1727:MRG:4:250062683,488,544.3800049
SEEDGWAS1728:MRG:4:250062684,488,544.3800049
SEEDGWAS1729:MRG:4:250062685,270,332.6300049
SEEDGWAS173:MRG:4:250056135,417,599.789978
SEEDGWAS1730:MRG:4:250062686,270,332.6300049
SEEDGWAS1731:MRG:4:250062687,165,173.8500061
SEEDGWAS1732:MRG:4:250062688,243,374.3299866
SEEDGWAS1733:MRG:4:250062689,212,374.3299866
SEEDGWAS1736:MRG:4:250062690,355,37.13000107
SEEDGWAS1737:MRG:4:250062691,355,37.13000107
SEEDGWAS1739:MRG:4:250062692,355,37.13000107
SEEDGWAS174:MRG:4:250056136,341,599.789978
SEEDGWAS1740:MRG:4:250062693,397,162.4799957
SEEDGWAS1741:MRG:4:250062694,NA,599.789978
SEEDGWAS1742:MRG:4:250062695,346,37.13000107
SEEDGWAS1743:MRG:4:250062696,346,37.13000107
SEEDGWAS1744:MRG:4:250062697,646,344.1400146
SEEDGWAS1749:MRG:4:250062702,243,374.3299866
SEEDGWAS1751:MRG:4:250062703,190,173.8500061
SEEDGWAS1752:MRG:4:250062704,188,173.8500061
SEEDGWAS1755:MRG:4:250062707,201,363.2600098
SEEDGWAS1756:MRG:4:250062708,201,363.2600098
SEEDGWAS1759:MRG:4:250062709,150,230.1499939
SEEDGWAS176:MRG:4:250056137,339,599.789978
SEEDGWAS1760:MRG:4:250062710,155,230.1499939
SEEDGWAS1761:MRG:4:250062711,193,250.2299957
SEEDGWAS1766:MRG:4:250062717,130,330.2000122
SEEDGWAS1767:MRG:4:250062718,NA,363.2600098
SEEDGWAS1769:MRG:4:250062720,NA,247.5299988
SEEDGWAS177:MRG:4:250056138,328,599.789978
SEEDGWAS1770:MRG:4:250062721,579,247.5299988
SEEDGWAS1771:MRG:4:250062722,308,134.0700073
SEEDGWAS1773:MRG:4:250062724,199,539.8900146
SEEDGWAS1775:MRG:4:250062726,205,363.2600098
SEEDGWAS1777:MRG:4:250062728,236,599.789978
SEEDGWAS1778:MRG:4:250062730,175,363.2600098
SEEDGWAS1779:MRG:4:250062731,504,134.0700073
SEEDGWAS178:MRG:4:250056139,567,247.5299988
SEEDGWAS1781:MRG:4:250062764,500,344.1400146
SEEDGWAS1782:MRG:4:250062765,275,539.8900146
SEEDGWAS1783:MRG:4:250062766,215,539.8900146
SEEDGWAS1784:MRG:4:250062767,NA,539.8900146
SEEDGWAS1786:MRG:4:250062769,162,330.2000122
SEEDGWAS1788:MRG:4:250062770,201,330.2000122
SEEDGWAS1789:MRG:4:250062771,144,363.2600098
SEEDGWAS179:MRG:4:250056140,682,247.5299988
SEEDGWAS1790:MRG:4:250062772,482,247.5299988
SEEDGWAS1791:MRG:4:250062773,387,247.5299988
SEEDGWAS1792:MRG:4:250062774,574,247.5299988
SEEDGWAS1793:MRG:4:250062775,471,247.5299988
SEEDGWAS1794:MRG:4:250062776,292,539.8900146
SEEDGWAS1795:MRG:4:250062777,218,539.8900146
SEEDGWAS1796:MRG:4:250062778,218,134.0700073
SEEDGWAS1797:MRG:4:250062779,341,134.0700073
SEEDGWAS1798:MRG:4:250062780,191,363.2600098
SEEDGWAS1799:MRG:4:250062781,NA,363.2600098
SEEDGWAS180:MRG:4:250056141,543,247.5299988
SEEDGWAS1800:MRG:4:250062782,200,539.8900146
SEEDGWAS1802:MRG:4:250062783,NA,263.3599854
SEEDGWAS1803:MRG:4:250062784,224,344.1400146
SEEDGWAS1804:MRG:4:250062785,203,363.2600098
SEEDGWAS1806:MRG:4:250062787,210,145.5
SEEDGWAS1807:MRG:4:250062790,200,242.6100006
SEEDGWAS1809:MRG:4:250062791,284,344.1400146
SEEDGWAS1810:MRG:4:250062792,NA,344.1400146
SEEDGWAS1811:MRG:4:250062793,305,599.789978
SEEDGWAS1812:MRG:4:250062794,283,344.1400146
SEEDGWAS1816:MRG:4:250062797,244,344.1400146
SEEDGWAS1818:MRG:4:250062798,175,363.2600098
SEEDGWAS1819:MRG:4:250062799,262,599.789978
SEEDGWAS182:MRG:4:250056142,546,247.5299988
SEEDGWAS1820:MRG:4:250062800,262,599.789978
SEEDGWAS1821:MRG:4:250062801,154,599.789978
SEEDGWAS1822:MRG:4:250062802,134,599.789978
SEEDGWAS1823:MRG:4:250062803,182,264.7799988
SEEDGWAS1825:MRG:4:250062805,226,250.5599976
SEEDGWAS1826:MRG:4:250062806,226,250.5599976
SEEDGWAS1827:MRG:4:250062807,226,250.5599976
SEEDGWAS1828:MRG:4:250062808,195,363.2600098
SEEDGWAS1829:MRG:4:250062809,204,363.2600098
SEEDGWAS183:MRG:4:250056143,356,247.5299988
SEEDGWAS1830:MRG:4:250062810,203,344.1400146
SEEDGWAS1831:MRG:4:250062812,244,344.1400146
SEEDGWAS1832:MRG:4:250062813,244,344.1400146
SEEDGWAS1833:MRG:4:250062814,244,344.1400146
SEEDGWAS1834:MRG:4:250062815,244,344.1400146
SEEDGWAS1835:MRG:4:250062816,244,344.1400146
SEEDGWAS1836:MRG:4:250062817,206,344.1400146
SEEDGWAS1837:MRG:4:250062818,259,344.1400146
SEEDGWAS1838:MRG:4:250062819,206,344.1400146
SEEDGWAS1839:MRG:4:250062820,170,363.2600098
SEEDGWAS1840:MRG:4:250063056,191,599.789978
SEEDGWAS1841:MRG:4:250063057,270,374.3299866
SEEDGWAS1842:MRG:4:250063058,NA,374.3299866
SEEDGWAS1844:MRG:4:250063060,399,1069.060059
SEEDGWAS1845:MRG:4:250063061,399,1069.060059
SEEDGWAS1846:MRG:4:250063062,243,391.6099854
SEEDGWAS1847:MRG:4:250063063,NA,391.6099854
SEEDGWAS1848:MRG:4:250063064,331,495.1400146
SEEDGWAS185:MRG:4:250056144,467,247.5299988
SEEDGWAS1851:MRG:4:250063067,304,715.8800049
SEEDGWAS1852:MRG:4:250063068,254,374.3299866
SEEDGWAS1854:MRG:4:250063070,243,391.6099854
SEEDGWAS1855:MRG:4:250063071,304,715.8800049
SEEDGWAS1856:MRG:4:250063072,304,715.8800049
SEEDGWAS1857:MRG:4:250063073,274,715.8800049
SEEDGWAS1858:MRG:4:250063074,274,715.8800049
SEEDGWAS186:MRG:4:250056145,659,247.5299988
SEEDGWAS1864:MRG:4:250063079,304,715.8800049
SEEDGWAS1866:MRG:4:250063080,123,270.1099854
SEEDGWAS1867:MRG:4:250063081,123,270.1099854
SEEDGWAS1868:MRG:4:250063082,123,270.1099854
SEEDGWAS1869:MRG:4:250063083,152,270.1099854
SEEDGWAS187:MRG:4:250056146,242,30.87000084
SEEDGWAS1870:MRG:4:250063084,136,90.51000214
SEEDGWAS188:MRG:4:250056147,377,247.5299988
SEEDGWAS1884:MRG:4:250063096,NA,599.789978
SEEDGWAS1885:MRG:4:250063097,295,599.789978
SEEDGWAS1887:MRG:4:250063098,329,599.789978
SEEDGWAS1888:MRG:4:250063099,417,599.789978
SEEDGWAS1889:MRG:4:250063100,572,247.5299988
SEEDGWAS1890:MRG:4:250063101,403,247.5299988
SEEDGWAS1891:MRG:4:250063102,264,332.6300049
SEEDGWAS1894:MRG:4:250063104,364,250.5599976
SEEDGWAS1895:MRG:4:250063105,304,715.8800049
SEEDGWAS1898:MRG:4:250063106,272,391.6099854
SEEDGWAS1899:MRG:4:250063107,272,374.3299866
SEEDGWAS190:MRG:4:250056148,421,247.5299988
SEEDGWAS1903:MRG:4:250063110,418,715.8800049
SEEDGWAS1904:MRG:4:250063111,418,715.8800049
SEEDGWAS1905:MRG:4:250063112,318,250.5599976
SEEDGWAS1906:MRG:4:250063144,NA,1270.910034
SEEDGWAS1907:MRG:4:250063145,200,485.8800049
SEEDGWAS1908:MRG:4:250063146,181,485.8800049
SEEDGWAS1909:MRG:4:250063147,301,863.25
SEEDGWAS191:MRG:4:250056149,497,247.5299988
SEEDGWAS1910:MRG:4:250063148,208,863.25
SEEDGWAS1914:MRG:4:250063152,314,495.1400146
SEEDGWAS1917:MRG:4:250063155,384,1069.060059
SEEDGWAS1918:MRG:4:250063156,403,1069.060059
SEEDGWAS1919:MRG:4:250063157,400,1069.060059
SEEDGWAS192:MRG:4:250056150,441,247.5299988
SEEDGWAS1920:MRG:4:250063158,445,1069.060059
SEEDGWAS1921:MRG:4:250063159,416,1069.060059
SEEDGWAS1922:MRG:4:250063160,405,1069.060059
SEEDGWAS1923:MRG:4:250063161,428,1069.060059
SEEDGWAS1924:MRG:4:250063162,415,1069.060059
SEEDGWAS1925:MRG:4:250068669,405,1069.060059
SEEDGWAS1926:MRG:4:250063163,384,1069.060059
SEEDGWAS1927:MRG:4:250063164,467,1069.060059
SEEDGWAS1929:MRG:4:250063165,384,1069.060059
SEEDGWAS193:MRG:4:250056151,405,247.5299988
SEEDGWAS1931:MRG:4:250063167,409,1069.060059
SEEDGWAS1934:MRG:4:250068671,445,1069.060059
SEEDGWAS1935:MRG:4:250063169,405,1069.060059
SEEDGWAS1936:MRG:4:250063170,406,1069.060059
SEEDGWAS1937:MRG:4:250068672,390,1069.060059
SEEDGWAS1938:MRG:4:250063171,359,1069.060059
SEEDGWAS1939:MRG:4:250063172,380,1069.060059
SEEDGWAS194:MRG:4:250056152,432,247.5299988
SEEDGWAS1940:MRG:4:250063173,405,1069.060059
SEEDGWAS1941:MRG:4:250063174,467,1069.060059
SEEDGWAS1942:MRG:4:250063175,384,1069.060059
SEEDGWAS1943:MRG:4:250063176,397,1069.060059
SEEDGWAS1944:MRG:4:250063177,405,1069.060059
SEEDGWAS1945:MRG:4:250063178,399,1069.060059
SEEDGWAS1946:MRG:4:250068673,405,1069.060059
SEEDGWAS1947:MRG:4:250063179,405,1069.060059
SEEDGWAS1948:MRG:4:250063181,399,1069.060059
SEEDGWAS1949:MRG:4:250063182,399,1069.060059
SEEDGWAS195:MRG:4:250056153,360,30.87000084
SEEDGWAS1950:MRG:4:250068674,399,1069.060059
SEEDGWAS1951:MRG:4:250063183,445,1069.060059
SEEDGWAS1952:MRG:4:250063184,399,1069.060059
SEEDGWAS1953:MRG:4:250063185,399,1069.060059
SEEDGWAS1954:MRG:4:250063186,445,1069.060059
SEEDGWAS1955:MRG:4:250063187,445,1069.060059
SEEDGWAS1956:MRG:4:250063188,376,1069.060059
SEEDGWAS1957:MRG:4:250068675,560,940.4699707
SEEDGWAS1958:MRG:4:250063189,400,1069.060059
SEEDGWAS1959:MRG:4:250063190,405,1069.060059
SEEDGWAS196:MRG:4:250056154,288,539.8900146
SEEDGWAS1960:MRG:4:250063191,309,391.6099854
SEEDGWAS1961:MRG:4:250063192,229,419.6900024
SEEDGWAS1963:MRG:4:250063193,400,863.25
SEEDGWAS1964:MRG:4:250063194,206,391.6099854
SEEDGWAS1965:MRG:4:250063195,225,485.8800049
SEEDGWAS1966:MRG:4:250063196,NA,863.25
SEEDGWAS1967:MRG:4:250063197,261,863.25
SEEDGWAS1968:MRG:4:250063198,297,863.25
SEEDGWAS1969:MRG:4:250063199,NA,863.25
SEEDGWAS197:MRG:4:250056155,277,539.8900146
SEEDGWAS1970:MRG:4:250063200,178,485.8800049
SEEDGWAS1972:MRG:4:250063201,341,863.25
SEEDGWAS1974:MRG:4:250063202,194,485.8800049
SEEDGWAS1975:MRG:4:250063203,231,715.8800049
SEEDGWAS1976:MRG:4:250063204,239,485.8800049
SEEDGWAS1977:MRG:4:250063205,164,485.8800049
SEEDGWAS1978:MRG:4:250063206,266,863.25
SEEDGWAS1979:MRG:4:250063207,266,863.25
SEEDGWAS198:MRG:4:250056156,542,539.8900146
SEEDGWAS1980:MRG:4:250063208,238,485.8800049
SEEDGWAS1981:MRG:4:250063209,238,485.8800049
SEEDGWAS1982:MRG:4:250063210,238,485.8800049
SEEDGWAS1983:MRG:4:250063211,297,863.25
SEEDGWAS1984:MRG:4:250063212,406,863.25
SEEDGWAS1985:MRG:4:250063213,203,391.6099854
SEEDGWAS1986:MRG:4:250063214,NA,485.8800049
SEEDGWAS1987:MRG:4:250063215,240,485.8800049
SEEDGWAS1988:MRG:4:250063216,189,391.6099854
SEEDGWAS1989:MRG:4:250063217,201,863.25
SEEDGWAS1990:MRG:4:250063219,275,485.8800049
SEEDGWAS1991:MRG:4:250063220,231,863.25
SEEDGWAS1992:MRG:4:250063221,231,863.25
SEEDGWAS1993:MRG:4:250063222,272,863.25
SEEDGWAS1994:MRG:4:250063223,NA,485.8800049
SEEDGWAS1995:MRG:4:250063224,272,391.6099854
SEEDGWAS1996:MRG:4:250063225,220,391.6099854
SEEDGWAS1998:MRG:4:250063226,NA,863.25
SEEDGWAS1999:MRG:4:250063227,NA,485.8800049
SEEDGWAS2000:MRG:4:250063228,NA,863.25
SEEDGWAS2001:MRG:4:250063229,247,863.25
SEEDGWAS2003:MRG:4:250063230,224,99.68000031
SEEDGWAS2004:MRG:4:250063231,281,242.6100006
SEEDGWAS2005:MRG:4:250063232,266,863.25
SEEDGWAS2006:MRG:4:250063233,176,458.7999878
SEEDGWAS2007:MRG:4:250063234,167,564.4799805
SEEDGWAS2008:MRG:4:250063235,469,599.789978
SEEDGWAS2009:MRG:4:250063237,330,940.4699707
SEEDGWAS2010:MRG:4:250063238,330,940.4699707
SEEDGWAS2011:MRG:4:250063239,384,1069.060059
SEEDGWAS2012:MRG:4:250068676,445,1069.060059
SEEDGWAS2014:MRG:4:250062129,384,1069.060059
SEEDGWAS2015:MRG:4:250062130,445,1069.060059
SEEDGWAS2016:MRG:4:250062131,445,1069.060059
SEEDGWAS2017:MRG:4:250062132,NA,391.6099854
SEEDGWAS2018:MRG:4:250062133,235,863.25
SEEDGWAS202:MRG:4:250056157,403,66.23000336
SEEDGWAS2022:MRG:4:250062135,415,1069.060059
SEEDGWAS2024:MRG:4:250062136,560,940.4699707
SEEDGWAS2025:MRG:4:250062137,435,1069.060059
SEEDGWAS2026:MRG:4:250062138,415,1069.060059
SEEDGWAS2027:MRG:4:250062139,445,1069.060059
SEEDGWAS2028:MRG:4:250062140,366,863.25
SEEDGWAS2029:MRG:4:250062141,290,544.3800049
SEEDGWAS203:MRG:4:250056158,403,66.23000336
SEEDGWAS2031:MRG:4:250062143,290,863.25
SEEDGWAS2032:MRG:4:250062144,157,485.8800049
SEEDGWAS2035:MRG:4:250062145,422,1069.060059
SEEDGWAS2036:MRG:4:250062146,397,1069.060059
SEEDGWAS2037:MRG:4:250062147,560,940.4699707
SEEDGWAS2038:MRG:4:250062148,407,1069.060059
SEEDGWAS2039:MRG:4:250062149,407,1069.060059
SEEDGWAS2040:MRG:4:250062150,229,863.25
SEEDGWAS2041:MRG:4:250062151,251,250.2299957
SEEDGWAS2042:MRG:4:250062152,NA,863.25
SEEDGWAS2043:MRG:4:250062153,194,485.8800049
SEEDGWAS2044:MRG:4:250062154,157,485.8800049
SEEDGWAS2046:MRG:4:250062156,170,230.1499939
SEEDGWAS2047:MRG:4:250062157,168,230.1499939
SEEDGWAS2048:MRG:4:250062158,145,230.1499939
SEEDGWAS2049:MRG:4:250062159,304,715.8800049
SEEDGWAS2050:MRG:4:250062160,399,1069.060059
SEEDGWAS2051:MRG:4:250062161,445,1069.060059
SEEDGWAS2052:MRG:4:250062162,384,1069.060059
SEEDGWAS2053:MRG:4:250062163,384,1069.060059
SEEDGWAS2057:MRG:4:250062164,352,863.25
SEEDGWAS2058:MRG:4:250062165,NA,485.8800049
SEEDGWAS2059:MRG:4:250062166,198,485.8800049
SEEDGWAS206:MRG:4:250056159,403,66.23000336
SEEDGWAS2061:MRG:4:250062167,281,242.6100006
SEEDGWAS2065:MRG:4:250062169,NA,485.8800049
SEEDGWAS2069:MRG:4:250062174,449,1069.060059
SEEDGWAS207:MRG:4:250056160,253,247.5299988
SEEDGWAS2070:MRG:4:250062175,388,1069.060059
SEEDGWAS2071:MRG:4:250062176,478,1069.060059
SEEDGWAS2073:MRG:4:250063018,386,363.2600098
SEEDGWAS2075:MRG:4:250063019,205,344.1400146
SEEDGWAS2077:MRG:4:250063021,238,190.4700012
SEEDGWAS2078:MRG:4:250063022,248,190.4700012
SEEDGWAS2079:MRG:4:250063023,163,363.2600098
SEEDGWAS208:MRG:4:250056161,291,66.23000336
SEEDGWAS2080:MRG:4:250063024,206,363.2600098
SEEDGWAS2081:MRG:4:250063025,223,190.4700012
SEEDGWAS2084:MRG:4:250063027,469,599.789978
SEEDGWAS2087:MRG:4:250063030,380,599.789978
SEEDGWAS209:MRG:4:250056162,307,342.6799927
SEEDGWAS2092:MRG:4:250063036,470,37.13000107
SEEDGWAS2093:MRG:4:250063037,507,37.13000107
SEEDGWAS2096:MRG:4:250063040,232,599.789978
SEEDGWAS2097:MRG:4:250063041,322,599.789978
SEEDGWAS2098:MRG:4:250063042,203,344.1400146
SEEDGWAS2099:MRG:4:250063044,330,162.4799957
SEEDGWAS210:MRG:4:250056163,307,342.6799927
SEEDGWAS2104:MRG:4:250063046,349,599.789978
SEEDGWAS2105:MRG:4:250063047,545,134.0700073
SEEDGWAS2106:MRG:4:250063048,348,162.4799957
SEEDGWAS2107:MRG:4:250063049,184,363.2600098
SEEDGWAS2108:MRG:4:250063050,221,363.2600098
SEEDGWAS2109:MRG:4:250063051,363,344.1400146
SEEDGWAS211:MRG:4:250056164,701,10.93000031
SEEDGWAS2110:MRG:4:250063052,384,344.1400146
SEEDGWAS2111:MRG:4:250063053,243,344.1400146
SEEDGWAS2113:MRG:4:250062858,NA,599.789978
SEEDGWAS2114:MRG:4:250063054,403,599.789978
SEEDGWAS2115:MRG:4:250063055,284,344.1400146
SEEDGWAS2117:MRG:4:250062178,410,940.4699707
SEEDGWAS2118:MRG:4:250062179,243,391.6099854
SEEDGWAS2120:MRG:4:250062180,179,263.3599854
SEEDGWAS2124:MRG:4:250062182,334,344.1400146
SEEDGWAS213:MRG:4:250056165,NA,10.93000031
SEEDGWAS2147:MRG:4:250062199,295,45.52000046
SEEDGWAS2148:MRG:4:250062200,295,45.52000046
SEEDGWAS2150:MRG:4:250062202,395,344.1400146
SEEDGWAS2151:MRG:4:250068679,NA,599.789978
SEEDGWAS2152:MRG:4:250062203,443,599.789978
SEEDGWAS2154:MRG:4:250068681,NA,250.5599976
SEEDGWAS2155:MRG:4:250062204,204,193.8000031
SEEDGWAS2156:MRG:4:250062205,216,82.59999847
SEEDGWAS2158:MRG:4:250062207,127,317.2799988
SEEDGWAS2159:MRG:4:250062208,154,250.5599976
SEEDGWAS216:MRG:4:250056168,627,88.51000214
SEEDGWAS2160:MRG:4:250062209,151,317.2799988
SEEDGWAS2161:MRG:4:250062210,151,317.2799988
SEEDGWAS2162:MRG:4:250062211,183,458.7999878
SEEDGWAS2163:MRG:4:250062212,124,270.1099854
SEEDGWAS2164:MRG:4:250062213,350,324.7000122
SEEDGWAS2165:MRG:4:250062214,127,317.2799988
SEEDGWAS2166:MRG:4:250062215,221,250.5599976
SEEDGWAS2167:MRG:4:250062216,311,458.7999878
SEEDGWAS2168:MRG:4:250062217,NA,332.6300049
SEEDGWAS2169:MRG:4:250062218,NA,173.8500061
SEEDGWAS2170:MRG:4:250062219,189,374.3299866
SEEDGWAS2171:MRG:4:250068682,178,374.3299866
SEEDGWAS2172:MRG:4:250068684,90,243.5200043
SEEDGWAS2173:MRG:4:250068685,443,599.789978
SEEDGWAS2174:MRG:4:250062220,203,156.8399963
SEEDGWAS2175:MRG:4:250062221,223,190.4700012
SEEDGWAS2177:MRG:4:250062222,162,264.7799988
SEEDGWAS2178:MRG:4:250062223,377,599.789978
SEEDGWAS2179:MRG:4:250062255,197,127.8000031
SEEDGWAS218:MRG:4:250056169,366,141.6000061
SEEDGWAS2180:MRG:4:250062256,197,127.8000031
SEEDGWAS2181:MRG:4:250062257,260,344.1400146
SEEDGWAS2182:MRG:4:250068687,282,599.789978
SEEDGWAS2184:MRG:4:250062258,204,190.4700012
SEEDGWAS2185:MRG:4:250062259,NA,599.789978
SEEDGWAS2186:MRG:4:250062261,290,374.3299866
SEEDGWAS2187:MRG:4:250062262,276,374.3299866
SEEDGWAS219:MRG:4:250056170,366,141.6000061
SEEDGWAS2192:MRG:4:250062264,182,39.52999878
SEEDGWAS2193:MRG:4:250062265,293,332.6300049
SEEDGWAS2194:MRG:4:250062266,220,25.63999939
SEEDGWAS2195:MRG:4:250062267,137,132.8500061
SEEDGWAS2196:MRG:4:250062268,117,243.5200043
SEEDGWAS2197:MRG:4:250062269,136,217.6900024
SEEDGWAS2198:MRG:4:250068689,98,243.5200043
SEEDGWAS2199:MRG:4:250068690,348,599.789978
SEEDGWAS220:MRG:4:250056171,356,88.51000214
SEEDGWAS2200:MRG:4:250062270,NA,599.789978
SEEDGWAS2202:MRG:4:250068691,241,544.3800049
SEEDGWAS2204:MRG:4:250062271,281,374.3299866
SEEDGWAS2206:MRG:4:250062272,280,332.6300049
SEEDGWAS2207:MRG:4:250062273,269,332.6300049
SEEDGWAS2208:MRG:4:250062274,287,332.6300049
SEEDGWAS2210:MRG:4:250062275,272,374.3299866
SEEDGWAS2211:MRG:4:250062276,238,715.8800049
SEEDGWAS2214:MRG:4:250062277,301,45.52000046
SEEDGWAS2215:MRG:4:250062278,311,458.7999878
SEEDGWAS2216:MRG:4:250062279,297,195.3300018
SEEDGWAS2217:MRG:4:250062280,151,317.2799988
SEEDGWAS2218:MRG:4:250062281,151,317.2799988
SEEDGWAS2219:MRG:4:250062282,151,317.2799988
SEEDGWAS222:MRG:4:250056173,405,88.51000214
SEEDGWAS2220:MRG:4:250062283,168,317.2799988
SEEDGWAS2221:MRG:4:250062284,126,317.2799988
SEEDGWAS2222:MRG:4:250062285,122,270.1099854
SEEDGWAS2223:MRG:4:250062286,209,458.7999878
SEEDGWAS2224:MRG:4:250062287,183,458.7999878
SEEDGWAS2225:MRG:4:250062288,183,458.7999878
SEEDGWAS2226:MRG:4:250062289,183,458.7999878
SEEDGWAS2227:MRG:4:250062290,183,458.7999878
SEEDGWAS2228:MRG:4:250062291,NA,458.7999878
SEEDGWAS2229:MRG:4:250062292,207,458.7999878
SEEDGWAS223:MRG:4:250056174,NA,88.51000214
SEEDGWAS2231:MRG:4:250062293,323,374.3299866
SEEDGWAS2232:MRG:4:250062294,238,374.3299866
SEEDGWAS2233:MRG:4:250062295,238,374.3299866
SEEDGWAS2234:MRG:4:250062296,169,182.9400024
SEEDGWAS2235:MRG:4:250062297,175,182.9400024
SEEDGWAS2236:MRG:4:250062298,175,182.9400024
SEEDGWAS2237:MRG:4:250062299,228,391.6099854
SEEDGWAS2238:MRG:4:250062300,279,715.8800049
SEEDGWAS2239:MRG:4:250062301,279,715.8800049
SEEDGWAS2240:MRG:4:250062302,258,715.8800049
SEEDGWAS2241:MRG:4:250062303,NA,374.3299866
SEEDGWAS2244:MRG:4:250062304,522,599.789978
SEEDGWAS2250:MRG:4:250062310,247,264.7799988
SEEDGWAS2251:MRG:4:250062311,NA,343.8999939
SEEDGWAS2252:MRG:4:250062312,303,287.0799866
SEEDGWAS2253:MRG:4:250062313,170,173.8500061
SEEDGWAS2254:MRG:4:250062314,170,173.8500061
SEEDGWAS2255:MRG:4:250062315,286,374.3299866
SEEDGWAS2256:MRG:4:250062316,458,599.789978
SEEDGWAS2257:MRG:4:250062317,256,190.4700012
SEEDGWAS2258:MRG:4:250062318,138,230.1499939
SEEDGWAS2259:MRG:4:250062319,346,544.3800049
SEEDGWAS2260:MRG:4:250068692,205,363.2600098
SEEDGWAS2261:MRG:4:250068693,205,363.2600098
SEEDGWAS2262:MRG:4:250062320,346,332.6300049
SEEDGWAS2263:MRG:4:250068694,208,173.8500061
SEEDGWAS2264:MRG:4:250062321,88,243.5200043
SEEDGWAS2265:MRG:4:250062322,98,243.5200043
SEEDGWAS2266:MRG:4:250062323,104,243.5200043
SEEDGWAS2267:MRG:4:250062324,164,249.2100067
SEEDGWAS2268:MRG:4:250062325,164,249.2100067
SEEDGWAS2269:MRG:4:250068695,136,217.6900024
SEEDGWAS2270:MRG:4:250062326,93,243.5200043
SEEDGWAS2271:MRG:4:250068696,96,243.5200043
SEEDGWAS2272:MRG:4:250062327,231,458.7999878
SEEDGWAS2273:MRG:4:250062328,175,374.3299866
SEEDGWAS2274:MRG:4:250062329,185,374.3299866
SEEDGWAS2275:MRG:4:250062330,182,39.52999878
SEEDGWAS2276:MRG:4:250062331,203,39.52999878
SEEDGWAS228:MRG:4:250056177,418,239.8899994
SEEDGWAS229:MRG:4:250056178,354,239.8899994
SEEDGWAS230:MRG:4:250056179,309,239.8899994
SEEDGWAS2311:MRG:4:250070007,194,363.2600098
SEEDGWAS2312:MRG:4:250062386,333,363.2600098
SEEDGWAS2313:MRG:4:250070008,194,363.2600098
SEEDGWAS2314:MRG:4:250062388,NA,544.3800049
SEEDGWAS2317:MRG:4:250070009,NA,363.2600098
SEEDGWAS2322:MRG:4:250062391,172,363.2600098
SEEDGWAS2323:MRG:4:250070010,167,363.2600098
SEEDGWAS2327:MRG:4:250070011,136,230.1499939
SEEDGWAS233:MRG:4:250056181,277,374.3299866
SEEDGWAS2331:MRG:4:250062398,NA,599.789978
SEEDGWAS2333:MRG:4:250070012,189,363.2600098
SEEDGWAS2334:MRG:4:250062401,221,363.2600098
SEEDGWAS2335:MRG:4:250062402,163,363.2600098
SEEDGWAS2336:MRG:4:250062403,221,363.2600098
SEEDGWAS2337:MRG:4:250062404,165,363.2600098
SEEDGWAS2339:MRG:4:250062405,154,599.789978
SEEDGWAS234:MRG:4:250056182,224,485.8800049
SEEDGWAS2342:MRG:4:250062406,413,344.1400146
SEEDGWAS2343:MRG:4:250070015,192,330.2000122
SEEDGWAS2350:MRG:4:250062413,186,363.2600098
SEEDGWAS2351:MRG:4:250070016,252,363.2600098
SEEDGWAS2352:MRG:4:250070017,163,363.2600098
SEEDGWAS2353:MRG:4:250062414,NA,599.789978
SEEDGWAS2354:MRG:4:250062415,236,599.789978
SEEDGWAS2355:MRG:4:250070018,316,599.789978
SEEDGWAS2355:MRG:4:250070035,316,599.789978
SEEDGWAS2355:MRG:4:250070131,316,599.789978
SEEDGWAS2355:MRG:4:250070281,316,599.789978
SEEDGWAS2355:MRG:4:250070411,316,599.789978
SEEDGWAS2355:MRG:4:250070511,316,599.789978
SEEDGWAS236:MRG:4:250056184,438,77.29000092
SEEDGWAS2360:MRG:4:250062418,185,363.2600098
SEEDGWAS2361:MRG:4:250070020,283,363.2600098
SEEDGWAS2363:MRG:4:250062420,475,344.1400146
SEEDGWAS2365:MRG:4:250062421,NA,363.2600098
SEEDGWAS2366:MRG:4:250062422,199,330.2000122
SEEDGWAS2367:MRG:4:250062423,195,599.789978
SEEDGWAS2368:MRG:4:250070021,348,599.789978
SEEDGWAS2370:MRG:4:250070022,304,599.789978
SEEDGWAS2371:MRG:4:250062425,NA,599.789978
SEEDGWAS2373:MRG:4:250070023,173,599.789978
SEEDGWAS2374:MRG:4:250062426,193,599.789978
SEEDGWAS2377:MRG:4:250062427,262,544.3800049
SEEDGWAS2378:MRG:4:250070024,209,544.3800049
SEEDGWAS2379:MRG:4:250062428,209,544.3800049
SEEDGWAS2380:MRG:4:250062429,NA,599.789978
SEEDGWAS2381:MRG:4:250070025,NA,599.789978
SEEDGWAS2383:MRG:4:250062430,150,363.2600098
SEEDGWAS2384:MRG:4:250070026,201,363.2600098
SEEDGWAS2385:MRG:4:250070027,NA,363.2600098
SEEDGWAS2386:MRG:4:250070028,309,264.7799988
SEEDGWAS2387:MRG:4:250070029,204,544.3800049
SEEDGWAS2388:MRG:4:250070030,NA,544.3800049
SEEDGWAS2389:MRG:4:250062431,185,599.789978
