,TN_maize,NHx_maize
SEEDGWAS3108:MRG:4:250069015,135,363.2600098
SEEDGWAS311:MRG:4:250059070,422,34.88999939
SEEDGWAS3111:MRG:4:250069016,275,363.2600098
SEEDGWAS3112:MRG:4:250069017,166,363.2600098
SEEDGWAS3113:MRG:4:250069018,180,363.2600098
SEEDGWAS3114:MRG:4:250064099,180,363.2600098
SEEDGWAS3115:MRG:4:250069020,180,363.2600098
SEEDGWAS3116:MRG:4:250069021,150,330.2000122
SEEDGWAS3117:MRG:4:250069022,228,363.2600098
SEEDGWAS3118:MRG:4:250069023,180,363.2600098
SEEDGWAS3119:MRG:4:250069024,209,363.2600098
SEEDGWAS312:MRG:4:250059071,473,342.6799927
SEEDGWAS3120:MRG:4:250064100,166,363.2600098
SEEDGWAS3121:MRG:4:250064102,235,363.2600098
SEEDGWAS3122:MRG:4:250064103,235,363.2600098
SEEDGWAS3123:MRG:4:250064104,135,363.2600098
SEEDGWAS3124:MRG:4:250069025,179,363.2600098
SEEDGWAS3125:MRG:4:250064105,283,599.789978
SEEDGWAS3126:MRG:4:250069026,211,599.789978
SEEDGWAS3127:MRG:4:250069027,283,363.2600098
SEEDGWAS3128:MRG:4:250069028,241,363.2600098
SEEDGWAS3129:MRG:4:250069029,283,363.2600098
SEEDGWAS3130:MRG:4:250064106,427,344.1400146
SEEDGWAS3131:MRG:4:250064107,373,344.1400146
SEEDGWAS3132:MRG:4:250064108,373,344.1400146
SEEDGWAS3133:MRG:4:250064109,373,344.1400146
SEEDGWAS3134:MRG:4:250069030,NA,344.1400146
SEEDGWAS3135:MRG:4:250069031,410,344.1400146
SEEDGWAS3136:MRG:4:250064110,276,344.1400146
SEEDGWAS3137:MRG:4:250064111,274,344.1400146
SEEDGWAS3138:MRG:4:250064112,274,344.1400146
SEEDGWAS3139:MRG:4:250064113,421,344.1400146
SEEDGWAS3140:MRG:4:250064114,316,344.1400146
SEEDGWAS3141:MRG:4:250064115,316,344.1400146
SEEDGWAS3143:MRG:4:250064116,316,344.1400146
SEEDGWAS3144:MRG:4:250064117,316,344.1400146
SEEDGWAS3145:MRG:4:250064118,276,344.1400146
SEEDGWAS3147:MRG:4:250064119,328,599.789978
SEEDGWAS3148:MRG:4:250069032,313,599.789978
SEEDGWAS3149:MRG:4:250069033,268,599.789978
SEEDGWAS3151:MRG:4:250064120,NA,599.789978
SEEDGWAS3152:MRG:4:250069034,320,599.789978
SEEDGWAS3160:MRG:4:250064126,234,363.2600098
SEEDGWAS3161:MRG:4:250069037,NA,363.2600098
SEEDGWAS3163:MRG:4:250069038,NA,544.3800049
SEEDGWAS3164:MRG:4:250069039,NA,544.3800049
SEEDGWAS3165:MRG:4:250064127,219,190.4700012
SEEDGWAS3166:MRG:4:250064128,219,544.3800049
SEEDGWAS3167:MRG:4:250064160,186,544.3800049
SEEDGWAS3168:MRG:4:250064161,182,363.2600098
SEEDGWAS3170:MRG:4:250064162,225,250.2299957
SEEDGWAS3172:MRG:4:250064164,288,264.7799988
SEEDGWAS3174:MRG:4:250064165,222,264.7799988
SEEDGWAS3176:MRG:4:250064167,231,363.2600098
SEEDGWAS3177:MRG:4:250069042,144,330.2000122
SEEDGWAS3178:MRG:4:250069043,200,544.3800049
SEEDGWAS3179:MRG:4:250064168,228,544.3800049
SEEDGWAS318:MRG:4:250059077,361,344.1400146
SEEDGWAS3180:MRG:4:250064169,434,599.789978
SEEDGWAS3182:MRG:4:250064170,281,242.6100006
SEEDGWAS3183:MRG:4:250064171,115,270.1099854
SEEDGWAS3184:MRG:4:250064172,NA,250.5599976
SEEDGWAS3185:MRG:4:250064174,107,270.1099854
SEEDGWAS3186:MRG:4:250064175,103,270.1099854
SEEDGWAS3187:MRG:4:250064176,101,440.3900146
SEEDGWAS3189:MRG:4:250064178,414,247.5299988
SEEDGWAS319:MRG:4:250059078,221,344.1400146
SEEDGWAS3190:MRG:4:250064179,403,247.5299988
SEEDGWAS3191:MRG:4:250064180,338,247.5299988
SEEDGWAS3192:MRG:4:250064181,338,247.5299988
SEEDGWAS3193:MRG:4:250064182,320,374.3299866
SEEDGWAS3194:MRG:4:250064183,253,374.3299866
SEEDGWAS3195:MRG:4:250064184,264,332.6300049
SEEDGWAS3198:MRG:4:250069044,328,495.1400146
SEEDGWAS32:MRG:4:250054471,NA,344.1400146
SEEDGWAS3200:MRG:4:250064185,384,1069.060059
SEEDGWAS3202:MRG:4:250064187,405,1069.060059
SEEDGWAS3203:MRG:4:250064188,399,1069.060059
SEEDGWAS3204:MRG:4:250064189,445,1069.060059
SEEDGWAS3205:MRG:4:250064190,467,1069.060059
SEEDGWAS3207:MRG:4:250064192,399,1069.060059
SEEDGWAS3208:MRG:4:250064193,384,1069.060059
SEEDGWAS3209:MRG:4:250064194,384,1069.060059
SEEDGWAS3210:MRG:4:250064195,399,1069.060059
SEEDGWAS3212:MRG:4:250064197,405,1069.060059
SEEDGWAS3213:MRG:4:250064198,405,1069.060059
SEEDGWAS3214:MRG:4:250064199,NA,485.8800049
SEEDGWAS3215:MRG:4:250064200,NA,485.8800049
SEEDGWAS3216:MRG:4:250064201,164,485.8800049
SEEDGWAS3217:MRG:4:250064203,274,485.8800049
SEEDGWAS3218:MRG:4:250064204,150,458.7999878
SEEDGWAS3219:MRG:4:250064205,230,190.4700012
SEEDGWAS3220:MRG:4:250064206,422,1069.060059
SEEDGWAS3221:MRG:4:250064207,445,1069.060059
SEEDGWAS3222:MRG:4:250064208,366,863.25
SEEDGWAS3223:MRG:4:250064209,187,544.3800049
SEEDGWAS3224:MRG:4:250069046,187,544.3800049
SEEDGWAS3225:MRG:4:250064210,298,544.3800049
SEEDGWAS3226:MRG:4:250064211,185,544.3800049
SEEDGWAS3227:MRG:4:250069047,185,544.3800049
SEEDGWAS3228:MRG:4:250064212,493,544.3800049
SEEDGWAS3232:MRG:4:250064215,372,37.13000107
SEEDGWAS3233:MRG:4:250069049,203,156.8399963
SEEDGWAS3234:MRG:4:250069050,176,230.1499939
SEEDGWAS3235:MRG:4:250064216,384,1069.060059
SEEDGWAS3236:MRG:4:250064217,438,1069.060059
SEEDGWAS3237:MRG:4:250064218,399,1069.060059
SEEDGWAS3238:MRG:4:250064219,391,1069.060059
SEEDGWAS3239:MRG:4:250064220,405,1069.060059
SEEDGWAS324:MRG:4:250059081,NA,162.4799957
SEEDGWAS3240:MRG:4:250064221,281,242.6100006
SEEDGWAS3241:MRG:4:250064222,214,230.1499939
SEEDGWAS3244:MRG:4:250064223,366,863.25
SEEDGWAS3247:MRG:4:250064224,445,1069.060059
SEEDGWAS3248:MRG:4:250064225,418,1069.060059
SEEDGWAS3249:MRG:4:250069051,NA,544.3800049
SEEDGWAS325:MRG:4:250059082,845,162.4799957
SEEDGWAS3255:MRG:4:250064229,135,250.2299957
SEEDGWAS3256:MRG:4:250069053,499,344.1400146
SEEDGWAS3258:MRG:4:250069054,241,544.3800049
SEEDGWAS3259:MRG:4:250069055,247,264.7799988
SEEDGWAS3261:MRG:4:250064230,150,317.2799988
SEEDGWAS3262:MRG:4:250064231,227,250.5599976
SEEDGWAS3263:MRG:4:250064232,161,249.2100067
SEEDGWAS3264:MRG:4:250064233,94,243.5200043
SEEDGWAS3265:MRG:4:250069056,90,243.5200043
SEEDGWAS3267:MRG:4:250069057,136,217.6900024
SEEDGWAS3268:MRG:4:250064234,114,217.6900024
SEEDGWAS3269:MRG:4:250069058,113,243.5200043
SEEDGWAS327:MRG:4:250059084,213,485.8800049
SEEDGWAS3270:MRG:4:250069059,158,343.8999939
SEEDGWAS3272:MRG:4:250064235,197,127.8000031
SEEDGWAS3273:MRG:4:250064236,350,324.7000122
SEEDGWAS3274:MRG:4:250064238,189,374.3299866
SEEDGWAS3275:MRG:4:250064239,241,374.3299866
SEEDGWAS3276:MRG:4:250069060,114,217.6900024
SEEDGWAS3277:MRG:4:250069061,182,343.8999939
SEEDGWAS3278:MRG:4:250064240,204,544.3800049
SEEDGWAS328:MRG:4:250059085,360,940.4699707
SEEDGWAS3280:MRG:4:250064241,275,544.3800049
SEEDGWAS3284:MRG:4:250069063,234,156.8399963
SEEDGWAS3285:MRG:4:250069064,130,230.1499939
SEEDGWAS3286:MRG:4:250069065,257,15.97999954
SEEDGWAS3289:MRG:4:250064243,NA,715.8800049
SEEDGWAS329:MRG:4:250059086,NA,391.6099854
SEEDGWAS3290:MRG:4:250064244,301,715.8800049
SEEDGWAS3291:MRG:4:250064245,NA,715.8800049
SEEDGWAS3292:MRG:4:250064246,282,715.8800049
SEEDGWAS3293:MRG:4:250064247,288,715.8800049
SEEDGWAS3294:MRG:4:250064248,306,374.3299866
SEEDGWAS3295:MRG:4:250064249,303,287.0799866
SEEDGWAS3296:MRG:4:250064250,454,599.789978
SEEDGWAS3297:MRG:4:250064251,NA,544.3800049
SEEDGWAS33:MRG:4:250054472,503,344.1400146
SEEDGWAS330:MRG:4:250059087,360,940.4699707
SEEDGWAS3300:MRG:4:250064252,NA,599.789978
SEEDGWAS3303:MRG:4:250069067,221,363.2600098
SEEDGWAS3304:MRG:4:250069068,NA,544.3800049
SEEDGWAS3305:MRG:4:250064253,224,374.3299866
SEEDGWAS3306:MRG:4:250064254,295,332.6300049
SEEDGWAS3307:MRG:4:250069069,280,332.6300049
SEEDGWAS3310:MRG:4:250064255,322,332.6300049
SEEDGWAS3311:MRG:4:250064287,329,332.6300049
SEEDGWAS3312:MRG:4:250064288,269,332.6300049
SEEDGWAS3313:MRG:4:250064289,272,374.3299866
SEEDGWAS3315:MRG:4:250064290,375,715.8800049
SEEDGWAS3316:MRG:4:250064291,375,715.8800049
SEEDGWAS3317:MRG:4:250064292,340,715.8800049
SEEDGWAS3318:MRG:4:250064294,286,715.8800049
SEEDGWAS3319:MRG:4:250064295,286,715.8800049
SEEDGWAS332:MRG:4:250059088,342,863.25
SEEDGWAS3320:MRG:4:250064297,308,715.8800049
SEEDGWAS3321:MRG:4:250064298,238,715.8800049
SEEDGWAS3323:MRG:4:250064299,304,374.3299866
SEEDGWAS3324:MRG:4:250064300,127,317.2799988
SEEDGWAS3325:MRG:4:250064301,185,317.2799988
SEEDGWAS3327:MRG:4:250064302,279,374.3299866
SEEDGWAS3328:MRG:4:250064303,NA,374.3299866
SEEDGWAS333:MRG:4:250059089,206,391.6099854
SEEDGWAS3330:MRG:4:250064304,228,374.3299866
SEEDGWAS3331:MRG:4:250064305,224,374.3299866
SEEDGWAS3332:MRG:4:250069070,241,544.3800049
SEEDGWAS3334:MRG:4:250069072,241,544.3800049
SEEDGWAS3335:MRG:4:250069073,NA,544.3800049
SEEDGWAS3337:MRG:4:250069074,303,287.0799866
SEEDGWAS3338:MRG:4:250069075,211,82.59999847
SEEDGWAS3339:MRG:4:250069076,73,243.5200043
SEEDGWAS334:MRG:4:250059090,NA,863.25
SEEDGWAS3340:MRG:4:250064306,194,249.2100067
SEEDGWAS3341:MRG:4:250064307,125,243.5200043
SEEDGWAS3342:MRG:4:250069077,119,243.5200043
SEEDGWAS3343:MRG:4:250069078,277,544.3800049
SEEDGWAS3344:MRG:4:250064308,205,363.2600098
SEEDGWAS3345:MRG:4:250064309,NA,363.2600098
SEEDGWAS3346:MRG:4:250069079,NA,343.8999939
SEEDGWAS3347:MRG:4:250069080,162,82.59999847
SEEDGWAS3348:MRG:4:250064310,188,132.8500061
SEEDGWAS3349:MRG:4:250069081,98,243.5200043
SEEDGWAS335:MRG:4:250059091,179,391.6099854
SEEDGWAS3350:MRG:4:250069621,291,249.2100067
SEEDGWAS3351:MRG:4:250069622,156,243.5200043
SEEDGWAS3352:MRG:4:250064311,NA,317.2799988
SEEDGWAS3353:MRG:4:250064312,175,182.9400024
SEEDGWAS3354:MRG:4:250064313,NA,317.2799988
SEEDGWAS3355:MRG:4:250064314,197,127.8000031
SEEDGWAS3357:MRG:4:250064315,143,317.2799988
SEEDGWAS3358:MRG:4:250064316,NA,317.2799988
SEEDGWAS3359:MRG:4:250064317,NA,374.3299866
SEEDGWAS3361:MRG:4:250064318,329,324.7000122
SEEDGWAS3362:MRG:4:250064319,228,391.6099854
SEEDGWAS3364:MRG:4:250064320,243,374.3299866
SEEDGWAS3365:MRG:4:250064321,203,39.52999878
SEEDGWAS3366:MRG:4:250064322,197,127.8000031
SEEDGWAS3374:MRG:4:250069624,156,544.3800049
SEEDGWAS3379:MRG:4:250064326,164,544.3800049
SEEDGWAS3380:MRG:4:250064327,164,544.3800049
SEEDGWAS3381:MRG:4:250069626,NA,363.2600098
SEEDGWAS3384:MRG:4:250064328,178,363.2600098
SEEDGWAS3386:MRG:4:250064329,NA,599.789978
SEEDGWAS3388:MRG:4:250064331,189,363.2600098
SEEDGWAS3391:MRG:4:250064332,179,363.2600098
SEEDGWAS3392:MRG:4:250064333,NA,599.789978
SEEDGWAS3393:MRG:4:250069631,188,599.789978
SEEDGWAS3394:MRG:4:250069632,238,599.789978
SEEDGWAS3395:MRG:4:250064334,321,599.789978
SEEDGWAS3396:MRG:4:250064336,238,599.789978
SEEDGWAS3397:MRG:4:250069633,304,599.789978
SEEDGWAS3398:MRG:4:250069634,NA,599.789978
SEEDGWAS3399:MRG:4:250069635,288,599.789978
SEEDGWAS340:MRG:4:250059092,372,37.13000107
SEEDGWAS3400:MRG:4:250064337,193,599.789978
SEEDGWAS3401:MRG:4:250064338,206,544.3800049
SEEDGWAS3402:MRG:4:250064339,206,544.3800049
SEEDGWAS3403:MRG:4:250069636,216,599.789978
SEEDGWAS3404:MRG:4:250069637,195,599.789978
SEEDGWAS3405:MRG:4:250069638,210,599.789978
SEEDGWAS3406:MRG:4:250069639,241,544.3800049
SEEDGWAS3407:MRG:4:250064340,241,544.3800049
SEEDGWAS3408:MRG:4:250064341,197,544.3800049
SEEDGWAS341:MRG:4:250059093,372,37.13000107
SEEDGWAS3410:MRG:4:250069640,183,544.3800049
SEEDGWAS3411:MRG:4:250069641,237,363.2600098
SEEDGWAS3412:MRG:4:250064342,NA,363.2600098
SEEDGWAS3413:MRG:4:250064343,NA,599.789978
SEEDGWAS3426:MRG:4:250064354,217,242.6100006
SEEDGWAS3427:MRG:4:250064355,217,242.6100006
SEEDGWAS3428:MRG:4:250064356,158,250.5599976
SEEDGWAS343:MRG:4:250059094,311,37.13000107
SEEDGWAS3435:MRG:4:250064361,574,247.5299988
SEEDGWAS3436:MRG:4:250064362,471,247.5299988
SEEDGWAS3447:MRG:4:250064369,180,599.789978
SEEDGWAS345:MRG:4:250059095,356,1069.060059
SEEDGWAS3451:MRG:4:250064372,301,544.3800049
SEEDGWAS3452:MRG:4:250064373,358,544.3800049
SEEDGWAS3453:MRG:4:250064374,358,544.3800049
SEEDGWAS3454:MRG:4:250069650,NA,491.2799988
SEEDGWAS3462:MRG:4:250064379,333,1270.910034
SEEDGWAS348:MRG:4:250059096,177,485.8800049
SEEDGWAS349:MRG:4:250059097,187,485.8800049
SEEDGWAS3494:MRG:4:250064423,190,230.1499939
SEEDGWAS3495:MRG:4:250069672,167,363.2600098
SEEDGWAS3496:MRG:4:250064424,222,363.2600098
SEEDGWAS3497:MRG:4:250069673,169,363.2600098
SEEDGWAS3499:MRG:4:250064425,281,330.2000122
SEEDGWAS350:MRG:4:250059098,194,863.25
SEEDGWAS352:MRG:4:250059099,229,863.25
SEEDGWAS353:MRG:4:250059101,NA,391.6099854
SEEDGWAS354:MRG:4:250059102,NA,863.25
SEEDGWAS3556:MRG:4:250069677,280,491.2799988
SEEDGWAS357:MRG:4:250059104,NA,216.1699982
SEEDGWAS3592:MRG:4:250069707,320,491.2799988
SEEDGWAS3594:MRG:4:250069709,147,363.2600098
SEEDGWAS3595:MRG:4:250069710,136,230.1499939
SEEDGWAS3596:MRG:4:250064468,248,363.2600098
SEEDGWAS3597:MRG:4:250064470,212,363.2600098
SEEDGWAS3598:MRG:4:250064472,212,363.2600098
SEEDGWAS3599:MRG:4:250069711,208,544.3800049
SEEDGWAS3600:MRG:4:250064473,428,599.789978
SEEDGWAS3606:MRG:4:250069713,96,243.5200043
SEEDGWAS3607:MRG:4:250064476,226,250.5599976
SEEDGWAS3608:MRG:4:250064477,440,195.3300018
SEEDGWAS3609:MRG:4:250069714,114,243.5200043
SEEDGWAS3610:MRG:4:250069715,186,243.5200043
SEEDGWAS3611:MRG:4:250064478,189,363.2600098
SEEDGWAS3612:MRG:4:250069716,NA,363.2600098
SEEDGWAS3614:MRG:4:250064479,336,344.1400146
SEEDGWAS3616:MRG:4:250064481,254,344.1400146
SEEDGWAS3617:MRG:4:250064482,241,344.1400146
SEEDGWAS3618:MRG:4:250069748,237,544.3800049
SEEDGWAS3619:MRG:4:250064483,254,344.1400146
SEEDGWAS3620:MRG:4:250069750,189,363.2600098
SEEDGWAS3621:MRG:4:250064484,336,344.1400146
SEEDGWAS3622:MRG:4:250069751,144,330.2000122
SEEDGWAS3623:MRG:4:250064485,180,363.2600098
SEEDGWAS3624:MRG:4:250064486,180,363.2600098
SEEDGWAS3627:MRG:4:250069754,182,230.1499939
SEEDGWAS3628:MRG:4:250069755,156,363.2600098
SEEDGWAS3629:MRG:4:250069756,164,363.2600098
SEEDGWAS3630:MRG:4:250069757,180,363.2600098
SEEDGWAS3632:MRG:4:250064487,226,250.5599976
SEEDGWAS3633:MRG:4:250069760,122,132.8500061
SEEDGWAS3636:MRG:4:250069762,NA,599.789978
SEEDGWAS3638:MRG:4:250064488,347,363.2600098
SEEDGWAS3639:MRG:4:250069763,195,363.2600098
SEEDGWAS3640:MRG:4:250069764,198,544.3800049
SEEDGWAS3641:MRG:4:250069765,198,330.2000122
SEEDGWAS3644:MRG:4:250069766,133,363.2600098
SEEDGWAS3646:MRG:4:250064490,172,330.2000122
SEEDGWAS3647:MRG:4:250069767,161,363.2600098
SEEDGWAS3651:MRG:4:250069768,416,599.789978
SEEDGWAS3652:MRG:4:250069769,90,132.8500061
SEEDGWAS3653:MRG:4:250069770,160,363.2600098
SEEDGWAS3654:MRG:4:250064493,315,599.789978
SEEDGWAS3655:MRG:4:250069771,204,544.3800049
SEEDGWAS3656:MRG:4:250069772,329,363.2600098
SEEDGWAS3657:MRG:4:250069773,329,363.2600098
SEEDGWAS3658:MRG:4:250064494,193,363.2600098
SEEDGWAS3659:MRG:4:250064495,251,544.3800049
SEEDGWAS3660:MRG:4:250069774,61,243.5200043
SEEDGWAS367:MRG:4:250059145,248,391.6099854
SEEDGWAS3675:MRG:4:250064507,360,715.8800049
SEEDGWAS3676:MRG:4:250064508,522,1069.060059
SEEDGWAS368:MRG:4:250059146,NA,162.4799957
SEEDGWAS3682:MRG:4:250069778,208,363.2600098
SEEDGWAS3683:MRG:4:250069779,213,599.789978
SEEDGWAS3687:MRG:4:250069781,296,599.789978
SEEDGWAS3690:MRG:4:250064509,352,344.1400146
SEEDGWAS3692:MRG:4:250069785,279,599.789978
SEEDGWAS3693:MRG:4:250064541,269,363.2600098
SEEDGWAS3694:MRG:4:250069786,186,230.1499939
SEEDGWAS3696:MRG:4:250064542,361,544.3800049
SEEDGWAS3697:MRG:4:250064543,361,544.3800049
SEEDGWAS3698:MRG:4:250069788,535,230.1499939
SEEDGWAS3699:MRG:4:250069789,308,230.1499939
SEEDGWAS3700:MRG:4:250069790,161,230.1499939
SEEDGWAS3701:MRG:4:250069791,670,156.8399963
SEEDGWAS3702:MRG:4:250069792,670,156.8399963
SEEDGWAS3704:MRG:4:250069793,670,156.8399963
SEEDGWAS3705:MRG:4:250064544,193,156.8399963
SEEDGWAS3706:MRG:4:250069795,217,330.2000122
SEEDGWAS3708:MRG:4:250069796,206,363.2600098
SEEDGWAS3709:MRG:4:250069797,189,330.2000122
SEEDGWAS3710:MRG:4:250069798,313,599.789978
SEEDGWAS3711:MRG:4:250069799,313,599.789978
SEEDGWAS3712:MRG:4:250069800,313,599.789978
SEEDGWAS3713:MRG:4:250069801,244,599.789978
SEEDGWAS3714:MRG:4:250069802,233,599.789978
SEEDGWAS3715:MRG:4:250069803,291,599.789978
SEEDGWAS3716:MRG:4:250069804,468,156.8399963
SEEDGWAS3717:MRG:4:250069805,208,599.789978
SEEDGWAS3718:MRG:4:250069806,194,599.789978
SEEDGWAS3720:MRG:4:250069808,294,599.789978
SEEDGWAS3721:MRG:4:250069809,257,599.789978
SEEDGWAS3722:MRG:4:250064545,NA,599.789978
SEEDGWAS3723:MRG:4:250069810,287,599.789978
SEEDGWAS3724:MRG:4:250064546,290,599.789978
SEEDGWAS3725:MRG:4:250069811,290,599.789978
SEEDGWAS3726:MRG:4:250064547,217,77.12999725
SEEDGWAS3727:MRG:4:250069812,445,341.4599915
SEEDGWAS3728:MRG:4:250064548,268,599.789978
SEEDGWAS373:MRG:4:250059149,283,341.4599915
SEEDGWAS3730:MRG:4:250064549,438,344.1400146
SEEDGWAS3731:MRG:4:250069814,384,599.789978
SEEDGWAS3733:MRG:4:250069815,254,330.2000122
SEEDGWAS3734:MRG:4:250064550,320,539.8900146
SEEDGWAS3735:MRG:4:250069816,278,363.2600098
SEEDGWAS3736:MRG:4:250069817,225,599.789978
SEEDGWAS3737:MRG:4:250069818,255,599.789978
SEEDGWAS3739:MRG:4:250064551,NA,599.789978
SEEDGWAS3740:MRG:4:250069819,170,363.2600098
SEEDGWAS3742:MRG:4:250069820,245,599.789978
SEEDGWAS3744:MRG:4:250064552,NA,599.789978
SEEDGWAS3745:MRG:4:250069821,225,599.789978
SEEDGWAS3746:MRG:4:250064553,NA,599.789978
SEEDGWAS3748:MRG:4:250064555,229,193.8000031
SEEDGWAS3750:MRG:4:250069823,225,599.789978
SEEDGWAS3751:MRG:4:250069824,170,363.2600098
SEEDGWAS3753:MRG:4:250069825,274,599.789978
SEEDGWAS3754:MRG:4:250064556,301,185.1999969
SEEDGWAS3756:MRG:4:250069826,154,230.1499939
SEEDGWAS3757:MRG:4:250069827,225,599.789978
SEEDGWAS3758:MRG:4:250069828,198,599.789978
SEEDGWAS376:MRG:4:250059151,NA,263.3599854
SEEDGWAS3762:MRG:4:250069829,261,599.789978
SEEDGWAS3763:MRG:4:250064559,NA,599.789978
SEEDGWAS3765:MRG:4:250069830,445,344.1400146
SEEDGWAS3767:MRG:4:250069831,296,599.789978
SEEDGWAS3768:MRG:4:250064560,192,363.2600098
SEEDGWAS3769:MRG:4:250069832,181,363.2600098
SEEDGWAS3770:MRG:4:250069833,160,363.2600098
SEEDGWAS3771:MRG:4:250069834,181,363.2600098
SEEDGWAS3772:MRG:4:250064561,558,599.789978
SEEDGWAS3774:MRG:4:250064562,314,363.2600098
SEEDGWAS3775:MRG:4:250069835,207,363.2600098
SEEDGWAS3776:MRG:4:250064563,496,599.789978
SEEDGWAS3777:MRG:4:250069836,207,363.2600098
SEEDGWAS3778:MRG:4:250069837,181,363.2600098
SEEDGWAS3779:MRG:4:250069838,143,363.2600098
SEEDGWAS3780:MRG:4:250069839,216,330.2000122
SEEDGWAS3782:MRG:4:250069840,195,363.2600098
SEEDGWAS3783:MRG:4:250069841,NA,599.789978
SEEDGWAS3786:MRG:4:250069842,163,230.1499939
SEEDGWAS3787:MRG:4:250069843,165,330.2000122
SEEDGWAS3790:MRG:4:250064564,NA,363.2600098
SEEDGWAS3794:MRG:4:250064567,NA,363.2600098
SEEDGWAS3795:MRG:4:250064568,219,544.3800049
SEEDGWAS3796:MRG:4:250064569,219,544.3800049
SEEDGWAS3798:MRG:4:250064570,183,363.2600098
SEEDGWAS3799:MRG:4:250064571,186,544.3800049
SEEDGWAS38:MRG:4:250054474,286,599.789978
SEEDGWAS3800:MRG:4:250069877,131,230.1499939
SEEDGWAS3803:MRG:4:250069878,124,230.1499939
SEEDGWAS3804:MRG:4:250064574,311,264.7799988
SEEDGWAS3806:MRG:4:250064576,NA,599.789978
SEEDGWAS3809:MRG:4:250064578,206,250.2299957
SEEDGWAS3810:MRG:4:250064579,203,250.2299957
SEEDGWAS3811:MRG:4:250064580,144,264.7799988
SEEDGWAS3813:MRG:4:250064581,111,113.3799973
SEEDGWAS3816:MRG:4:250064583,284,250.2299957
SEEDGWAS3818:MRG:4:250069882,111,113.3799973
SEEDGWAS3819:MRG:4:250064584,184,250.2299957
SEEDGWAS3820:MRG:4:250064585,488,599.789978
SEEDGWAS3821:MRG:4:250064587,152,250.2299957
SEEDGWAS3822:MRG:4:250064588,184,250.2299957
SEEDGWAS3823:MRG:4:250069883,152,264.7799988
SEEDGWAS3824:MRG:4:250064589,311,264.7799988
SEEDGWAS3825:MRG:4:250064590,116,250.2299957
SEEDGWAS3826:MRG:4:250064591,284,250.2299957
SEEDGWAS3827:MRG:4:250064592,311,330.2000122
SEEDGWAS3828:MRG:4:250064593,527,599.789978
SEEDGWAS3829:MRG:4:250069884,97,113.3799973
SEEDGWAS3830:MRG:4:250064594,178,264.7799988
SEEDGWAS3831:MRG:4:250064595,162,264.7799988
SEEDGWAS3832:MRG:4:250064596,352,264.7799988
SEEDGWAS3833:MRG:4:250064597,NA,485.8800049
SEEDGWAS3836:MRG:4:250064598,281,242.6100006
SEEDGWAS3837:MRG:4:250064599,302,242.6100006
SEEDGWAS3838:MRG:4:250064600,220,317.2799988
SEEDGWAS3839:MRG:4:250064601,153,250.5599976
SEEDGWAS3840:MRG:4:250064602,NA,485.8800049
SEEDGWAS3841:MRG:4:250064603,320,374.3299866
SEEDGWAS3842:MRG:4:250069885,236,564.4799805
SEEDGWAS3845:MRG:4:250064606,425,1069.060059
SEEDGWAS3846:MRG:4:250064607,344,1069.060059
SEEDGWAS3848:MRG:4:250064609,435,1069.060059
SEEDGWAS3849:MRG:4:250064610,418,1069.060059
SEEDGWAS3850:MRG:4:250064611,445,1069.060059
SEEDGWAS3853:MRG:4:250064612,353,1069.060059
SEEDGWAS3854:MRG:4:250064613,391,1270.910034
SEEDGWAS3856:MRG:4:250064615,384,1069.060059
SEEDGWAS3857:MRG:4:250064616,428,1069.060059
SEEDGWAS3858:MRG:4:250064617,445,1069.060059
SEEDGWAS3859:MRG:4:250064618,384,1069.060059
SEEDGWAS3860:MRG:4:250064619,384,1069.060059
SEEDGWAS3861:MRG:4:250064620,400,1069.060059
SEEDGWAS3862:MRG:4:250064621,428,1069.060059
SEEDGWAS3864:MRG:4:250064622,275,485.8800049
SEEDGWAS3865:MRG:4:250064623,278,863.25
SEEDGWAS3866:MRG:4:250064624,240,330.2000122
SEEDGWAS3867:MRG:4:250064625,259,250.2299957
SEEDGWAS3868:MRG:4:250064626,206,250.2299957
SEEDGWAS3869:MRG:4:250064627,230,190.4700012
SEEDGWAS3870:MRG:4:250064628,191,599.789978
SEEDGWAS3871:MRG:4:250064629,445,1069.060059
SEEDGWAS3872:MRG:4:250064630,184,250.2299957
SEEDGWAS3873:MRG:4:250064631,405,1069.060059
SEEDGWAS3874:MRG:4:250064632,NA,330.2000122
SEEDGWAS3875:MRG:4:250069886,223,544.3800049
SEEDGWAS3876:MRG:4:250069887,276,544.3800049
SEEDGWAS3877:MRG:4:250069888,386,544.3800049
SEEDGWAS3879:MRG:4:250069889,388,544.3800049
SEEDGWAS3881:MRG:4:250069891,372,37.13000107
SEEDGWAS3882:MRG:4:250069892,372,37.13000107
SEEDGWAS3883:MRG:4:250064633,372,37.13000107
SEEDGWAS3884:MRG:4:250064634,372,37.13000107
SEEDGWAS3885:MRG:4:250064635,205,363.2600098
SEEDGWAS3886:MRG:4:250069893,205,363.2600098
SEEDGWAS3887:MRG:4:250064636,360,363.2600098
SEEDGWAS3888:MRG:4:250065557,360,363.2600098
SEEDGWAS3889:MRG:4:250065559,234,363.2600098
SEEDGWAS3890:MRG:4:250065560,205,330.2000122
SEEDGWAS3891:MRG:4:250065561,205,330.2000122
SEEDGWAS3892:MRG:4:250069894,175,156.8399963
SEEDGWAS3893:MRG:4:250065562,175,156.8399963
