"Lines","Long","Lat","crop","n_value","log_n"
"BRIDGE_HOR_2392",16.61638889,39.45,"barley",528,2.72263392253381
"BRIDGE_HOR_2486",16.61638889,39.45,"barley",528,2.72263392253381
"BRIDGE_HOR_2008",16.7,39.25,"barley",445,2.64836001098093
"BRIDGE_HOR_2007",16.78305556,39.23305556,"barley",458,2.66086547800387
"BRIDGE_HOR_10234",16.8,39.06638889,"barley",357,2.55266821611219
"BRIDGE_HOR_10827",16.8,40.61638889,"barley",309,2.48995847942483
"BRIDGE_HOR_2006",17.13305556,39.08305556,"barley",NA,NA
"BRIDGE_HOR_11120",17.33305556,40.75,"barley",289,2.46089784275655
"BRIDGE_HOR_7336",17.40555556,48.73555556,"barley",880,2.94448267215017
"BRIDGE_HOR_7392",17.40555556,48.73555556,"barley",880,2.94448267215017
"BRIDGE_HOR_9646",17.44027778,48.74222222,"barley",747,2.8733206018154
"BRIDGE_HOR_9647",17.44027778,48.74222222,"barley",747,2.8733206018154
"BRIDGE_HOR_9648",17.44555556,48.73833333,"barley",796,2.90091306773767
"BRIDGE_HOR_9653",17.45277778,48.73388889,"barley",754,2.87737134586977
"BRIDGE_HOR_9651",17.46444444,48.73388889,"barley",801,2.90363251608424
"BRIDGE_HOR_9652",17.46444444,48.73388889,"barley",801,2.90363251608424
"BRIDGE_HOR_9248",17.47305556,40.73777778,"barley",309,2.48995847942483
"BRIDGE_HOR_7334",17.48333333,48.86638889,"barley",NA,NA
"BRIDGE_HOR_7335",17.48333333,48.86638889,"barley",NA,NA
"BRIDGE_HOR_10828",17.50638889,40.45,"barley",264,2.42160392686983
"BRIDGE_HOR_10831",17.50638889,40.45,"barley",264,2.42160392686983
"BRIDGE_HOR_9252",17.54666667,40.73305556,"barley",427,2.63042787502502
"BRIDGE_HOR_9636",17.56305556,49.04916667,"barley",745,2.87215627274829
"BRIDGE_HOR_9637",17.56305556,49.04916667,"barley",745,2.87215627274829
"BRIDGE_HOR_9638",17.56305556,49.04916667,"barley",745,2.87215627274829
"BRIDGE_HOR_9639",17.56305556,49.04916667,"barley",745,2.87215627274829
"BRIDGE_HOR_9640",17.56305556,49.04916667,"barley",745,2.87215627274829
"BRIDGE_HOR_9641",17.57333333,49.02944444,"barley",776,2.88986172125819
"BRIDGE_HOR_9642",17.57333333,49.02944444,"barley",776,2.88986172125819
"BRIDGE_HOR_9643",17.57333333,49.02944444,"barley",776,2.88986172125819
"BRIDGE_HOR_9655",17.79527778,48.87916667,"barley",760,2.88081359228079
"BRIDGE_HOR_9670",17.81805556,48.93722222,"barley",809,2.90794852161227
"BRIDGE_HOR_9671",17.81805556,48.93722222,"barley",809,2.90794852161227
"BRIDGE_HOR_9656",17.81833333,48.91611111,"barley",704,2.84757265914211
"BRIDGE_HOR_9657",17.81833333,48.91611111,"barley",704,2.84757265914211
"BRIDGE_HOR_9658",17.81833333,48.91611111,"barley",704,2.84757265914211
"BRIDGE_HOR_9659",17.81833333,48.91611111,"barley",704,2.84757265914211
"BRIDGE_HOR_9660",17.81833333,48.91611111,"barley",704,2.84757265914211
"BRIDGE_HOR_9645",17.8375,48.93694444,"barley",803,2.90471554527868
"BRIDGE_HOR_9661",17.8375,48.93694444,"barley",803,2.90471554527868
"BRIDGE_HOR_9662",17.8375,48.93694444,"barley",803,2.90471554527868
"BRIDGE_HOR_9663",17.8375,48.93694444,"barley",803,2.90471554527868
"BRIDGE_HOR_9664",17.8375,48.93694444,"barley",803,2.90471554527868
"BRIDGE_HOR_9665",17.8375,48.93694444,"barley",803,2.90471554527868
"BRIDGE_HOR_9666",17.8375,48.93694444,"barley",803,2.90471554527868
"BRIDGE_HOR_9667",17.8375,48.93694444,"barley",803,2.90471554527868
"BRIDGE_HOR_9668",17.8375,48.93694444,"barley",803,2.90471554527868
"BRIDGE_HOR_9669",17.8375,48.93694444,"barley",803,2.90471554527868
"BRIDGE_HOR_8613",17.86305556,48.96638889,"barley",894,2.95133751879592
"BRIDGE_HOR_9685",17.93722222,48.92166667,"barley",791,2.89817648349768
"BRIDGE_HOR_9672",17.95638889,48.98,"barley",936,2.9712758487381
"BRIDGE_HOR_9673",17.95638889,48.98,"barley",936,2.9712758487381
"BRIDGE_HOR_9682",17.95694444,48.89361111,"barley",NA,NA
"BRIDGE_HOR_9683",17.95694444,48.89361111,"barley",NA,NA
"BRIDGE_HOR_9684",17.95694444,48.89361111,"barley",NA,NA
