Variable,PC,loading,species,bio_name,bio_label
BIO09,PC2,-0.340246897425948,sorghum,Mean Temperature of Driest Quarter,BIO09  Mean Temperature of Driest Quarter
BIO09,PC3,0.0497247360175106,sorghum,Mean Temperature of Driest Quarter,BIO09  Mean Temperature of Driest Quarter
BIO10,PC1,-0.346718293647658,sorghum,Mean Temperature of Warmest Quarter,BIO10  Mean Temperature of Warmest Quarter
BIO10,PC2,-0.120998405897511,sorghum,Mean Temperature of Warmest Quarter,BIO10  Mean Temperature of Warmest Quarter
BIO10,PC3,-0.0931750642740501,sorghum,Mean Temperature of Warmest Quarter,BIO10  Mean Temperature of Warmest Quarter
BIO11,PC1,-0.15579461488732,sorghum,Mean Temperature of Coldest Quarter,BIO11  Mean Temperature of Coldest Quarter
BIO11,PC2,-0.385695682525339,sorghum,Mean Temperature of Coldest Quarter,BIO11  Mean Temperature of Coldest Quarter
BIO11,PC3,0.106048906747273,sorghum,Mean Temperature of Coldest Quarter,BIO11  Mean Temperature of Coldest Quarter
BIO12,PC1,0.214473173520966,sorghum,Annual Precipitation,BIO12  Annual Precipitation
BIO12,PC2,-0.209742018358079,sorghum,Annual Precipitation,BIO12  Annual Precipitation
BIO12,PC3,-0.379182314070374,sorghum,Annual Precipitation,BIO12  Annual Precipitation
BIO13,PC1,0.0304510522725997,sorghum,Precipitation of Wettest Month,BIO13  Precipitation of Wettest Month
BIO13,PC2,-0.154608742832194,sorghum,Precipitation of Wettest Month,BIO13  Precipitation of Wettest Month
BIO13,PC3,-0.51573979935983,sorghum,Precipitation of Wettest Month,BIO13  Precipitation of Wettest Month
BIO14,PC1,0.269743425603898,sorghum,Precipitation of Driest Month,BIO14  Precipitation of Driest Month
BIO14,PC2,-0.0876662463559287,sorghum,Precipitation of Driest Month,BIO14  Precipitation of Driest Month
BIO14,PC3,0.0222080069838824,sorghum,Precipitation of Driest Month,BIO14  Precipitation of Driest Month
BIO15,PC1,-0.310054767894554,sorghum,Precipitation Seasonality,BIO15  Precipitation Seasonality
BIO15,PC2,0.0772454225899273,sorghum,Precipitation Seasonality,BIO15  Precipitation Seasonality
BIO15,PC3,-0.136614837152217,sorghum,Precipitation Seasonality,BIO15  Precipitation Seasonality
BIO16,PC1,0.0521214680896207,sorghum,Precipitation of Wettest Quarter,BIO16  Precipitation of Wettest Quarter
BIO16,PC2,-0.156277449270152,sorghum,Precipitation of Wettest Quarter,BIO16  Precipitation of Wettest Quarter
BIO16,PC3,-0.519125218135311,sorghum,Precipitation of Wettest Quarter,BIO16  Precipitation of Wettest Quarter
BIO17,PC1,0.278095997347776,sorghum,Precipitation of Driest Quarter,BIO17  Precipitation of Driest Quarter
BIO17,PC2,-0.102151140725019,sorghum,Precipitation of Driest Quarter,BIO17  Precipitation of Driest Quarter
BIO17,PC3,0.00999846115423433,sorghum,Precipitation of Driest Quarter,BIO17  Precipitation of Driest Quarter
BIO18,PC1,0.214586744254712,sorghum,Precipitation of Warmest Quarter,BIO18  Precipitation of Warmest Quarter
BIO18,PC2,0.0416255341883354,sorghum,Precipitation of Warmest Quarter,BIO18  Precipitation of Warmest Quarter
BIO18,PC3,-0.275634491696976,sorghum,Precipitation of Warmest Quarter,BIO18  Precipitation of Warmest Quarter
BIO19,PC1,0.147720124102189,sorghum,Precipitation of Coldest Quarter,BIO19  Precipitation of Coldest Quarter
BIO19,PC2,-0.205534999391447,sorghum,Precipitation of Coldest Quarter,BIO19  Precipitation of Coldest Quarter
BIO19,PC3,-0.112073500084588,sorghum,Precipitation of Coldest Quarter,BIO19  Precipitation of Coldest Quarter
