,sb_PC1,sb_PC2,sb_PC3
IS7722.70MUKAAXX.2.250006048,-2.621217928,-0.771254976,0.474666202
IS7763.C1AB3ACXX.7.250137442,0.002306791,-2.787818473,-0.678320744
IS7773.C1AB3ACXX.7.250137443,-0.434209793,-0.87444873,-1.109960832
IS7792.C1AB3ACXX.7.250137444,1.676826448,-2.34077933,-1.83378498
IS7802.C1AB3ACXX.7.250137445,-1.693430687,-0.400550817,-0.687523021
IS7806.C1AB3ACXX.7.250137446,3.007788365,-5.174267844,-3.347618301
IS7812.C1AB3ACXX.7.250137447,-0.678925843,-2.841575995,-1.092256981
IS7825.C1AB3ACXX.7.250137448,0.747479129,-2.456092607,-2.009396137
IS7834.C1AB3ACXX.7.250137449,2.855835297,-5.106325289,-3.369080105
IS7835.C1AB3ACXX.7.250137450,-0.557129802,-2.230405086,-1.077540145
IS7836.C1AB3ACXX.7.250137451,1.629581976,-3.925175364,-1.3727298
IS7843.C1AB3ACXX.7.250137452,-0.114985074,-2.524414314,-0.223049062
IS7845.C1AB3ACXX.7.250137453,1.677157695,-3.592983087,-0.647926544
IS7849.C1AB3ACXX.7.250137454,0.296800106,-2.059879417,-0.041425349
IS7861.628P7AAXX.7.250007023,-0.291777386,-2.671795756,-0.303673968
IS7887.C1AB3ACXX.7.250137455,-2.202111489,-1.37861034,-0.49584101
IS7889.628P7AAXX.7.250007047,-0.850869914,-1.926388021,-0.803353392
IS7892.C1AB3ACXX.7.250137456,4.257421529,-6.033872108,-4.501637916
IS7920.C1AB3ACXX.7.250137457,-2.878102513,0.331613111,-0.126083992
IS7923.C1AB3ACXX.7.250137458,-2.444591713,-0.874294764,-0.035604684
IS7948.C1AB3ACXX.7.250137459,-2.424065126,-1.317767111,-0.374770506
IS7957.D0D0HACXX.5.250046322,-2.316167039,-1.426239367,-0.420129306
IS7958.D0D0HACXX.5.250046080,-2.298479919,-1.380213834,-0.544731684
IS7987.D0D0HACXX.5.250046323,-2.298479919,-1.380213834,-0.544731684
IS7995.C1AB3ACXX.7.250137460,-1.911207191,-0.469347935,-0.325675555
IS8310.C1AB3ACXX.7.250137461,-3.316789787,1.547386235,0.442090237
IS8777.D0D0HACXX.5.250046327,2.793528117,-2.162399475,1.307372579
IS8861.C1AB3ACXX.7.250137462,4.223605303,0.870406446,0.87327877
IS8916.D0D0HACXX.5.250046328,5.17344102,-2.677981562,0.201429119
IS9108.D0D0HACXX.5.250046329,5.241111756,-2.562685759,0.491241282
IS9113.D0D0HACXX.5.250046330,5.241111756,-2.562685759,0.491241282
IS9115.C1AB3ACXX.7.250137463,2.798857338,-0.846611359,1.049345766
IS9597.70MUKAAXX.2.250006029,-2.911756691,0.207601664,0.583917987
IS962.C1AB3ACXX.7.250137244,3.92823754,8.671906569,-1.9555817
IS9713.70MUKAAXX.2.250006049,-1.602793113,-1.661054471,0.502920411
IS9720.C1AB3ACXX.7.250137464,-3.029569148,1.687364549,1.42455799
IS9745.D0D0HACXX.5.250046332,-3.27765292,-0.609360522,1.119792404
IS9830.70MUKAAXX.1.250006404,-2.234541203,0.015036698,0.745824261
IS9883.70MUKAAXX.2.250006061,-2.234541203,0.015036698,0.745824261
IS9911.70MUKAAXX.2.250006073,-2.379900973,-1.588995866,0.962396819
PI151198.D1G0BACXX.7.250130017,2.493205342,0.919837734,-0.071978188
PI155541.D1G0BACXX.7.250130029,-0.048695178,0.352734755,-0.709586605
PI213900.D1G0BACXX.7.250130041,2.082956739,0.143220796,1.638546265
PI267621.D1G0BACXX.7.250130053,4.204606208,0.617612356,0.307750535
PI285039.D1G0BACXX.7.250129930,-0.772701028,-0.641984439,-0.731417675
PI285042.D1G0BACXX.7.250130077,-0.772701028,-0.641984439,-0.731417675
PI329252.D1G0BACXX.7.250129882,4.439146363,1.940138143,-0.235481152
PI329256.D1G0BACXX.7.250130089,1.193198402,2.089477755,1.543680132
PI329285.D1G0BACXX.7.250130006,0.782110712,0.185679917,1.769888672
PI329286.D1G0BACXX.7.250130018,0.782110712,0.185679917,1.769888672
PI329299.D1G0BACXX.7.250130030,2.476670327,2.288836982,1.662997187
PI329300.D1G0BACXX.7.250130042,2.476670327,2.288836982,1.662997187
PI329301.D1G0BACXX.7.250130054,2.476670327,2.288836982,1.662997187
PI329310.D1G0BACXX.7.250130066,2.779738479,0.813139303,2.112326709
PI329311.D1G0BACXX.7.250130078,-1.165440148,-1.33455957,2.589138
PI329312.D1G0BACXX.7.250130090,-1.165440148,-1.33455957,2.589138
PI329316.D1G0BACXX.7.250130007,4.543114473,1.037519468,-0.124217802
PI329318.D1G0BACXX.7.250130019,3.919871639,2.486366022,-0.42420957
PI329319.D1G0BACXX.7.250130031,4.693552434,1.528585534,-0.420745273
PI329320.D1G0BACXX.7.250130043,4.693552434,1.528585534,-0.420745273
PI329325.D1G0BACXX.7.250130055,2.941825202,-0.205969731,-0.822274007
PI329326.D1G0BACXX.7.250130067,2.941825202,-0.205969731,-0.822274007
PI329333.D1G0BACXX.7.250130079,2.941825202,-0.205969731,-0.822274007
PI329338.D1G0BACXX.7.250129895,1.207772543,0.677902918,0.855465908
PI329351.D1G0BACXX.7.250130008,1.982010412,0.982024598,0.357514026
PI329394.D1G0BACXX.7.250130020,0.744846743,0.13115034,0.704344104
PI329403.D1G0BACXX.7.250130032,3.602520937,2.376646654,-0.170142764
PI329442.D1G0BACXX.7.250130044,1.193198402,2.089477755,1.543680132
PI329465.D1G0BACXX.7.250130056,3.985087206,2.437760715,-0.247689559
PI329466.D1G0BACXX.7.250130068,3.985087206,2.437760715,-0.247689559
PI329470.D1G0BACXX.7.250130080,2.522507479,1.538995468,0.971723023
PI329471.D1G0BACXX.7.250130092,2.522507479,1.538995468,0.971723023
PI329473.D1G0BACXX.7.250130009,3.092029237,1.771372541,1.733745058
PI329475.D1G0BACXX.7.250130021,4.708052257,0.30170174,-0.47662713
PI329476.D1G0BACXX.7.250130033,4.199926557,0.873872177,0.942386547
PI329477.D1G0BACXX.7.250130045,4.199926557,0.873872177,0.942386547
PI329478.D1G0BACXX.7.250130057,4.708052257,0.30170174,-0.47662713
PI329480.D1G0BACXX.7.250130069,2.867384961,1.580397869,1.676981034
PI329501.D1G0BACXX.7.250130081,4.095363773,2.103668798,1.095629552
PI329504.D1G0BACXX.7.250130093,4.095363773,2.103668798,1.095629552
PI329506.D1G0BACXX.7.250130010,4.095363773,2.103668798,1.095629552
PI329510.D1G0BACXX.7.250130022,2.47246281,1.390068826,0.912152543
PI329511.D1G0BACXX.7.250130034,2.47246281,1.390068826,0.912152543
PI329517.D1G0BACXX.7.250130046,2.846517549,1.571009894,0.830000682
PI329518.D1G0BACXX.7.250130058,3.210815414,1.285591556,0.812006772
PI329519.D1G0BACXX.7.250130070,3.210815414,1.285591556,0.812006772
PI329540.D1G0BACXX.7.250130082,3.710831715,0.244502216,-0.018611006
PI329541.D1G0BACXX.7.250130094,3.710831715,0.244502216,-0.018611006
PI329545.D1G0BACXX.7.250130011,2.944578535,-0.167971067,0.032598356
PI329546.D1G0BACXX.7.250129919,2.944578535,-0.167971067,0.032598356
PI329550.D1G0BACXX.7.250130035,4.231107597,0.116942705,-0.618300533
PI329551.D1G0BACXX.7.250130047,4.231107597,0.116942705,-0.618300533
PI329554.D1G0BACXX.7.250130059,4.231107597,0.116942705,-0.618300533
PI329556.D1G0BACXX.7.250130071,2.817441569,-0.700380465,0.279880198
PI329569.D1G0BACXX.7.250130083,3.427474796,1.474022951,0.550664079
PI329570.D1G0BACXX.7.250130095,3.971086984,-0.303014526,-1.497348558
PI329572.D1G0BACXX.7.250130012,3.971086984,-0.303014526,-1.497348558
PI329583.D1G0BACXX.7.250130024,3.266001814,0.001053306,0.097104896
PI329584.D1G0BACXX.7.250130036,3.266001814,0.001053306,0.097104896
PI329585.D1G0BACXX.7.250130048,3.266001814,0.001053306,0.097104896
PI329605.D1G0BACXX.7.250130060,4.543114473,1.037519468,-0.124217802
PI329606.D1G0BACXX.7.250130072,4.543114473,1.037519468,-0.124217802
PI329614.D1G0BACXX.7.250130084,3.636630723,1.195266465,-0.563078993
PI329615.D1G0BACXX.7.250130096,3.636630723,1.195266465,-0.563078993
PI329617.D1G0BACXX.7.250130013,2.603394531,-0.266882556,-0.3440079
PI329618.D1G0BACXX.7.250130025,2.603394531,-0.266882556,-0.3440079
PI329632.D1G0BACXX.7.250130037,3.75372698,-1.148897891,-2.28474074
PI329644.D1G0BACXX.7.250130049,3.345074465,-1.024669606,-1.957278184
PI329645.D1G0BACXX.7.250130061,5.467396651,-0.05476311,-2.739314231
PI329646.D1G0BACXX.7.250130073,5.467396651,-0.05476311,-2.739314231
PI329665.D1G0BACXX.7.250130085,4.135662445,1.414378588,0.082106175
PI329673.D1G0BACXX.7.250130097,4.135662445,1.414378588,0.082106175
PI329699.D1G0BACXX.7.250130014,6.176990161,-0.832095696,-0.392931661
PI329700.D1G0BACXX.7.250130026,-0.704832097,-2.467570306,0.347327619
PI329702.D1G0BACXX.7.250130038,3.292426661,2.427021796,-0.416653069
PI329704.D1G0BACXX.7.250130050,3.292426661,2.427021796,-0.416653069
PI329710.D1G0BACXX.7.250130062,3.363290851,2.017585042,-0.232658773
PI329711.D1G0BACXX.7.250130074,3.363290851,2.017585042,-0.232658773
PI329813.D1G0BACXX.7.250130086,1.262276909,1.76442919,0.954952862
PI329814.D1G0BACXX.7.250130098,1.262276909,1.76442919,0.954952862
PI329841.D1G0BACXX.7.250130015,1.603693383,0.579057319,-0.85948859
PI329843.D1G0BACXX.7.250130039,1.588161151,0.927313775,-1.724437372
PI329848.D1G0BACXX.7.250130051,2.303252129,-0.026698299,0.403166161
PI329849.D1G0BACXX.7.250130063,2.303252129,-0.026698299,0.403166161
PI329864.D1G0BACXX.7.250130075,4.211368735,2.200109372,-0.255711343
PI329865.D1G0BACXX.7.250130087,4.211368735,2.200109372,-0.255711343
PI329920.D1G0BACXX.7.250130099,3.190616048,1.060251217,0.688864313
PI330167.D1G0BACXX.7.250129931,2.277830236,0.520375881,-0.019463373
PI330168.D1G0BACXX.7.250130028,2.277830236,0.520375881,-0.019463373
PI330169.D1G0BACXX.7.250129943,2.277830236,0.520375881,-0.019463373
PI330170.D1G0BACXX.7.250130052,2.277830236,0.520375881,-0.019463373
PI330181.D1G0BACXX.7.250130064,2.016609461,0.80986049,0.374753906
PI330182.D1G0BACXX.7.250130076,2.016609461,0.80986049,0.374753906
PI330184.D1EYBACXX.8.250140257,1.030972634,0.406926965,0.517350392
PI330185.D1G0BACXX.7.250130100,1.030972634,0.406926965,0.517350392
PI330192.D1G0BACXX.7.250130132,1.223392242,1.432958253,1.202153413
PI330195.D1G0BACXX.7.250130144,2.661544761,2.877204652,1.552848831
PI330196.D1G0BACXX.7.250130156,1.883783842,1.588278967,1.519942637
PI330199.D1G0BACXX.7.250130168,2.696010933,3.002522127,1.469282463
PI330271.D1G0BACXX.7.250129918,1.207772543,0.677902918,0.855465908
PI330796.D1G0BACXX.7.250130180,3.294379822,-0.674902913,0.164972039
PI330798.D1G0BACXX.7.250130192,3.710831715,0.244502216,-0.018611006
PI330803.D1G0BACXX.7.250130204,2.961125372,-0.678460035,0.174772494
PI330804.D1G0BACXX.7.250130216,2.961125372,-0.678460035,0.174772494
PI330807.D1G0BACXX.7.250130133,2.961125372,-0.678460035,0.174772494
PI330828.D1EYBACXX.8.250140258,3.01968714,-1.405277978,-2.213947981
PI330833.D1G0BACXX.7.250130157,3.361619336,-1.338824367,-2.282756569
PI330834.D1G0BACXX.7.250130169,3.361619336,-1.338824367,-2.282756569
PI330835.D1G0BACXX.7.250130181,3.01968714,-1.405277978,-2.213947981
PI330838.D1G0BACXX.7.250130193,2.89179162,0.083307248,-0.259948048
PI330847.D1G0BACXX.7.250130205,2.89179162,0.083307248,-0.259948048
PI330851.D1G0BACXX.7.250130217,5.292887157,-0.086662635,-2.341185088
PI330857.D1G0BACXX.7.250130134,5.292887157,-0.086662635,-2.341185088
PI330858.D1G0BACXX.7.250130146,1.509170555,-0.222492679,2.218596691
PI330867.D1G0BACXX.7.250130158,1.509170555,-0.222492679,2.218596691
PI337674.D1G0BACXX.7.250130170,3.058462128,1.063007025,0.905076286
PI337676.D1G0BACXX.7.250130182,2.248779017,0.624194885,0.925333396
PI337678.D1G0BACXX.7.250130194,3.340529681,1.127597253,0.685588065
PI337680.D1G0BACXX.7.250130206,3.532077271,1.364364268,-0.252790424
PI337684.D1G0BACXX.7.250130218,3.074521819,-1.271535837,-1.689726459
PI337685.D1G0BACXX.7.250130135,3.532077271,1.364364268,-0.252790424
PI337688.D1G0BACXX.7.250130147,2.248779017,0.624194885,0.925333396
PI337689.D1G0BACXX.7.250130159,3.340529681,1.127597253,0.685588065
PI510907.D1G0BACXX.7.250130171,-0.253331864,3.462583137,0.997571579
PI510910.D1G0BACXX.7.250130183,0.000567204,3.566989219,0.97151505
PI510911.D1G0BACXX.7.250130195,0.000567204,3.566989219,0.97151505
PI510925.D1G0BACXX.7.250130207,-0.253331864,3.462583137,0.997571579
PI510926.D1G0BACXX.7.250130219,-0.253331864,3.462583137,0.997571579
PI510931.D1G0BACXX.7.250130136,-0.957981817,3.390810809,1.722759828
PI510932.D1G0BACXX.7.250130148,-0.957981817,3.390810809,1.722759828
PI510958.D1G0BACXX.7.250130160,-0.300294021,3.309896567,1.306012335
PI510959.D1G0BACXX.7.250130172,-0.300294021,3.309896567,1.306012335
PI510966.D1G0BACXX.7.250130184,0.29879384,3.951180527,1.220855388
PI510967.D1G0BACXX.7.250130196,0.29879384,3.951180527,1.220855388
PI510968.D1G0BACXX.7.250129908,0.448824517,4.005733305,1.262667113
PI510969.D1G0BACXX.7.250130220,0.448824517,4.005733305,1.262667113
PI510979.D1G0BACXX.7.250130137,-0.130728275,3.432879424,1.184427055
PI510990.D1G0BACXX.7.250130149,-1.637243438,2.293359475,1.431726788
PI510991.D1G0BACXX.7.250130161,-1.637243438,2.293359475,1.431726788
PI511008.D1G0BACXX.7.250130173,-0.919623542,3.304197433,1.786571651
PI511009.D1G0BACXX.7.250130185,-0.919623542,3.304197433,1.786571651
PI514456.D1G0BACXX.7.250130197,-2.686526489,-1.559496905,-0.419440989
PI514610.D1G0BACXX.7.250130209,-2.379397879,-2.025802255,-1.308871429
PI514617.D1G0BACXX.7.250129906,-1.586065623,-1.628634129,-1.547278531
PI521833.D1G0BACXX.7.250130221,1.604121117,1.609152872,-0.426141631
PI533762.C00TDABXX.1.250004189,-2.379900973,-1.588995866,0.962396819
PI533769.C00TDABXX.1.250004153,-4.541323146,0.792730318,2.206115608
PI533785.C00TDABXX.1.250004119,-2.878102513,0.331613111,-0.126083992
PI533789.C00TDABXX.1.250004159,-3.184931813,0.622080407,1.405209555
PI533792.C00TDABXX.1.250004135,4.439146363,1.940138143,-0.235481152
PI533794.C00TDABXX.1.250004112,4.439146363,1.940138143,-0.235481152
PI533800.C00TDABXX.1.250004173,0.782110712,0.185679917,1.769888672
PI533810.C00TDABXX.1.250004099,-0.500708074,-0.557235164,-1.68559071
PI533839.C00TDABXX.1.250004124,-0.742833373,-0.700366489,-0.724004113
PI533842.C00TDABXX.1.250004174,-0.276450162,-0.813794414,0.146931179
PI533856.C00TDABXX.1.250004166,-0.276450162,-0.813794414,0.146931179
PI533876.C00TDABXX.2.250020296,-1.897264574,0.174654236,-0.248022548
PI533877.C00TDABXX.1.250004121,-2.653664886,-1.109997705,0.342682875
PI533882.B064FABXX.2.250009868,-2.36116967,0.186795575,-0.620759566
PI533910.C00TDABXX.1.250004147,-3.184931813,0.622080407,1.405209555
PI533911.C00TDABXX.1.250004171,-3.184931813,0.622080407,1.405209555
PI533912.C00TDABXX.1.250004138,-3.184931813,0.622080407,1.405209555
PI533985.C00TDABXX.2.250020288,-2.840569523,1.679970932,1.348320333
PI533986.C00TDABXX.1.250004176,-2.379900973,-1.588995866,0.962396819
PI533987.C00TDABXX.2.250020284,-1.816141957,-1.727352108,0.9681392
PI533991.B064FABXX.2.250009905,0.433507328,-2.344326688,0.974275739
PI533996.C00TDABXX.2.250020224,-1.816141957,-1.727352108,0.9681392
PI534009.C00TDABXX.1.250004102,-1.643961245,-1.790226567,-0.958193403
PI534021.C00TDABXX.2.250020253,-0.276450162,-0.813794414,0.146931179
PI534028.C00TDABXX.1.250004154,-0.819709165,-0.765669982,-0.953659438
PI534070.C00TDABXX.1.250004136,1.475974533,-3.233709995,-1.937915031
PI534075.D0D0BACXX.6.250040589,-1.643769038,-1.361820629,-0.527673084
PI534079.C00TDABXX.1.250004131,-0.563725496,-2.08098799,-0.941783933
PI534088.C00TDABXX.1.250004101,-0.735926307,-0.489877015,-0.819312948
PI534092.C00TDABXX.2.250020233,-1.46915823,-0.264509401,-0.705605486
PI534115.B064FABXX.2.250009817,-0.666674223,-2.218891938,0.550529311
PI534116.D0D0BACXX.6.250040571,1.262276909,1.76442919,0.954952862
PI534123.C00TDABXX.1.250004133,2.779738479,0.813139303,2.112326709
PI534124.C00TDABXX.1.250004106,1.030972634,0.406926965,0.517350392
PI534127.C00TDABXX.1.250004114,2.700954253,-0.367230241,0.055068658
PI534128.C00TDABXX.1.250004146,3.843520475,1.180159583,-0.015606873
PI534133.B064FABXX.2.250009836,2.277830236,0.520375881,-0.019463373
PI534135.C00TDABXX.1.250004170,3.843520475,1.180159583,-0.015606873
PI534148.B064FABXX.2.250009902,0.782110712,0.185679917,1.769888672
PI534155.C00TDABXX.1.250004097,0.782110712,0.185679917,1.769888672
PI534157.C00TDABXX.1.250004161,0.782110712,0.185679917,1.769888672
PI562989.D1G0BACXX.7.250130138,-2.283626485,0.139946805,-0.658654399
PI563009.D1G0BACXX.7.250130150,-0.598964048,-0.721602168,-0.847192185
PI563151.D1G0BACXX.7.250130162,4.499434715,-1.886606829,0.828005049
PI563153.D1G0BACXX.7.250130174,1.882583271,0.865414836,1.832634474
PI563154.D1G0BACXX.7.250130186,6.27925651,-2.591320622,-0.550724648
PI563155.D1G0BACXX.7.250130198,5.241111756,-2.562685759,0.491241282
PI563156.D1G0BACXX.7.250130210,6.451616016,-2.353146294,-0.652160203
PI563157.D1G0BACXX.7.250130222,5.217212777,-2.765525388,-0.206505442
PI563163.D1G0BACXX.7.250130139,5.241111756,-2.562685759,0.491241282
PI563194.D1EYBACXX.8.250140217,4.499434715,-1.886606829,0.828005049
PI563196.D1G0BACXX.7.250130163,5.241111756,-2.562685759,0.491241282
PI563198.D1G0BACXX.7.250130175,4.233596965,-2.163225712,1.323087401
PI563199.D1G0BACXX.7.250130187,6.27925651,-2.591320622,-0.550724648
PI563200.D1G0BACXX.7.250130199,6.149582554,-1.952022025,0.182023796
PI563207.D1G0BACXX.7.250130211,6.27925651,-2.591320622,-0.550724648
PI563208.D1G0BACXX.7.250129968,6.149582554,-1.952022025,0.182023796
PI563209.D1G0BACXX.7.250130140,5.217212777,-2.765525388,-0.206505442
PI563219.D1G0BACXX.7.250130152,3.62614704,-1.065747972,2.265119374
PI563289.D1G0BACXX.7.250130164,2.142965332,3.943749389,0.260330805
PI563334.D1G0BACXX.7.250130176,-3.216210344,-0.333959041,1.141091589
PI563338.D1G0BACXX.7.250130188,-2.624074501,-0.822168024,0.699526453
PI563343.D1G0BACXX.7.250130200,-2.668399375,-0.429585296,0.707715672
PI563348.D1G0BACXX.7.250130212,-2.455521333,-1.444689083,0.275602609
PI563350.D1G0BACXX.7.250130224,-1.494744651,-2.085032413,-0.169916541
PI563359.D1G0BACXX.7.250130141,-0.671687975,-2.374725048,0.008303979
PI563364.D1G0BACXX.7.250130153,-2.813901229,-0.632432858,0.735415616
PI563366.D1G0BACXX.7.250130165,-0.957954274,-2.339083807,-0.231720963
PI563377.D1G0BACXX.7.250130177,-4.366253945,0.653852952,2.121852674
PI563378.D1G0BACXX.7.250130189,-4.366253945,0.653852952,2.121852674
PI563482.D1G0BACXX.7.250130201,-2.271875775,-0.915797797,0.968256829
PI563483.D1G0BACXX.7.250130213,-1.854877571,-1.275948825,0.478088315
PI563484.D1G0BACXX.7.250130225,-2.881189031,-0.767206756,1.060983037
PI563485.D1G0BACXX.7.250130142,-1.797117216,-0.30824459,1.323969765
PI563486.D1G0BACXX.7.250130154,-1.797117216,-0.30824459,1.323969765
PI563487.D1G0BACXX.7.250130166,-1.916089815,-0.91856838,-0.390178081
PI563489.D1G0BACXX.7.250130178,0.447870416,-2.382338778,0.012596436
PI563490.D1G0BACXX.7.250130190,0.447870416,-2.382338778,0.012596436
PI563491.D1G0BACXX.7.250130202,0.447870416,-2.382338778,0.012596436
PI563492.D1G0BACXX.7.250130214,-0.915570387,-2.384625905,-1.018527279
PI563497.D1G0BACXX.7.250130226,-2.233605057,-0.754104703,1.173870367
PI563513.D1G0BACXX.7.250129894,-2.307920841,1.574934045,0.633452825
PI563515.D1G0BACXX.7.250130143,-2.645394273,0.142984389,0.305515295
PI563516.D1EYBACXX.8.250140219,-2.645394273,0.142984389,0.305515295
PI569012.D1G0BACXX.7.250130167,-1.161772206,-0.99546062,0.608265137
PI569803.D1G0BACXX.7.250130179,-3.722709925,0.183607512,1.88028331
PI569804.D1G0BACXX.7.250130191,-3.722709925,0.183607512,1.88028331
PI569805.D1G0BACXX.7.250130203,-1.081770042,-0.558662592,0.763399261
PI569819.D1G0BACXX.7.250130215,-3.779133537,-0.375163866,2.01829581
PI569833.D1G0BACXX.7.250130227,-1.397971006,-1.471731628,0.441619231
PI569834.D1FY1ACXX.8.250123305,-1.397971006,-1.471731628,0.441619231
PI569847.D1FY1ACXX.8.250123306,-3.779133537,-0.375163866,2.01829581
PI569860.D1FY1ACXX.8.250123308,-2.485417491,-1.460211615,0.543960454
PI569869.D1FY1ACXX.8.250123309,-1.78151041,-1.598124136,0.740005357
PI569870.D1FY1ACXX.8.250123310,-1.78151041,-1.598124136,0.740005357
PI569873.D1FY1ACXX.8.250123311,-2.485417491,-1.460211615,0.543960454
PI569875.D1FY1ACXX.8.250123312,-2.007680476,-1.816327299,1.43550225
PI569876.D1FY1ACXX.8.250123313,-2.007680476,-1.816327299,1.43550225
PI569886.D1FY1ACXX.8.250123315,-1.408692608,-1.93425317,0.847453802
PI570119.D1FY1ACXX.8.250123316,-2.72004617,0.094116298,1.558168915
PI570120.D1FY1ACXX.8.250123317,-2.45009656,0.317518363,1.314089117
PI570122.D1FY1ACXX.8.250123318,-1.614641786,-1.918592801,1.344895506
PI570123.D1FY1ACXX.8.250123319,-1.614641786,-1.918592801,1.344895506
PI570124.D1FY1ACXX.8.250123320,-1.614641786,-1.918592801,1.344895506
PI570125.D1FY1ACXX.8.250123321,-3.976798703,0.454161676,1.980301023
PI570126.D1FY1ACXX.8.250123322,-3.976798703,0.454161676,1.980301023
PI570127.D1FY1ACXX.8.250123323,-1.568473955,-1.958364266,0.855339303
PI570130.D1FY1ACXX.8.250123325,-3.087281275,0.262573212,1.620065339
PI570136.D1FY1ACXX.8.250123326,-2.613349121,0.061145256,1.321861031
PI570137.D1FY1ACXX.8.250123327,-2.613349121,0.061145256,1.321861031
PI570139.D1FY1ACXX.8.250123328,-2.613349121,0.061145256,1.321861031
PI570145.D1FY1ACXX.8.250123329,-1.9460601,-0.006990009,1.164910458
PI570146.D1FY1ACXX.8.250123330,-1.9460601,-0.006990009,1.164910458
PI570149.D1FY1ACXX.8.250123331,0.709548538,-2.235961418,0.697899089
PI570154.D1FY1ACXX.8.250123332,-2.623289613,-0.813452569,1.156913576
PI570155.D1FY1ACXX.8.250123333,-2.623289613,-0.813452569,1.156913576
PI570157.D1FY1ACXX.8.250123334,-1.149232214,-1.808337563,0.138122816
PI570158.D1FY1ACXX.8.250123335,-2.577677803,-1.110456396,1.124488681
PI570159.D1FY1ACXX.8.250123336,-2.577677803,-1.110456396,1.124488681
PI570160.D1FY1ACXX.8.250123337,-1.473292824,1.115456992,0.539685863
PI570162.D1FY1ACXX.8.250123338,-2.905652872,-0.405788871,1.494974141
PI570163.D1FY1ACXX.8.250123339,-2.905652872,-0.405788871,1.494974141
PI570164.D1FY1ACXX.8.250123340,-4.252072036,0.09019161,1.922381401
PI570166.D1FY1ACXX.8.250123341,-2.577677803,-1.110456396,1.124488681
PI570168.D1FY1ACXX.8.250123342,-2.905652872,-0.405788871,1.494974141
PI570171.D1FY1ACXX.8.250123343,-2.00704947,-0.868455037,1.126266449
PI570174.D1FY1ACXX.8.250123345,-3.927277909,0.268685474,1.721819209
PI570176.D1FY1ACXX.8.250123346,-3.901153368,0.342797513,1.723608944
PI570189.D1FY1ACXX.8.250123347,-0.929454068,-2.415339469,0.610187103
PI570190.D1FY1ACXX.8.250123348,-0.929454068,-2.415339469,0.610187103
PI570191.D1FY1ACXX.8.250123349,-0.929454068,-2.415339469,0.610187103
PI570218.D1FY1ACXX.8.250123350,-2.840569523,1.679970932,1.348320333
PI570219.D1FY1ACXX.8.250123351,-2.840569523,1.679970932,1.348320333
PI570220.D1FY1ACXX.8.250123352,-2.840569523,1.679970932,1.348320333
PI570228.D1FY1ACXX.8.250123353,-2.115085779,-0.932048074,1.282896193
PI570229.D1FY1ACXX.8.250123354,-2.115085779,-0.932048074,1.282896193
PI570233.D1FY1ACXX.8.250123355,-1.565347808,-0.538872155,1.107957642
PI570234.D1FY1ACXX.8.250123356,-1.565347808,-0.538872155,1.107957642
PI570237.D1FY1ACXX.8.250123357,-2.268621247,-0.279143167,1.215644588
PI570244.D1FY1ACXX.8.250123359,-3.164013576,0.500954865,1.464937715
PI570248.D1FY1ACXX.8.250123361,-3.122315732,1.883287664,1.512716192
PI570249.D1FY1ACXX.8.250123362,-3.122315732,1.883287664,1.512716192
PI570252.D1FY1ACXX.8.250123364,-3.788832239,0.317159462,1.744583529
PI570254.D1FY1ACXX.8.250123365,-0.463314945,-1.798817934,-0.616551554
PI570255.D1FY1ACXX.8.250123366,-2.235877707,-0.041931553,0.731950607
PI570256.D1FY1ACXX.8.250123367,-2.235877707,-0.041931553,0.731950607
PI570260.D1FY1ACXX.8.250123368,-3.556458801,3.165909782,2.208684212
PI570261.D1FY1ACXX.8.250123369,-3.556458801,3.165909782,2.208684212
PI570262.D1FY1ACXX.8.250123370,-3.556458801,3.165909782,2.208684212
PI570271.D1FY1ACXX.8.250123371,-3.259316775,-0.240206065,1.819739567
PI570278.D1FY1ACXX.8.250123372,-1.992866422,1.24223372,1.06908054
PI570279.D1FY1ACXX.8.250123373,-1.992866422,1.24223372,1.06908054
PI570284.D1FY1ACXX.8.250123374,-4.719840504,3.03663253,2.194774652
PI570288.D1FY1ACXX.8.250123375,-2.27075818,-0.2878765,0.760388603
PI570289.D1FY1ACXX.8.250123376,-2.27075818,-0.2878765,0.760388603
PI570292.D1FY1ACXX.8.250123377,-2.23648852,-0.008384317,0.750540148
PI570294.D1FY1ACXX.8.250123378,-4.233047798,0.375256659,2.244738521
PI570295.D1FY1ACXX.8.250123379,-4.233047798,0.375256659,2.244738521
PI570296.D1FY1ACXX.8.250123380,-2.577236406,0.681135068,0.819703715
PI570393.D1FY1ACXX.8.250123381,0.889710731,-2.23987998,0.716560072
PI570494.D1FY1ACXX.8.250123382,-1.349372831,-2.087817579,0.951590418
PI570498.D1FY1ACXX.8.250123383,-0.62677456,-2.200281729,0.346391332
PI570501.D1FY1ACXX.8.250123385,0.433507328,-2.344326688,0.974275739
PI570503.D1FY1ACXX.8.250123386,-3.137457396,-0.36866566,1.166775942
PI570504.D1FY1ACXX.8.250123387,-0.804476823,-1.10867025,-0.341762522
PI570505.D1FY1ACXX.8.250123388,-0.804476823,-1.10867025,-0.341762522
PI570511.D1FY1ACXX.8.250123389,-2.181785494,1.741190084,0.893095176
PI570512.D1FY1ACXX.8.250123390,-3.927277909,0.268685474,1.721819209
