,sb_PC1,sb_PC2,sb_PC3
IS23521.MRG.4.250047515,-1.011626985,-2.252028133,0.853780401
IS23574.70MUKAAXX.2.250006059,-1.011626985,-2.252028133,0.853780401
IS23579.MRG.4.250047516,-0.704832097,-2.467570306,0.347327619
IS23586.MRG.4.250047517,-0.704832097,-2.467570306,0.347327619
IS23590.MRG.4.250047518,-0.704832097,-2.467570306,0.347327619
IS23601.70MUKAAXX.2.250006071,-0.358613352,-1.9315393,0.540854608
IS23615.D1EYBACXX.1.250137783,5.840772559,-0.716219914,-0.693340274
IS23644.MRG.4.250047519,-2.298577576,-0.985336248,0.252398481
IS23645.628P7AAXX.7.250007085,-2.298577576,-0.985336248,0.252398481
IS23651.D1EYBACXX.1.250137784,-2.58792194,-0.980256608,0.04507534
IS23666.628P7AAXX.7.250007109,-1.826958902,-1.42193231,-0.847086488
IS23669.628NVAAXX.5.250006911,-1.567044494,-1.672558211,-1.127286885
IS2367.70MUKAAXX.1.250006437,-0.503297926,-2.719044057,-1.08661663
IS23674.D1EYBACXX.1.250137785,-0.817902027,-1.907043402,-1.386518097
IS23675.D1EYBACXX.1.250137786,1.303278692,-1.491189706,-1.57490396
IS23679.D1EYBACXX.1.250137787,1.279269179,-0.553815859,-2.21258707
IS23684.MRG.4.250047520,0.722109521,-1.024006847,-1.004733416
IS23685.D1EYBACXX.1.250137788,0.925070741,-1.438199896,-0.907349238
IS23687.D1EYBACXX.1.250137789,0.647432052,-0.453014787,-0.948762023
IS23693.D1EYBACXX.1.250137790,0.741268899,-1.115367005,-1.119940383
IS23694.D1EYBACXX.1.250137791,2.043396813,-0.720067623,0.266697175
IS23698.D1EYBACXX.1.250137792,0.745092511,-1.16974877,-1.14101102
IS23700.D1EYBACXX.1.250137793,-0.13784496,-0.59449278,-0.688781662
IS2371.C1AB3ACXX.7.250137272,6.054091896,-5.154815812,-2.022577693
IS23711.D1EYBACXX.1.250137794,0.970953778,-0.17748416,-1.175134742
IS2379.D0D0HACXX.5.250046286,-0.05179095,1.769736917,1.420255532
IS2382.D0D0HACXX.5.250046287,-0.05179095,1.769736917,1.420255532
IS2397.D0D0HACXX.5.250046289,-0.05179095,1.769736917,1.420255532
IS2416.70MUKAAXX.1.250006449,-0.05179095,1.769736917,1.420255532
IS24283.D1EYBACXX.1.250137795,1.692526854,0.13774544,-1.080256684
IS24286.D1EYBACXX.1.250137797,2.199353441,1.295121918,0.899971362
IS24287.D1EYBACXX.1.250137798,1.922969265,1.078312193,0.040815864
IS24288.D1EYBACXX.1.250137799,3.728478283,1.975358971,-1.376795063
IS24292.D1EYBACXX.1.250137800,1.666088109,0.160515077,-1.437439728
IS24294.D1EYBACXX.1.250137801,1.309863249,-0.955874702,-1.225802112
IS24297.D1EYBACXX.1.250137802,2.086552415,-3.450342999,-1.501739096
IS24299.D1EYBACXX.1.250137803,1.771039543,-2.636334417,-0.461890558
IS2430.70MUKAAXX.1.250006461,-2.849083915,-0.524206752,0.368959762
IS24302.D1EYBACXX.1.250137804,0.276056182,-1.278344954,-0.284888613
IS24308.D1EYBACXX.1.250137805,1.408065833,-2.024434655,0.62172181
IS24309.D1EYBACXX.1.250137806,-0.195799232,-1.530272895,0.702516402
IS24327.D1EYBACXX.1.250137807,-2.343169392,0.234732659,-0.846984003
IS24332.D1EYBACXX.1.250137808,-2.577207162,-0.073114757,-1.794557063
IS24334.D1EYBACXX.1.250137809,-2.905115753,-0.359429425,-1.429410364
IS24336.D1EYBACXX.1.250137810,-2.425573141,-0.239345775,-4.000103106
IS24348.MRG.4.250047526,-3.365067588,0.072872136,-0.366726278
IS24360.D1EYBACXX.1.250137811,-1.155497997,0.646401415,-0.262737453
IS24369.D1EYBACXX.1.250137812,-2.062072312,0.165074784,-0.652146662
IS24379.D1EYBACXX.1.250137813,-3.365125274,1.635798882,-2.310974045
IS24386.D1EYBACXX.1.250137814,-3.020755719,1.671842703,-2.567784595
IS24389.D1EYBACXX.1.250137815,-2.731655657,1.752614521,-2.463480285
IS24413.D1EYBACXX.1.250137816,-3.685852967,0.909556421,-2.550333743
IS24416.D1EYBACXX.1.250137817,-3.205018966,1.01093885,-2.576867801
IS24417.D1EYBACXX.1.250137818,-3.222352083,0.765053382,-2.506779024
IS24713.B064FABXX.1.250009985,1.167553199,-1.723247845,-2.147841832
IS24775.D0D0HACXX.5.250046090,-1.887623043,-0.404991075,-0.193251448
IS24786.B064FABXX.1.250009997,-1.887623043,-0.404991075,-0.193251448
IS24875.D1EYBACXX.1.250137819,1.353366586,-0.729047803,-1.333509072
IS25055.B064FABXX.1.250009954,-0.901578201,-2.62485031,-0.210174405
IS25098.D1EYBACXX.1.250137820,0.089284432,-2.99322368,0.267652678
IS25506.D1EYBACXX.1.250137821,3.010589383,0.046131728,1.120056253
IS25543.D1EYBACXX.1.250137822,4.605435872,-0.512615593,0.606905792
IS25548.MRG.4.250047537,5.156994214,-0.686071191,0.916724912
IS25670.D1EYBACXX.1.250137823,-2.242994796,-0.153413844,0.167551045
IS25690.D1EYBACXX.1.250137824,-3.835021085,0.458442125,1.128576731
IS25694.D1EYBACXX.1.250137825,-3.66309908,0.455937621,1.20563899
IS25702.628P7AAXX.7.250007063,-3.516288572,-0.156940743,0.751757068
IS25706.D1EYBACXX.1.250137826,-3.02054279,0.183721445,0.611756763
IS25708.D1EYBACXX.1.250137827,-3.593692978,0.398004269,1.160669999
IS25722.D1EYBACXX.1.250137828,-2.931662788,-0.563564551,-0.044417934
IS25732.MRG.4.250047538,-2.737243522,-0.766727645,-0.19291348
IS25733.B064FABXX.1.250009950,-3.516288572,-0.156940743,0.751757068
IS25752.D1EYBACXX.1.250137829,-3.431851946,0.196959078,1.25966427
IS25766.D1EYBACXX.1.250137830,-3.670665409,0.319723726,1.423392922
IS25772.D1EYBACXX.1.250137831,-2.931797297,-1.514162637,-0.190463295
IS25783.D1EYBACXX.1.250137832,-3.854822219,-0.68255639,0.958869877
IS25784.D1EYBACXX.1.250137833,-2.628683982,-1.108215606,-0.591907358
IS25798.D1EYBACXX.1.250137834,-1.466584718,-0.882090292,-1.039013783
IS25804.D1EYBACXX.1.250137835,-2.201180707,-1.542181376,-1.520239423
IS25812.D1EYBACXX.1.250137836,-2.090420865,-1.223500508,-1.143902733
IS25816.D1EYBACXX.1.250137837,-1.219068765,-1.337707107,-0.774620499
IS25836.B064FABXX.1.250010010,-3.58685485,-0.743644562,0.784751349
IS25839.D1EYBACXX.1.250137838,-2.697111749,0.308203706,0.578196522
IS25848.D0D0HACXX.5.250046091,-2.240680196,-0.540169695,-0.566798701
IS25865.D1EYBACXX.1.250137839,-2.10700352,-0.816885833,-0.601033228
IS25868.D1EYBACXX.1.250137840,-2.279790967,-0.88451374,-0.769212762
IS25877.D1EYBACXX.1.250137841,-2.405998479,-0.208979057,-0.487033936
IS25888.D1EYBACXX.1.250137842,-2.908036982,0.433842499,0.828871051
IS25912.D1EYBACXX.1.250137843,-2.674539893,-0.180869419,-0.045270964
IS25913.D1EYBACXX.1.250137844,-2.640801574,0.01489626,0.214783074
IS25921.D1EYBACXX.1.250137845,-2.451536763,-0.037566073,-0.251358446
IS25931.D1EYBACXX.1.250137846,-2.105880716,-0.84807505,-0.670232892
IS25936.D1EYBACXX.1.250137847,-1.550558197,-1.20666342,-0.749877154
IS25945.D1EYBACXX.1.250138133,-1.617231231,-1.226704494,-0.801834945
IS25966.D1EYBACXX.1.250138134,-1.041215467,-1.238695343,-1.537312605
IS25985.D1EYBACXX.1.250138135,-0.623300472,-1.523311589,-1.16807856
IS25987.D1EYBACXX.1.250138136,-0.977197107,-1.780041028,-0.811072083
IS25989.MRG.4.250047541,-1.391599402,-1.378375791,-0.779901839
IS26000.D1EYBACXX.1.250138137,-1.76603616,-1.27096374,-0.393401228
IS26005.D1EYBACXX.1.250138138,-0.524647469,-1.755845128,-0.703035561
IS26008.D1EYBACXX.1.250138139,-0.69624717,-2.144075754,-0.526644067
IS26025.MRG.4.250047542,-2.283257252,-0.715620956,-0.124424377
IS26031.D1EYBACXX.1.250138140,-2.321362622,-0.18146766,-0.213351625
IS26056.D1EYBACXX.1.250138141,-2.490764475,-0.156204293,0.0400122
IS26072.D1EYBACXX.1.250138142,-2.088931764,-0.623708659,-0.135477109
IS26090.D1EYBACXX.1.250138143,-3.773492533,0.606012903,1.703740702
IS26091.D1EYBACXX.1.250138144,-3.398457023,0.121394534,1.282773908
IS26101.D1EYBACXX.1.250138145,-4.2120001,-0.176268311,1.612311574
IS26103.D1EYBACXX.1.250138146,-3.809924375,-0.185850699,1.353264781
IS26108.D1EYBACXX.1.250138147,-3.35989357,0.028292256,1.079425699
IS26110.B064FABXX.1.250010016,-3.331336898,-0.148870661,1.129982147
IS26123.D1EYBACXX.1.250138148,-2.807785148,0.005099629,0.5442963
IS26131.D1EYBACXX.1.250138149,-3.11327271,0.237991417,0.950425172
IS26136.D1EYBACXX.1.250138150,-2.845288798,0.34920859,0.902339916
IS26137.D1EYBACXX.1.250138151,-3.847392423,0.466881017,1.32532377
IS26142.D1EYBACXX.1.250138152,-3.742085454,0.483681199,1.01945522
IS26147.D1EYBACXX.1.250138153,-2.630137727,0.394223732,0.113966882
IS26148.D1EYBACXX.1.250138154,-3.124717836,-1.255160473,-0.13195238
IS26198.D0D0HACXX.5.250046092,-0.879260164,-2.529544615,-0.601173739
IS26222.MRG.4.250047544,-1.036128223,-2.677361813,-0.583305714
IS26224.D0D0HACXX.5.250046093,-1.174115676,-2.5696887,-0.691223771
IS26282.D1EYBACXX.1.250138155,-0.66634308,-2.902192686,-0.520358765
IS26285.D1EYBACXX.1.250138156,-1.135873495,-2.661520521,-0.461837068
IS26370.D1EYBACXX.1.250138157,0.538585536,-2.768255203,-0.745222799
IS26376.D1EYBACXX.1.250138158,0.432965839,-2.795756034,0.016748979
IS26390.D1EYBACXX.1.250138159,1.748272167,-3.160502521,0.478467969
IS26404.D1EYBACXX.1.250138161,0.943704449,-3.307283176,0.729985564
IS26419.D1EYBACXX.1.250138162,0.58940645,-3.058686845,0.91286234
IS26434.D1EYBACXX.1.250138163,-0.192811067,-2.016351839,-0.051371723
IS26485.D1EYBACXX.1.250138164,-1.820314554,-1.359901186,-0.873200316
IS26516.D1EYBACXX.1.250138165,-2.739376339,-1.367750535,0.056572359
IS26532.D1EYBACXX.1.250138166,-2.158183999,-1.325789299,-0.196613319
IS26540.D1EYBACXX.1.250138167,-1.243492836,-2.031989819,-0.707238562
IS26548.D1EYBACXX.1.250138168,-1.015870338,-1.926864221,-0.742958787
IS26565.D1EYBACXX.1.250138169,-0.31135607,-2.454206061,-0.713917531
IS26566.D1EYBACXX.1.250138170,0.861943335,-3.677621036,-0.091778032
IS26575.D1EYBACXX.1.250138171,-1.52489652,-2.552172064,-0.416039057
IS26576.D1EYBACXX.1.250138172,-1.929446438,-1.294627759,-0.604085635
IS26579.D1EYBACXX.1.250138173,-0.265257795,-2.262943572,-0.014901893
IS26588.D1EYBACXX.1.250138174,-0.341453929,-2.47958678,-0.830833993
IS26594.D1EYBACXX.1.250138175,0.252158283,-2.530068935,-0.478404293
IS26596.D1EYBACXX.1.250138176,0.252088398,-2.614510985,0.252478959
IS26598.D1EYBACXX.1.250138177,0.15704285,-2.599786438,-0.816222763
IS26602.D1EYBACXX.1.250138178,0.373100635,-2.822042683,0.830482583
IS26634.D1EYBACXX.1.250138179,0.639169226,2.138570952,-0.475498897
IS26635.D1EYBACXX.1.250138180,0.216946556,1.872118297,-0.372883823
IS26638.D1EYBACXX.1.250138181,1.612628185,1.934622675,-1.069889894
IS26641.D1EYBACXX.1.250138182,1.178034045,-0.201946171,-0.448537586
IS26821.D1EYBACXX.1.250138183,-2.676167294,-2.011136086,3.353278786
IS26827.D1EYBACXX.1.250138184,-1.901348486,0.233902575,3.120798731
IS26837.D1EYBACXX.1.250138185,-0.44927675,-2.407586809,1.547711427
IS26925.D1EYBACXX.1.250138186,-0.600882969,-3.351332365,0.560341433
IS26978.D1EYBACXX.1.250138187,-1.586322951,-0.42215884,-2.89064056
IS26991.D1EYBACXX.1.250138188,-0.354796412,0.762451982,-3.673029942
IS26993.D1EYBACXX.1.250138189,-1.048341544,0.933764519,-3.507134784
IS27003.D1EYBACXX.1.250138190,-3.046830927,2.670833803,-1.395432804
IS27071.D1EYBACXX.1.250138191,0.460112973,2.000292981,0.379843977
IS27087.D1EYBACXX.1.250138192,-0.715689083,1.118992829,1.278220774
IS27100.D1EYBACXX.1.250138193,1.358677364,1.900828595,-0.507164629
IS27123.D1EYBACXX.1.250138194,0.673814366,3.066155907,0.209961629
IS27129.D1EYBACXX.1.250138195,0.964756203,3.093145877,0.845880871
IS27132.D1EYBACXX.1.250138196,-0.016999434,2.978069499,0.77086402
IS27137.D1EYBACXX.1.250138197,1.568858684,2.691003353,0.15006604
IS27139.D1EYBACXX.1.250138198,-0.266890226,2.179074896,0.108647042
IS27146.70MUKAAXX.1.250006389,1.023445228,2.364505378,0.48834103
IS27156.D1EYBACXX.1.250138199,0.002438142,2.090404041,0.246337689
IS27164.70MUKAAXX.1.250006426,1.291281314,2.87255965,0.414429872
IS27165.D1EYBACXX.1.250138200,2.121465385,2.96509704,-0.252847526
IS27167.D1EYBACXX.1.250138201,0.113579584,2.025415417,-0.183518637
IS27169.D1EYBACXX.1.250138202,0.820379021,2.984081161,0.377980502
IS27179.D1EYBACXX.1.250138203,0.292701829,2.660496613,0.804392676
IS27215.D1EYBACXX.1.250138204,0.295861767,1.835466541,-0.320763456
IS27222.D1EYBACXX.1.250138205,1.287871087,2.591760334,-0.264079235
IS27233.D1EYBACXX.1.250138206,-0.933915254,1.022207664,-0.78381144
IS27253.D1EYBACXX.1.250138207,0.121133416,1.815559037,0.077203867
IS27287.D0D0HACXX.5.250046095,-2.538433482,-0.653597054,0.454817063
IS27292.D1EYBACXX.1.250138208,-2.901552842,-0.428774972,0.859530108
IS27336.D1EYBACXX.1.250138209,-3.017198361,-0.17639108,0.908172056
IS27387.D1EYBACXX.1.250138210,-1.592671566,-2.468149883,-0.240170306
IS27393.D1EYBACXX.1.250138211,-1.665376983,-2.108053138,-0.124800215
IS27490.70MUKAAXX.1.250006429,-2.567906967,-1.023632666,0.267148872
IS27502.D1EYBACXX.1.250138212,-2.030820657,-1.252884484,-0.20031246
IS27527.D1EYBACXX.1.250138213,-1.454620737,-2.172265404,-0.233530486
IS27557.MRG.4.250047552,-2.079558363,-1.329288625,0.446298143
IS27587.B064FABXX.1.250009955,-2.908908627,-0.288329771,0.178605601
IS27599.B064FABXX.1.250009967,-3.428301045,0.017087672,0.922533039
IS27680.D1EYBACXX.1.250138214,3.250402646,-6.952262233,-7.609374642
IS27697.MRG.4.250047553,2.524359095,-5.996485288,-6.602320061
IS27708.D1EYBACXX.1.250138215,3.257040504,-4.880795223,-5.265451945
IS27717.D1EYBACXX.1.250138216,2.480719691,-4.985728719,-4.925361482
IS27726.D1EYBACXX.1.250138217,4.173289352,-6.781809828,-7.62453432
IS27736.D1EYBACXX.1.250138218,2.89106256,-3.331392874,-4.660077655
IS27740.D1EYBACXX.1.250138219,2.551142498,-5.27254469,-6.114645958
IS27766.D1EYBACXX.1.250138220,1.597490493,-5.346253404,-6.198298355
IS27775.D1EYBACXX.1.250138221,0.472593347,-1.895526769,-3.37559019
IS27855.B064FABXX.1.250009999,0.120613774,1.898960065,0.988698691
IS27858.D1EYBACXX.1.250138222,2.64222633,4.757429386,0.557540562
IS27859.D1EYBACXX.1.250138223,3.106252305,1.662531705,0.338522463
IS27887.MRG.4.250047555,1.637988478,3.371768138,0.798099351
IS27912.MRG.4.250047556,3.160656569,4.487544963,0.452461178
IS27942.D1EYBACXX.1.250138224,0.489060862,1.957943951,2.126333527
IS28036.D1EYBACXX.1.250138225,-0.865525399,2.670231067,2.390002808
IS28086.D1EYBACXX.1.250138226,-2.718290299,-1.894509647,3.481022344
IS28141.MRG.4.250047557,-1.414981846,1.832772526,2.230502574
IS28143.D1EYBACXX.1.250138227,-2.627241125,-1.460744453,3.387211466
IS28313.MRG.4.250047558,-2.932632353,1.152003653,1.973507585
IS28317.D1EYBACXX.1.250138228,-1.364805984,0.134639192,2.933154775
IS28332.B064FABXX.1.250010011,1.203743046,1.406859549,1.973493209
IS28444.D1EYBACXX.1.250138006,-1.453714523,-0.000548737,2.844500732
IS28449.MRG.4.250047560,-2.861888575,-1.263671435,3.283248609
IS28451.MRG.4.250047561,-2.861888575,-1.263671435,3.283248609
IS28453.D1EYBACXX.1.250138007,-1.876142664,-1.635049989,3.419040021
IS28614.MRG.4.250047562,-0.041934078,2.034668927,2.321746466
IS28688.D0D0HACXX.5.250046097,-0.712499334,0.258130094,2.66876354
IS28740.B064FABXX.1.250009975,1.975156948,3.732139579,2.219400254
IS28747.MRG.4.250047563,-1.56379188,-0.58563749,3.080558162
IS28749.D1EYBACXX.1.250138008,-1.146760576,0.96853959,2.607287396
IS28849.B064FABXX.1.250009948,-0.766612852,0.31760826,2.88137925
IS28966.D1EYBACXX.1.250138009,0.196546949,-1.059908954,3.572864125
IS28991.B064FABXX.1.250009956,-2.628604891,0.884012723,2.155687143
IS29053.D1EYBACXX.1.250138010,-0.995011017,0.76217205,2.820390177
IS29091.MRG.4.250047565,0.577002796,2.480211038,2.156296105
IS29100.MRG.4.250047566,-2.329921629,-0.932437737,3.161641362
IS29187.MRG.4.250047567,4.270609681,2.411450071,-1.185472956
IS29228.D1EYBACXX.1.250138011,1.772018143,1.484692662,0.938647044
IS29233.70MUKAAXX.1.250006441,2.959423968,2.340543243,0.188551741
IS29239.MRG.4.250047569,2.959423968,2.340543243,0.188551741
IS29241.MRG.4.250047570,2.959423968,2.340543243,0.188551741
IS29304.MRG.4.250047572,4.270609681,2.411450071,-1.185472956
IS29310.70MUKAAXX.1.250006453,1.188345148,1.063748455,0.528227293
IS29314.MRG.4.250047573,1.188345148,1.063748455,0.528227293
IS29326.MRG.4.250047605,2.959423968,2.340543243,0.188551741
IS29335.MRG.4.250047606,2.959423968,2.340543243,0.188551741
IS29358.MRG.4.250047607,3.158393441,5.131540616,0.096478196
IS29392.MRG.4.250047608,4.50010791,6.045735938,0.295624263
IS29407.70MUKAAXX.1.250006382,4.50010791,6.045735938,0.295624263
IS29409.70MUKAAXX.1.250006390,4.50010791,6.045735938,0.295624263
IS29441.MRG.4.250047609,3.82723777,4.834008187,0.432935387
IS29468.MRG.4.250047610,3.728966972,5.540406808,0.299117
IS29472.B064FABXX.1.250009983,3.728966972,5.540406808,0.299117
IS29496.70MUKAAXX.1.250006398,3.081266824,5.121451978,0.481621198
IS29565.MRG.4.250047612,2.663988901,5.460320387,0.172942532
IS29568.MRG.4.250047613,2.663988901,5.460320387,0.172942532
IS29569.70MUKAAXX.1.250006410,2.663988901,5.460320387,0.172942532
IS29582.MRG.4.250047614,2.663988901,5.460320387,0.172942532
IS29664.D1EYBACXX.1.250138012,3.646305865,-3.264187412,-0.417514782
IS29685.D1EYBACXX.1.250138013,0.781201138,2.733569113,0.320390244
IS29689.MRG.4.250047618,1.091040531,2.833239935,0.530095042
IS29691.70MUKAAXX.1.250006442,1.091040531,2.833239935,0.530095042
IS29714.MRG.4.250047619,0.100143592,2.00858623,0.950958451
IS29733.MRG.4.250047620,0.61925079,2.517289303,0.70018906
IS29757.D1EYBACXX.1.250138014,-0.053643131,1.524232416,0.797072742
IS29772.MRG.4.250047621,2.194879859,2.646532845,-0.415714866
IS29798.D0D0HACXX.5.250046098,-0.429807047,1.711348686,-0.571259081
IS29808.D1EYBACXX.1.250138015,-0.730717288,1.407330382,-0.256956621
IS29838.D1EYBACXX.1.250138016,1.741652612,2.804065866,-0.811911678
IS29856.D1EYBACXX.1.250138017,1.481654433,2.36273394,-0.692842062
IS29860.D1EYBACXX.1.250138018,1.114854272,1.912480082,0.110535067
IS29866.D1EYBACXX.1.250138019,-0.169685915,1.361966099,0.269730591
IS29870.B064FABXX.1.250010000,0.042418601,2.396947958,1.117473676
IS29872.70MUKAAXX.1.250006454,0.042418601,2.396947958,1.117473676
IS29876.70MUKAAXX.1.250006466,0.042418601,2.396947958,1.117473676
IS29911.70MUKAAXX.1.250006383,1.001999285,3.191624882,0.651394555
IS29914.MRG.4.250047622,1.001999285,3.191624882,0.651394555
IS29950.MRG.4.250047623,0.729660084,3.062077509,0.673789058
IS29966.B064FABXX.1.250010012,0.042418601,2.396947958,1.117473676
IS29977.D0D0HACXX.5.250046099,0.042418601,2.396947958,1.117473676
IS30024.D1EYBACXX.1.250138020,-0.729154251,2.246499795,0.204608557
IS30079.MRG.4.250047624,-0.385421551,3.234221424,0.306575758
IS30092.MRG.4.250047625,0.303333445,2.590646057,0.912300793
IS30095.D1EYBACXX.1.250138021,-0.327967707,3.115931368,0.674043829
IS30122.D1EYBACXX.1.250138022,2.463933484,2.910406352,-0.434696016
IS30145.D1EYBACXX.1.250138023,2.158155171,2.490679745,-0.369334136
IS30175.70MUKAAXX.1.250006391,3.819561932,2.560793633,-1.484253299
IS30205.D0D0HACXX.5.250046101,3.179703812,1.176112696,-0.82290681
IS30207.B064FABXX.1.250010024,3.179703812,1.176112696,-0.82290681
IS30213.D1EYBACXX.1.250138024,-1.33827238,0.770367139,-0.027032562
IS30231.MRG.4.250047626,1.881024274,2.531190485,-0.481343673
IS30318.D1EYBACXX.1.250138025,1.371565094,6.570507283,-2.70166844
IS30319.D1EYBACXX.1.250138026,3.021432208,5.476672457,-3.63240991
IS30335.D0D0HACXX.5.250046102,1.569875887,10.37279611,-1.644969868
IS30359.D1EYBACXX.1.250138027,0.502400099,8.577101074,-2.983496064
IS30360.D1EYBACXX.1.250138028,1.927395092,11.52450835,-2.26979263
IS30371.D1EYBACXX.1.250138029,1.666757237,11.59575297,-2.254560578
IS30383.MRG.4.250047627,2.251984979,11.37287131,-1.91298427
IS30391.D1EYBACXX.1.250138030,2.532437834,11.71105181,-1.986202495
IS30397.D0D0HACXX.5.250046103,1.976383099,12.15289063,-2.175280914
IS30398.D1EYBACXX.1.250138031,3.047016129,10.48999362,-2.475597247
IS30400.MRG.4.250047628,2.230178796,9.709288935,-2.171422845
IS30401.D1EYBACXX.1.250138032,1.766938127,10.0957484,-2.084434658
IS30405.70MUKAAXX.1.250006399,1.648866352,9.696669737,-1.757516074
IS30407.D1EYBACXX.1.250138033,4.330264555,5.364947538,-2.174668747
IS30409.D0D0HACXX.5.250046104,2.049702237,10.86685425,-2.022181748
IS30417.70MUKAAXX.1.250006411,2.209806772,9.264050592,-2.299790009
IS30422.D1EYBACXX.1.250138034,2.925402306,12.40887407,-2.128615097
IS30436.70MUKAAXX.1.250006431,1.531785394,10.43480304,-1.653341197
IS30441.70MUKAAXX.1.250006443,1.457594512,9.90909526,-1.689533332
IS30443.70MUKAAXX.1.250006455,1.447018104,10.00967453,-1.630008008
IS30444.D1EYBACXX.1.250138035,4.253668279,2.666383103,-5.121055744
IS30450.MRG.4.250047631,2.795210107,12.23294762,-1.922610635
IS30451.70MUKAAXX.1.250006467,2.32020757,11.60778464,-2.063280314
IS30452.D1EYBACXX.1.250138036,2.378339925,11.98814146,-1.861950294
IS30455.D1EYBACXX.1.250138037,2.282576666,5.891776702,-3.218526389
IS30460.MRG.4.250047633,2.230178796,9.709288935,-2.171422845
IS30466.MRG.4.250047634,2.148646819,9.466207026,-2.190969141
IS30572.MRG.4.250047640,-1.834937502,-1.183808516,0.061439399
IS30619.B064FABXX.1.250009957,-3.563258906,0.096815812,1.046866035
IS3073.628P7AAXX.7.250007019,-3.714186764,-0.00203685,1.428831292
IS30748.B064FABXX.1.250009968,-2.189162038,-0.577919024,0.106053838
IS3075.C1AB3ACXX.7.250137273,-2.962068921,0.077765978,1.545139543
IS30838.MRG.4.250047641,-0.979179284,-1.711710116,-0.585976767
IS30853.D1EYBACXX.1.250138038,-1.324524064,-1.609673098,-0.575455996
IS30855.D1EYBACXX.1.250138039,0.389888856,-0.640684822,-1.216268266
IS30858.D1EYBACXX.1.250138040,0.129458238,-1.869639251,-1.486908669
IS30860.D1EYBACXX.1.250138041,-0.370654442,-2.122504981,-1.597985516
IS30864.D1EYBACXX.1.250138042,1.2939123,-1.587538441,-1.352093209
IS30867.D1EYBACXX.1.250138043,2.203131731,-0.837081736,-1.574867104
IS30868.D1EYBACXX.1.250138044,1.327876093,-0.198380288,-1.549960632
IS31043.MRG.4.250047642,1.334845126,-1.367397187,1.404208596
IS31179.B064FABXX.1.250010013,4.306972619,-1.846083108,0.750094073
IS31186.MRG.4.250047643,2.078719623,-2.447049743,0.896026449
IS31195.B064FABXX.1.250010025,2.191410376,-1.980587749,1.748827447
IS31202.B064FABXX.1.250009940,5.121958535,-2.446917054,1.097839157
IS3127.C1AB3ACXX.7.250137274,-1.611463007,6.335981909,0.397222475
IS31299.B064FABXX.1.250009980,5.386248,-0.520919835,1.885114861
IS31446.MRG.4.250047644,3.770021638,-1.989285063,2.2943955
IS31533.B064FABXX.1.250009958,2.538958902,-0.220991346,1.611753359
IS31557.MRG.4.250047645,2.837435853,0.056911526,0.387984373
IS31559.70MUKAAXX.1.250006419,3.129553633,-1.017726401,1.324964526
IS31666.D1EYBACXX.1.250138045,1.547674479,-1.182851367,-0.824320037
IS31706.MRG.4.250047648,1.203743046,1.406859549,1.973493209
IS31714.MRG.4.250047649,1.435108472,2.490616563,2.048173612
IS31852.B064FABXX.1.250009990,-0.712499334,0.258130094,2.66876354
IS31861.B064FABXX.1.250010002,-0.285871987,0.556492939,2.417252538
IS31869.D1EYBACXX.1.250138047,-1.715509619,0.157066872,2.969693599
IS31965.D1EYBACXX.1.250138048,-2.728218106,-0.462357404,3.193904519
IS32050.B064FABXX.1.250010014,-2.329921629,-0.932437737,3.161641362
IS32087.B064FABXX.1.250010026,-0.712499334,0.258130094,2.66876354
IS32092.B064FABXX.1.250009977,-2.628604891,0.884012723,2.155687143
IS32150.D1EYBACXX.1.250138050,-0.756863402,2.150170676,2.609674496
IS32245.MRG.4.250047650,1.487047223,2.779528235,2.126023163
IS32262.D1EYBACXX.1.250138051,-0.937211086,1.824360105,2.375040717
IS32337.D1EYBACXX.1.250138052,-0.024408773,0.250039153,-4.2264468
IS32349.MRG.4.250047651,-0.509310538,-0.013338459,-3.821910956
IS32357.D1EYBACXX.1.250138053,-1.951676286,-0.312216854,-3.667292146
IS32370.D1EYBACXX.1.250138054,-1.738929862,-0.617635344,-3.996258655
IS32373.D1EYBACXX.1.250138055,-1.751636339,-0.703266378,-5.042870874
IS32401.D1EYBACXX.1.250138056,-0.912361139,0.98130153,-3.371196708
IS32404.D1EYBACXX.1.250138057,-1.461196997,0.278319376,-2.951319437
IS32405.D1EYBACXX.1.250138058,-1.140831673,0.307075853,-3.155238413
IS32420.D1EYBACXX.1.250138059,-1.970594095,1.022683332,-3.151114004
IS32425.D1EYBACXX.1.250138060,-0.696994742,1.407518081,-3.237368802
IS32426.D1EYBACXX.1.250138061,-1.593723951,0.835488525,-2.306491139
IS32439.MRG.4.250047652,-1.561198986,0.968366957,-2.458956084
IS32449.D1EYBACXX.1.250138062,-2.781518255,0.296645182,-2.968723292
IS32454.B064FABXX.1.250009959,-2.484945664,0.843399157,-2.151544754
IS32459.D1EYBACXX.1.250138063,-2.839312794,0.576473499,-2.846264521
IS32461.D1EYBACXX.1.250138064,-1.104013799,0.73460209,-4.863664472
IS32471.D1EYBACXX.1.250138065,-0.508009522,0.992411007,-4.012265048
IS32475.D1EYBACXX.1.250138066,-1.867741785,-0.032885454,-4.538530651
IS32506.D1EYBACXX.1.250138067,-1.514000575,-1.735962385,-3.469435141
IS32569.70MUKAAXX.1.250006400,-1.441176446,-2.286020503,2.212049408
IS32571.D1EYBACXX.1.250138068,-1.388259593,-2.28106962,2.460806573
