,barley_PC1,barley_PC2,barley_PC3
BRIDGE_HOR_7370,0.702777475,1.969663235,-1.308583894
BRIDGE_HOR_7371,0.702777475,1.969663235,-1.308583894
BRIDGE_HOR_737,-2.536235798,-0.625915006,-1.326668501
BRIDGE_HOR_738,-2.536235798,-0.625915006,-1.326668501
BRIDGE_HOR_739,-2.665157903,-0.521251845,-1.428066123
BRIDGE_HOR_7350,0.946621486,1.28952792,-1.289228853
BRIDGE_HOR_7351,0.946621486,1.28952792,-1.289228853
BRIDGE_HOR_7352,0.946621486,1.28952792,-1.289228853
BRIDGE_HOR_7353,0.946621486,1.28952792,-1.289228853
BRIDGE_HOR_7354,0.946621486,1.28952792,-1.289228853
BRIDGE_HOR_11312,-2.257343736,-0.651389577,-1.03631966
BRIDGE_HOR_11313,-2.257343736,-0.651389577,-1.03631966
BRIDGE_HOR_12805,-2.257343736,-0.651389577,-1.03631966
BRIDGE_HOR_11315,-2.35407855,-0.286840116,-1.159455486
BRIDGE_HOR_11314,-1.503623081,0.609702075,-1.571994949
BRIDGE_HOR_12782,-1.503623081,0.609702075,-1.571994949
BRIDGE_HOR_736,-3.25752168,-0.475381391,-0.686000389
BRIDGE_HOR_7368,0.825759982,2.433124152,-1.124156758
BRIDGE_HOR_748,-2.241229919,0.257791023,-1.407422731
BRIDGE_HOR_740,-0.899582987,1.158721793,-2.429851842
BRIDGE_HOR_7355,1.005247841,0.518333511,-0.882281427
BRIDGE_HOR_7356,1.041130516,1.346868086,-1.05373101
BRIDGE_HOR_7357,1.041130516,1.346868086,-1.05373101
BRIDGE_HOR_7358,1.041130516,1.346868086,-1.05373101
BRIDGE_HOR_7359,1.041130516,1.346868086,-1.05373101
BRIDGE_HOR_7390,1.041130516,1.346868086,-1.05373101
BRIDGE_HOR_756,-1.854032183,0.2755637,-1.50737895
BRIDGE_HOR_13150,-1.089592019,0.670768856,-1.853074037
BRIDGE_HOR_13151,-1.089592019,0.670768856,-1.853074037
BRIDGE_HOR_1245,-2.710897069,-1.249918712,-0.44926529
BRIDGE_HOR_987,-2.710897069,-1.249918712,-0.44926529
BRIDGE_HOR_12402,-0.44591233,1.090065356,-2.567934758
BRIDGE_HOR_12798,-0.44591233,1.090065356,-2.567934758
BRIDGE_HOR_1269,-0.468230871,0.672868795,-2.350137452
BRIDGE_HOR_1270,-0.468230871,0.672868795,-2.350137452
BRIDGE_HOR_1286,-2.064198217,-0.571215612,-0.989950182
BRIDGE_HOR_12403,-0.079977498,1.01792671,-2.642135466
BRIDGE_HOR_12799,-0.079977498,1.01792671,-2.642135466
BRIDGE_HOR_12413,-0.818837689,0.349529005,-2.024185829
BRIDGE_HOR_1267,-2.064198217,-0.571215612,-0.989950182
BRIDGE_HOR_1268,-2.064198217,-0.571215612,-0.989950182
BRIDGE_HOR_13152,-0.635045689,0.591610506,-2.00733774
BRIDGE_HOR_12415,-0.411957665,0.921852048,-2.104237013
BRIDGE_HOR_12416,-0.635045689,0.591610506,-2.00733774
BRIDGE_HOR_768,-1.562160065,-0.29985077,-1.253955426
BRIDGE_HOR_2510,-0.902541035,0.689569215,-1.882530478
BRIDGE_HOR_743,-0.902541035,0.689569215,-1.882530478
BRIDGE_HOR_744,-0.902541035,0.689569215,-1.882530478
BRIDGE_HOR_8620,0.663644416,1.975876394,-1.459949083
BRIDGE_HOR_8627,0.663644416,1.975876394,-1.459949083
BRIDGE_HOR_8629,0.663644416,1.975876394,-1.459949083
BRIDGE_HOR_8630,0.663644416,1.975876394,-1.459949083
BRIDGE_HOR_8631,0.663644416,1.975876394,-1.459949083
BRIDGE_HOR_8677,0.663644416,1.975876394,-1.459949083
BRIDGE_HOR_8680,0.663644416,1.975876394,-1.459949083
BRIDGE_HOR_1247,-1.596639353,-0.364788192,-1.185759409
BRIDGE_HOR_991,-1.596639353,-0.364788192,-1.185759409
BRIDGE_HOR_1386,-0.677825505,0.865464132,-2.064521063
BRIDGE_HOR_936,-0.677825505,0.865464132,-2.064521063
BRIDGE_HOR_745,-0.677825505,0.865464132,-2.064521063
BRIDGE_HOR_1387,-0.677825505,0.865464132,-2.064521063
BRIDGE_HOR_937,-0.677825505,0.865464132,-2.064521063
BRIDGE_HOR_8615,0.837913276,1.281209982,-1.29135331
BRIDGE_HOR_1279,-0.735639484,0.444655532,-1.896663183
BRIDGE_HOR_1280,-0.735639484,0.444655532,-1.896663183
BRIDGE_HOR_746,-0.735639484,0.444655532,-1.896663183
BRIDGE_HOR_1278,-0.735639484,0.444655532,-1.896663183
BRIDGE_HOR_8684,0.606913945,1.832777868,-1.408584875
BRIDGE_HOR_8657,0.606913945,1.832777868,-1.408584875
BRIDGE_HOR_967,-0.513702721,0.706582791,-2.160672384
BRIDGE_HOR_7367,0.743325463,0.668345439,-0.96179925
BRIDGE_HOR_7360,0.729766833,0.900196203,-0.953710913
BRIDGE_HOR_7361,0.729766833,0.900196203,-0.953710913
BRIDGE_HOR_989,-0.564997141,-0.522272155,-1.586737445
BRIDGE_HOR_8655,0.714311583,1.434751115,-1.27224241
BRIDGE_HOR_8656,0.714311583,1.434751115,-1.27224241
BRIDGE_HOR_8660,0.714311583,1.434751115,-1.27224241
BRIDGE_HOR_691,-2.515321561,-1.795730252,-0.013311846
BRIDGE_HOR_692,-2.515321561,-1.795730252,-0.013311846
BRIDGE_HOR_729,-2.229017851,-1.687768853,-0.076767943
BRIDGE_HOR_8647,0.698549456,0.884801337,-1.019415375
BRIDGE_HOR_7362,0.657181081,0.791229027,-1.061949225
BRIDGE_HOR_7363,0.657181081,0.791229027,-1.061949225
BRIDGE_HOR_7364,0.657181081,0.791229027,-1.061949225
BRIDGE_HOR_7365,0.657181081,0.791229027,-1.061949225
BRIDGE_HOR_7366,0.657181081,0.791229027,-1.061949225
BRIDGE_HOR_7391,0.657181081,0.791229027,-1.061949225
BRIDGE_HOR_1244,0.028195057,-0.694499283,-1.658798372
BRIDGE_HOR_4402,0.028195057,-0.694499283,-1.658798372
BRIDGE_HOR_760,0.028195057,-0.694499283,-1.658798372
BRIDGE_HOR_986,0.028195057,-0.694499283,-1.658798372
BRIDGE_HOR_732,-2.229017851,-1.687768853,-0.076767943
BRIDGE_HOR_8654,0.684525929,1.413905978,-1.303369579
BRIDGE_HOR_8648,0.684525929,1.413905978,-1.303369579
BRIDGE_HOR_8683,0.684525929,1.413905978,-1.303369579
BRIDGE_HOR_753,-0.480680747,0.383834946,-1.943666752
BRIDGE_HOR_966,0.010890155,-0.969255431,-1.544118783
BRIDGE_HOR_988,0.010890155,-0.969255431,-1.544118783
BRIDGE_HOR_722,-2.231263329,-1.337467522,-0.409930725
BRIDGE_HOR_731,-1.807219979,-1.200175981,-0.39511992
BRIDGE_HOR_8650,0.647562981,1.151262192,-1.215854952
BRIDGE_HOR_8651,0.647562981,1.151262192,-1.215854952
BRIDGE_HOR_8652,0.647562981,1.151262192,-1.215854952
BRIDGE_HOR_8649,0.651327674,1.582048993,-1.405698278
BRIDGE_HOR_8653,0.647562981,1.151262192,-1.215854952
BRIDGE_HOR_1236,-1.234753672,-2.225285115,-0.581285986
BRIDGE_HOR_2278,-1.234753672,-2.225285115,-0.581285986
BRIDGE_HOR_726,-2.510502857,-1.683716801,-0.330596715
BRIDGE_HOR_1026,-2.454298701,-1.85037541,-0.032868084
BRIDGE_HOR_1027,-2.454298701,-1.85037541,-0.032868084
BRIDGE_HOR_1150,-2.454298701,-1.85037541,-0.032868084
BRIDGE_HOR_1152,-2.454298701,-1.85037541,-0.032868084
BRIDGE_HOR_1153,-2.454298701,-1.85037541,-0.032868084
BRIDGE_HOR_1158,-2.454298701,-1.85037541,-0.032868084
BRIDGE_HOR_1360,-2.454298701,-1.85037541,-0.032868084
BRIDGE_HOR_1652,-2.454298701,-1.85037541,-0.032868084
BRIDGE_HOR_1738,-2.454298701,-1.85037541,-0.032868084
BRIDGE_HOR_1739,-2.265480367,-1.736149921,-0.066480887
BRIDGE_HOR_6953,-2.454298701,-1.85037541,-0.032868084
BRIDGE_HOR_6954,-2.454298701,-1.85037541,-0.032868084
BRIDGE_HOR_719,-2.265480367,-1.736149921,-0.066480887
BRIDGE_HOR_720,-2.265480367,-1.736149921,-0.066480887
BRIDGE_HOR_727,-2.454298701,-1.85037541,-0.032868084
BRIDGE_HOR_881,-2.265480367,-1.736149921,-0.066480887
BRIDGE_HOR_725,-2.454298701,-1.85037541,-0.032868084
BRIDGE_HOR_8645,0.492036319,1.99382605,-1.718140267
BRIDGE_HOR_1020,-1.839008551,-1.280298179,-0.378415744
BRIDGE_HOR_1033,-2.307345572,-1.640528984,-0.176887809
BRIDGE_HOR_1156,-1.839008551,-1.280298179,-0.378415744
BRIDGE_HOR_1164,-2.307345572,-1.640528984,-0.176887809
BRIDGE_HOR_1380,-1.839008551,-1.280298179,-0.378415744
BRIDGE_HOR_8646,0.492036319,1.99382605,-1.718140267
BRIDGE_HOR_8644,0.492036319,1.99382605,-1.718140267
BRIDGE_HOR_1010,-1.243911274,-0.444977423,-0.916663534
BRIDGE_HOR_1022,-1.243911274,-0.444977423,-0.916663534
BRIDGE_HOR_1023,-1.243911274,-0.444977423,-0.916663534
BRIDGE_HOR_1145,-1.243911274,-0.444977423,-0.916663534
BRIDGE_HOR_1146,-1.243911274,-0.444977423,-0.916663534
BRIDGE_HOR_1147,-1.243911274,-0.444977423,-0.916663534
BRIDGE_HOR_1239,-1.243911274,-0.444977423,-0.916663534
BRIDGE_HOR_942,-1.243911274,-0.444977423,-0.916663534
BRIDGE_HOR_1233,-0.152554249,-1.925829543,-1.31348839
BRIDGE_HOR_728,-1.839008551,-1.280298179,-0.378415744
BRIDGE_HOR_982,-0.152554249,-1.925829543,-1.31348839
BRIDGE_HOR_1024,-1.243911274,-0.444977423,-0.916663534
BRIDGE_HOR_1148,-1.243911274,-0.444977423,-0.916663534
BRIDGE_HOR_1011,-1.740961179,-1.389558243,-0.250781768
BRIDGE_HOR_1128,-1.740961179,-1.389558243,-0.250781768
BRIDGE_HOR_849,-1.740961179,-1.389558243,-0.250781768
BRIDGE_HOR_8624,0.43126632,1.579025963,-1.784130821
BRIDGE_HOR_8679,0.43126632,1.579025963,-1.784130821
BRIDGE_HOR_723,-1.062032614,-0.256801475,-1.104825799
BRIDGE_HOR_724,-1.062032614,-0.256801475,-1.104825799
BRIDGE_HOR_1382,-1.062032614,-0.256801475,-1.104825799
BRIDGE_HOR_997,-1.062032614,-0.256801475,-1.104825799
BRIDGE_HOR_8626,0.354933636,1.998253623,-1.924557545
BRIDGE_HOR_1029,-1.062032614,-0.256801475,-1.104825799
BRIDGE_HOR_1159,-1.062032614,-0.256801475,-1.104825799
BRIDGE_HOR_730,-1.062032614,-0.256801475,-1.104825799
BRIDGE_HOR_848,-1.168482313,-0.833800219,-0.776592455
BRIDGE_HOR_8638,0.329663149,1.915094751,-2.085675774
BRIDGE_HOR_8639,0.329663149,1.915094751,-2.085675774
BRIDGE_HOR_8640,0.329663149,1.915094751,-2.085675774
BRIDGE_HOR_8641,0.329663149,1.915094751,-2.085675774
BRIDGE_HOR_8642,0.329663149,1.915094751,-2.085675774
BRIDGE_HOR_8643,0.329663149,1.915094751,-2.085675774
BRIDGE_HOR_1160,-0.92832123,-0.190973104,-1.231456173
BRIDGE_HOR_733,-0.92832123,-0.190973104,-1.231456173
BRIDGE_HOR_1031,-0.92832123,-0.190973104,-1.231456173
BRIDGE_HOR_1032,-0.92832123,-0.190973104,-1.231456173
BRIDGE_HOR_1034,-0.92832123,-0.190973104,-1.231456173
BRIDGE_HOR_1161,-0.92832123,-0.190973104,-1.231456173
BRIDGE_HOR_1162,-0.92832123,-0.190973104,-1.231456173
BRIDGE_HOR_1163,-0.92832123,-0.190973104,-1.231456173
BRIDGE_HOR_1165,-0.92832123,-0.190973104,-1.231456173
BRIDGE_HOR_734,-0.92832123,-0.190973104,-1.231456173
BRIDGE_HOR_993,-0.92832123,-0.190973104,-1.231456173
BRIDGE_HOR_8632,0.273241381,2.640133724,-2.300814203
BRIDGE_HOR_8633,0.273241381,2.640133724,-2.300814203
BRIDGE_HOR_8634,0.273241381,2.640133724,-2.300814203
BRIDGE_HOR_8635,0.273241381,2.640133724,-2.300814203
BRIDGE_HOR_8681,0.273241381,2.640133724,-2.300814203
BRIDGE_HOR_8682,0.273241381,2.640133724,-2.300814203
BRIDGE_HOR_8618,0.173840354,1.906637218,-2.361532339
BRIDGE_HOR_8675,0.173840354,1.906637218,-2.361532339
BRIDGE_HOR_1018,-1.97935713,-1.597984938,-0.436908079
BRIDGE_HOR_1019,-1.278346807,-1.045033155,-0.589732908
BRIDGE_HOR_1143,-1.278346807,-1.045033155,-0.589732908
BRIDGE_HOR_1942,-1.97935713,-1.597984938,-0.436908079
BRIDGE_HOR_717,-1.97935713,-1.597984938,-0.436908079
BRIDGE_HOR_1016,-1.241209538,-1.146881158,-0.57238924
BRIDGE_HOR_1039,-1.241209538,-1.146881158,-0.57238924
BRIDGE_HOR_1141,-1.241209538,-1.146881158,-0.57238924
BRIDGE_HOR_693,-2.518559369,-1.666945222,-0.745072483
BRIDGE_HOR_694,-2.282933331,-1.500562786,-0.691360944
BRIDGE_HOR_688,-2.518559369,-1.666945222,-0.745072483
BRIDGE_HOR_689,-2.518559369,-1.666945222,-0.745072483
BRIDGE_HOR_709,-2.518559369,-1.666945222,-0.745072483
BRIDGE_HOR_8676,0.273241381,2.640133724,-2.300814203
BRIDGE_HOR_8678,0.273241381,2.640133724,-2.300814203
BRIDGE_HOR_1012,-1.241209538,-1.146881158,-0.57238924
BRIDGE_HOR_1014,-1.241209538,-1.146881158,-0.57238924
BRIDGE_HOR_1015,-1.241209538,-1.146881158,-0.57238924
BRIDGE_HOR_1035,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_1140,-1.241209538,-1.146881158,-0.57238924
BRIDGE_HOR_1166,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_1167,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_1168,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_1659,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_1383,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_4404,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_690,-2.518559369,-1.666945222,-0.745072483
BRIDGE_HOR_880,-1.241209538,-1.146881158,-0.57238924
BRIDGE_HOR_882,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_943,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_994,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_701,-1.855925192,-1.015250518,-0.882467406
BRIDGE_HOR_711,-1.855925192,-1.015250518,-0.882467406
BRIDGE_HOR_712,-1.855925192,-1.015250518,-0.882467406
BRIDGE_HOR_8636,0.232366121,1.691137709,-2.120447233
BRIDGE_HOR_1017,-1.855925192,-1.015250518,-0.882467406
BRIDGE_HOR_1040,-1.855925192,-1.015250518,-0.882467406
BRIDGE_HOR_1142,-1.855925192,-1.015250518,-0.882467406
BRIDGE_HOR_697,-2.282933331,-1.500562786,-0.691360944
BRIDGE_HOR_698,-2.282933331,-1.500562786,-0.691360944
BRIDGE_HOR_713,-1.97935713,-1.597984938,-0.436908079
BRIDGE_HOR_714,-1.97935713,-1.597984938,-0.436908079
BRIDGE_HOR_1169,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_1170,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_4417,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_700,-1.855925192,-1.015250518,-0.882467406
BRIDGE_HOR_944,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_995,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_996,-0.854464807,-0.290339275,-1.184870066
BRIDGE_HOR_752,-2.282933331,-1.500562786,-0.691360944
BRIDGE_HOR_8637,0.273241381,2.640133724,-2.300814203
BRIDGE_HOR_710,-2.689470569,-1.840738968,-0.587800898
BRIDGE_HOR_718,-1.97935713,-1.597984938,-0.436908079
BRIDGE_HOR_1038,-1.278346807,-1.045033155,-0.589732908
BRIDGE_HOR_1238,-1.278346807,-1.045033155,-0.589732908
BRIDGE_HOR_686,-1.278346807,-1.045033155,-0.589732908
BRIDGE_HOR_940,-1.278346807,-1.045033155,-0.589732908
BRIDGE_HOR_1283,-0.778593546,-2.429792315,-0.557764495
BRIDGE_HOR_1284,-0.778593546,-2.429792315,-0.557764495
BRIDGE_HOR_1313,-0.778593546,-2.429792315,-0.557764495
BRIDGE_HOR_1021,-1.227058346,-0.409259615,-1.119887168
BRIDGE_HOR_1144,-1.227058346,-0.409259615,-1.119887168
BRIDGE_HOR_1385,-1.227058346,-0.409259615,-1.119887168
BRIDGE_HOR_684,-1.521063613,-1.60865917,-0.494555189
BRIDGE_HOR_708,-2.313343427,-2.145977988,-0.294443604
BRIDGE_HOR_941,-1.227058346,-0.409259615,-1.119887168
BRIDGE_HOR_1253,-2.61790657,-2.186501952,-0.35793061
BRIDGE_HOR_1384,-2.61790657,-2.186501952,-0.35793061
BRIDGE_HOR_685,-1.497546412,-1.428903881,-0.583443899
BRIDGE_HOR_707,-2.313343427,-2.145977988,-0.294443604
BRIDGE_HOR_1258,-2.313343427,-2.145977988,-0.294443604
BRIDGE_HOR_706,-2.313343427,-2.145977988,-0.294443604
BRIDGE_HOR_1126,-2.031654429,-2.410182017,-0.163456781
BRIDGE_HOR_1127,-2.031654429,-2.410182017,-0.163456781
BRIDGE_HOR_983,-1.029767684,-2.201947399,-0.773666646
BRIDGE_HOR_878,-1.699514137,-2.105842061,-0.278800392
BRIDGE_HOR_1007,-1.218766546,-2.171918664,-0.658859416
BRIDGE_HOR_1235,-1.218766546,-2.171918664,-0.658859416
BRIDGE_HOR_847,-2.031654429,-2.410182017,-0.163456781
BRIDGE_HOR_1013,-1.44856478,-1.654513234,-0.616800241
BRIDGE_HOR_1138,-1.44856478,-1.654513234,-0.616800241
BRIDGE_HOR_3884,-1.44856478,-1.654513234,-0.616800241
BRIDGE_HOR_687,-2.441641706,-2.190496105,-0.566956353
BRIDGE_HOR_3277,-1.44856478,-1.654513234,-0.616800241
BRIDGE_HOR_3278,-1.868210789,-2.345622436,-0.355945268
BRIDGE_HOR_679,-1.868210789,-2.345622436,-0.355945268
BRIDGE_HOR_680,-1.44856478,-1.654513234,-0.616800241
BRIDGE_HOR_678,-1.823472492,-1.99234733,-0.628638225
BRIDGE_HOR_13449,0.652546472,-0.231310124,-0.927901631
BRIDGE_HOR_13450,0.652546472,-0.231310124,-0.927901631
BRIDGE_HOR_1137,-1.823472492,-1.99234733,-0.628638225
BRIDGE_HOR_1943,-1.823472492,-1.99234733,-0.628638225
BRIDGE_HOR_2281,-1.823472492,-1.99234733,-0.628638225
BRIDGE_HOR_681,-1.692802165,-1.903096583,-0.70576859
BRIDGE_HOR_1025,-2.425178162,-1.979978853,-0.751481782
BRIDGE_HOR_1149,-2.425178162,-1.979978853,-0.751481782
BRIDGE_HOR_13451,0.465860853,-0.465764601,-1.163648259
BRIDGE_HOR_763,-1.884927735,-1.960359188,-1.249936046
BRIDGE_HOR_682,-1.731820956,-2.050631493,-0.545311563
BRIDGE_HOR_761,-1.698893893,-1.892545344,-1.396413341
BRIDGE_HOR_762,-1.698893893,-1.892545344,-1.396413341
BRIDGE_HOR_1139,-2.239488664,-2.295527811,-0.781095081
BRIDGE_HOR_1651,-2.239488664,-2.295527811,-0.781095081
BRIDGE_HOR_13456,0.749019474,0.702965456,-1.320584363
BRIDGE_HOR_1379,-2.770407865,-1.692137591,-0.568983982
BRIDGE_HOR_1737,-2.847452468,-1.887915764,-0.432588083
BRIDGE_HOR_1773,-2.847452468,-1.887915764,-0.432588083
BRIDGE_HOR_865,-2.738215342,-1.753129466,-0.456320866
BRIDGE_HOR_1770,-2.738215342,-1.753129466,-0.456320866
BRIDGE_HOR_1860,-2.738215342,-1.753129466,-0.456320866
BRIDGE_HOR_862,-2.726129738,-1.694382988,-0.488999598
BRIDGE_HOR_1172,-1.949465557,-2.550984096,-0.807636501
BRIDGE_HOR_1173,-1.949465557,-2.550984096,-0.807636501
BRIDGE_HOR_1240,-1.949465557,-2.550984096,-0.807636501
BRIDGE_HOR_1356,-1.949465557,-2.550984096,-0.807636501
BRIDGE_HOR_4403,-1.949465557,-2.550984096,-0.807636501
BRIDGE_HOR_864,-2.726129738,-1.694382988,-0.488999598
BRIDGE_HOR_1131,-2.726129738,-1.694382988,-0.488999598
BRIDGE_HOR_1995,-2.726129738,-1.694382988,-0.488999598
BRIDGE_HOR_2674,-2.726129738,-1.694382988,-0.488999598
BRIDGE_HOR_11319,-1.949465557,-2.550984096,-0.807636501
BRIDGE_HOR_860,-2.657925736,-1.558516969,-0.628980144
BRIDGE_HOR_867,-2.657925736,-1.558516969,-0.628980144
BRIDGE_HOR_868,-2.657925736,-1.558516969,-0.628980144
BRIDGE_HOR_861,-2.657925736,-1.558516969,-0.628980144
BRIDGE_HOR_866,-3.205505911,-2.128628057,-0.350819513
BRIDGE_HOR_13455,0.069928965,-0.812688257,-1.470401532
BRIDGE_HOR_12833,-2.994618258,-1.287704599,-0.597225267
BRIDGE_HOR_13454,0.046336931,-1.180274833,-1.302984243
BRIDGE_HOR_1122,-2.891410484,-1.892499427,-0.21529533
BRIDGE_HOR_1125,-2.891410484,-1.892499427,-0.21529533
BRIDGE_HOR_1134,-2.891410484,-1.892499427,-0.21529533
BRIDGE_HOR_1135,-2.891410484,-1.892499427,-0.21529533
BRIDGE_HOR_1241,-2.891410484,-1.892499427,-0.21529533
BRIDGE_HOR_673,-2.891410484,-1.892499427,-0.21529533
BRIDGE_HOR_674,-2.891410484,-1.892499427,-0.21529533
BRIDGE_HOR_675,-2.891410484,-1.892499427,-0.21529533
BRIDGE_HOR_876,-2.891410484,-1.892499427,-0.21529533
BRIDGE_HOR_979,-2.891410484,-1.892499427,-0.21529533
BRIDGE_HOR_676,-2.887248991,-1.607970776,-0.316398727
BRIDGE_HOR_672,-3.03383123,-1.970457889,-0.511104124
BRIDGE_HOR_869,-3.03383123,-1.970457889,-0.511104124
BRIDGE_HOR_863,-2.855805053,-1.512292957,-0.549424131
BRIDGE_HOR_1941,-2.855805053,-1.512292957,-0.549424131
BRIDGE_HOR_859,-2.855805053,-1.512292957,-0.549424131
BRIDGE_HOR_677,-2.788288807,-1.415595262,-0.63613578
BRIDGE_HOR_13457,0.013420499,-1.334194679,-1.641977605
BRIDGE_HOR_858,-3.101302738,-2.030249034,-0.541788532
BRIDGE_HOR_1378,-2.977335872,-2.1674947,-0.312291067
BRIDGE_HOR_856,-2.977335872,-2.1674947,-0.312291067
BRIDGE_HOR_980,-2.977335872,-2.1674947,-0.312291067
BRIDGE_HOR_671,-2.977335872,-2.1674947,-0.312291067
BRIDGE_HOR_857,-2.977335872,-2.1674947,-0.312291067
BRIDGE_HOR_13453,0.5258564,-0.467443053,-1.179048734
BRIDGE_HOR_855,-2.872476529,-1.642553806,-0.512319595
BRIDGE_HOR_853,-2.964420897,-1.742232496,-0.422061332
BRIDGE_HOR_1130,-2.964420897,-1.742232496,-0.422061332
BRIDGE_HOR_850,-3.186126602,-2.067200729,-0.465874214
BRIDGE_HOR_851,-3.186126602,-2.067200729,-0.465874214
BRIDGE_HOR_852,-3.186126602,-2.067200729,-0.465874214
BRIDGE_HOR_1255,-3.186126602,-2.067200729,-0.465874214
BRIDGE_HOR_1257,-2.964420897,-1.742232496,-0.422061332
BRIDGE_HOR_846,-3.437036046,-2.238423987,-0.452980655
BRIDGE_HOR_1129,-3.437036046,-2.238423987,-0.452980655
BRIDGE_HOR_854,-2.964420897,-1.742232496,-0.422061332
BRIDGE_HOR_670,-3.126173805,-1.85156313,-0.461796888
BRIDGE_HOR_1256,-3.350401247,-2.077415586,-0.546795717
BRIDGE_HOR_13458,0.326999474,-0.064133499,-1.482615879
BRIDGE_BCC_223,-2.030797854,-2.31396852,-0.193608874
BRIDGE_HOR_13452,-0.374699305,-0.534419469,-2.434697588
BRIDGE_BCC_236,0.223961416,-1.031841606,-0.964843637
BRIDGE_BCC_55,-2.06510924,-3.853341999,1.076433536
BRIDGE_BCC_31,-1.8192198,-1.877588477,0.144023865
BRIDGE_BCC_50,-2.117651481,-3.457865407,1.452966335
BRIDGE_HOR_20121,-3.002767701,-2.345840622,-0.106980227
BRIDGE_HOR_20135,-3.002767701,-2.345840622,-0.106980227
BRIDGE_HOR_8536,-3.217601923,-2.336591576,0.564810182
BTR_FT226,-1.978307772,-2.519588426,0.724668749
BTR_FT553,-1.978307772,-2.519588426,0.724668749
BRIDGE_HOR_18466,-2.109406732,-3.965826857,0.928102547
BRIDGE_BCC_100,-2.57690385,-3.450539058,0.92617222
BRIDGE_HOR_13792,-1.552937255,-3.054972755,1.054876819
BRIDGE_HOR_18480,-1.232439662,-2.965455626,1.166230339
BRIDGE_HOR_18484,-1.552937255,-3.054972755,1.054876819
BTR_FT549,-1.611990649,-3.063013847,0.99424244
BRIDGE_HOR_13795,-1.611990649,-3.063013847,0.99424244
BRIDGE_HOR_20145,-1.611990649,-3.063013847,0.99424244
BRIDGE_BCC_98,-1.795433792,-3.004752053,1.071488726
BRIDGE_BCC_253,0.329388307,-1.636603928,-0.079649709
BRIDGE_BCC_110,-2.10940458,-1.460506575,0.293028351
BRIDGE_BCC_203,-3.452987488,-2.276265473,0.34608266
BRIDGE_BCC_102,-1.0690315,-3.340553198,1.144188705
BRIDGE_BCC_107,-1.328352603,-2.639232213,1.079585618
BRIDGE_HOR_14097,-1.178233852,-2.937215504,0.093557875
BRIDGE_HOR_14098,-0.965739481,-3.537193322,0.667895488
BRIDGE_HOR_11439,-5.031333684,1.222641937,3.361381199
BRIDGE_HOR_11444,-5.031333684,1.222641937,3.361381199
BRIDGE_HOR_21542,-0.542792104,-3.746463746,0.820156022
BRIDGE_HOR_21716,-0.542792104,-3.746463746,0.820156022
BRIDGE_HOR_14101,-0.798171825,-4.021826113,0.563793771
BRIDGE_HOR_19814,-0.404891724,-4.109897399,0.766488465
BRIDGE_HOR_21547,-0.17341915,-3.186450995,0.254878882
BTR_FT525,-0.532348752,-4.168658276,0.60726643
BRIDGE_HOR_20123,-0.279432074,-4.355685066,0.76217663
BRIDGE_HOR_20129,-0.279432074,-4.355685066,0.76217663
BRIDGE_HOR_21597,-0.233892022,-4.658326647,0.970218732
BRIDGE_HOR_21581,-0.31662869,-4.63364268,0.756745046
BRIDGE_BCC_244,-0.60063375,-4.314131917,0.293929905
BRIDGE_HOR_13809,-0.270754346,-4.853302848,1.007403108
BRIDGE_HOR_18455,-0.270754346,-4.853302848,1.007403108
BRIDGE_HOR_18456,-0.270754346,-4.853302848,1.007403108
BRIDGE_HOR_18468,-0.409174457,-4.69927958,0.838626454
BRIDGE_HOR_18472,-0.270754346,-4.853302848,1.007403108
BRIDGE_HOR_20122,-0.409174457,-4.69927958,0.838626454
BRIDGE_HOR_14112,-0.29122578,-4.844710732,0.835874988
BRIDGE_HOR_21600,-0.29122578,-4.844710732,0.835874988
BRIDGE_HOR_21556,-0.382449946,-4.794841341,0.794920781
BRIDGE_HOR_21546,-0.290446105,-4.900983375,0.935683523
BRIDGE_HOR_21571,-0.290446105,-4.900983375,0.935683523
BRIDGE_BCC_189,-0.233915356,-4.998951682,1.036885798
BRIDGE_HOR_19788,-0.233915356,-4.998951682,1.036885798
BRIDGE_HOR_21559,-0.233915356,-4.998951682,1.036885798
BRIDGE_HOR_21560,-0.233915356,-4.998951682,1.036885798
BRIDGE_HOR_14121,-0.266054091,-4.876380243,0.924053315
BRIDGE_HOR_21553,-0.266054091,-4.876380243,0.924053315
