,barley_PC1,barley_PC2,barley_PC3
BRIDGE_HOR_19786,-0.304892977,-4.876736634,0.854774425
BRIDGE_HOR_19789,-0.228910438,-4.856662475,0.974011042
BRIDGE_HOR_19818,-0.228910438,-4.856662475,0.974011042
BRIDGE_HOR_20155,-0.275293787,-4.6255226,0.965890845
BRIDGE_HOR_21570,-0.275293787,-4.6255226,0.965890845
BRIDGE_HOR_14108,-0.266666389,-4.62976513,0.99612032
BRIDGE_HOR_21582,-0.266666389,-4.62976513,0.99612032
BRIDGE_BCC_212,-0.491791223,-5.019995393,0.68792671
BTR_FT555,2.064701605,-1.37100318,-0.779771379
BRIDGE_HOR_9608,1.219379083,3.872946372,-3.22030274
BRIDGE_HOR_9607,1.219379083,3.872946372,-3.22030274
BRIDGE_HOR_10357,0.946162974,4.233349959,-3.687311403
BRIDGE_HOR_9614,0.946162974,4.233349959,-3.687311403
BRIDGE_HOR_9615,0.946162974,4.233349959,-3.687311403
BRIDGE_HOR_9606,1.219379083,3.872946372,-3.22030274
BRIDGE_HOR_9613,1.219379083,3.872946372,-3.22030274
BRIDGE_HOR_9616,1.348604003,3.907408793,-3.192404499
BRIDGE_HOR_9617,1.348604003,3.907408793,-3.192404499
BRIDGE_HOR_9609,1.348604003,3.907408793,-3.192404499
BRIDGE_HOR_9816,-2.493350333,2.085228701,-3.920243316
BRIDGE_HOR_9610,2.128267333,4.67483518,-3.537212535
BRIDGE_HOR_10889,1.171035947,1.086757156,-1.457723031
BRIDGE_HOR_10887,0.79387644,1.557580243,-1.957325911
BRIDGE_HOR_10989,0.79387644,1.557580243,-1.957325911
BRIDGE_HOR_10358,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_10359,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_9621,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_9867,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_9868,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_10360,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_9622,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_9623,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_9624,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_9625,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_9869,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_9870,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_10361,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_10464,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_10465,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_10466,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_10467,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_9626,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_9628,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_9629,1.683972757,4.522797863,-3.609912303
BRIDGE_HOR_9871,1.683972757,4.522797863,-3.609912303
BRIDGE_BCC_252,3.522160527,-0.281844329,-0.112419179
BRIDGE_HOR_9630,-0.530621261,2.652067036,-4.029877037
BRIDGE_HOR_10974,2.139596205,0.621770913,-0.584432926
BRIDGE_BCC_91,-1.432653713,-4.621970838,0.491515302
BRIDGE_HOR_10971,2.467687375,1.76076416,-1.408822442
BRIDGE_HOR_10546,0.248548148,1.689065111,-3.016852597
BRIDGE_HOR_10972,2.39651426,1.478698352,-1.152982291
BRIDGE_HOR_10973,2.39651426,1.478698352,-1.152982291
BRIDGE_HOR_17837,-3.211716608,-3.406854451,1.947744851
BRIDGE_HOR_18848,-3.393756535,-3.29924842,1.763117443
BRIDGE_HOR_10970,-0.561047946,1.333593013,-3.419239279
BRIDGE_HOR_20183,-2.058798581,-2.060215068,2.643479004
BRIDGE_HOR_17774,-3.717387865,-1.857769673,1.909378879
BRIDGE_HOR_10885,0.855689217,1.511117189,-1.159381186
BRIDGE_HOR_10886,0.855689217,1.511117189,-1.159381186
BTR_FT414,-2.180055721,-2.247761024,2.504615945
BTR_FT539,1.68064717,-1.878314604,-0.620825168
BRIDGE_HOR_10883,0.855689217,1.511117189,-1.159381186
BRIDGE_HOR_10884,0.855689217,1.511117189,-1.159381186
BRIDGE_HOR_7499,-1.427205862,-5.424676251,0.753427189
BRIDGE_HOR_10879,0.682133442,1.198968216,-0.93000848
BRIDGE_HOR_10880,0.682133442,1.198968216,-0.93000848
BRIDGE_HOR_10881,0.306499599,-0.444444805,-0.964702797
BRIDGE_HOR_10882,0.306499599,-0.444444805,-0.964702797
BRIDGE_BCC_89,-1.091091787,-5.988183647,0.9221144
BRIDGE_HOR_10878,0.730056716,0.614056301,-0.48835453
BRIDGE_BCC_87,-0.536416374,-3.092444932,-0.013675747
BRIDGE_HOR_10705,1.738649981,3.820083893,-2.975606486
BRIDGE_BCC_96,-1.07567926,-5.829556967,1.107381458
BRIDGE_HOR_10590,0.420287818,0.271420528,-0.705296432
BRIDGE_HOR_4265,1.154963267,-2.795233465,-0.383594951
BRIDGE_HOR_8480,0.198149268,-0.620214542,-0.691250365
BRIDGE_HOR_8273,0.332332762,-0.761566497,-0.405697186
BRIDGE_HOR_8274,0.332332762,-0.761566497,-0.405697186
BRIDGE_HOR_10591,0.626549093,0.972024784,-0.791899773
BRIDGE_HOR_10648,1.724772657,3.454843858,-2.389384873
BRIDGE_HOR_10647,1.724772657,3.454843858,-2.389384873
BRIDGE_HOR_10646,1.958910247,3.494668203,-2.317760066
BRIDGE_HOR_10644,1.958910247,3.494668203,-2.317760066
BRIDGE_HOR_10645,1.958910247,3.494668203,-2.317760066
BRIDGE_HOR_10643,1.958910247,3.494668203,-2.317760066
BRIDGE_HOR_10775,1.958910247,3.494668203,-2.317760066
BRIDGE_HOR_10641,1.958910247,3.494668203,-2.317760066
BRIDGE_HOR_10742,1.958910247,3.494668203,-2.317760066
BRIDGE_HOR_10777,2.174577034,3.451800701,-2.083678072
BRIDGE_HOR_10820,0.124148982,-0.080519388,-0.758699616
BRIDGE_HOR_10821,0.124148982,-0.080519388,-0.758699616
BRIDGE_HOR_10822,0.124148982,-0.080519388,-0.758699616
BRIDGE_HOR_10640,2.174577034,3.451800701,-2.083678072
BRIDGE_HOR_10642,2.174577034,3.451800701,-2.083678072
BRIDGE_HOR_10819,0.37390286,-0.00015491,-0.592911272
BRIDGE_HOR_10824,0.018721551,-0.128010809,-0.61769286
BRIDGE_HOR_10823,0.018721551,-0.128010809,-0.61769286
BRIDGE_HOR_10758,2.232575931,2.608980689,-1.483125577
BRIDGE_HOR_10894,2.232575931,2.608980689,-1.483125577
BRIDGE_HOR_10746,2.232575931,2.608980689,-1.483125577
BRIDGE_HOR_10747,2.232575931,2.608980689,-1.483125577
BRIDGE_HOR_10748,2.232575931,2.608980689,-1.483125577
BRIDGE_HOR_10749,2.232575931,2.608980689,-1.483125577
BRIDGE_HOR_10750,2.232575931,2.608980689,-1.483125577
BRIDGE_HOR_10751,2.232575931,2.608980689,-1.483125577
BRIDGE_HOR_10754,2.319172944,2.941436488,-1.528884213
BRIDGE_HOR_10892,2.319172944,2.941436488,-1.528884213
BRIDGE_HOR_10895,2.319172944,2.941436488,-1.528884213
BRIDGE_HOR_10969,0.300632801,-0.890769232,-0.729258197
BRIDGE_HOR_11197,0.300632801,-0.890769232,-0.729258197
BRIDGE_BCC_67,1.380898151,-3.12765374,-0.229686038
BRIDGE_BCC_185,-2.791246554,-5.426914635,1.457580518
BRIDGE_BCC_28,0.83547015,0.108861953,-0.699882105
BRIDGE_HOR_2841,1.991391232,-2.470551963,-0.105509354
BRIDGE_HOR_2842,1.991391232,-2.470551963,-0.105509354
BRIDGE_HOR_2843,1.991391232,-2.470551963,-0.105509354
BRIDGE_HOR_2844,1.991391232,-2.470551963,-0.105509354
BRIDGE_HOR_2845,1.991391232,-2.470551963,-0.105509354
BRIDGE_HOR_2846,1.991391232,-2.470551963,-0.105509354
BRIDGE_HOR_2847,1.991391232,-2.470551963,-0.105509354
BRIDGE_HOR_2848,1.991391232,-2.470551963,-0.105509354
BRIDGE_HOR_2849,1.991391232,-2.470551963,-0.105509354
BRIDGE_HOR_2850,1.991391232,-2.470551963,-0.105509354
BRIDGE_HOR_2851,2.077435775,-1.715538066,-0.556212047
BRIDGE_HOR_2852,2.077435775,-1.715538066,-0.556212047
BRIDGE_HOR_2853,2.077435775,-1.715538066,-0.556212047
BRIDGE_HOR_2854,2.077435775,-1.715538066,-0.556212047
BRIDGE_HOR_2855,2.077435775,-1.715538066,-0.556212047
BRIDGE_HOR_2856,2.077435775,-1.715538066,-0.556212047
BRIDGE_BCC_82,1.810533594,-3.17206448,0.9286153
BRIDGE_HOR_3520,1.66324445,-2.803892845,0.743807296
BRIDGE_HOR_2771,1.66324445,-2.803892845,0.743807296
BRIDGE_HOR_2774,1.542837252,-2.497127426,0.16796131
BRIDGE_HOR_2775,1.542837252,-2.497127426,0.16796131
BRIDGE_HOR_2776,1.542837252,-2.497127426,0.16796131
BRIDGE_HOR_2777,1.542837252,-2.497127426,0.16796131
BRIDGE_HOR_2779,1.542837252,-2.497127426,0.16796131
BRIDGE_HOR_2780,1.542837252,-2.497127426,0.16796131
BRIDGE_HOR_2781,1.542837252,-2.497127426,0.16796131
BRIDGE_HOR_2790,1.542837252,-2.497127426,0.16796131
BRIDGE_HOR_2791,1.542837252,-2.497127426,0.16796131
BRIDGE_HOR_2824,1.66324445,-2.803892845,0.743807296
BRIDGE_HOR_2825,1.66324445,-2.803892845,0.743807296
BRIDGE_HOR_4261,-2.034723882,-5.889970709,1.466129598
BRIDGE_HOR_2502,-2.034723882,-5.889970709,1.466129598
BRIDGE_HOR_2770,2.216942903,-2.869455316,0.85623127
BRIDGE_HOR_2772,-2.034723882,-5.889970709,1.466129598
BRIDGE_HOR_2773,-2.034723882,-5.889970709,1.466129598
BRIDGE_HOR_2796,-1.470577377,-5.157962969,1.198609091
BRIDGE_HOR_2797,-1.470577377,-5.157962969,1.198609091
BRIDGE_HOR_2798,-1.470577377,-5.157962969,1.198609091
BRIDGE_HOR_2799,-2.034723882,-5.889970709,1.466129598
BRIDGE_HOR_2800,-2.034723882,-5.889970709,1.466129598
BRIDGE_HOR_2814,2.216942903,-2.869455316,0.85623127
BRIDGE_HOR_2815,2.216942903,-2.869455316,0.85623127
BRIDGE_HOR_2816,2.216942903,-2.869455316,0.85623127
BRIDGE_HOR_2817,2.216942903,-2.869455316,0.85623127
BRIDGE_HOR_2818,2.216942903,-2.869455316,0.85623127
BRIDGE_HOR_2819,2.216942903,-2.869455316,0.85623127
BRIDGE_HOR_2820,2.216942903,-2.869455316,0.85623127
BRIDGE_HOR_2821,2.216942903,-2.869455316,0.85623127
BRIDGE_HOR_2822,2.216942903,-2.869455316,0.85623127
BRIDGE_HOR_2823,2.216942903,-2.869455316,0.85623127
BRIDGE_HOR_2827,1.735957128,-3.02639181,1.055858127
BRIDGE_HOR_2828,1.735957128,-3.02639181,1.055858127
BRIDGE_HOR_2829,1.735957128,-3.02639181,1.055858127
BRIDGE_HOR_2830,1.735957128,-3.02639181,1.055858127
BRIDGE_HOR_2831,1.735957128,-3.02639181,1.055858127
BRIDGE_HOR_2832,1.735957128,-3.02639181,1.055858127
BRIDGE_HOR_2833,1.735957128,-3.02639181,1.055858127
BRIDGE_HOR_2834,1.735957128,-3.02639181,1.055858127
BRIDGE_HOR_2837,-2.034723882,-5.889970709,1.466129598
BRIDGE_HOR_2838,-2.034723882,-5.889970709,1.466129598
BRIDGE_HOR_2839,-2.034723882,-5.889970709,1.466129598
BRIDGE_HOR_2881,1.735957128,-3.02639181,1.055858127
BRIDGE_HOR_4262,-2.377775215,-5.913880585,1.754579223
BRIDGE_HOR_4264,1.545376976,-3.059289403,0.449322204
BRIDGE_HOR_2768,-1.549977122,-5.30353919,1.373288296
BRIDGE_HOR_2788,-1.549977122,-5.30353919,1.373288296
BRIDGE_HOR_2789,1.545376976,-3.059289403,0.449322204
BRIDGE_HOR_2794,-1.549977122,-5.30353919,1.373288296
BRIDGE_HOR_2795,1.545376976,-3.059289403,0.449322204
BRIDGE_HOR_2857,-0.054160117,-2.730214639,-0.051724045
BRIDGE_HOR_2858,-0.054160117,-2.730214639,-0.051724045
BRIDGE_HOR_3908,1.661109246,-3.411374143,0.754890085
BRIDGE_HOR_4263,-0.517421126,-4.253847152,0.862654219
BRIDGE_HOR_2792,-0.517421126,-4.253847152,0.862654219
BRIDGE_HOR_2793,-0.517421126,-4.253847152,0.862654219
BRIDGE_HOR_2803,1.660364502,-3.419614538,1.103305377
BRIDGE_HOR_2804,1.660364502,-3.419614538,1.103305377
BRIDGE_HOR_2807,1.660364502,-3.419614538,1.103305377
BRIDGE_HOR_2808,1.661109246,-3.411374143,0.754890085
BRIDGE_HOR_2810,1.661109246,-3.411374143,0.754890085
BRIDGE_HOR_2811,1.661109246,-3.411374143,0.754890085
BRIDGE_HOR_3298,1.660364502,-3.419614538,1.103305377
BRIDGE_HOR_2785,1.186413661,-3.699667871,-0.181821995
BRIDGE_HOR_2786,1.186413661,-3.699667871,-0.181821995
BRIDGE_HOR_2787,-2.905680148,-0.521854862,-1.432203269
BRIDGE_HOR_2801,1.186413661,-3.699667871,-0.181821995
BRIDGE_HOR_2805,0.60404737,-4.293347675,0.435807519
BRIDGE_HOR_2806,0.762537777,-4.137508281,0.854705279
BRIDGE_HOR_2812,-2.905680148,-0.521854862,-1.432203269
BRIDGE_HOR_2813,1.186413661,-3.699667871,-0.181821995
BRIDGE_HOR_2859,-2.905680148,-0.521854862,-1.432203269
BRIDGE_HOR_2872,1.186413661,-3.699667871,-0.181821995
BRIDGE_HOR_2873,1.186413661,-3.699667871,-0.181821995
BRIDGE_HOR_2874,1.186413661,-3.699667871,-0.181821995
BRIDGE_HOR_2880,1.602469643,-2.672716389,0.122195614
BRIDGE_HOR_2870,0.260796662,-3.669980126,0.570861104
BRIDGE_HOR_2871,0.260796662,-3.669980126,0.570861104
BRIDGE_BCC_165,-3.345629799,-5.464656697,1.889055994
BRIDGE_BCC_163,-3.78622111,-4.904233411,1.371142876
BRIDGE_BCC_1494,4.483065278,-1.159898874,-1.373009627
BRIDGE_BCC_61,-1.859982382,-5.003969792,1.361271734
BRIDGE_HOR_2782,0.459345331,-3.438793684,-0.170553834
BRIDGE_HOR_2784,0.459345331,-3.438793684,-0.170553834
BRIDGE_HOR_2860,1.760131119,-2.043061756,0.143388822
BRIDGE_HOR_2862,1.760131119,-2.043061756,0.143388822
BRIDGE_HOR_2863,1.760131119,-2.043061756,0.143388822
BRIDGE_HOR_2864,1.760131119,-2.043061756,0.143388822
BRIDGE_HOR_2865,1.760131119,-2.043061756,0.143388822
BRIDGE_HOR_2866,1.760131119,-2.043061756,0.143388822
BRIDGE_HOR_2867,0.459345331,-3.438793684,-0.170553834
BRIDGE_HOR_2868,0.459345331,-3.438793684,-0.170553834
BRIDGE_BCC_65,0.638152668,-4.022716037,1.155082967
BTR_FT523,1.853142876,-4.105376306,0.014522516
BRIDGE_BCC_178,0.048675634,-3.628204092,1.058827394
BTR_FT554,0.20284349,-4.499065316,0.88228223
BRIDGE_HOR_7700,2.596445535,-0.453116173,-0.369618396
BRIDGE_HOR_7701,1.265067247,-1.601050415,-0.119173685
BRIDGE_HOR_7702,0.583855643,-1.19685276,-0.521133317
BRIDGE_HOR_7703,0.183632433,-1.803415613,-0.067523906
BRIDGE_HOR_7695,1.265067247,-1.601050415,-0.119173685
BRIDGE_BCC_175,0.583855643,-1.19685276,-0.521133317
BRIDGE_HOR_7696,1.985747384,-0.974489449,-0.419531576
BRIDGE_HOR_7699,1.985747384,-0.974489449,-0.419531576
BRIDGE_HOR_7698,1.985747384,-0.974489449,-0.419531576
BRIDGE_HOR_7697,3.338116235,0.570777549,-1.087496694
BRIDGE_HOR_7588,4.622531445,0.760028859,-1.117296871
BRIDGE_HOR_7589,4.622531445,0.760028859,-1.117296871
BRIDGE_HOR_7591,4.622531445,0.760028859,-1.117296871
BRIDGE_HOR_7594,4.427178985,0.656659533,-1.151430622
BRIDGE_HOR_7564,4.609822985,0.800221826,-1.195479093
BRIDGE_HOR_7585,4.609822985,0.800221826,-1.195479093
BRIDGE_HOR_7586,4.609822985,0.800221826,-1.195479093
BRIDGE_HOR_7583,3.946340787,-0.009356407,-0.866640182
BRIDGE_HOR_7562,3.946340787,-0.009356407,-0.866640182
BRIDGE_HOR_7563,3.946340787,-0.009356407,-0.866640182
BRIDGE_HOR_7627,4.36069488,0.558399881,-1.167934562
BRIDGE_HOR_7628,4.36069488,0.558399881,-1.167934562
BRIDGE_HOR_7629,4.36069488,0.558399881,-1.167934562
BRIDGE_HOR_7559,3.946340787,-0.009356407,-0.866640182
BRIDGE_HOR_7560,3.946340787,-0.009356407,-0.866640182
BRIDGE_HOR_7571,4.002292943,-0.39508846,-0.746524563
BRIDGE_HOR_7572,4.002292943,-0.39508846,-0.746524563
BRIDGE_HOR_7581,3.946340787,-0.009356407,-0.866640182
BRIDGE_HOR_7566,4.002292943,-0.39508846,-0.746524563
BRIDGE_HOR_7567,4.002292943,-0.39508846,-0.746524563
BRIDGE_HOR_7569,3.57472795,-0.794358453,-0.323608741
BRIDGE_HOR_7568,3.57472795,-0.794358453,-0.323608741
BRIDGE_HOR_7576,3.57472795,-0.794358453,-0.323608741
BRIDGE_HOR_7601,4.48697504,0.543061759,-1.113760366
BRIDGE_HOR_7578,3.387903545,-0.588390036,-0.507942606
BRIDGE_HOR_7579,3.387903545,-0.588390036,-0.507942606
BRIDGE_HOR_7580,3.387903545,-0.588390036,-0.507942606
BRIDGE_HOR_7598,2.344932061,-1.733574133,0.116414375
BRIDGE_HOR_7599,2.344932061,-1.733574133,0.116414375
BRIDGE_HOR_7545,2.359801306,0.014335316,-0.7772071
BRIDGE_HOR_7602,2.839009473,-1.216260868,-0.162731358
BRIDGE_HOR_7603,2.839009473,-1.216260868,-0.162731358
BRIDGE_HOR_7706,2.359801306,0.014335316,-0.7772071
BRIDGE_HOR_8466,2.359801306,0.014335316,-0.7772071
BRIDGE_HOR_7605,2.839009473,-1.216260868,-0.162731358
BRIDGE_HOR_7556,2.025041413,-1.94014751,0.154271566
BRIDGE_HOR_7625,1.177637132,-2.345784762,0.263932014
BRIDGE_HOR_7626,1.177637132,-2.345784762,0.263932014
BRIDGE_HOR_7606,1.478941388,-1.639691007,-0.08195562
BRIDGE_HOR_7550,3.672014296,-0.879320343,-0.252731355
BRIDGE_HOR_7620,4.097662665,0.533537114,-0.971932001
BRIDGE_HOR_7621,4.097662665,0.533537114,-0.971932001
BRIDGE_HOR_7546,3.743022319,-0.997864814,-0.095228142
BRIDGE_HOR_7547,3.743022319,-0.997864814,-0.095228142
BRIDGE_HOR_7630,2.370744319,-1.248502077,0.067791196
BRIDGE_HOR_7548,3.743022319,-0.997864814,-0.095228142
BRIDGE_HOR_7549,3.743022319,-0.997864814,-0.095228142
BRIDGE_HOR_7624,3.992563159,0.280404055,-0.808016413
BRIDGE_HOR_7608,3.992563159,0.280404055,-0.808016413
BRIDGE_HOR_7609,3.992563159,0.280404055,-0.808016413
BRIDGE_HOR_7610,3.998760562,0.402382924,-0.858587079
BRIDGE_HOR_7611,3.998760562,0.402382924,-0.858587079
BRIDGE_HOR_7622,3.830707645,-0.03276138,-0.734636974
BRIDGE_HOR_7623,3.830707645,-0.03276138,-0.734636974
BRIDGE_HOR_7553,5.303049789,0.1460279,-0.488120177
BRIDGE_HOR_7555,5.303049789,0.1460279,-0.488120177
BRIDGE_HOR_7551,4.609338286,-0.391469767,-0.287080777
BRIDGE_HOR_7710,4.609338286,-0.391469767,-0.287080777
BRIDGE_HOR_7618,3.830707645,-0.03276138,-0.734636974
BRIDGE_HOR_7619,3.830707645,-0.03276138,-0.734636974
BRIDGE_HOR_7552,4.609338286,-0.391469767,-0.287080777
BRIDGE_HOR_7615,5.021359257,0.445231571,-1.032708687
BRIDGE_HOR_7616,5.021359257,0.445231571,-1.032708687
BRIDGE_HOR_7617,5.021359257,0.445231571,-1.032708687
BRIDGE_HOR_7612,5.021359257,0.445231571,-1.032708687
BRIDGE_HOR_7631,3.570459629,-0.729586837,-0.341005822
BTR_FT520,1.948945147,-1.906161617,-0.442587276
BRIDGE_HOR_7633,3.725161421,-0.831591902,-0.300517694
BRIDGE_HOR_7634,3.725161421,-0.831591902,-0.300517694
BRIDGE_HOR_9799,5.817888553,1.100706001,-1.361326764
BRIDGE_HOR_7636,4.72960292,-0.237293534,-0.614176384
BRIDGE_HOR_7637,4.72960292,-0.237293534,-0.614176384
BRIDGE_HOR_7639,3.893868994,-0.798700149,-0.443943983
BRIDGE_HOR_7675,6.109365425,0.742664388,-1.049736008
BRIDGE_HOR_7676,6.109365425,0.742664388,-1.049736008
BRIDGE_HOR_8467,3.893868994,-0.798700149,-0.443943983
BRIDGE_HOR_7643,3.606416399,-1.181640388,-0.020607063
Chinese_Genebank_ZDM01786,2.776747862,-2.904135189,0.570582516
BRIDGE_HOR_7654,3.934330714,-1.042442082,-0.063984822
BRIDGE_HOR_7655,3.934330714,-1.042442082,-0.063984822
BRIDGE_HOR_7677,3.934330714,-1.042442082,-0.063984822
BRIDGE_HOR_7652,3.934330714,-1.042442082,-0.063984822
BRIDGE_HOR_7693,3.804250635,-1.040490422,-0.354691946
BRIDGE_HOR_7648,6.141067958,0.523090686,-0.811487654
BRIDGE_HOR_7650,6.141067958,0.523090686,-0.811487654
BRIDGE_HOR_7651,6.141067958,0.523090686,-0.811487654
BRIDGE_HOR_7645,3.457489279,-1.591009658,0.132776133
BRIDGE_HOR_7646,3.457489279,-1.591009658,0.132776133
BRIDGE_HOR_7647,3.457489279,-1.591009658,0.132776133
BRIDGE_HOR_9276,4.765339137,-0.643947757,-0.479606087
BRIDGE_HOR_7689,4.765339137,-0.643947757,-0.479606087
BRIDGE_HOR_7690,4.765339137,-0.643947757,-0.479606087
BRIDGE_HOR_7691,4.765339137,-0.643947757,-0.479606087
BRIDGE_HOR_7657,4.245146164,-1.453451993,-0.222844826
BRIDGE_HOR_7658,4.245146164,-1.453451993,-0.222844826
BRIDGE_HOR_7659,4.245146164,-1.453451993,-0.222844826
BRIDGE_HOR_7592,7.652334535,2.271050992,-0.526722097
BRIDGE_HOR_7687,4.245146164,-1.453451993,-0.222844826
BRIDGE_HOR_7688,4.245146164,-1.453451993,-0.222844826
BRIDGE_HOR_7679,4.968266895,-1.0634387,-0.532239697
BRIDGE_HOR_7680,4.968266895,-1.0634387,-0.532239697
BRIDGE_HOR_7682,5.800512542,-0.351758272,-1.053814045
BRIDGE_HOR_7663,4.886119025,-1.116831192,-0.438982608
BRIDGE_HOR_7664,4.886119025,-1.116831192,-0.438982608
BRIDGE_HOR_7685,5.15403472,-0.933355095,-0.664774792
BRIDGE_HOR_7686,5.15403472,-0.933355095,-0.664774792
BRIDGE_HOR_7666,4.886119025,-1.116831192,-0.438982608
BRIDGE_HOR_7668,6.379457762,0.453158131,-0.988151767
BRIDGE_HOR_7669,6.379457762,0.453158131,-0.988151767
BRIDGE_HOR_7673,5.508175335,-0.677249495,-0.843214405
BRIDGE_HOR_7671,5.822449761,-0.34343309,-0.970167458
BRIDGE_HOR_7672,5.822449761,-0.34343309,-0.970167458
BRIDGE_HOR_7660,6.296683726,0.917400824,-0.424012441
BRIDGE_HOR_7661,6.296683726,0.917400824,-0.424012441
BRIDGE_HOR_7662,6.296683726,0.917400824,-0.424012441
Chinese_Genebank_ZDM06048,5.188574297,0.462643927,1.239509683
Chinese_Genebank_ZDM01808,2.326260883,-3.279023398,0.607111838
Chinese_Genebank_ZDM04908,6.306373217,1.148604701,1.959851637
BTR_FT561,-4.545691006,0.958804508,2.820903066
Chinese_Genebank_ZDM01791,5.101142583,-0.526429423,0.106720244
BRIDGE_HOR_11804,2.46263457,2.284793172,1.195743102
Chinese_Genebank_ZDM01778,4.234621988,-1.32059002,-0.132804838
Chinese_Genebank_ZDM01779,4.698345895,-0.847018519,0.142730932
BRIDGE_BCC_748,1.2550995,2.049843387,0.460068135
Chinese_Genebank_ZDM04443,3.55068083,0.211770725,0.685885737
BRIDGE_HOR_10905,-3.156232905,4.300054688,4.119929412
BRIDGE_HOR_8738,-3.156232905,4.300054688,4.119929412
BRIDGE_HOR_8792,-3.156232905,4.300054688,4.119929412
BRIDGE_HOR_8793,-3.156232905,4.300054688,4.119929412
BRIDGE_HOR_8703,2.787956691,2.963293436,0.057313513
BRIDGE_HOR_8736,2.787956691,2.963293436,0.057313513
BRIDGE_HOR_8737,2.787956691,2.963293436,0.057313513
BRIDGE_HOR_8790,2.787956691,2.963293436,0.057313513
BRIDGE_HOR_8791,2.787956691,2.963293436,0.057313513
BRIDGE_HOR_8734,-2.170473326,4.126480087,3.422976499
BRIDGE_HOR_8783,-2.170473326,4.126480087,3.422976499
BRIDGE_HOR_8784,-2.170473326,4.126480087,3.422976499
BRIDGE_HOR_8785,-2.170473326,4.126480087,3.422976499
BRIDGE_HOR_8786,-2.170473326,4.126480087,3.422976499
BRIDGE_HOR_8787,-2.170473326,4.126480087,3.422976499
BRIDGE_HOR_8788,-2.170473326,4.126480087,3.422976499
BRIDGE_HOR_8789,-2.170473326,4.126480087,3.422976499
BRIDGE_HOR_8805,-2.170473326,4.126480087,3.422976499
BRIDGE_HOR_8904,-2.170473326,4.126480087,3.422976499
BRIDGE_HOR_7512,-2.170473326,4.126480087,3.422976499
BRIDGE_HOR_8732,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8775,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8776,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8777,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8778,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8779,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_15200,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_15245,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_15357,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8767,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8768,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8731,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8772,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8773,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8774,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8771,0.905321064,3.32987838,1.508945192
BRIDGE_HOR_8803,0.905321064,3.32987838,1.508945192
BRIDGE_HOR_8801,0.905321064,3.32987838,1.508945192
BRIDGE_HOR_8729,0.905321064,3.32987838,1.508945192
BRIDGE_HOR_8730,0.905321064,3.32987838,1.508945192
BRIDGE_HOR_8727,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8769,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8770,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8733,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8780,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8781,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8725,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8766,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_15176,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_15187,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_21042,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8724,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8763,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8764,-3.426254978,4.689801517,4.266524877
BRIDGE_HOR_8765,-3.426254978,4.689801517,4.266524877
