,AT_PC1,AT_PC2,AT_PC3
9115,1.331220497,1.407204391,2.200011221
9121,0.00409648,-2.647141358,0.403439763
9125,4.23119897,1.424765549,0.297264608
9128,3.593288836,-1.596976713,-0.417082689
9130,3.593288836,-1.596976713,-0.417082689
9131,3.593288836,-1.596976713,-0.417082689
9133,3.593288836,-1.596976713,-0.417082689
9134,3.593288836,-1.596976713,-0.417082689
9298,-2.485611622,-0.880255717,-2.820006296
9312,-10.56282635,-5.880902261,4.034212958
9314,-3.586382089,-1.456757433,-2.350464835
9321,1.046234165,-2.535165999,-1.322789605
9323,1.046234165,-2.535165999,-1.322789605
9332,1.046234165,-2.535165999,-1.322789605
9336,1.046234165,-2.535165999,-1.322789605
9339,0.946434586,-1.597018094,-1.415542017
9343,0.848255292,-0.521919662,-2.955010059
9352,1.131929642,-0.542649136,-1.370116497
9353,1.131929642,-0.542649136,-1.370116497
9363,1.046234165,-2.535165999,-1.322789605
9369,0.849567635,-1.703460809,-1.35883118
9370,0.849567635,-1.703460809,-1.35883118
9371,1.258944859,-2.798120333,-1.110962496
9380,-0.377099302,-1.180117198,-1.786390083
9381,-0.104104332,-0.838672336,-2.275908713
9382,-0.104104332,-0.838672336,-2.275908713
9383,-0.104104332,-0.838672336,-2.275908713
9386,0.910523761,-2.507867832,-1.33456046
9388,0.910523761,-2.507867832,-1.33456046
9390,1.481646655,-0.471613035,-1.295663217
9391,1.481646655,-0.471613035,-1.295663217
9392,1.481646655,-0.471613035,-1.295663217
9394,1.316006385,-0.363447261,-2.200613509
9395,1.090204291,-1.368191932,-1.442848085
9399,-0.091558057,-0.824072744,-1.975009072
9402,1.03128634,-1.539231953,-1.449532545
9404,-0.377099302,-1.180117198,-1.786390083
9405,-0.377099302,-1.180117198,-1.786390083
9407,-0.377099302,-1.180117198,-1.786390083
9408,-0.351322916,-1.333786823,-1.734581369
9409,0.576258241,-0.512539011,-1.935494089
9412,1.40203035,-0.533334085,-1.268353208
9413,1.40203035,-0.533334085,-1.268353208
9416,0.818772273,-0.590364223,-2.761411678
9421,0.903031987,-0.145359491,-2.380338559
9427,1.046234165,-2.535165999,-1.322789605
9433,1.130859361,-2.600495632,-1.111635761
9436,0.418724085,-0.523973322,-2.358274489
9437,0.418724085,-0.523973322,-2.358274489
9442,-0.018507754,-0.784371273,-2.529092826
9450,0.792746616,-0.512000378,-2.558709169
9451,0.792746616,-0.512000378,-2.558709169
9452,0.792746616,-0.512000378,-2.558709169
9453,0.288308323,-0.691488861,-2.575406342
9454,0.288308323,-0.691488861,-2.575406342
9455,0.288308323,-0.691488861,-2.575406342
9470,0.560258148,-1.926372121,-1.170029644
9471,-0.351322916,-1.333786823,-1.734581369
9476,-0.018507754,-0.784371273,-2.529092826
9481,-0.091558057,-0.824072744,-1.975009072
9503,-2.485611622,-0.880255717,-2.820006296
9506,-3.091619395,4.532402872,1.817541606
9507,-1.096111377,6.634643931,0.264186419
9508,-2.177068931,4.846597073,1.004905216
9509,-1.653623676,5.420522009,0.53620463
9510,-1.46999167,5.927588275,0.285968142
9511,-1.812650974,6.101582077,0.619429555
9512,-1.306330277,6.764050428,0.667061853
9513,1.25199178,6.172550799,0.793546586
9514,0.790344643,5.77248616,0.254354947
9515,-1.029446449,6.03310473,0.756371999
9517,-7.417646929,0.960016952,5.22364938
9518,0.79897883,4.274542446,-0.590092376
9519,-1.579696285,1.262972636,0.18001777
9520,1.462750295,4.220786514,-0.989282417
9521,-1.038776442,3.195563957,0.1648669
9522,-2.224929699,5.501063382,0.923033074
9523,1.552954413,5.484696847,0.461937611
9524,-1.315936705,1.733571132,-0.358464205
9525,-2.288784478,-0.827171063,0.786781439
9526,-1.742692617,2.954365907,0.284669833
9527,-1.515654603,2.767761658,0.260731718
9528,1.630519034,3.752830749,0.478387592
9529,0.321298514,5.256956366,0.086778456
9530,0.588714252,6.431619495,0.947537057
9531,1.171977849,4.431532086,-1.024442815
9532,0.697840402,3.83917967,-1.215372429
9533,1.057032449,3.858208044,-1.198652264
9534,1.291860444,5.868853224,-0.702275146
9535,-0.89764835,3.83166029,-0.869616569
9536,0.684724921,3.462509528,-0.026819429
9537,-0.933148699,5.825040822,1.402330297
9539,-2.793652186,3.096030908,0.714850012
9540,-1.725521253,0.802632178,0.279692815
9541,-0.350018703,6.209837579,1.741034223
9542,-0.71305996,1.458306292,-0.900944909
9543,-2.005742003,5.202463604,1.081687311
9544,0.277268222,5.68170214,0.016879835
9545,-0.256537371,5.640355093,0.76665139
9546,0.864282272,3.398295145,0.396989255
9547,-1.983286972,2.461249921,0.538696103
9548,-0.374056835,1.975013964,-0.879575897
9549,0.775495,3.680697992,-0.836186548
9550,-3.160065029,-1.073100724,-0.171645074
9551,-1.059132675,2.985383168,0.199274315
9552,1.227486005,3.68352724,-1.179070947
9553,0.782479679,4.318894933,-0.95927399
9554,1.621624818,6.264498669,1.073265649
9555,1.263945282,5.412434888,0.079571972
9556,0.844590281,4.756938935,-0.348982307
9557,-2.002243673,-1.082026804,0.860615756
9558,-0.301225835,4.035666244,-0.393505198
9559,0.233285589,7.261264893,1.31013213
9560,-0.624478921,6.270823972,1.984116025
9561,0.793643753,3.491310785,-1.133148038
9562,-0.880881542,1.431927919,0.298511466
9564,0.73557019,2.404679392,0.202714534
9565,-2.902686484,0.07059937,-0.125809042
9567,-2.612208232,-1.954183472,0.383227105
9568,-3.28274852,-3.459391429,0.894585557
9569,-4.209328286,-1.113485016,1.341401976
9571,-3.884710581,0.649204142,0.035840887
9573,-1.385019314,3.036770578,0.138963546
9574,1.711334248,6.25740313,1.054802072
9576,0.514903783,2.752119465,-1.237957506
9577,-3.713133864,-3.690403227,0.804743345
9578,-3.293181285,0.338368369,1.221704553
9579,1.246682099,7.173181201,1.020303175
9581,-1.83964493,0.400622208,-0.70988934
9582,1.397774833,3.994513286,-0.278472985
9583,0.269329809,2.408567082,0.649185737
9584,0.863307516,3.131711294,-1.213800524
9585,-6.059968524,0.804909499,1.545584123
9586,0.748824025,2.946382873,-1.187889404
9587,1.094402036,4.062814585,-0.320892228
9588,0.094739026,2.071514882,0.546055698
9589,1.244613169,3.630073458,-0.808145364
9590,-3.742186813,1.359647098,-0.789413912
9591,-2.264169181,1.741124669,-0.511210249
9592,0.015397649,3.770448848,-0.710093527
9593,-0.544619293,1.105662619,-1.041004794
9594,-0.356537423,1.211890018,0.248682211
9595,0.913062969,4.339756904,-1.137873721
9596,-7.833290448,0.957065353,5.47947019
9597,-0.072722188,2.099139983,-1.092911997
9598,-1.826883726,2.783472779,0.783091473
9599,-1.732639649,1.229528364,0.045825087
9600,-0.465716897,5.644210392,0.38490163
9601,0.589140933,3.577655087,-0.697086736
9602,1.154317641,5.353394469,-0.503203027
9606,0.92940312,5.41139624,-0.152430208
9607,5.296820991,-1.744314394,1.58063666
9608,7.785334063,-1.301635476,1.461556756
9609,8.019772177,-1.40209958,1.49274964
9610,5.432100332,-1.627474741,1.782245188
9611,5.432100332,-1.627474741,1.782245188
9612,5.432100332,-1.627474741,1.782245188
9613,5.899631023,-1.712263394,1.377366053
9615,5.291990548,-1.107877252,1.747389819
9616,5.432100332,-1.627474741,1.782245188
9617,7.785334063,-1.301635476,1.461556756
9619,7.754174779,-0.496621814,1.91065476
9620,7.990637672,-0.683269065,1.932105059
9621,7.754174779,-0.496621814,1.91065476
9622,6.312323178,-1.947605635,2.677965886
9624,7.758275214,-1.429034705,1.563395759
9625,4.78416856,-2.390794005,1.364956033
9626,5.166154562,-2.201884665,1.697785634
9627,4.78416856,-2.390794005,1.364956033
9628,4.78416856,-2.390794005,1.364956033
9629,5.477438377,-1.957133949,2.032715663
9630,5.71510869,-1.873361218,2.052779466
9631,7.531102572,-1.074002463,1.639248991
9632,7.48782137,-1.039561767,1.609819092
9633,7.531102572,-1.074002463,1.639248991
9634,7.678445491,-1.780867013,1.410226912
9635,7.472914015,-1.066772488,1.483463613
9636,7.48782137,-1.039561767,1.609819092
9637,7.483433878,-1.187011074,1.732472907
9638,7.483433878,-1.187011074,1.732472907
9639,7.585703637,-1.520603159,1.421983641
9640,7.751905073,-0.736854023,1.87888982
9641,7.751905073,-0.736854023,1.87888982
9642,7.751905073,-0.736854023,1.87888982
9643,7.696577834,-0.691311048,1.682292214
9644,0.463627596,0.639514334,1.40398299
9645,0.72681997,0.768886569,1.273634845
9646,-3.132275669,2.34523349,0.554388658
9647,-1.111811816,4.782676849,0.287537615
9648,-2.876438118,3.98115908,1.472664775
9649,-3.132275669,2.34523349,0.554388658
9651,-2.378398358,1.874351455,0.093512374
9653,-3.185225432,3.623298353,0.646195409
9655,-3.480670267,3.573040008,1.427360826
9656,-0.829077077,4.283901788,-0.386573131
9657,-3.185225432,3.623298353,0.646195409
9658,-3.480670267,3.573040008,1.427360826
9659,-2.199294526,2.908183153,0.963182236
9660,-2.750596434,3.114670248,1.212150738
9661,-2.656535464,4.477950944,1.569563885
9663,-2.431810509,3.160988709,1.388856854
9664,0.970508197,0.379924637,0.173042792
9665,0.970508197,0.379924637,0.173042792
9666,0.970508197,0.379924637,0.173042792
9667,0.970508197,0.379924637,0.173042792
9668,0.970508197,0.379924637,0.173042792
9669,0.970508197,0.379924637,0.173042792
9670,0.970508197,0.379924637,0.173042792
9671,0.970508197,0.379924637,0.173042792
9672,0.970508197,0.379924637,0.173042792
9673,0.970508197,0.379924637,0.173042792
9676,0.970508197,0.379924637,0.173042792
9677,0.970508197,0.379924637,0.173042792
9678,0.970508197,0.379924637,0.173042792
9679,0.970508197,0.379924637,0.173042792
9680,0.970508197,0.379924637,0.173042792
9681,0.970508197,0.379924637,0.173042792
9682,0.970508197,0.379924637,0.173042792
9683,0.970508197,0.379924637,0.173042792
9684,0.970508197,0.379924637,0.173042792
9685,0.970508197,0.379924637,0.173042792
9686,0.970508197,0.379924637,0.173042792
9687,0.970508197,0.379924637,0.173042792
9689,0.970508197,0.379924637,0.173042792
9690,0.970508197,0.379924637,0.173042792
9691,0.970508197,0.379924637,0.173042792
9692,0.970508197,0.379924637,0.173042792
9693,0.970508197,0.379924637,0.173042792
9694,0.970508197,0.379924637,0.173042792
9695,0.970508197,0.379924637,0.173042792
9696,0.970508197,0.379924637,0.173042792
9697,0.918969417,1.478022376,-0.344933953
9698,0.918969417,1.478022376,-0.344933953
9699,1.198017785,2.345009188,-0.224421897
9700,1.676117214,1.397289991,0.531957992
9701,2.154431923,1.562431608,1.540819493
9703,0.712753081,0.720011832,-0.645610655
9704,0.712753081,0.720011832,-0.645610655
9705,1.179498814,3.196289998,-0.134310397
9706,0.375574323,-0.242435069,-0.988474432
9707,0.25312001,0.654189144,-0.472774423
9708,0.469368885,2.618627326,0.277952004
9709,1.885121531,1.808688713,0.42521428
9710,1.885121531,1.808688713,0.42521428
9711,1.676117214,1.397289991,0.531957992
9712,1.676117214,1.397289991,0.531957992
9713,0.921045314,1.927550784,0.756095507
9714,0.817805205,2.838980697,0.426399863
9716,0.25312001,0.654189144,-0.472774423
9717,0.469368885,2.618627326,0.277952004
9718,0.143576455,0.204997589,-0.635022705
9719,0.56223206,2.664307375,0.206729412
9720,0.56223206,2.664307375,0.206729412
9721,0.791086578,-0.3325631,0.380199957
9722,0.442560838,0.166852047,-0.72943962
9723,0.922376813,1.72825658,-0.479342532
9725,-0.846503356,5.551086275,0.680596869
9726,-2.287562737,5.49270576,1.730890751
9727,-2.350572087,5.904195004,1.835093602
9728,0.727564889,-1.22009269,0.400191913
9729,0.727564889,-1.22009269,0.400191913
9730,0.727564889,-1.22009269,0.400191913
9731,0.727564889,-1.22009269,0.400191913
9732,0.727564889,-1.22009269,0.400191913
9733,0.727564889,-1.22009269,0.400191913
9735,0.727564889,-1.22009269,0.400191913
9736,2.132712203,1.056851907,1.066328372
9737,1.241739454,0.476586051,0.930352246
9738,1.808482023,-0.695645358,0.433045678
9739,0.94607468,0.000927613,0.843198241
9741,1.30372973,0.224432589,0.730109946
9743,1.534840338,0.122381961,0.66754019
9744,2.098341014,0.485719651,0.974129352
9745,1.800814455,0.577734834,1.235406437
9747,0.839531832,0.780114806,1.032232177
9748,0.684750919,-0.412912399,0.485111422
9749,0.958713913,0.658108692,0.426449608
9754,0.843278867,0.535621203,1.078763502
9755,1.489375043,1.333253786,1.021204378
9756,0.810540833,0.968943565,1.147178281
9757,0.810540833,0.968943565,1.147178281
9758,8.9097537,-0.217872908,1.005480974
9759,-1.969260636,2.35081762,2.987821833
9761,-4.772742769,4.998162364,5.114686476
9762,-0.834040668,2.556075838,-0.957196508
9764,-3.101034094,3.841301503,3.476528163
9766,7.384808631,-3.065996836,0.90463246
9768,-0.359433989,-0.72654826,-0.120527675
9769,-0.703556475,-1.064331017,0.113514904
9770,-0.359433989,-0.72654826,-0.120527675
9771,-0.359433989,-0.72654826,-0.120527675
9772,-0.523865789,-0.925699414,0.20825569
9774,-0.304525442,-0.557530452,0.083445279
9775,-1.011149868,-1.419938488,0.244122618
9776,-1.011149868,-1.419938488,0.244122618
9777,-0.304525442,-0.557530452,0.083445279
9778,-0.523865789,-0.925699414,0.20825569
9779,-1.011149868,-1.419938488,0.244122618
9780,-1.011149868,-1.419938488,0.244122618
9781,-0.359433989,-0.72654826,-0.120527675
9782,-0.359433989,-0.72654826,-0.120527675
9783,-0.359433989,-0.72654826,-0.120527675
9784,-1.011149868,-1.419938488,0.244122618
9785,-0.359433989,-0.72654826,-0.120527675
9786,-0.359433989,-0.72654826,-0.120527675
9787,-0.743598479,-1.477517517,0.233412209
9788,-0.359433989,-0.72654826,-0.120527675
9789,-0.523865789,-0.925699414,0.20825569
9790,-0.304525442,-0.557530452,0.083445279
9791,-0.304525442,-0.557530452,0.083445279
9792,-0.359433989,-0.72654826,-0.120527675
9793,-0.359433989,-0.72654826,-0.120527675
9794,-0.359433989,-0.72654826,-0.120527675
9795,-0.743598479,-1.477517517,0.233412209
9796,-0.523865789,-0.925699414,0.20825569
9797,-0.359433989,-0.72654826,-0.120527675
9798,-0.359433989,-0.72654826,-0.120527675
9799,-0.523865789,-0.925699414,0.20825569
9800,-0.359433989,-0.72654826,-0.120527675
9801,-0.359433989,-0.72654826,-0.120527675
9802,-0.359433989,-0.72654826,-0.120527675
9803,-1.011149868,-1.419938488,0.244122618
9804,-0.523865789,-0.925699414,0.20825569
9805,-0.359433989,-0.72654826,-0.120527675
9806,-0.359433989,-0.72654826,-0.120527675
9807,-0.304525442,-0.557530452,0.083445279
9808,-0.359433989,-0.72654826,-0.120527675
9809,-0.359433989,-0.72654826,-0.120527675
9810,-0.359433989,-0.72654826,-0.120527675
9811,-0.359433989,-0.72654826,-0.120527675
9812,-0.359433989,-0.72654826,-0.120527675
9813,-1.011149868,-1.419938488,0.244122618
9814,-1.011149868,-1.419938488,0.244122618
9815,-0.359433989,-0.72654826,-0.120527675
9816,-0.359433989,-0.72654826,-0.120527675
9817,-0.944738654,5.829048084,0.609132779
9819,-0.212548693,2.614385903,-1.0820258
9820,1.215422087,4.176064871,-1.296357228
9821,-1.725521253,0.802632178,0.279692815
9822,0.851603377,3.893763423,-1.199826377
9823,-4.108967672,1.472269823,-0.385426878
9824,-1.859963199,0.254044272,-0.800689611
9825,1.154317641,5.353394469,-0.503203027
9826,-3.4066069,1.357501751,1.631887587
9827,-3.436736672,-2.714305751,1.050774977
9828,-1.71112392,2.20652064,0.877414768
9830,0.645481482,5.314064105,0.128336354
9831,1.531326555,6.345867614,1.071426074
9832,1.172767763,5.158697821,-0.436823421
9833,1.208008396,4.853800405,-1.098080055
9834,0.973389368,4.463871939,-0.874906437
9835,-2.861629022,3.531250245,1.490882732
9836,1.477945868,3.759728179,-0.043607501
9837,-0.761510506,6.000955081,1.473086126
9838,0.020777759,4.002706897,-0.689811898
9839,1.208008396,4.853800405,-1.098080055
9840,1.561889094,3.805985611,0.240555856
9841,0.851603377,3.893763423,-1.199826377
9843,0.973389368,4.463871939,-0.874906437
9844,-0.011951474,2.3731119,0.320463411
9845,1.154317641,5.353394469,-0.503203027
9846,-0.818163395,0.841805477,-1.343738692
9847,-3.484037136,1.275665854,-0.617615337
9848,-0.782716408,4.44427943,-0.149402519
9849,0.851603377,3.893763423,-1.199826377
9850,-3.340171577,-2.142134916,0.367041749
9851,-3.770855435,-1.256796319,1.310110467
9852,1.004995289,5.370239108,-0.389376329
9853,-3.819814325,0.616704582,-0.367366088
9854,-4.108967672,1.472269823,-0.385426878
9855,0.973389368,4.463871939,-0.874906437
9856,0.973389368,4.463871939,-0.874906437
9857,1.190357813,5.578764268,-0.134025229
9858,-0.033945186,2.186221533,-0.931617727
9859,1.154317641,5.353394469,-0.503203027
9860,-0.072722188,2.099139983,-1.092911997
9861,1.396515361,4.921652002,-0.514018978
9862,1.004995289,5.370239108,-0.389376329
9864,-1.666530281,3.206737523,0.582142291
9866,0.120691227,1.581201705,-1.40821407
9867,1.327126316,4.241803175,-1.053924517
9868,-1.725521253,0.802632178,0.279692815
9869,-1.747900481,5.505053786,1.348144633
9870,1.150079435,4.188641854,0.292928006
9871,-0.613763062,1.833955243,-0.517902173
9873,-0.568222037,6.574878986,1.399656628
9874,-0.071907667,2.948031141,-1.086175584
9875,-4.108967672,1.472269823,-0.385426878
9876,0.360961481,3.807684439,-0.055539286
9877,-3.165520182,-0.396973985,-0.321657761
9878,1.259451611,4.899099394,-0.567343732
9879,0.72941177,7.381853821,-0.732370983
9880,-1.600368225,2.070685881,-0.91964787
9881,-1.273425555,1.413348202,-0.160770273
9882,1.208008396,4.853800405,-1.098080055
9883,-0.477021437,0.794959163,-0.987058511
9885,0.03006863,2.110477639,-1.010725967
9886,-2.780421885,-2.523295854,0.471151537
9887,0.494524888,3.078058484,-1.323473539
9888,1.327126316,4.241803175,-1.053924517
9890,-2.601120168,-0.398687777,-0.639283314
9891,-1.385019314,3.036770578,0.138963546
9892,-4.689854328,-0.088416919,1.957403822
9894,-3.486783203,-3.9418598,1.20946586
9895,-1.983286972,2.461249921,0.538696103
9897,0.449213715,4.227189494,-0.716335051
9898,0.197675364,2.362795154,-0.999308848
9899,-3.610044941,-4.734038859,1.240207092
9900,-0.741174602,7.555066906,1.399987483
9901,-0.544619293,1.105662619,-1.041004794
9902,1.396515361,4.921652002,-0.514018978
9903,-0.818163395,0.841805477,-1.343738692
9904,1.327126316,4.241803175,-1.053924517
9905,-0.71305996,1.458306292,-0.900944909
9906,-1.227004729,5.421582588,-0.758352902
9908,-1.703231233,-0.228657338,-1.409169635
9909,-1.490529573,-0.071171303,-1.698028043
9910,-1.801972725,-0.456464451,-1.327581782
9911,-1.442116427,-1.102186063,-0.357207099
9912,-1.310490394,-0.416933126,-0.265534653
9914,-1.532484271,-0.779011348,-0.670427729
9915,-1.752342906,-0.848116561,-0.994354263
9917,-1.039923703,-0.237101584,0.02475293
9918,-1.240635928,-0.291516949,-0.29864392
9920,-0.423387544,0.768089934,-0.612290566
9921,-0.991155948,0.458007274,-1.057518524
9924,-0.423387544,0.768089934,-0.612290566
9925,-0.650828257,0.411522589,-0.512218855
9926,-0.159891594,0.925989959,-1.0121095
9927,-2.158492983,1.271370187,-0.159899536
9928,-2.158492983,1.271370187,-0.159899536
9929,-1.552212547,2.539134455,-0.158729284
9930,-1.401984117,3.241042585,0.803561217
9932,-1.706423959,2.673541771,1.223266776
9933,-1.326804531,3.47884662,0.161253409
9935,-1.263008287,0.111887143,-1.730621211
9937,-1.466299284,-0.105777559,-1.812518989
9938,-1.263008287,0.111887143,-1.730621211
9939,0.92940312,5.41139624,-0.152430208
9941,-5.506408067,3.34854115,1.165670509
9942,1.406199796,3.575805459,-0.048135138
9943,-0.014414074,5.798898055,-0.094357132
9944,-1.572884584,6.873705178,-0.01704304
9945,1.14655605,3.20884184,-1.186793664
9946,-0.293542923,6.861773503,1.29509107
9947,-0.613763062,1.833955243,-0.517902173
9948,0.197675364,2.362795154,-0.999308848
9949,-4.689854328,-0.088416919,1.957403822
9950,-3.486783203,-3.9418598,1.20946586
9951,4.78416856,-2.390794005,1.364956033
9952,4.78416856,-2.390794005,1.364956033
9953,5.212213092,-2.284232134,1.89542474
9955,6.639509726,-1.53128286,1.750258496
9956,6.639509726,-1.53128286,1.750258496
9957,5.492305711,-1.103486167,2.056111643
9958,5.045254238,-1.471039706,1.010099973
9959,5.045254238,-1.471039706,1.010099973
9960,7.04601261,-1.229510567,1.58938042
9962,-2.173347187,2.781774943,0.257154877
9963,-3.041777734,2.714061477,0.85929415
9964,-2.950130724,2.235224766,-0.016274829
9965,-2.950130724,2.235224766,-0.016274829
9966,-1.885116157,2.144594587,-0.324097047
9968,-3.041777734,2.714061477,0.85929415
9969,-1.559956365,4.022213637,0.344703183
9970,0.970508197,0.379924637,0.173042792
9971,0.851997716,-0.111760536,-0.192894057
9972,0.851997716,-0.111760536,-0.192894057
9973,0.970508197,0.379924637,0.173042792
9974,0.970508197,0.379924637,0.173042792
9975,0.970508197,0.379924637,0.173042792
9976,1.082233036,0.277599482,-0.401074809
9978,1.363685045,-2.325309219,-2.913676858
9979,0.970508197,0.379924637,0.173042792
9980,-3.161628598,2.632827298,0.432592087
9981,-3.406408987,3.760387962,1.279509358
9982,-2.666109177,1.629524146,0.027210493
9983,-2.761658052,3.559299052,2.057260351
9984,-2.761658052,3.559299052,2.057260351
9985,0.721852827,0.980792285,-0.81720746
9986,0.243421736,1.918457066,-0.263727484
9987,0.721852827,0.980792285,-0.81720746
9988,0.00409648,-2.647141358,0.403439763
9990,1.331220497,1.407204391,2.200011221
9991,1.622868377,2.358501952,1.711848514
9993,1.014043671,1.673214795,0.953546587
9995,-0.475886539,-1.506549981,0.488003233
9996,-1.752671735,-2.14696842,0.583478023
9997,-0.359433989,-0.72654826,-0.120527675
9998,-1.011149868,-1.419938488,0.244122618
9999,-0.359433989,-0.72654826,-0.120527675
10001,-0.359433989,-0.72654826,-0.120527675
10002,-0.359433989,-0.72654826,-0.120527675
10004,2.360596897,1.216499057,1.338403565
10005,1.164261289,0.287907465,0.84773033
10006,-0.138714665,0.648784051,-0.662157891
10008,1.800814455,0.577734834,1.235406437
10009,1.800814455,0.577734834,1.235406437
10010,1.800814455,0.577734834,1.235406437
10011,3.593288836,-1.596976713,-0.417082689
10012,0.031469829,3.457320875,1.483029365
10013,0.316712121,2.701567384,0.736788497
10014,-1.255561939,2.957697644,2.220691202
10015,3.377551875,-1.769529929,-1.915546885
10017,0.845785606,0.562867564,1.031021315
10018,0.828025332,1.199414725,1.340233952
10020,1.61327577,0.377176931,-0.509547259
10022,-1.94899488,-1.15845645,1.115764482
10023,-4.483288247,-4.758056121,-0.646800731
10027,-1.94899488,-1.15845645,1.115764482
14312,3.471492994,-2.902377068,-0.296930964
14313,3.471492994,-2.902377068,-0.296930964
14314,2.951551705,-2.668722204,-0.471062564
14315,2.951551705,-2.668722204,-0.471062564
14318,3.455078088,-2.754758098,-0.394404244
14319,3.455078088,-2.754758098,-0.394404244
15560,6.984541556,-3.678487712,1.846137101
15591,0.41119857,-0.849579112,0.847622408
15592,0.41119857,-0.849579112,0.847622408
15593,0.41119857,-0.849579112,0.847622408
18694,2.473488293,-2.349134294,-0.677854999
18696,2.799702672,-2.496154918,-0.456770376
19949,0.41119857,-0.849579112,0.847622408
19950,0.41119857,-0.849579112,0.847622408
19951,0.41119857,-0.849579112,0.847622408
