species,gene,pvalue
arabidopsis,AT1G79040,1.76916528167798e-19
arabidopsis,AT1G79050,1.76916528167798e-19
arabidopsis,AT3G27180,3.70135747891729e-16
arabidopsis,AT2G17220,6.85903715747168e-16
arabidopsis,AT1G61550,7.28370848514139e-16
arabidopsis,AT2G13150,7.28370848514139e-16
arabidopsis,AT2G13500,7.28370848514139e-16
arabidopsis,AT2G13620,7.28370848514139e-16
arabidopsis,AT2G13840,7.28370848514139e-16
arabidopsis,AT2G13895,7.28370848514139e-16
arabidopsis,AT2G14170,7.28370848514139e-16
arabidopsis,AT1G78860,3.1174219845986e-15
arabidopsis,AT1G78880,3.1174219845986e-15
arabidopsis,AT1G78890,3.1174219845986e-15
arabidopsis,AT1G78920,3.1174219845986e-15
arabidopsis,AT1G78950,3.1174219845986e-15
arabidopsis,AT1G78955,3.1174219845986e-15
arabidopsis,AT1G78960,3.1174219845986e-15
arabidopsis,AT1G78990,3.1174219845986e-15
arabidopsis,AT1G79000,3.1174219845986e-15
arabidopsis,AT3G57330,3.1174219845986e-15
arabidopsis,AT4G08867,3.1174219845986e-15
arabidopsis,AT4G08869,3.1174219845986e-15
arabidopsis,AT4G08870,3.1174219845986e-15
arabidopsis,AT2G15570,3.3579480097786303e-15
arabidopsis,AT1G07700,5.55996995716433e-15
arabidopsis,AT1G07810,5.55996995716433e-15
arabidopsis,AT1G52300,5.55996995716433e-15
arabidopsis,AT2G11271,5.55996995716433e-15
arabidopsis,AT2G12280,5.55996995716433e-15
arabidopsis,AT3G30520,5.55996995716433e-15
arabidopsis,AT5G25220,7.94302447420916e-15
arabidopsis,AT1G16858,2.2218980060544702e-14
arabidopsis,AT1G70480,2.2218980060544702e-14
arabidopsis,AT1G70490,2.2218980060544702e-14
arabidopsis,AT1G70500,2.2218980060544702e-14
arabidopsis,AT1G70505,2.2218980060544702e-14
arabidopsis,AT3G45093,2.2218980060544702e-14
arabidopsis,AT1G04425,3.23198472442112e-14
arabidopsis,AT1G64080,3.23198472442112e-14
arabidopsis,AT1G64150,3.23198472442112e-14
arabidopsis,AT1G64320,3.23198472442112e-14
arabidopsis,AT1G65490,3.23198472442112e-14
arabidopsis,AT5G19490,3.23198472442112e-14
arabidopsis,AT5G60720,3.23198472442112e-14
arabidopsis,AT2G15560,5.80958452720443e-14
arabidopsis,AT1G04040,6.7209317241507e-14
arabidopsis,AT1G04070,6.7209317241507e-14
arabidopsis,AT1G04080,6.7209317241507e-14
arabidopsis,AT1G04090,6.7209317241507e-14
arabidopsis,AT3G56891,7.206588565841e-14
arabidopsis,AT3G57000,7.206588565841e-14
arabidopsis,AT3G57030,7.206588565841e-14
arabidopsis,AT3G57060,7.206588565841e-14
arabidopsis,AT3G57090,7.206588565841e-14
arabidopsis,AT1G34580,9.29429363737843e-14
arabidopsis,AT1G44890,9.29429363737843e-14
arabidopsis,AT1G70410,9.29429363737843e-14
arabidopsis,AT2G43210,9.29429363737843e-14
arabidopsis,AT3G42475,9.29429363737843e-14
arabidopsis,AT3G61380,9.29429363737843e-14
arabidopsis,AT4G05553,9.29429363737843e-14
arabidopsis,AT4G09900,9.29429363737843e-14
arabidopsis,AT5G28150,2.56436032392351e-13
arabidopsis,AT3G30247,9.4735082462402e-13
arabidopsis,AT2G24010,1.04522692371094e-12
arabidopsis,AT2G24130,1.04522692371094e-12
arabidopsis,AT3G42725,1.0634042741672799e-12
arabidopsis,AT3G30840,1.2589021820422699e-12
arabidopsis,AT3G43300,1.3186134203120198e-12
arabidopsis,AT3G43120,1.60631454597007e-12
arabidopsis,AT2G15530,1.7030396908919698e-12
arabidopsis,AT1G05910,2.25782332904917e-12
arabidopsis,AT2G15580,2.3040376281633998e-12
arabidopsis,AT4G03090,3.7703413309318295e-12
arabidopsis,AT1G05410,4.2409164428997196e-12
arabidopsis,AT1G05490,4.2409164428997196e-12
arabidopsis,AT1G05550,4.2409164428997196e-12
arabidopsis,AT1G05570,4.2409164428997196e-12
arabidopsis,AT2G27960,4.2409164428997196e-12
arabidopsis,AT2G02955,5.5085992662991494e-12
arabidopsis,AT5G33421,5.5085992662991494e-12
arabidopsis,AT1G79120,6.17967847941266e-12
arabidopsis,AT1G79170,6.17967847941266e-12
arabidopsis,AT1G79180,6.17967847941266e-12
arabidopsis,AT1G79190,6.17967847941266e-12
arabidopsis,AT1G79230,6.17967847941266e-12
arabidopsis,AT1G79240,6.17967847941266e-12
arabidopsis,AT1G79320,6.17967847941266e-12
arabidopsis,AT1G79330,6.17967847941266e-12
arabidopsis,AT1G79340,6.17967847941266e-12
arabidopsis,AT1G79390,6.17967847941266e-12
arabidopsis,AT1G79420,6.17967847941266e-12
arabidopsis,AT1G79430,6.17967847941266e-12
arabidopsis,AT1G79460,6.17967847941266e-12
arabidopsis,AT1G79529,6.17967847941266e-12
arabidopsis,AT1G79530,6.17967847941266e-12
arabidopsis,AT1G79540,6.17967847941266e-12
arabidopsis,AT1G79550,6.17967847941266e-12
arabidopsis,AT1G79560,6.17967847941266e-12
arabidopsis,AT1G79950,6.17967847941266e-12
arabidopsis,AT1G80050,6.17967847941266e-12
arabidopsis,AT1G80080,6.17967847941266e-12
arabidopsis,AT3G43470,6.17967847941266e-12
arabidopsis,AT4G04040,6.17967847941266e-12
