"Lines","Long","Lat","crop","ph_value"
"IS12584.C1AB3ACXX.7.250138392",38.56000137,-3.349999905,"sorghum",65
"IS12590.C1AB3ACXX.7.250138393",40.13000107,-1.909999967,"sorghum",70
"IS12606.C1AB3ACXX.7.250138394",122.0628,12.4906,"sorghum",54
"IS12734.C1AB3ACXX.7.250138395",126.5699997,43.86000061,"sorghum",NA
"IS12740.C1AB3ACXX.7.250138396",116.38833,39.92889,"sorghum",NA
"IS12779.C1AB3ACXX.7.250138397",36.1166,36.2333,"sorghum",66
"IS12782.C1AB3ACXX.7.250138398",39.25,38.06667,"sorghum",74
"IS12789.C1AB3ACXX.7.250138399",30.689722,36.9125,"sorghum",NA
"IS12793.C1AB3ACXX.7.250138400",30.2908333,37.7202778,"sorghum",72
"IS12796.C1AB3ACXX.7.250138401",27.9644444,37.8444,"sorghum",69
"IS12801.C1AB3ACXX.7.250138402",27.1502778,38.4072222,"sorghum",NA
"IS12804.628P7AAXX.7.250007027",28.9647222,41.0186111,"sorghum",NA
"IS12805.C1AB3ACXX.7.250138403",26.555833,41.676944,"sorghum",70
"IS12808.C1AB3ACXX.7.250138404",26.3325,39.79,"sorghum",67
"IS12810.C1AB3ACXX.7.250138405",27.05999947,40.04000092,"sorghum",64
"IS12811.C1AB3ACXX.7.250138406",27.97999954,40.36000061,"sorghum",NA
"IS12813.C1AB3ACXX.7.250138407",41.8194444,41.1822222,"sorghum",62
"IS12815.C1AB3ACXX.7.250138408",43.0975,40.6080556,"sorghum",72
"IS12817.C1AB3ACXX.7.250138409",43.38,38.4941667,"sorghum",NA
"IS12818.C1AB3ACXX.7.250138410",40.7427778,37.3111111,"sorghum",72
"IS12819.C1AB3ACXX.7.250138411",37.7941667,37.0097222,"sorghum",NA
"IS12821.C1AB3ACXX.7.250138412",36.9166,37.6,"sorghum",70
"IS12822.C1AB3ACXX.7.250138413",38.311944,38.353333,"sorghum",NA
"IS12945.D0D0HACXX.5.250046350",-85.8333,11.4333,"sorghum",62
"IS12953.C1AB3ACXX.7.250138414",-89.80111,13.86,"sorghum",58
"IS13148.C1AB3ACXX.7.250138415",44.3938889,33.3386111,"sorghum",NA
"IS13155.C1AB3ACXX.7.250138416",30.6333,41.0333,"sorghum",68
"IS13263.C1AB3ACXX.7.250138417",73.01999664,26.28000069,"sorghum",NA
"IS13264.D0D0HACXX.5.250046082",74.6333,26.45,"sorghum",NA
"IS13512.C1AB3ACXX.7.250138418",-59.529999,13.17,"sorghum",64
"IS13515.C1AB3ACXX.7.250138419",45.2167,22.6833,"sorghum",81
"IS1360.C1AB3ACXX.7.250137259",73.23000336,24.62999916,"sorghum",74
"IS1371.C1AB3ACXX.7.250137260",79.26000214,16.28000069,"sorghum",68
"IS13782.D0D0HACXX.5.250046354",29.87103,-29.01502,"sorghum",NA
"IS13791.628P7AAXX.7.250007099",29.87103,-29.01502,"sorghum",NA
"IS13827.70MUKAAXX.2.250006050",29.87103,-29.01502,"sorghum",NA
"IS13845.628NVAAXX.5.250006901",29.87103,-29.01502,"sorghum",NA
"IS13893.D0D0HACXX.5.250046355",29.87103,-29.01502,"sorghum",NA
"IS13919.D0D0HACXX.5.250046356",29.87103,-29.01502,"sorghum",NA
"IS13926.628NVAAXX.5.250006925",29.87103,-29.01502,"sorghum",NA
"IS13971.D0D0HACXX.5.250046357",29.87103,-29.01502,"sorghum",NA
"IS1398.628NVAAXX.5.250006961",30.22999954,10.36999989,"sorghum",67
"IS13989.628NVAAXX.5.250006949",29.87103,-29.01502,"sorghum",NA
"IS1401.C1AB3ACXX.7.250137261",66.90000153,25.37999916,"sorghum",76
"IS14010.D0D0HACXX.5.250046358",29.87103,-29.01502,"sorghum",NA
"IS14133.C1AB3ACXX.7.250138420",30.02,40.2447222,"sorghum",68
"IS1416.C1AB3ACXX.7.250137262",78.87999725,20.80999947,"sorghum",71
"IS1425.C1AB3ACXX.7.250137263",79.81999969,10.92000008,"sorghum",68
"IS14444.C1AB3ACXX.7.250138421",79.5167,29.05000069,"sorghum",60
"IS14449.70MUKAAXX.2.250006046",35.22000122,14.03999996,"sorghum",71
"IS14478.70MUKAAXX.2.250006051",32.06000137,8.409999847,"sorghum",65
"IS14556.70MUKAAXX.2.250006075",35.97999954,4.510000229,"sorghum",74
"IS14564.MRG.4.250047679",35.22000122,14.03999996,"sorghum",71
"IS14635.C1AB3ACXX.7.250138422",40.24000168,9.010000229,"sorghum",78
"IS1464.C1AB3ACXX.7.250137264",77.72000122,16.97999954,"sorghum",NA
"IS1469.C1AB3ACXX.7.250137265",79.27999878,15.72999954,"sorghum",NA
"IS14719.MRG.4.250047681",37.54999924,6.03000021,"sorghum",NA
"IS1472.C1AB3ACXX.7.250137266",78.08000183,10.96000004,"sorghum",70
"IS14724.C1AB3ACXX.7.250138424",37.34999847,5.289999962,"sorghum",65
"IS14735.70MUKAAXX.2.250006039",37.93000031,5.380000114,"sorghum",62
"IS1477.C1AB3ACXX.7.250137267",77.44999695,11.46000004,"sorghum",69
"IS1520.C1AB3ACXX.7.250137268",79.98999786,14.89000034,"sorghum",71
"IS1523.C1AB3ACXX.7.250137269",79.62999725,13.18000031,"sorghum",70
"IS1540.C1AB3ACXX.7.250137270",78.51000214,11.26000023,"sorghum",72
"IS17149.C1AB3ACXX.7.250138425",8.079999924,5.570000172,"sorghum",55
"IS17185.C1AB3ACXX.7.250138426",13.68000031,11.52000046,"sorghum",64
"IS17195.C1AB3ACXX.7.250138427",3.910000086,8.079999924,"sorghum",62
"IS17196.C1AB3ACXX.7.250138428",9.050000191,7.360000134,"sorghum",57
"IS17669.C1AB3ACXX.7.250138429",80.55000305,18.29999924,"sorghum",66
"IS17671.C1AB3ACXX.7.250138430",80.19000244,17.82999992,"sorghum",62
"IS17749.C1AB3ACXX.7.250138431",77.66000366,15.44999981,"sorghum",73
"IS17752.C1AB3ACXX.7.250138432",80.04000092,15.48999977,"sorghum",NA
"IS17766.C1AB3ACXX.7.250138433",79.84999847,14.14999962,"sorghum",68
"IS17815.C1AB3ACXX.7.250138434",80.91999817,17.62999916,"sorghum",65
"IS17819.C1AB3ACXX.7.250138435",82.19999695,17.52000046,"sorghum",64
"IS17857.C1AB3ACXX.7.250138436",82.66000366,18.06999969,"sorghum",60
"IS17864.C1AB3ACXX.7.250138437",84.47000122,18.86000061,"sorghum",64
"IS17872.C1AB3ACXX.7.250138438",86.30999756,20.75,"sorghum",64
"IS17885.C1AB3ACXX.7.250138439",83.88999939,18.77000046,"sorghum",62
"IS17891.C1AB3ACXX.7.250138440",81.63999939,17.25,"sorghum",64
"IS17896.C1AB3ACXX.7.250138441",83.5,18.25,"sorghum",63
"IS17905.C1AB3ACXX.7.250138442",83.41000366,19.15999985,"sorghum",NA
"IS17909.C1AB3ACXX.7.250138443",76.83000183,17.32999992,"sorghum",NA
"IS17912.C1AB3ACXX.7.250138444",83.08999634,20.06999969,"sorghum",65
"IS17917.C1AB3ACXX.7.250138445",72.48999786,26.37999916,"sorghum",73
"IS17919.C1AB3ACXX.7.250138446",71.90000153,26.92000008,"sorghum",78
"IS17920.C1AB3ACXX.7.250138447",70.91000366,26.90999985,"sorghum",NA
"IS17921.C1AB3ACXX.7.250138448",72.61000061,25.34000015,"sorghum",76
"IS17922.C1AB3ACXX.7.250138449",73.12999725,25.29999924,"sorghum",74
"IS17925.C1AB3ACXX.7.250138450",73.5,27.5,"sorghum",78
"IS17926.C1AB3ACXX.7.250138451",75.68000031,27.06999969,"sorghum",74
"IS17929.C1AB3ACXX.7.250138452",73.55999756,23.20000076,"sorghum",73
"IS17930.C1AB3ACXX.7.250138453",76.55999756,23.20000076,"sorghum",75
"IS17933.C1AB3ACXX.7.250138454",75.15000153,25.95999908,"sorghum",74
"IS17937.C1AB3ACXX.7.250138455",73.70999908,26.65999985,"sorghum",75
"IS17941.MRG.4.250047478",76.66999817,26.54999924,"sorghum",75
"IS17942.C1AB3ACXX.7.250138456",73.33000183,25.76000023,"sorghum",NA
"IS17958.C1AB3ACXX.7.250138457",77.13999939,19.71999931,"sorghum",71
"IS17980.MRG.4.250047479",77,20.70000076,"sorghum",NA
"IS18039.MRG.4.250047480",77,20.70000076,"sorghum",NA
"IS18234.C1AB3ACXX.7.250138458",89.9343761,23.3629599,"sorghum",57
"IS18235.C1AB3ACXX.7.250138459",90.4086151,23.7230568,"sorghum",NA
"IS18236.C1AB3ACXX.7.250138460",89.20999908,23.15999985,"sorghum",NA
"IS18238.C1AB3ACXX.7.250138461",90.0906372,25.0880864,"sorghum",58
"IS18295.C1AB3ACXX.7.250138462",5.570000172,14.03999996,"sorghum",61
"IS18303.C1AB3ACXX.7.250138463",4.019999981,13.38000011,"sorghum",58
"IS18822.C1AB3ACXX.7.250138464",32.25,13.47999954,"sorghum",77
"IS18948.MRG.4.250047689",77.73999786,27.44000053,"sorghum",80
"IS19016.70MUKAAXX.2.250006066",24.14999962,11.18999958,"sorghum",71
"IS19026.628P7AAXX.7.250007103",24.14999962,11.18999958,"sorghum",71
"IS19041.70MUKAAXX.2.250006078",24.14999962,11.18999958,"sorghum",71
"IS19126.D0D0HACXX.5.250046083",24.14999962,11.18999958,"sorghum",71
"IS19132.628NVAAXX.5.250006905",24.14999962,11.18999958,"sorghum",71
"IS19153.MRG.4.250047481",24.14999962,11.18999958,"sorghum",71
"IS19262.D0D0HACXX.5.250046084",24.14999962,11.18999958,"sorghum",71
"IS19477.C1AB3ACXX.7.250138465",30.68000031,4.090000153,"sorghum",61
"IS19485.C1AB3ACXX.7.250138466",30.13999939,5.230000019,"sorghum",62
"IS19494.C1AB3ACXX.7.250138467",29.10000038,8.529999733,"sorghum",62
"IS19507.C1AB3ACXX.7.250138468",27.27000046,5.349999905,"sorghum",58
"IS19513.C1AB3ACXX.7.250138469",31.61000061,4.849999905,"sorghum",NA
"IS19520.C1AB3ACXX.7.250138470",27.53000069,7.340000153,"sorghum",61
"IS19677.C1AB3ACXX.7.250138471",81.93000031,19.19000053,"sorghum",64
"IS19680.C1AB3ACXX.7.250138472",81.66000366,18.39999962,"sorghum",64
"IS19685.628NVAAXX.5.250006977",80.91000366,21.10000038,"sorghum",69
"IS19698.C1AB3ACXX.7.250138473",81.23999786,19.70999908,"sorghum",65
"IS19700.C1AB3ACXX.7.250138474",80.55999756,22.59000015,"sorghum",62
"IS19706.C1AB3ACXX.7.250138475",82.58999634,23.05999947,"sorghum",73
"IS19732.C1AB3ACXX.7.250138476",80.44999695,21.72999954,"sorghum",62
"IS19758.C1AB3ACXX.7.250138477",78.34999847,22.72999954,"sorghum",73
"IS19804.C1AB3ACXX.7.250138478",81.65000153,24.96999931,"sorghum",73
"IS19847.70MUKAAXX.2.250006012",79.58999634,24.90999985,"sorghum",NA
"IS19859.MRG.4.250047487",80.30000305,25.18000031,"sorghum",74
"IS19946.C1AB3ACXX.7.250138479",-14.47999954,15.48999977,"sorghum",65
"IS19950.C1AB3ACXX.7.250138480",-13.67000008,14.5,"sorghum",63
"IS19953.628P7AAXX.7.250007033",-13.77999973,15.02999973,"sorghum",65
"IS19956.C1AB3ACXX.7.250138481",-14.67000008,16.17000008,"sorghum",70
"IS19962.C1AB3ACXX.7.250138482",-15.57999992,16.37999916,"sorghum",71
"IS19975.MRG.4.250047488",-15.47000027,13.14000034,"sorghum",55
"IS19978.C1AB3ACXX.7.250137625",-16.37999916,13.67000008,"sorghum",56
"IS19982.C1AB3ACXX.7.250137626",-13.02000046,14.51000023,"sorghum",62
"IS19988.C1AB3ACXX.7.250137627",-13.02999973,15.15999985,"sorghum",66
"IS19991.C1AB3ACXX.7.250137628",-15.88000011,14.07999992,"sorghum",59
"IS19998.C1AB3ACXX.7.250137629",-14.25,14.13000011,"sorghum",64
"IS20004.C1AB3ACXX.7.250137630",-14.39999962,14.59000015,"sorghum",64
"IS20016.628P7AAXX.7.250007057",-14.97000027,14.13000011,"sorghum",64
"IS20024.C1AB3ACXX.7.250137631",-12.26000023,14.07999992,"sorghum",64
"IS20027.C1AB3ACXX.7.250137632",-13.43000031,13.93000031,"sorghum",61
"IS20028.C1AB3ACXX.7.250137633",-12.3589829,14.8111833,"sorghum",67
"IS20049.C1AB3ACXX.7.250137634",-12.85000038,13.88000011,"sorghum",61
"IS20064.628P7AAXX.7.250007081",-12.17000008,13.25,"sorghum",59
"IS20073.C1AB3ACXX.7.250137635",-12.82999992,12.57999992,"sorghum",59
"IS20087.C1AB3ACXX.7.250137636",-13.86999989,13.67000008,"sorghum",59
"IS20105.C1AB3ACXX.7.250137637",-14.03999996,13.07999992,"sorghum",60
"IS20116.C1AB3ACXX.7.250137638",-13.44999981,13.07999992,"sorghum",59
"IS20125.C1AB3ACXX.7.250137639",-14.77999973,12.82999992,"sorghum",56
"IS20146.C1AB3ACXX.7.250137640",-15.64999962,12.56000042,"sorghum",NA
"IS20158.C1AB3ACXX.7.250137641",10.42000008,13.43000031,"sorghum",72
"IS20164.C1AB3ACXX.7.250137642",13.18000031,13.88000011,"sorghum",76
"IS20166.C1AB3ACXX.7.250137643",11.71000004,13.52999973,"sorghum",77
"IS20173.C1AB3ACXX.7.250137644",11.31000042,13.94999981,"sorghum",76
"IS20187.C1AB3ACXX.7.250137645",12.65999985,13.35999966,"sorghum",76
"IS20216.C1AB3ACXX.7.250137646",8.859999657,13.02999973,"sorghum",67
"IS20225.C1AB3ACXX.7.250137647",10.25,13.94999981,"sorghum",68
"IS20230.C1AB3ACXX.7.250137648",9.100000381,13.88000011,"sorghum",71
"IS20234.C1AB3ACXX.7.250137649",9.329999924,12.89999962,"sorghum",68
"IS20243.C1AB3ACXX.7.250137650",9.909999847,13.18000031,"sorghum",72
"IS20250.C1AB3ACXX.7.250137651",7.460000038,14.72999954,"sorghum",72
"IS20261.C1AB3ACXX.7.250137652",6.760000229,14.30000019,"sorghum",63
"IS20300.C1AB3ACXX.7.250137653",9.029999733,14.38000011,"sorghum",72
"IS20307.C1AB3ACXX.7.250137654",2.059999943,14.30000019,"sorghum",57
"IS20314.C1AB3ACXX.7.250137655",7.179999828,13.93000031,"sorghum",71
"IS20328.C1AB3ACXX.7.250137656",6.179999828,13.90999985,"sorghum",64
"IS20345.C1AB3ACXX.7.250137657",4.349999905,14.67000008,"sorghum",67
"IS20348.C1AB3ACXX.7.250137658",4.849999905,13.85000038,"sorghum",60
"IS20363.C1AB3ACXX.7.250137659",6.309999943,14.76000023,"sorghum",73
"IS20364.C1AB3ACXX.7.250137660",5.349999905,15.85999966,"sorghum",70
"IS20378.C1AB3ACXX.7.250137661",5.210000038,14.44999981,"sorghum",64
"IS20398.C1AB3ACXX.7.250137662",2.960000038,13.40999985,"sorghum",66
"IS20441.C1AB3ACXX.7.250137663",2.829999924,12.72999954,"sorghum",58
"IS20448.C1AB3ACXX.7.250137664",3.660000086,14.47999954,"sorghum",64
"IS20450.C1AB3ACXX.7.250137665",2.549999952,14.27999973,"sorghum",61
"IS20452.C1AB3ACXX.7.250137666",3.50999999,15.18000031,"sorghum",68
"IS20460.C1AB3ACXX.7.250137667",3.180000067,14,"sorghum",59
"IS20463.C1AB3ACXX.7.250137668",4.210000038,14.02999973,"sorghum",61
"IS20488.C1AB3ACXX.7.250137669",1.450000048,13.85000038,"sorghum",62
"IS20490.C1AB3ACXX.7.250137670",2.460000038,13.35000038,"sorghum",56
"IS20492.C1AB3ACXX.7.250137671",1.549999952,14.42000008,"sorghum",61
"IS20497.C1AB3ACXX.7.250137672",1.899999976,13.35999966,"sorghum",50
"IS20498.C1AB3ACXX.7.250137673",0.709999979,14.56000042,"sorghum",65
"IS20905.C1AB3ACXX.7.250137674",17.5667,8.9167,"sorghum",NA
"IS21015.C1AB3ACXX.7.250137675",37.0618055,-0.8447118,"sorghum",60
"IS21055.C1AB3ACXX.7.250137676",34.997074,0.7477023,"sorghum",62
"IS21083.MRG.4.250047501",34.47999954,-0.100000001,"sorghum",58
"IS21124.628NVAAXX.5.250006955",34.3166676,-0.5666662,"sorghum",65
"IS21126.70MUKAAXX.2.250006025",34.2174145,-0.6393854,"sorghum",60
"IS21139.C1AB3ACXX.7.250137677",37.333334,-0.4333333,"sorghum",51
"IS21155.C1AB3ACXX.7.250137678",34.6499977,-1.2333333,"sorghum",56
"IS21160.C1AB3ACXX.7.250137679",38.4666672,-0.9833333,"sorghum",69
"IS21169.C1AB3ACXX.7.250137680",36.2999992,-0.2500002,"sorghum",58
"IS21186.C1AB3ACXX.7.250137681",39.6593765,-4.0111627,"sorghum",60
"IS21309.C1AB3ACXX.7.250137682",38.11000061,-1.519999981,"sorghum",63
"IS21310.C1AB3ACXX.7.250137683",38.04000092,-0.579999983,"sorghum",66
"IS21323.C1AB3ACXX.7.250137684",37.40000153,-1.230000019,"sorghum",61
"IS21328.C1AB3ACXX.7.250137685",38.20999908,0.129999995,"sorghum",71
"IS21343.C1AB3ACXX.7.250137686",37.47999954,0.119999997,"sorghum",58
"IS21347.C1AB3ACXX.7.250137687",37.56000137,-2.950000048,"sorghum",66
"IS21401.70MUKAAXX.2.250006035",32.97999954,-13.77000046,"sorghum",60
"IS21403.C1AB3ACXX.7.250137688",33.59000015,-14.18000031,"sorghum",59
"IS21425.70MUKAAXX.2.250006057",35.49000168,-16.03000069,"sorghum",55
"IS21464.C1AB3ACXX.7.250137689",35.27999878,-17.03000069,"sorghum",64
"IS21512.MRG.4.250047502",34.77999878,-16.14999962,"sorghum",63
"IS21521.C1AB3ACXX.7.250137690",35.27999878,-15.38000011,"sorghum",57
"IS21522.C1AB3ACXX.7.250137691",34.95000076,-14.97999954,"sorghum",64
"IS21535.C1AB3ACXX.7.250137692",34.45000076,-13.77999973,"sorghum",63
"IS21545.C1AB3ACXX.7.250137693",33.40000153,-13.06999969,"sorghum",62
"IS21546.C1AB3ACXX.7.250137694",34.29000092,-12.93000031,"sorghum",NA
"IS21557.C1AB3ACXX.7.250137695",35.52999878,-13.65999985,"sorghum",59
"IS2156.628P7AAXX.7.250007017",8.31000042,13.02999973,"sorghum",61
"IS21565.C1AB3ACXX.7.250137696",33.75,-10.97999954,"sorghum",61
"IS21583.C1AB3ACXX.7.250137697",34.25,-14.35999966,"sorghum",59
"IS21631.C1AB3ACXX.7.250137698",33.52999878,-13.61999989,"sorghum",62
"IS21645.MRG.4.250047503",34.84999847,-16.28000069,"sorghum",69
"IS21863.MRG.4.250047504",36.29999924,33.5,"sorghum",NA
"IS21976.C1AB3ACXX.7.250137699",77.52999878,10.72999954,"sorghum",NA
"IS21982.C1AB3ACXX.7.250137701",77.09999847,14.53999996,"sorghum",69
"IS21991.70MUKAAXX.2.250006093",78.65000153,19.68000031,"sorghum",70
"IS21996.C1AB3ACXX.7.250137702",72.55000305,24.22999954,"sorghum",73
"IS21997.C1AB3ACXX.7.250137703",75.55999756,21.01000023,"sorghum",NA
"IS22001.C1AB3ACXX.7.250137704",74.22000122,21.81999969,"sorghum",72
"IS22009.C1AB3ACXX.7.250137705",72.95999908,19.19000053,"sorghum",NA
"IS22019.C1AB3ACXX.7.250137706",73.68000031,20.75,"sorghum",67
"IS22025.C1AB3ACXX.7.250137707",74.80999756,34.08000183,"sorghum",NA
"IS22026.C1AB3ACXX.7.250137708",79.25,30.27000046,"sorghum",61
"IS22040.B064FABXX.1.250009992",78.02999878,15.81999969,"sorghum",NA
"IS2205.MRG.4.250047657",77.1817017,28.6255144,"sorghum",NA
"IS2206.C1AB3ACXX.7.250137271",74.5,15.85999966,"sorghum",62
"IS22074.70MUKAAXX.2.250006006",76.91000366,15.14000034,"sorghum",NA
"IS22100.C1AB3ACXX.7.250137709",75.08999634,14.67000008,"sorghum",60
"IS22104.C1AB3ACXX.7.250137710",77.37000275,16.20000076,"sorghum",NA
"IS22193.C1AB3ACXX.7.250137711",76.12999725,12.13000011,"sorghum",58
"IS22239.70MUKAAXX.2.250006015",25.87999916,-24.47999954,"sorghum",64
"IS22282.628P7AAXX.7.250007059",26.82999992,-23.10000038,"sorghum",NA
"IS22287.628P7AAXX.7.250007083",26.82999992,-23.10000038,"sorghum",NA
"IS22291.70MUKAAXX.2.250006026",27.76000023,-23.01000023,"sorghum",67
"IS22294.628P7AAXX.7.250007107",27.76000023,-23.01000023,"sorghum",67
"IS22325.70MUKAAXX.2.250006036",23.56999969,-19.87999916,"sorghum",69
"IS22330.628NVAAXX.5.250006909",25.52000046,-24.39999962,"sorghum",63
"IS22334.628NVAAXX.5.250006933",22.04999924,-22.39999962,"sorghum",76
"IS22598.C1AB3ACXX.7.250137712",80.80000305,8.539999962,"sorghum",59
"IS22601.C1AB3ACXX.7.250137713",80.51000214,8.020000458,"sorghum",60
"IS22604.C1AB3ACXX.7.250137714",80.12999725,7.260000229,"sorghum",52
"IS22608.C1AB3ACXX.7.250137715",79.84999847,8.180000305,"sorghum",61
"IS22609.70MUKAAXX.2.250006070",80.98000336,7.320000172,"sorghum",58
"IS22615.C1AB3ACXX.7.250137716",95.44999695,21.87999916,"sorghum",69
"IS22616.MRG.4.250047509",95.69000244,22.56999969,"sorghum",65
"IS22618.C1AB3ACXX.7.250137717",96.47000122,22.03000069,"sorghum",60
"IS2262.628P7AAXX.7.250007041",35.22000122,14.03999996,"sorghum",71
"IS22701.C1AB3ACXX.7.250137718",42.41999817,3.829999924,"sorghum",79
"IS22702.C1AB3ACXX.7.250137719",43,3.829999924,"sorghum",77
"IS22720.MRG.4.250047510",43.5,3.420000076,"sorghum",77
"IS22742.C1AB3ACXX.7.250137720",43.25,2.420000076,"sorghum",76
"IS22746.D1EYBACXX.1.250137752",42.75,3.25,"sorghum",76
"IS22751.D1EYBACXX.1.250137753",42.25,3.25,"sorghum",77
"IS22785.D1EYBACXX.1.250137754",44.83000183,3.829999924,"sorghum",77
"IS22789.D1EYBACXX.1.250137755",45.5,2.579999924,"sorghum",76
"IS22792.D1EYBACXX.1.250137756",45.66999817,3.25,"sorghum",78
"IS22799.MRG.4.250047511",45.25,4.75,"sorghum",78
"IS22909.70MUKAAXX.2.250006094",30.52000046,12.03999996,"sorghum",68
"IS22986.70MUKAAXX.2.250006007",30.52000046,10.52999973,"sorghum",67
"IS22996.70MUKAAXX.2.250006016",30.52000046,10.52999973,"sorghum",67
"IS23033.D0D0HACXX.5.250046087",33.41999817,14.31999969,"sorghum",76
"IS23048.70MUKAAXX.2.250006027",23.46999931,12.89999962,"sorghum",71
"IS23053.70MUKAAXX.2.250006037",32.5,12.53999996,"sorghum",74
"IS23100.628NVAAXX.5.250006957",34.74000168,-4.820000172,"sorghum",57
"IS23108.D1EYBACXX.1.250137757",36.09999847,-3.549999952,"sorghum",76
"IS23142.628NVAAXX.5.250006981",35.79000092,-7.389999866,"sorghum",64
"IS23166.B064FABXX.1.250010004",35.72999954,-6.170000076,"sorghum",NA
"IS23178.628P7AAXX.7.250007037",28.2833338,-15.5666666,"sorghum",61
"IS23184.D1EYBACXX.1.250137758",29.62000084,-15.07999992,"sorghum",62
"IS23188.D1EYBACXX.1.250137759",30.80999947,-14.55000019,"sorghum",60
"IS23216.MRG.4.250047513",31.32999992,-14.25,"sorghum",62
"IS23225.D1EYBACXX.1.250137760",32.06000137,-14.07999992,"sorghum",63
"IS23240.D1EYBACXX.1.250137761",32.52999878,-13.55000019,"sorghum",64
"IS23248.D1EYBACXX.1.250137762",28.57999992,-13.19999981,"sorghum",55
"IS23262.D1EYBACXX.1.250137763",31.25,-9.289999962,"sorghum",54
"IS23263.D1EYBACXX.1.250137764",32.11000061,-13.28999996,"sorghum",62
"IS23275.D1EYBACXX.1.250137765",31.57999992,-13.52000046,"sorghum",62
"IS23283.D1EYBACXX.1.250137766",22.26000023,-14.93000031,"sorghum",59
"IS23298.D1EYBACXX.1.250137767",33.20000076,-12.27999973,"sorghum",60
"IS23306.D1EYBACXX.1.250137768",33.09000015,-10.94999981,"sorghum",60
"IS23308.D1EYBACXX.1.250137769",32.88999939,-11.64999962,"sorghum",61
"IS23319.D1EYBACXX.1.250137770",32.58000183,-9.350000381,"sorghum",56
"IS23322.D1EYBACXX.1.250137771",27.06999969,-16.82999992,"sorghum",57
"IS23335.D1EYBACXX.1.250137772",32.65000153,-10.26000023,"sorghum",58
