"Lines","Long","Lat","crop","aridity_index_raw","aridity_index"
"BRIDGE_HOR_7386",18.21916667,49.42972222,"barley",9991,0.9991
"BRIDGE_HOR_7387",18.21916667,49.42972222,"barley",9991,0.9991
"BRIDGE_HOR_7388",18.21916667,49.42972222,"barley",9991,0.9991
"BRIDGE_HOR_7438",18.21916667,49.42972222,"barley",9991,0.9991
"BRIDGE_HOR_4944",18.22083333,49.42777778,"barley",9991,0.9991
"BRIDGE_HOR_9694",18.22305556,49.14555556,"barley",9242,0.9242
"BRIDGE_HOR_4945",18.28611111,49.35833333,"barley",11185,1.1185
"BRIDGE_HOR_4946",18.28611111,49.35833333,"barley",11185,1.1185
"BRIDGE_HOR_7279",18.28611111,49.35833333,"barley",11185,1.1185
"BRIDGE_HOR_9686",18.43555556,48.94222222,"barley",10163,1.0163
"BRIDGE_HOR_9687",18.43555556,48.94222222,"barley",10163,1.0163
"BRIDGE_HOR_9688",18.43555556,48.94222222,"barley",10163,1.0163
"BRIDGE_HOR_9689",18.43555556,48.94222222,"barley",10163,1.0163
"BRIDGE_HOR_9690",18.43555556,48.94222222,"barley",10163,1.0163
"BRIDGE_HOR_9691",18.43555556,48.94222222,"barley",10163,1.0163
"BRIDGE_HOR_9700",18.45277778,49.28472222,"barley",11604,1.1604
"BRIDGE_HOR_9696",18.48472222,49.2075,"barley",9080,0.908
"BRIDGE_HOR_9697",18.48472222,49.2075,"barley",9080,0.908
"BRIDGE_HOR_9698",18.48472222,49.2075,"barley",9080,0.908
"BRIDGE_HOR_9699",18.48472222,49.2075,"barley",9080,0.908
"BRIDGE_HOR_9695",18.48972222,49.20972222,"barley",8946,0.8946
"BRIDGE_HOR_7337",18.66527778,48.56027778,"barley",8177,0.8177
"BRIDGE_HOR_7338",18.66527778,48.56027778,"barley",8177,0.8177
"BRIDGE_HOR_7339",18.66527778,48.56027778,"barley",8177,0.8177
"BRIDGE_HOR_7340",18.66527778,48.56027778,"barley",8177,0.8177
"BRIDGE_HOR_7341",18.66527778,48.56027778,"barley",8177,0.8177
"BRIDGE_HOR_7342",18.66527778,48.56027778,"barley",8177,0.8177
"BRIDGE_HOR_7343",18.66527778,48.56027778,"barley",8177,0.8177
"BRIDGE_HOR_7379",18.83277778,49.51972222,"barley",12177,1.2177
"BRIDGE_HOR_7380",18.83277778,49.51972222,"barley",12177,1.2177
"BRIDGE_HOR_7381",18.83277778,49.51972222,"barley",12177,1.2177
"BRIDGE_HOR_7376",18.89388889,49.355,"barley",10773,1.0773
"BRIDGE_HOR_7377",18.89388889,49.355,"barley",10773,1.0773
"BRIDGE_HOR_7378",18.89388889,49.355,"barley",10773,1.0773
"BRIDGE_HOR_7436",18.89388889,49.355,"barley",10773,1.0773
"BRIDGE_HOR_7437",18.89388889,49.355,"barley",10773,1.0773
"BRIDGE_HOR_7346",19.00444444,48.44444444,"barley",9518,0.9518
"BRIDGE_HOR_7373",19.19388889,49.37444444,"barley",15627,1.5627
"BRIDGE_HOR_7374",19.19388889,49.37444444,"barley",15627,1.5627
"BRIDGE_HOR_7375",19.19388889,49.37444444,"barley",15627,1.5627
"BRIDGE_HOR_7369",19.29222222,49.14083333,"barley",12050,1.205
"BRIDGE_HOR_7347",19.32777778,48.49138889,"barley",9535,0.9535
"BRIDGE_HOR_7372",19.38222222,49.38722222,"barley",12501,1.2501
"BRIDGE_HOR_7349",19.51583333,48.23777778,"barley",6005,0.6005
"BRIDGE_HOR_7370",19.53583333,49.36222222,"barley",11081,1.1081
"BRIDGE_HOR_7371",19.53583333,49.36222222,"barley",11081,1.1081
"BRIDGE_HOR_737",19.55666667,41.18527778,"barley",7588,0.7588
"BRIDGE_HOR_738",19.55666667,41.18527778,"barley",7588,0.7588
"BRIDGE_HOR_739",19.57333333,41.4525,"barley",8828,0.8828
"BRIDGE_HOR_7350",19.67083333,48.51638889,"barley",6774,0.6774
"BRIDGE_HOR_7351",19.67083333,48.51638889,"barley",6774,0.6774
"BRIDGE_HOR_7352",19.67083333,48.51638889,"barley",6774,0.6774
"BRIDGE_HOR_7353",19.67083333,48.51638889,"barley",6774,0.6774
"BRIDGE_HOR_7354",19.67083333,48.51638889,"barley",6774,0.6774
"BRIDGE_HOR_11312",19.81638889,40.51638889,"barley",8583,0.8583
"BRIDGE_HOR_11313",19.81638889,40.51638889,"barley",8583,0.8583
"BRIDGE_HOR_12805",19.81638889,40.51638889,"barley",8583,0.8583
"BRIDGE_HOR_11315",19.86638889,40.39972222,"barley",9343,0.9343
"BRIDGE_HOR_11314",19.9425,40.2125,"barley",10126,1.0126
"BRIDGE_HOR_12782",19.9425,40.2125,"barley",10126,1.0126
"BRIDGE_HOR_736",19.96222222,39.95916667,"barley",11104,1.1104
"BRIDGE_HOR_7368",19.98333333,49.06222222,"barley",10433,1.0433
"BRIDGE_HOR_748",20.01638889,40.29972222,"barley",11414,1.1414
"BRIDGE_HOR_740",20.02555556,41.45416667,"barley",9966,0.9966
"BRIDGE_HOR_7355",20.095,48.59138889,"barley",6063,0.6063
"BRIDGE_HOR_7356",20.14138889,48.74111111,"barley",7675,0.7675
"BRIDGE_HOR_7357",20.14138889,48.74111111,"barley",7675,0.7675
"BRIDGE_HOR_7358",20.14138889,48.74111111,"barley",7675,0.7675
"BRIDGE_HOR_7359",20.14138889,48.74111111,"barley",7675,0.7675
"BRIDGE_HOR_7390",20.14138889,48.74111111,"barley",7675,0.7675
"BRIDGE_HOR_756",20.18305556,40.31638889,"barley",11726,1.1726
"BRIDGE_HOR_13150",20.25,40.53333333,"barley",9385,0.9385
"BRIDGE_HOR_13151",20.25,40.53333333,"barley",9385,0.9385
"BRIDGE_HOR_1245",20.30361111,39.36972222,"barley",7319,0.7319
"BRIDGE_HOR_987",20.30361111,39.36972222,"barley",7319,0.7319
"BRIDGE_HOR_12402",20.33305556,41.88305556,"barley",8636,0.8636
"BRIDGE_HOR_12798",20.33305556,41.88305556,"barley",8636,0.8636
"BRIDGE_HOR_1269",20.4275,41.81138889,"barley",8851,0.8851
"BRIDGE_HOR_1270",20.4275,41.81138889,"barley",8851,0.8851
"BRIDGE_HOR_1286",20.5,39.61638889,"barley",8637,0.8637
"BRIDGE_HOR_12403",20.53138889,42.14111111,"barley",7664,0.7664
"BRIDGE_HOR_12799",20.53138889,42.14111111,"barley",7664,0.7664
"BRIDGE_HOR_12413",20.54861111,41.07277778,"barley",7383,0.7383
"BRIDGE_HOR_1267",20.58305556,39.66638889,"barley",8399,0.8399
"BRIDGE_HOR_1268",20.58305556,39.66638889,"barley",8399,0.8399
"BRIDGE_HOR_13152",20.63305556,40.93305556,"barley",7339,0.7339
"BRIDGE_HOR_12415",20.64972222,40.61638889,"barley",7982,0.7982
"BRIDGE_HOR_12416",20.64972222,40.88305556,"barley",7329,0.7329
"BRIDGE_HOR_768",20.73305556,39.81638889,"barley",8321,0.8321
"BRIDGE_HOR_2510",20.78305556,39.88305556,"barley",8252,0.8252
"BRIDGE_HOR_743",20.78305556,39.88305556,"barley",8252,0.8252
"BRIDGE_HOR_744",20.81638889,39.89972222,"barley",8368,0.8368
"BRIDGE_HOR_8620",20.82777778,49.32527778,"barley",9425,0.9425
"BRIDGE_HOR_8627",20.82777778,49.32527778,"barley",9425,0.9425
"BRIDGE_HOR_8629",20.82777778,49.32527778,"barley",9425,0.9425
"BRIDGE_HOR_8630",20.82777778,49.32527778,"barley",9425,0.9425
"BRIDGE_HOR_8631",20.82777778,49.32527778,"barley",9425,0.9425
"BRIDGE_HOR_8677",20.82777778,49.32527778,"barley",9425,0.9425
"BRIDGE_HOR_8680",20.82777778,49.32527778,"barley",9425,0.9425
"BRIDGE_HOR_1247",20.83305556,39.66638889,"barley",7771,0.7771
"BRIDGE_HOR_991",20.83305556,39.66638889,"barley",7771,0.7771
"BRIDGE_HOR_1386",20.85,39.91638889,"barley",8534,0.8534
"BRIDGE_HOR_936",20.85,39.91638889,"barley",8534,0.8534
"BRIDGE_HOR_745",20.95,39.96638889,"barley",7865,0.7865
"BRIDGE_HOR_1387",20.98305556,39.85,"barley",7908,0.7908
"BRIDGE_HOR_937",20.98305556,39.85,"barley",7908,0.7908
"BRIDGE_HOR_8615",20.98833333,48.82111111,"barley",8137,0.8137
"BRIDGE_HOR_1279",21,39.78305556,"barley",7511,0.7511
"BRIDGE_HOR_1280",21,39.78305556,"barley",7511,0.7511
"BRIDGE_HOR_746",21,39.79972222,"barley",7593,0.7593
"BRIDGE_HOR_1278",21.06638889,39.71638889,"barley",7447,0.7447
"BRIDGE_HOR_8684",21.14388889,49.36277778,"barley",9008,0.9008
"BRIDGE_HOR_8657",21.14694444,49.40555556,"barley",9899,0.9899
"BRIDGE_HOR_967",21.18305556,39.76638889,"barley",7521,0.7521
"BRIDGE_HOR_7367",21.18388889,48.99194444,"barley",7547,0.7547
"BRIDGE_HOR_7360",21.3325,49.04527778,"barley",7547,0.7547
"BRIDGE_HOR_7361",21.3325,49.04527778,"barley",7547,0.7547
"BRIDGE_HOR_989",21.33305556,40.43305556,"barley",5632,0.5632
"BRIDGE_HOR_8655",21.43,49.39722222,"barley",8947,0.8947
"BRIDGE_HOR_8656",21.43,49.39722222,"barley",8947,0.8947
"BRIDGE_HOR_8660",21.43,49.39722222,"barley",8947,0.8947
"BRIDGE_HOR_691",21.45,37.68305556,"barley",5129,0.5129
"BRIDGE_HOR_692",21.45,37.68305556,"barley",5129,0.5129
"BRIDGE_HOR_729",21.55,37.68305556,"barley",5109,0.5109
"BRIDGE_HOR_8647",21.575,49.305,"barley",8039,0.8039
"BRIDGE_HOR_7362",21.58222222,49.06138889,"barley",7627,0.7627
"BRIDGE_HOR_7363",21.58222222,49.06138889,"barley",7627,0.7627
"BRIDGE_HOR_7364",21.58222222,49.06138889,"barley",7627,0.7627
"BRIDGE_HOR_7365",21.58222222,49.06138889,"barley",7627,0.7627
"BRIDGE_HOR_7366",21.58222222,49.06138889,"barley",7627,0.7627
"BRIDGE_HOR_7391",21.58222222,49.06138889,"barley",7627,0.7627
"BRIDGE_HOR_1244",21.61638889,40.68305556,"barley",4776,0.4776
"BRIDGE_HOR_4402",21.61638889,40.68305556,"barley",4776,0.4776
"BRIDGE_HOR_760",21.61638889,40.68305556,"barley",4776,0.4776
"BRIDGE_HOR_986",21.61638889,40.68305556,"barley",4776,0.4776
"BRIDGE_HOR_732",21.64166667,37.66944444,"barley",5237,0.5237
"BRIDGE_HOR_8654",21.64805556,49.41277778,"barley",9444,0.9444
"BRIDGE_HOR_8648",21.66611111,49.34944444,"barley",9105,0.9105
"BRIDGE_HOR_8683",21.66611111,49.34944444,"barley",9105,0.9105
"BRIDGE_HOR_753",21.66638889,39.26638889,"barley",7309,0.7309
"BRIDGE_HOR_966",21.68305556,40.52,"barley",4420,0.442
"BRIDGE_HOR_988",21.68305556,40.52,"barley",4420,0.442
"BRIDGE_HOR_722",21.71638889,37.1,"barley",5776,0.5776
"BRIDGE_HOR_731",21.71638889,37.71638889,"barley",5983,0.5983
"BRIDGE_HOR_8650",21.73333333,49.32694444,"barley",9365,0.9365
"BRIDGE_HOR_8651",21.73333333,49.32694444,"barley",9365,0.9365
"BRIDGE_HOR_8652",21.73333333,49.32694444,"barley",9365,0.9365
"BRIDGE_HOR_8649",21.74194444,49.36138889,"barley",9912,0.9912
"BRIDGE_HOR_8653",21.80694444,49.22388889,"barley",8773,0.8773
"BRIDGE_HOR_1236",21.83305556,39.56638889,"barley",4666,0.4666
"BRIDGE_HOR_2278",21.83305556,39.56638889,"barley",4666,0.4666
"BRIDGE_HOR_726",21.89972222,36.86638889,"barley",4854,0.4854
"BRIDGE_HOR_1026",21.96638889,37.14972222,"barley",4931,0.4931
"BRIDGE_HOR_1027",21.96638889,37.14972222,"barley",4931,0.4931
"BRIDGE_HOR_1150",21.96638889,37.14972222,"barley",4931,0.4931
"BRIDGE_HOR_1152",21.96638889,37.14972222,"barley",4931,0.4931
"BRIDGE_HOR_1153",21.96638889,37.14972222,"barley",4931,0.4931
"BRIDGE_HOR_1158",21.96638889,37.01638889,"barley",4711,0.4711
"BRIDGE_HOR_1360",21.96638889,37.01638889,"barley",4711,0.4711
"BRIDGE_HOR_1652",21.96638889,37.01638889,"barley",4711,0.4711
"BRIDGE_HOR_1738",21.96638889,37.01638889,"barley",4711,0.4711
"BRIDGE_HOR_1739",21.96638889,37.23305556,"barley",4848,0.4848
"BRIDGE_HOR_6953",21.96638889,37.14972222,"barley",4931,0.4931
"BRIDGE_HOR_6954",21.96638889,37.14972222,"barley",4931,0.4931
"BRIDGE_HOR_719",21.96638889,37.23305556,"barley",4848,0.4848
"BRIDGE_HOR_720",21.96638889,37.23305556,"barley",4848,0.4848
"BRIDGE_HOR_727",21.96638889,37.01638889,"barley",4711,0.4711
"BRIDGE_HOR_881",21.96638889,37.23305556,"barley",4848,0.4848
"BRIDGE_HOR_725",21.98305556,37.16638889,"barley",4823,0.4823
"BRIDGE_HOR_8645",22.00166667,49.19472222,"barley",9330,0.933
"BRIDGE_HOR_1020",22.01638889,37.2,"barley",4809,0.4809
"BRIDGE_HOR_1033",22.01638889,37.04972222,"barley",4732,0.4732
"BRIDGE_HOR_1156",22.01638889,37.2,"barley",4809,0.4809
"BRIDGE_HOR_1164",22.01638889,37.04972222,"barley",4732,0.4732
"BRIDGE_HOR_1380",22.01638889,37.2,"barley",4809,0.4809
"BRIDGE_HOR_8646",22.03861111,49.19888889,"barley",9845,0.9845
"BRIDGE_HOR_8644",22.03972222,49.17,"barley",9246,0.9246
"BRIDGE_HOR_1010",22.05,37.6,"barley",6645,0.6645
"BRIDGE_HOR_1022",22.05,37.6,"barley",6645,0.6645
"BRIDGE_HOR_1023",22.05,37.6,"barley",6645,0.6645
"BRIDGE_HOR_1145",22.05,37.6,"barley",6645,0.6645
"BRIDGE_HOR_1146",22.05,37.6,"barley",6645,0.6645
"BRIDGE_HOR_1147",22.05,37.6,"barley",6645,0.6645
"BRIDGE_HOR_1239",22.05,37.6,"barley",6645,0.6645
"BRIDGE_HOR_942",22.05,37.6,"barley",6645,0.6645
"BRIDGE_HOR_1233",22.06638889,40.98305556,"barley",3349,0.3349
"BRIDGE_HOR_728",22.06638889,37.28305556,"barley",5669,0.5669
"BRIDGE_HOR_982",22.06638889,40.98305556,"barley",3349,0.3349
"BRIDGE_HOR_1024",22.08305556,37.54972222,"barley",6541,0.6541
"BRIDGE_HOR_1148",22.08305556,37.54972222,"barley",6541,0.6541
"BRIDGE_HOR_1011",22.13305556,37.41638889,"barley",5207,0.5207
"BRIDGE_HOR_1128",22.13305556,37.41638889,"barley",5207,0.5207
"BRIDGE_HOR_849",22.13305556,37.41638889,"barley",5207,0.5207
"BRIDGE_HOR_8624",22.15722222,48.98638889,"barley",8556,0.8556
"BRIDGE_HOR_8679",22.15722222,48.98638889,"barley",8556,0.8556
"BRIDGE_HOR_723",22.18305556,37.66638889,"barley",6637,0.6637
"BRIDGE_HOR_724",22.18305556,37.66638889,"barley",6637,0.6637
"BRIDGE_HOR_1382",22.21638889,37.61638889,"barley",7052,0.7052
"BRIDGE_HOR_997",22.21638889,37.61638889,"barley",7052,0.7052
"BRIDGE_HOR_8626",22.23472222,49.00222222,"barley",9074,0.9074
"BRIDGE_HOR_1029",22.26638889,37.61638889,"barley",7715,0.7715
"BRIDGE_HOR_1159",22.26638889,37.61638889,"barley",7715,0.7715
"BRIDGE_HOR_730",22.26638889,37.61638889,"barley",7715,0.7715
"BRIDGE_HOR_848",22.28305556,37.78305556,"barley",5704,0.5704
"BRIDGE_HOR_8638",22.31555556,48.97,"barley",9425,0.9425
"BRIDGE_HOR_8639",22.31555556,48.97,"barley",9425,0.9425
"BRIDGE_HOR_8640",22.31555556,48.97,"barley",9425,0.9425
"BRIDGE_HOR_8641",22.31555556,48.97,"barley",9425,0.9425
"BRIDGE_HOR_8642",22.31555556,48.97,"barley",9425,0.9425
"BRIDGE_HOR_8643",22.31555556,48.97,"barley",9425,0.9425
"BRIDGE_HOR_1160",22.31638889,37.95,"barley",6363,0.6363
"BRIDGE_HOR_733",22.31638889,37.95,"barley",6363,0.6363
"BRIDGE_HOR_1031",22.33305556,37.93305556,"barley",6067,0.6067
"BRIDGE_HOR_1032",22.33305556,37.93305556,"barley",6067,0.6067
"BRIDGE_HOR_1034",22.33305556,37.88305556,"barley",5832,0.5832
"BRIDGE_HOR_1161",22.33305556,37.93305556,"barley",6067,0.6067
"BRIDGE_HOR_1162",22.33305556,37.93305556,"barley",6067,0.6067
"BRIDGE_HOR_1163",22.33305556,37.93305556,"barley",6067,0.6067
"BRIDGE_HOR_1165",22.33305556,37.88305556,"barley",5832,0.5832
"BRIDGE_HOR_734",22.33305556,37.93305556,"barley",6067,0.6067
"BRIDGE_HOR_993",22.33305556,37.93305556,"barley",6067,0.6067
"BRIDGE_HOR_8632",22.35,49.11666667,"barley",11353,1.1353
"BRIDGE_HOR_8633",22.35,49.11666667,"barley",11353,1.1353
"BRIDGE_HOR_8634",22.35,49.11666667,"barley",11353,1.1353
"BRIDGE_HOR_8635",22.35,49.11666667,"barley",11353,1.1353
"BRIDGE_HOR_8681",22.35,49.11666667,"barley",11353,1.1353
"BRIDGE_HOR_8682",22.35,49.11666667,"barley",11353,1.1353
"BRIDGE_HOR_8618",22.35666667,48.82277778,"barley",11050,1.105
"BRIDGE_HOR_8675",22.35666667,48.82277778,"barley",11050,1.105
"BRIDGE_HOR_1018",22.36638889,37.06638889,"barley",5379,0.5379
"BRIDGE_HOR_1019",22.36638889,37.46638889,"barley",5463,0.5463
"BRIDGE_HOR_1143",22.36638889,37.46638889,"barley",5463,0.5463
"BRIDGE_HOR_1942",22.36638889,37.06638889,"barley",5379,0.5379
"BRIDGE_HOR_717",22.36638889,37.06638889,"barley",5379,0.5379
"BRIDGE_HOR_1016",22.38305556,37.51638889,"barley",5434,0.5434
"BRIDGE_HOR_1039",22.38305556,37.51638889,"barley",5434,0.5434
"BRIDGE_HOR_1141",22.38305556,37.51638889,"barley",5434,0.5434
"BRIDGE_HOR_693",22.38305556,36.66638889,"barley",4190,0.419
"BRIDGE_HOR_694",22.38305556,36.7,"barley",0,0
"BRIDGE_HOR_688",22.39972222,36.58305556,"barley",3974,0.3974
"BRIDGE_HOR_689",22.39972222,36.58305556,"barley",3974,0.3974
"BRIDGE_HOR_709",22.39972222,36.51638889,"barley",3848,0.3848
"BRIDGE_HOR_8676",22.41055556,49.02916667,"barley",10933,1.0933
"BRIDGE_HOR_8678",22.41055556,49.02916667,"barley",10933,1.0933
"BRIDGE_HOR_1012",22.41638889,37.53305556,"barley",5285,0.5285
"BRIDGE_HOR_1014",22.41638889,37.64972222,"barley",5339,0.5339
"BRIDGE_HOR_1015",22.41638889,37.64972222,"barley",5339,0.5339
"BRIDGE_HOR_1035",22.41638889,37.85,"barley",5472,0.5472
"BRIDGE_HOR_1140",22.41638889,37.64972222,"barley",5339,0.5339
"BRIDGE_HOR_1166",22.41638889,37.85,"barley",5472,0.5472
"BRIDGE_HOR_1167",22.41638889,37.85,"barley",5472,0.5472
"BRIDGE_HOR_1168",22.41638889,37.85,"barley",5472,0.5472
"BRIDGE_HOR_1659",22.41638889,37.85,"barley",5472,0.5472
"BRIDGE_HOR_1383",22.41638889,37.85,"barley",5472,0.5472
"BRIDGE_HOR_4404",22.41638889,37.85,"barley",5472,0.5472
"BRIDGE_HOR_690",22.41638889,36.54972222,"barley",4032,0.4032
"BRIDGE_HOR_880",22.41638889,37.64972222,"barley",5339,0.5339
"BRIDGE_HOR_882",22.41638889,37.85,"barley",5472,0.5472
"BRIDGE_HOR_943",22.41638889,37.85,"barley",5472,0.5472
"BRIDGE_HOR_994",22.41638889,37.85,"barley",5472,0.5472
"BRIDGE_HOR_701",22.43305556,36.91638889,"barley",5174,0.5174
"BRIDGE_HOR_711",22.43305556,36.91638889,"barley",5174,0.5174
"BRIDGE_HOR_712",22.43305556,36.91638889,"barley",5174,0.5174
"BRIDGE_HOR_8636",22.43916667,48.99361111,"barley",9727,0.9727
"BRIDGE_HOR_1017",22.45,36.89972222,"barley",4918,0.4918
"BRIDGE_HOR_1040",22.45,36.89972222,"barley",4918,0.4918
"BRIDGE_HOR_1142",22.45,36.89972222,"barley",4918,0.4918
"BRIDGE_HOR_697",22.45,36.75,"barley",4167,0.4167
"BRIDGE_HOR_698",22.45,36.75,"barley",4167,0.4167
"BRIDGE_HOR_713",22.45,37.1,"barley",4292,0.4292
"BRIDGE_HOR_714",22.45,37.1,"barley",4292,0.4292
"BRIDGE_HOR_1169",22.46638889,37.86638889,"barley",5419,0.5419
"BRIDGE_HOR_1170",22.46638889,37.86638889,"barley",5419,0.5419
"BRIDGE_HOR_4417",22.46638889,37.86638889,"barley",5419,0.5419
"BRIDGE_HOR_700",22.46638889,36.93305556,"barley",4581,0.4581
"BRIDGE_HOR_944",22.46638889,37.86638889,"barley",5419,0.5419
"BRIDGE_HOR_995",22.46638889,37.86638889,"barley",5419,0.5419
"BRIDGE_HOR_996",22.46638889,37.86638889,"barley",5419,0.5419
"BRIDGE_HOR_752",22.48,36.75972222,"barley",4092,0.4092
"BRIDGE_HOR_8637",22.48166667,49.0275,"barley",10253,1.0253
"BRIDGE_HOR_710",22.48305556,36.48305556,"barley",4112,0.4112
"BRIDGE_HOR_718",22.48305556,37.01638889,"barley",4038,0.4038
"BRIDGE_HOR_1038",22.48777778,37.49722222,"barley",5267,0.5267
"BRIDGE_HOR_1238",22.48777778,37.49722222,"barley",5267,0.5267
"BRIDGE_HOR_686",22.48777778,37.49722222,"barley",5267,0.5267
"BRIDGE_HOR_940",22.48777778,37.49722222,"barley",5267,0.5267
"BRIDGE_HOR_1283",22.53305556,39.61638889,"barley",3093,0.3093
"BRIDGE_HOR_1284",22.53305556,39.61638889,"barley",3093,0.3093
"BRIDGE_HOR_1313",22.53305556,39.61638889,"barley",3093,0.3093
"BRIDGE_HOR_1021",22.55,37.25,"barley",5792,0.5792
"BRIDGE_HOR_1144",22.55,37.25,"barley",5792,0.5792
"BRIDGE_HOR_1385",22.55,37.25,"barley",5792,0.5792
"BRIDGE_HOR_684",22.55,37.7,"barley",4501,0.4501
"BRIDGE_HOR_708",22.55,36.88305556,"barley",4049,0.4049
"BRIDGE_HOR_941",22.55,37.25,"barley",5792,0.5792
"BRIDGE_HOR_1253",22.56638889,36.75,"barley",3617,0.3617
"BRIDGE_HOR_1384",22.56638889,36.75,"barley",3617,0.3617
"BRIDGE_HOR_685",22.58305556,37.51638889,"barley",4490,0.449
"BRIDGE_HOR_707",22.6,36.85,"barley",3618,0.3618
"BRIDGE_HOR_1258",22.66638889,36.85,"barley",3429,0.3429
"BRIDGE_HOR_706",22.66638889,36.85,"barley",3429,0.3429
"BRIDGE_HOR_1126",22.68305556,37.56638889,"barley",3889,0.3889
"BRIDGE_HOR_1127",22.68305556,37.56638889,"barley",3889,0.3889
"BRIDGE_HOR_983",22.75,39.38305556,"barley",3328,0.3328
"BRIDGE_HOR_878",22.76638889,37.75,"barley",4181,0.4181
"BRIDGE_HOR_1007",22.81666667,39.26666667,"barley",0,0
"BRIDGE_HOR_1235",22.81666667,39.26666667,"barley",0,0
"BRIDGE_HOR_847",22.83305556,37.56666667,"barley",3609,0.3609
"BRIDGE_HOR_1013",22.86638889,37.81638889,"barley",3965,0.3965
"BRIDGE_HOR_1138",22.86638889,37.81638889,"barley",3965,0.3965
"BRIDGE_HOR_3884",22.86638889,37.81638889,"barley",3965,0.3965
"BRIDGE_HOR_687",22.89722222,36.73444444,"barley",3223,0.3223
"BRIDGE_HOR_3277",22.93305556,37.81638889,"barley",3884,0.3884
"BRIDGE_HOR_3278",22.93305556,37.89972222,"barley",3481,0.3481
"BRIDGE_HOR_679",22.93305556,37.89972222,"barley",3481,0.3481
"BRIDGE_HOR_680",22.93305556,37.81638889,"barley",3884,0.3884
"BRIDGE_HOR_678",22.95,38.03305556,"barley",3896,0.3896
"BRIDGE_HOR_13449",22.98138889,42.25222222,"barley",4841,0.4841
"BRIDGE_HOR_13450",22.98138889,42.25222222,"barley",4841,0.4841
"BRIDGE_HOR_1137",22.98305556,38.01638889,"barley",4629,0.4629
"BRIDGE_HOR_1943",22.98305556,38.01638889,"barley",4629,0.4629
"BRIDGE_HOR_2281",22.98305556,38.01638889,"barley",4629,0.4629
"BRIDGE_HOR_681",23.05,37.79972222,"barley",3925,0.3925
"BRIDGE_HOR_1025",23.06638889,36.78305556,"barley",3376,0.3376
"BRIDGE_HOR_1149",23.06638889,36.78305556,"barley",3376,0.3376
"BRIDGE_HOR_13451",23.10444444,41.88888889,"barley",4079,0.4079
"BRIDGE_HOR_763",23.12,39.09,"barley",3281,0.3281
"BRIDGE_HOR_682",23.14972222,37.63305556,"barley",3076,0.3076
"BRIDGE_HOR_761",23.21638889,39.28305556,"barley",3483,0.3483
"BRIDGE_HOR_762",23.21638889,39.28,"barley",3483,0.3483
"BRIDGE_HOR_1139",23.26638889,37.81638889,"barley",0,0
"BRIDGE_HOR_1651",23.26638889,37.81638889,"barley",0,0
"BRIDGE_HOR_13456",23.58888889,42.44138889,"barley",5829,0.5829
"BRIDGE_HOR_1379",23.63055556,35.36333333,"barley",4330,0.433
"BRIDGE_HOR_1737",23.64972222,35.29972222,"barley",3532,0.3532
"BRIDGE_HOR_1773",23.64972222,35.29972222,"barley",3532,0.3532
"BRIDGE_HOR_865",23.66666667,35.23305556,"barley",0,0
"BRIDGE_HOR_1770",23.68305556,35.23305556,"barley",0,0
"BRIDGE_HOR_1860",23.68305556,35.23305556,"barley",0,0
"BRIDGE_HOR_862",23.7,35.46,"barley",3231,0.3231
"BRIDGE_HOR_1172",23.73305556,37.98305556,"barley",2369,0.2369
"BRIDGE_HOR_1173",23.73305556,37.98305556,"barley",2369,0.2369
"BRIDGE_HOR_1240",23.73305556,37.98305556,"barley",2369,0.2369
"BRIDGE_HOR_1356",23.73305556,37.98305556,"barley",2369,0.2369
"BRIDGE_HOR_4403",23.73305556,37.98305556,"barley",2369,0.2369
"BRIDGE_HOR_864",23.73333333,35.36666667,"barley",4259,0.4259
"BRIDGE_HOR_1131",23.77138889,35.46444444,"barley",3479,0.3479
"BRIDGE_HOR_1995",23.77138889,35.46444444,"barley",3479,0.3479
"BRIDGE_HOR_2674",23.77138889,35.46444444,"barley",3479,0.3479
"BRIDGE_HOR_11319",23.8,38,"barley",2714,0.2714
"BRIDGE_HOR_860",23.89416667,35.44277778,"barley",3365,0.3365
"BRIDGE_HOR_867",23.95,35.39972222,"barley",4154,0.4154
"BRIDGE_HOR_868",23.95,35.39972222,"barley",4154,0.4154
"BRIDGE_HOR_861",23.95361111,35.48111111,"barley",3131,0.3131
"BRIDGE_HOR_866",24.09027778,34.84333333,"barley",3082,0.3082
"BRIDGE_HOR_13455",24.55444444,42.14888889,"barley",4281,0.4281
"BRIDGE_HOR_12833",24.64305556,35.31722222,"barley",5056,0.5056
"BRIDGE_HOR_13454",24.9325,42.13111111,"barley",4328,0.4328
"BRIDGE_HOR_1122",24.93305556,35.06638889,"barley",3343,0.3343
"BRIDGE_HOR_1125",24.93305556,35.06638889,"barley",3343,0.3343
"BRIDGE_HOR_1134",24.93305556,35.06638889,"barley",3343,0.3343
"BRIDGE_HOR_1135",24.93305556,35.06638889,"barley",3343,0.3343
"BRIDGE_HOR_1241",24.93305556,35.06638889,"barley",3343,0.3343
"BRIDGE_HOR_673",24.93305556,35.06638889,"barley",3343,0.3343
"BRIDGE_HOR_674",24.93305556,35.06638889,"barley",3343,0.3343
"BRIDGE_HOR_675",24.93305556,35.06638889,"barley",3343,0.3343
"BRIDGE_HOR_876",24.93305556,35.06638889,"barley",3343,0.3343
"BRIDGE_HOR_979",24.93305556,35.06638889,"barley",3343,0.3343
