"species","gene","pvalue"
"arabidopsis","AT4G26060",1.516849e-12
"arabidopsis","AT4G26070",1.516849e-12
"arabidopsis","AT4G26080",1.516849e-12
"arabidopsis","AT4G26090",1.516849e-12
"arabidopsis","AT4G26095",1.516849e-12
"arabidopsis","AT4G26100",1.516849e-12
"arabidopsis","AT4G26110",1.516849e-12
"arabidopsis","AT4G26120",1.516849e-12
"arabidopsis","AT4G26130",1.516849e-12
"arabidopsis","AT4G26140",1.516849e-12
"arabidopsis","AT4G26150",1.516849e-12
"arabidopsis","AT4G26160",1.516849e-12
"arabidopsis","AT4G26170",1.516849e-12
"arabidopsis","AT4G26180",1.516849e-12
"arabidopsis","AT4G26190",1.516849e-12
"arabidopsis","AT1G71280",5.27056e-12
"arabidopsis","AT1G71290",5.27056e-12
"arabidopsis","AT1G71300",5.27056e-12
"arabidopsis","AT1G71310",5.27056e-12
"arabidopsis","AT1G71320",5.27056e-12
"arabidopsis","AT1G71330",5.27056e-12
"arabidopsis","AT1G71340",5.27056e-12
"arabidopsis","AT1G71350",5.27056e-12
"arabidopsis","AT1G71360",5.27056e-12
"arabidopsis","AT1G71370",5.27056e-12
"arabidopsis","AT1G71380",5.27056e-12
"arabidopsis","AT1G71390",5.27056e-12
"arabidopsis","AT1G71400",5.27056e-12
"arabidopsis","AT1G71410",5.27056e-12
"arabidopsis","AT1G71420",5.27056e-12
"arabidopsis","AT1G71430",5.27056e-12
"arabidopsis","AT1G71440",5.27056e-12
"arabidopsis","AT1G71450",5.27056e-12
"arabidopsis","AT1G71460",5.27056e-12
"arabidopsis","AT4G25360",7.269351e-12
"arabidopsis","AT4G25370",7.269351e-12
"arabidopsis","AT4G25380",7.269351e-12
"arabidopsis","AT4G25386",7.269351e-12
"arabidopsis","AT4G25390",7.269351e-12
"arabidopsis","AT4G25400",7.269351e-12
"arabidopsis","AT4G25410",7.269351e-12
"arabidopsis","AT4G25420",7.269351e-12
"arabidopsis","AT4G25430",7.269351e-12
"arabidopsis","AT4G25433",7.269351e-12
"arabidopsis","AT4G25434",7.269351e-12
"arabidopsis","AT4G25435",7.269351e-12
"arabidopsis","AT4G25440",7.269351e-12
"arabidopsis","AT4G25450",7.269351e-12
"arabidopsis","AT4G25470",7.269351e-12
"arabidopsis","AT4G25480",7.269351e-12
"arabidopsis","AT4G25490",7.269351e-12
"arabidopsis","AT2G15440",2.787807e-10
"arabidopsis","AT2G15450",2.787807e-10
"arabidopsis","AT2G15460",2.787807e-10
"arabidopsis","AT2G15470",2.787807e-10
"arabidopsis","AT2G15480",2.787807e-10
"arabidopsis","AT2G15490",2.787807e-10
"arabidopsis","AT2G15500",2.787807e-10
"arabidopsis","AT2G15530",2.787807e-10
"arabidopsis","AT2G15535",2.787807e-10
"arabidopsis","AT2G15555",2.787807e-10
"arabidopsis","AT2G15560",2.787807e-10
"arabidopsis","AT1G49245",1.930636e-09
"arabidopsis","AT1G49250",1.930636e-09
"arabidopsis","AT1G49260",1.930636e-09
"arabidopsis","AT1G49270",1.930636e-09
"arabidopsis","AT1G49280",1.930636e-09
"arabidopsis","AT1G49290",1.930636e-09
"arabidopsis","AT1G49300",1.930636e-09
"arabidopsis","AT1G49310",1.930636e-09
"arabidopsis","AT1G49320",1.930636e-09
"arabidopsis","AT1G49330",1.930636e-09
"arabidopsis","AT1G49340",1.930636e-09
"arabidopsis","AT1G49350",1.930636e-09
"arabidopsis","AT1G49360",1.930636e-09
"arabidopsis","AT1G12570",2.837241e-09
"arabidopsis","AT1G12580",2.837241e-09
"arabidopsis","AT1G12590",2.837241e-09
"arabidopsis","AT1G12600",2.837241e-09
"arabidopsis","AT1G12610",2.837241e-09
"arabidopsis","AT1G12620",2.837241e-09
"arabidopsis","AT1G12630",2.837241e-09
"arabidopsis","AT1G12640",2.837241e-09
