,maize_cec
SEEDGWAS4520:MRG:4:250096479,281
SEEDGWAS4521:MRG:4:250096480,NA
SEEDGWAS4522:MRG:4:250096482,NA
SEEDGWAS4523:MRG:4:250096483,NA
SEEDGWAS4524:MRG:4:250096484,NA
SEEDGWAS4525:MRG:4:250096486,NA
SEEDGWAS4526:MRG:4:250096488,NA
SEEDGWAS4527:MRG:4:250096489,NA
SEEDGWAS4528:MRG:4:250096490,NA
SEEDGWAS4529:MRG:4:250096491,NA
SEEDGWAS453:MRG:4:250059219,200
SEEDGWAS4530:MRG:4:250096494,285
SEEDGWAS4531:MRG:4:250096495,289
SEEDGWAS4532:MRG:4:250096496,289
SEEDGWAS4533:MRG:4:250096497,268
SEEDGWAS4534:MRG:4:250096498,289
SEEDGWAS4535:MRG:4:250096499,289
SEEDGWAS4538:MRG:4:250096504,277
SEEDGWAS4539:MRG:4:250096505,277
SEEDGWAS454:MRG:4:250059220,252
SEEDGWAS4544:MRG:4:250096511,199
SEEDGWAS4545:MRG:4:250096512,309
SEEDGWAS4546:MRG:4:250096513,213
SEEDGWAS4547:MRG:4:250096515,239
SEEDGWAS4548:MRG:4:250096517,213
SEEDGWAS4549:MRG:4:250096518,207
SEEDGWAS455:MRG:4:250059221,270
SEEDGWAS4550:MRG:4:250096520,282
SEEDGWAS4551:MRG:4:250096521,244
SEEDGWAS4552:MRG:4:250096522,271
SEEDGWAS4553:MRG:4:250096523,320
SEEDGWAS4554:MRG:4:250096525,184
SEEDGWAS4555:MRG:4:250096526,242
SEEDGWAS4556:MRG:4:250096529,228
SEEDGWAS4558:MRG:4:250096531,290
SEEDGWAS4559:MRG:4:250096532,184
SEEDGWAS456:MRG:4:250059222,NA
SEEDGWAS4560:MRG:4:250096533,265
SEEDGWAS4561:MRG:4:250096534,256
SEEDGWAS4562:MRG:4:250096537,309
SEEDGWAS4563:MRG:4:250096538,217
SEEDGWAS4564:MRG:4:250096539,277
SEEDGWAS4565:MRG:4:250096540,228
SEEDGWAS4567:MRG:4:250096542,NA
SEEDGWAS4568:MRG:4:250096543,NA
SEEDGWAS4569:MRG:4:250096544,290
SEEDGWAS4570:MRG:4:250096545,261
SEEDGWAS4571:MRG:4:250096548,194
SEEDGWAS4572:MRG:4:250096549,238
SEEDGWAS4573:MRG:4:250096551,260
SEEDGWAS4574:MRG:4:250096553,256
SEEDGWAS4575:MRG:4:250096554,197
SEEDGWAS4576:MRG:4:250096555,197
SEEDGWAS4577:MRG:4:250096556,213
SEEDGWAS4578:MRG:4:250096559,256
SEEDGWAS4579:MRG:4:250096560,239
SEEDGWAS458:MRG:4:250059223,298
SEEDGWAS4580:MRG:4:250096562,232
SEEDGWAS4581:MRG:4:250096563,209
SEEDGWAS4582:MRG:4:250096564,241
SEEDGWAS4582:MRG:4:250096566,241
SEEDGWAS4583:MRG:4:250096567,241
SEEDGWAS4584:MRG:4:250096568,246
SEEDGWAS4585:MRG:4:250096570,191
SEEDGWAS4589:MRG:4:250096605,NA
SEEDGWAS4589:MRG:4:250096606,NA
SEEDGWAS459:MRG:4:250059225,NA
SEEDGWAS4591:MRG:4:250096611,244
SEEDGWAS4592:MRG:4:250096612,299
SEEDGWAS4593:MRG:4:250096613,231
SEEDGWAS4594:MRG:4:250096614,292
SEEDGWAS4595:MRG:4:250096615,292
SEEDGWAS4596:MRG:4:250096616,242
SEEDGWAS4597:MRG:4:250096617,201
SEEDGWAS4598:MRG:4:250096623,252
SEEDGWAS4599:MRG:4:250096624,278
SEEDGWAS46:MRG:4:250054477,198
SEEDGWAS460:MRG:4:250059226,NA
SEEDGWAS4600:MRG:4:250096625,280
SEEDGWAS4601:MRG:4:250096626,210
SEEDGWAS4603:MRG:4:250096628,258
SEEDGWAS4604:MRG:4:250096632,NA
SEEDGWAS4605:MRG:4:250096633,251
SEEDGWAS4606:MRG:4:250096635,242
SEEDGWAS4607:MRG:4:250096636,231
SEEDGWAS4608:MRG:4:250096637,259
SEEDGWAS4609:MRG:4:250096638,NA
SEEDGWAS461:MRG:4:250059227,223
SEEDGWAS4610:MRG:4:250096640,282
SEEDGWAS4611:MRG:4:250096642,225
SEEDGWAS4613:MRG:4:250096645,299
SEEDGWAS4614:MRG:4:250096647,NA
SEEDGWAS4615:MRG:4:250096648,221
SEEDGWAS4616:MRG:4:250096649,301
SEEDGWAS4617:MRG:4:250096651,286
SEEDGWAS4618:MRG:4:250096653,293
SEEDGWAS4619:MRG:4:250096656,230
SEEDGWAS462:MRG:4:250059228,233
SEEDGWAS4620:MRG:4:250096657,283
SEEDGWAS4621:MRG:4:250096659,NA
SEEDGWAS4622:MRG:4:250096661,249
SEEDGWAS4623:MRG:4:250096662,NA
SEEDGWAS4624:MRG:4:250096666,199
SEEDGWAS4625:MRG:4:250096667,277
SEEDGWAS4627:MRG:4:250096671,206
SEEDGWAS4628:MRG:4:250096674,214
SEEDGWAS4629:MRG:4:250096676,263
SEEDGWAS4630:MRG:4:250096677,244
SEEDGWAS4631:MRG:4:250096679,253
SEEDGWAS4632:MRG:4:250096681,283
SEEDGWAS4633:MRG:4:250096683,293
SEEDGWAS4634:MRG:4:250096684,235
SEEDGWAS4635:MRG:4:250096686,272
SEEDGWAS4636:MRG:4:250096687,277
SEEDGWAS4636:MRG:4:250096688,277
SEEDGWAS4638:MRG:4:250096689,282
SEEDGWAS4639:MRG:4:250096691,298
SEEDGWAS4640:MRG:4:250096693,NA
SEEDGWAS4641:MRG:4:250096694,230
SEEDGWAS4642:MRG:4:250096695,209
SEEDGWAS4643:MRG:4:250096699,260
SEEDGWAS4644:MRG:4:250096700,NA
SEEDGWAS4645:MRG:4:250096734,242
SEEDGWAS4646:MRG:4:250096736,NA
SEEDGWAS4647:MRG:4:250096737,234
SEEDGWAS4648:MRG:4:250096738,224
SEEDGWAS4649:MRG:4:250096739,295
SEEDGWAS4650:MRG:4:250096740,252
SEEDGWAS4651:MRG:4:250096742,278
SEEDGWAS4652:MRG:4:250096743,278
SEEDGWAS4653:MRG:4:250096744,216
SEEDGWAS4654:MRG:4:250096745,277
SEEDGWAS4655:MRG:4:250096746,171
SEEDGWAS4656:MRG:4:250096747,201
SEEDGWAS4657:MRG:4:250096748,214
SEEDGWAS4658:MRG:4:250096750,201
SEEDGWAS4659:MRG:4:250096751,205
SEEDGWAS4660:MRG:4:250096752,261
SEEDGWAS4661:MRG:4:250096753,263
SEEDGWAS4662:MRG:4:250096754,243
SEEDGWAS4663:MRG:4:250096756,250
SEEDGWAS4664:MRG:4:250096757,281
SEEDGWAS4665:MRG:4:250096758,303
SEEDGWAS4666:MRG:4:250096760,298
SEEDGWAS4667:MRG:4:250096761,312
SEEDGWAS4667:MRG:4:250096762,312
SEEDGWAS4668:MRG:4:250096764,283
SEEDGWAS4669:MRG:4:250096765,253
SEEDGWAS4669:MRG:4:250096766,253
SEEDGWAS4669:MRG:4:250096768,253
SEEDGWAS467:MRG:4:250059232,NA
SEEDGWAS4670:MRG:4:250096767,NA
SEEDGWAS4670:MRG:4:250096769,NA
SEEDGWAS4672:MRG:4:250096770,278
SEEDGWAS4674:MRG:4:250096772,201
SEEDGWAS4675:MRG:4:250096773,NA
SEEDGWAS4676:MRG:4:250096774,303
SEEDGWAS4677:MRG:4:250096775,204
SEEDGWAS4678:MRG:4:250096776,201
SEEDGWAS4679:MRG:4:250096777,NA
SEEDGWAS4680:MRG:4:250096779,213
SEEDGWAS4681:MRG:4:250096780,201
SEEDGWAS4682:MRG:4:250096781,267
SEEDGWAS4684:MRG:4:250096785,234
SEEDGWAS4685:MRG:4:250096787,197
SEEDGWAS4686:MRG:4:250096789,NA
SEEDGWAS4687:MRG:4:250096790,NA
SEEDGWAS4688:MRG:4:250096795,NA
SEEDGWAS4689:MRG:4:250096797,243
SEEDGWAS469:MRG:4:250059233,287
SEEDGWAS4690:MRG:4:250096798,278
SEEDGWAS4691:MRG:4:250096800,NA
SEEDGWAS4692:MRG:4:250096801,243
SEEDGWAS4693:MRG:4:250096802,233
SEEDGWAS4695:MRG:4:250096804,265
SEEDGWAS4696:MRG:4:250096805,259
SEEDGWAS4697:MRG:4:250096806,220
SEEDGWAS4698:MRG:4:250096807,298
SEEDGWAS4699:MRG:4:250096808,236
SEEDGWAS470:MRG:4:250059234,NA
SEEDGWAS4700:MRG:4:250096809,297
SEEDGWAS4701:MRG:4:250096810,NA
SEEDGWAS4702:MRG:4:250096814,233
SEEDGWAS4703:MRG:4:250096815,248
SEEDGWAS4704:MRG:4:250096816,221
SEEDGWAS4705:MRG:4:250096817,221
SEEDGWAS4706:MRG:4:250096818,225
SEEDGWAS4707:MRG:4:250096819,334
SEEDGWAS4708:MRG:4:250096820,NA
SEEDGWAS4708:MRG:4:250096821,NA
SEEDGWAS4709:MRG:4:250096822,221
SEEDGWAS471:MRG:4:250059235,287
SEEDGWAS4710:MRG:4:250096823,218
SEEDGWAS4711:MRG:4:250096824,218
SEEDGWAS4712:MRG:4:250096825,NA
SEEDGWAS4713:MRG:4:250096827,208
SEEDGWAS4714:MRG:4:250096859,208
SEEDGWAS4715:MRG:4:250096860,NA
SEEDGWAS4716:MRG:4:250096861,270
SEEDGWAS4717:MRG:4:250096864,234
SEEDGWAS4718:MRG:4:250096865,208
SEEDGWAS4719:MRG:4:250096866,208
SEEDGWAS4720:MRG:4:250096867,208
SEEDGWAS4721:MRG:4:250096868,NA
SEEDGWAS4722:MRG:4:250096872,231
SEEDGWAS4723:MRG:4:250096875,220
SEEDGWAS4724:MRG:4:250096877,228
SEEDGWAS4725:MRG:4:250096879,192
SEEDGWAS4726:MRG:4:250096880,197
SEEDGWAS4727:MRG:4:250096883,220
SEEDGWAS4728:MRG:4:250096884,220
SEEDGWAS4729:MRG:4:250096885,262
SEEDGWAS4730:MRG:4:250096886,253
SEEDGWAS4731:MRG:4:250096887,254
SEEDGWAS4732:MRG:4:250096888,240
SEEDGWAS4733:MRG:4:250096889,282
SEEDGWAS4734:MRG:4:250096890,249
SEEDGWAS4735:MRG:4:250096891,221
SEEDGWAS4736:MRG:4:250096894,NA
SEEDGWAS4737:MRG:4:250096897,216
SEEDGWAS4738:MRG:4:250096899,231
SEEDGWAS4739:MRG:4:250096900,282
SEEDGWAS4740:MRG:4:250096901,238
SEEDGWAS4741:MRG:4:250096903,254
SEEDGWAS4742:MRG:4:250096904,255
SEEDGWAS4743:MRG:4:250096906,221
SEEDGWAS4744:MRG:4:250096907,256
SEEDGWAS4745:MRG:4:250096909,NA
SEEDGWAS4746:MRG:4:250096910,216
SEEDGWAS4747:MRG:4:250096912,NA
SEEDGWAS4748:MRG:4:250096914,282
SEEDGWAS4749:MRG:4:250096915,281
SEEDGWAS4750:MRG:4:250096916,270
SEEDGWAS4751:MRG:4:250096920,211
SEEDGWAS4751:MRG:4:250096921,211
SEEDGWAS4752:MRG:4:250096923,268
SEEDGWAS4753:MRG:4:250096925,232
SEEDGWAS4754:MRG:4:250096926,217
SEEDGWAS4755:MRG:4:250096927,230
SEEDGWAS4756:MRG:4:250096929,205
SEEDGWAS4757:MRG:4:250096930,270
SEEDGWAS4758:MRG:4:250096931,257
SEEDGWAS4759:MRG:4:250096932,272
SEEDGWAS476:MRG:4:250059237,202
SEEDGWAS4760:MRG:4:250096933,217
SEEDGWAS4761:MRG:4:250096934,270
SEEDGWAS4762:MRG:4:250096935,247
SEEDGWAS4763:MRG:4:250096936,NA
SEEDGWAS4764:MRG:4:250096937,251
SEEDGWAS4765:MRG:4:250096938,187
SEEDGWAS4766:MRG:4:250096939,252
SEEDGWAS4767:MRG:4:250096940,254
SEEDGWAS4768:MRG:4:250096941,254
SEEDGWAS4769:MRG:4:250096946,NA
SEEDGWAS477:MRG:4:250059238,253
SEEDGWAS4770:MRG:4:250096947,287
SEEDGWAS4771:MRG:4:250096949,NA
SEEDGWAS4772:MRG:4:250096952,299
SEEDGWAS4773:MRG:4:250096953,263
SEEDGWAS4774:MRG:4:250104987,255
SEEDGWAS4775:MRG:4:250104991,184
SEEDGWAS4776:MRG:4:250104992,278
SEEDGWAS4777:MRG:4:250104993,278
SEEDGWAS4778:MRG:4:250104995,287
SEEDGWAS4779:MRG:4:250104998,255
SEEDGWAS478:MRG:4:250059239,215
SEEDGWAS4780:MRG:4:250104999,283
SEEDGWAS4781:MRG:4:250105000,NA
SEEDGWAS4782:MRG:4:250105001,287
SEEDGWAS4783:MRG:4:250105003,259
SEEDGWAS4784:MRG:4:250105004,288
SEEDGWAS4785:MRG:4:250105005,242
SEEDGWAS4786:MRG:4:250105007,NA
SEEDGWAS4787:MRG:4:250105008,241
SEEDGWAS4788:MRG:4:250105009,264
SEEDGWAS4789:MRG:4:250105010,278
SEEDGWAS479:MRG:4:250059271,377
SEEDGWAS4790:MRG:4:250105011,NA
SEEDGWAS4791:MRG:4:250105014,287
SEEDGWAS4792:MRG:4:250105020,NA
SEEDGWAS4793:MRG:4:250105021,216
SEEDGWAS4794:MRG:4:250105022,229
SEEDGWAS4795:MRG:4:250105023,273
SEEDGWAS4796:MRG:4:250105024,NA
SEEDGWAS4797:MRG:4:250105025,254
SEEDGWAS4798:MRG:4:250105027,268
SEEDGWAS4799:MRG:4:250105029,216
SEEDGWAS48:MRG:4:250054478,222
SEEDGWAS480:MRG:4:250059272,298
SEEDGWAS4800:MRG:4:250105031,241
SEEDGWAS4801:MRG:4:250105032,244
SEEDGWAS4802:MRG:4:250105033,257
SEEDGWAS4803:MRG:4:250105034,264
SEEDGWAS4804:MRG:4:250105037,275
SEEDGWAS4805:MRG:4:250105040,169
SEEDGWAS4806:MRG:4:250105041,174
SEEDGWAS4807:MRG:4:250105043,247
SEEDGWAS4808:MRG:4:250105044,230
SEEDGWAS4809:MRG:4:250105045,249
SEEDGWAS481:MRG:4:250059273,293
SEEDGWAS4810:MRG:4:250105047,264
SEEDGWAS4811:MRG:4:250105051,295
SEEDGWAS4812:MRG:4:250105052,269
SEEDGWAS4813:MRG:4:250105053,NA
SEEDGWAS4814:MRG:4:250105054,287
SEEDGWAS4815:MRG:4:250105055,277
SEEDGWAS4816:MRG:4:250105057,NA
SEEDGWAS4817:MRG:4:250105061,NA
SEEDGWAS4818:MRG:4:250105063,NA
SEEDGWAS4819:MRG:4:250105068,290
SEEDGWAS482:MRG:4:250059274,236
SEEDGWAS4820:MRG:4:250105070,220
SEEDGWAS4821:MRG:4:250105071,204
SEEDGWAS4822:MRG:4:250105072,240
SEEDGWAS4823:MRG:4:250105073,295
SEEDGWAS4824:MRG:4:250105074,295
SEEDGWAS4825:MRG:4:250105077,NA
SEEDGWAS4826:MRG:4:250105078,212
SEEDGWAS4827:MRG:4:250105079,213
SEEDGWAS4828:MRG:4:250105080,NA
SEEDGWAS4829:MRG:4:250105113,212
SEEDGWAS483:MRG:4:250059275,298
SEEDGWAS4830:MRG:4:250105116,227
SEEDGWAS4831:MRG:4:250105118,241
SEEDGWAS4832:MRG:4:250105119,241
SEEDGWAS4833:MRG:4:250105120,241
SEEDGWAS4834:MRG:4:250105121,241
SEEDGWAS4835:MRG:4:250105122,256
SEEDGWAS4836:MRG:4:250105123,277
SEEDGWAS4837:MRG:4:250105124,NA
SEEDGWAS4838:MRG:4:250105125,NA
SEEDGWAS4839:MRG:4:250105126,NA
SEEDGWAS484:MRG:4:250059276,311
SEEDGWAS4840:MRG:4:250105127,287
SEEDGWAS4841:MRG:4:250105128,180
SEEDGWAS4842:MRG:4:250105129,166
SEEDGWAS4843:MRG:4:250105130,158
SEEDGWAS4844:MRG:4:250105132,176
SEEDGWAS4845:MRG:4:250105133,161
SEEDGWAS4847:MRG:4:250105135,277
SEEDGWAS4848:MRG:4:250105136,210
SEEDGWAS4849:MRG:4:250105137,210
SEEDGWAS4850:MRG:4:250105139,186
SEEDGWAS4851:MRG:4:250105140,243
SEEDGWAS4852:MRG:4:250105141,250
SEEDGWAS4853:MRG:4:250105145,290
SEEDGWAS4854:MRG:4:250105146,290
SEEDGWAS4855:MRG:4:250105147,290
SEEDGWAS4856:MRG:4:250105148,258
SEEDGWAS4857:MRG:4:250105150,245
SEEDGWAS4858:MRG:4:250105151,196
SEEDGWAS4859:MRG:4:250105152,223
SEEDGWAS486:MRG:4:250059278,228
SEEDGWAS4860:MRG:4:250105153,196
SEEDGWAS4861:MRG:4:250105155,267
SEEDGWAS4862:MRG:4:250105157,245
SEEDGWAS4863:MRG:4:250105158,252
SEEDGWAS4864:MRG:4:250105159,288
SEEDGWAS4865:MRG:4:250105160,288
SEEDGWAS4866:MRG:4:250105162,255
SEEDGWAS4867:MRG:4:250105163,243
SEEDGWAS4868:MRG:4:250105166,240
SEEDGWAS4869:MRG:4:250105169,300
SEEDGWAS487:MRG:4:250059279,239
SEEDGWAS4870:MRG:4:250105171,231
SEEDGWAS4870:MRG:4:250105172,231
SEEDGWAS4871:MRG:4:250105175,238
SEEDGWAS4872:MRG:4:250105176,238
SEEDGWAS4873:MRG:4:250105177,NA
SEEDGWAS4874:MRG:4:250105181,220
SEEDGWAS4875:MRG:4:250105186,210
SEEDGWAS4876:MRG:4:250105187,210
SEEDGWAS4877:MRG:4:250105191,249
SEEDGWAS4878:MRG:4:250105193,NA
SEEDGWAS4879:MRG:4:250105194,241
SEEDGWAS488:MRG:4:250059280,229
SEEDGWAS4880:MRG:4:250105195,192
SEEDGWAS4883:MRG:4:250096166,226
SEEDGWAS4884:MRG:4:250096167,232
SEEDGWAS4885:MRG:4:250096311,224
SEEDGWAS4886:MRG:4:250095971,223
SEEDGWAS4887:MRG:4:250095984,193
SEEDGWAS4889:MRG:4:250096015,181
SEEDGWAS489:MRG:4:250059281,198
SEEDGWAS4890:MRG:4:250096021,238
SEEDGWAS4891:MRG:4:250096153,230
SEEDGWAS4893:MRG:4:250096763,297
SEEDGWAS4894:MRG:4:250096908,NA
SEEDGWAS4895:MRG:4:250105038,207
SEEDGWAS4896:MRG:4:250105039,207
SEEDGWAS4899:MRG:4:250095988,NA
SEEDGWAS49:MRG:4:250054479,218
SEEDGWAS490:MRG:4:250059282,205
SEEDGWAS4900:MRG:4:250095989,279
SEEDGWAS4901:MRG:4:250095997,239
SEEDGWAS4903:MRG:4:250096002,243
SEEDGWAS4904:MRG:4:250096005,NA
SEEDGWAS4905:MRG:4:250096010,184
SEEDGWAS4906:MRG:4:250096017,261
SEEDGWAS4907:MRG:4:250096050,257
SEEDGWAS4908:MRG:4:250096098,NA
SEEDGWAS4909:MRG:4:250096099,238
SEEDGWAS491:MRG:4:250059283,209
SEEDGWAS4911:MRG:4:250096126,279
SEEDGWAS4912:MRG:4:250096130,221
SEEDGWAS4914:MRG:4:250096136,246
SEEDGWAS4915:MRG:4:250096137,NA
SEEDGWAS4916:MRG:4:250096141,NA
SEEDGWAS4917:MRG:4:250096142,NA
SEEDGWAS4918:MRG:4:250096143,251
SEEDGWAS4919:MRG:4:250096150,296
SEEDGWAS492:MRG:4:250059284,266
SEEDGWAS4920:MRG:4:250096157,NA
SEEDGWAS4921:MRG:4:250096159,252
SEEDGWAS4922:MRG:4:250096160,NA
SEEDGWAS4923:MRG:4:250096169,256
SEEDGWAS4924:MRG:4:250096236,205
SEEDGWAS4925:MRG:4:250096241,217
SEEDGWAS4926:MRG:4:250096256,199
SEEDGWAS4927:MRG:4:250096280,214
SEEDGWAS4928:MRG:4:250096281,214
SEEDGWAS4929:MRG:4:250096292,269
SEEDGWAS493:MRG:4:250059285,275
SEEDGWAS4930:MRG:4:250096304,261
SEEDGWAS4931:MRG:4:250096307,NA
SEEDGWAS4931:MRG:4:250096308,NA
SEEDGWAS4932:MRG:4:250096313,205
SEEDGWAS4933:MRG:4:250096524,219
SEEDGWAS4935:MRG:4:250096546,249
SEEDGWAS4936:MRG:4:250096550,277
SEEDGWAS4937:MRG:4:250096552,244
SEEDGWAS4938:MRG:4:250096630,268
SEEDGWAS4939:MRG:4:250096631,281
SEEDGWAS4940:MRG:4:250096643,199
SEEDGWAS4941:MRG:4:250096650,277
SEEDGWAS4942:MRG:4:250096682,220
SEEDGWAS4943:MRG:4:250096698,210
SEEDGWAS4944:MRG:4:250096782,322
SEEDGWAS4945:MRG:4:250096786,260
SEEDGWAS4946:MRG:4:250096826,258
SEEDGWAS4947:MRG:4:250096862,218
SEEDGWAS4948:MRG:4:250096871,218
SEEDGWAS4949:MRG:4:250096874,220
SEEDGWAS4950:MRG:4:250096878,225
SEEDGWAS4951:MRG:4:250096895,258
SEEDGWAS4952:MRG:4:250096896,NA
SEEDGWAS4953:MRG:4:250096924,272
SEEDGWAS4954:MRG:4:250104997,213
SEEDGWAS4955:MRG:4:250105016,213
SEEDGWAS4956:MRG:4:250105018,196
SEEDGWAS4957:MRG:4:250105115,242
SEEDGWAS4958:MRG:4:250105131,191
SEEDGWAS4960:MRG:4:250095991,264
SEEDGWAS4964:MRG:4:250096037,337
SEEDGWAS4965:MRG:4:250096038,299
SEEDGWAS4966:MRG:4:250096044,299
SEEDGWAS4967:MRG:4:250096047,268
SEEDGWAS4968:MRG:4:250096049,NA
SEEDGWAS4971:MRG:4:250096119,206
SEEDGWAS4972:MRG:4:250096128,280
SEEDGWAS4973:MRG:4:250096156,240
SEEDGWAS4974:MRG:4:250096162,295
SEEDGWAS4975:MRG:4:250096175,295
SEEDGWAS4976:MRG:4:250096176,281
SEEDGWAS4977:MRG:4:250096179,298
SEEDGWAS4978:MRG:4:250096183,283
SEEDGWAS4980:MRG:4:250096224,229
SEEDGWAS4980:MRG:4:250096225,229
SEEDGWAS4981:MRG:4:250096230,239
SEEDGWAS4982:MRG:4:250096231,239
SEEDGWAS4983:MRG:4:250096232,187
SEEDGWAS4984:MRG:4:250096248,223
SEEDGWAS4985:MRG:4:250096253,201
SEEDGWAS4986:MRG:4:250096258,240
SEEDGWAS4986:MRG:4:250096259,240
SEEDGWAS4988:MRG:4:250096265,246
SEEDGWAS4989:MRG:4:250096276,236
SEEDGWAS4990:MRG:4:250096286,230
SEEDGWAS4991:MRG:4:250096293,261
SEEDGWAS4992:MRG:4:250096301,259
SEEDGWAS4993:MRG:4:250096316,272
SEEDGWAS4994:MRG:4:250096353,NA
SEEDGWAS4995:MRG:4:250096356,NA
SEEDGWAS4996:MRG:4:250096357,NA
SEEDGWAS4997:MRG:4:250096361,NA
SEEDGWAS4998:MRG:4:250096362,247
SEEDGWAS4999:MRG:4:250096363,200
SEEDGWAS5:MRG:4:250054449,174
SEEDGWAS500:MRG:4:250059293,194
SEEDGWAS5000:MRG:4:250096364,258
SEEDGWAS5001:MRG:4:250096367,NA
SEEDGWAS5002:MRG:4:250096369,254
SEEDGWAS5003:MRG:4:250096380,244
SEEDGWAS5004:MRG:4:250096383,264
SEEDGWAS5005:MRG:4:250096386,216
SEEDGWAS5006:MRG:4:250096387,NA
SEEDGWAS5007:MRG:4:250096390,NA
SEEDGWAS5008:MRG:4:250096394,NA
SEEDGWAS5009:MRG:4:250096395,220
SEEDGWAS501:MRG:4:250059294,237
SEEDGWAS5010:MRG:4:250096397,241
SEEDGWAS5011:MRG:4:250096413,277
SEEDGWAS5012:MRG:4:250096414,277
SEEDGWAS5013:MRG:4:250096427,NA
SEEDGWAS5014:MRG:4:250096437,299
SEEDGWAS5015:MRG:4:250096440,283
SEEDGWAS5016:MRG:4:250096441,283
SEEDGWAS5017:MRG:4:250096442,283
SEEDGWAS5018:MRG:4:250096444,276
SEEDGWAS5019:MRG:4:250096445,NA
SEEDGWAS502:MRG:4:250059295,344
SEEDGWAS5020:MRG:4:250096446,NA
SEEDGWAS5022:MRG:4:250096487,NA
SEEDGWAS5023:MRG:4:250096492,299
SEEDGWAS5023:MRG:4:250096493,299
SEEDGWAS5024:MRG:4:250096514,257
SEEDGWAS5025:MRG:4:250096516,204
SEEDGWAS5026:MRG:4:250096519,NA
SEEDGWAS5027:MRG:4:250096528,267
SEEDGWAS5028:MRG:4:250096547,NA
SEEDGWAS5029:MRG:4:250096558,287
SEEDGWAS503:MRG:4:250059296,344
SEEDGWAS5030:MRG:4:250096561,256
SEEDGWAS5031:MRG:4:250096569,NA
SEEDGWAS5032:MRG:4:250096607,239
SEEDGWAS5033:MRG:4:250096608,239
SEEDGWAS5034:MRG:4:250096609,292
SEEDGWAS5035:MRG:4:250096618,210
SEEDGWAS5036:MRG:4:250096619,NA
SEEDGWAS5037:MRG:4:250096621,210
SEEDGWAS5038:MRG:4:250096622,NA
SEEDGWAS5039:MRG:4:250096641,263
SEEDGWAS504:MRG:4:250059297,344
SEEDGWAS5040:MRG:4:250096646,NA
SEEDGWAS5041:MRG:4:250096652,282
SEEDGWAS5042:MRG:4:250096654,NA
SEEDGWAS5043:MRG:4:250096655,251
SEEDGWAS5044:MRG:4:250096658,283
SEEDGWAS5045:MRG:4:250096660,282
SEEDGWAS5046:MRG:4:250096664,NA
SEEDGWAS5046:MRG:4:250096665,NA
SEEDGWAS5047:MRG:4:250096668,206
SEEDGWAS5048:MRG:4:250096680,NA
SEEDGWAS5049:MRG:4:250096685,251
SEEDGWAS5050:MRG:4:250096690,299
SEEDGWAS5051:MRG:4:250096692,282
SEEDGWAS5052:MRG:4:250096696,268
SEEDGWAS5052:MRG:4:250096697,268
SEEDGWAS5053:MRG:4:250096732,261
SEEDGWAS5054:MRG:4:250096733,276
SEEDGWAS5055:MRG:4:250096735,242
SEEDGWAS5056:MRG:4:250096749,233
SEEDGWAS5057:MRG:4:250096778,249
SEEDGWAS5058:MRG:4:250096788,230
SEEDGWAS506:MRG:4:250059298,298
SEEDGWAS5060:MRG:4:250096796,206
SEEDGWAS5061:MRG:4:250096799,242
SEEDGWAS5062:MRG:4:250096812,206
SEEDGWAS5063:MRG:4:250096813,248
SEEDGWAS5064:MRG:4:250096863,NA
SEEDGWAS5065:MRG:4:250096869,NA
SEEDGWAS5066:MRG:4:250096873,224
SEEDGWAS5067:MRG:4:250096876,220
SEEDGWAS5068:MRG:4:250096893,276
SEEDGWAS5069:MRG:4:250096913,281
SEEDGWAS507:MRG:4:250059299,311
SEEDGWAS5070:MRG:4:250096917,196
SEEDGWAS5071:MRG:4:250096918,196
SEEDGWAS5072:MRG:4:250096919,231
SEEDGWAS5073:MRG:4:250096922,264
SEEDGWAS5074:MRG:4:250096928,265
SEEDGWAS5075:MRG:4:250096943,295
SEEDGWAS5076:MRG:4:250096944,NA
SEEDGWAS5077:MRG:4:250096945,290
SEEDGWAS5078:MRG:4:250096948,NA
SEEDGWAS5079:MRG:4:250096950,NA
SEEDGWAS508:MRG:4:250059300,377
SEEDGWAS5080:MRG:4:250096951,295
SEEDGWAS5081:MRG:4:250096954,NA
SEEDGWAS5082:MRG:4:250104986,285
SEEDGWAS5083:MRG:4:250104989,NA
SEEDGWAS5084:MRG:4:250104990,NA
SEEDGWAS5085:MRG:4:250104994,NA
SEEDGWAS5086:MRG:4:250105002,246
SEEDGWAS5087:MRG:4:250105006,NA
SEEDGWAS5088:MRG:4:250105012,278
SEEDGWAS5089:MRG:4:250105013,NA
SEEDGWAS509:MRG:4:250059301,298
SEEDGWAS5090:MRG:4:250105035,239
SEEDGWAS5091:MRG:4:250105049,295
SEEDGWAS5092:MRG:4:250105050,295
SEEDGWAS5093:MRG:4:250105056,269
SEEDGWAS5094:MRG:4:250105059,212
SEEDGWAS5095:MRG:4:250105060,240
SEEDGWAS5096:MRG:4:250105062,289
SEEDGWAS5097:MRG:4:250105064,NA
SEEDGWAS5098:MRG:4:250105065,278
SEEDGWAS5099:MRG:4:250105067,269
SEEDGWAS510:MRG:4:250059302,266
SEEDGWAS5100:MRG:4:250105075,274
SEEDGWAS5101:MRG:4:250105076,289
SEEDGWAS5103:MRG:4:250105138,230
SEEDGWAS5104:MRG:4:250105143,243
SEEDGWAS5105:MRG:4:250105144,276
SEEDGWAS5106:MRG:4:250105149,252
