,barley_PC1,barley_PC2,barley_PC3,barley_ph,barley_cec,barley_ph,barley_am_rel_abundance_colonization,barley_am_roots_colonized,barley_soilN
BRIDGE_HOR_18455,-0.270754346,-4.853302848,1.007403108,79,180,79,NA,NA,110
BRIDGE_HOR_18456,-0.270754346,-4.853302848,1.007403108,79,198,79,NA,NA,123
BRIDGE_HOR_18468,-0.409174457,-4.69927958,0.838626454,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_18472,-0.270754346,-4.853302848,1.007403108,79,180,79,NA,NA,110
BRIDGE_HOR_20122,-0.409174457,-4.69927958,0.838626454,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_14112,-0.29122578,-4.844710732,0.835874988,78,237,78,NA,NA,176
BRIDGE_HOR_21600,-0.29122578,-4.844710732,0.835874988,78,237,78,NA,NA,176
BRIDGE_HOR_21556,-0.382449946,-4.794841341,0.794920781,80,193,80,NA,NA,133
BRIDGE_HOR_21546,-0.290446105,-4.900983375,0.935683523,79,187,79,NA,NA,145
BRIDGE_HOR_21571,-0.290446105,-4.900983375,0.935683523,79,187,79,NA,NA,145
BRIDGE_BCC_189,-0.233915356,-4.998951682,1.036885798,79,199,79,NA,NA,149
BRIDGE_HOR_19788,-0.233915356,-4.998951682,1.036885798,79,199,79,NA,NA,149
BRIDGE_HOR_21559,-0.233915356,-4.998951682,1.036885798,78,212,78,NA,NA,143
BRIDGE_HOR_21560,-0.233915356,-4.998951682,1.036885798,78,212,78,NA,NA,143
BRIDGE_HOR_14121,-0.266054091,-4.876380243,0.924053315,79,268,79,NA,NA,129
BRIDGE_HOR_21553,-0.266054091,-4.876380243,0.924053315,79,268,79,NA,NA,129
BRIDGE_HOR_19786,-0.304892977,-4.876736634,0.854774425,82,151,82,NA,NA,131
BRIDGE_HOR_19789,-0.228910438,-4.856662475,0.974011042,78,298,78,NA,NA,143
BRIDGE_HOR_19818,-0.228910438,-4.856662475,0.974011042,78,298,78,NA,NA,143
BRIDGE_HOR_20155,-0.275293787,-4.6255226,0.965890845,75,276,75,NA,NA,192
BRIDGE_HOR_21570,-0.275293787,-4.6255226,0.965890845,75,276,75,NA,NA,192
BRIDGE_HOR_14108,-0.266666389,-4.62976513,0.99612032,75,303,75,NA,NA,230
BRIDGE_HOR_21582,-0.266666389,-4.62976513,0.99612032,75,303,75,NA,NA,230
BRIDGE_BCC_212,-0.491791223,-5.019995393,0.68792671,80,151,80,NA,NA,121
BTR_FT555,2.064701605,-1.37100318,-0.779771379,69,290,69,NA,NA,379
BRIDGE_HOR_9608,1.219379083,3.872946372,-3.22030274,56,315,56,0.336222887,0.433281809,703
BRIDGE_HOR_9607,1.219379083,3.872946372,-3.22030274,57,331,57,0.336222887,0.433281809,717
BRIDGE_HOR_10357,0.946162974,4.233349959,-3.687311403,60,289,60,NA,NA,652
BRIDGE_HOR_9614,0.946162974,4.233349959,-3.687311403,60,289,60,NA,NA,652
BRIDGE_HOR_9615,0.946162974,4.233349959,-3.687311403,60,289,60,NA,NA,652
BRIDGE_HOR_9606,1.219379083,3.872946372,-3.22030274,58,342,58,0.336222887,0.433281809,649
BRIDGE_HOR_9613,1.219379083,3.872946372,-3.22030274,60,289,60,0.336222887,0.433281809,652
BRIDGE_HOR_9616,1.348604003,3.907408793,-3.192404499,57,310,57,0.336222887,0.433281809,724
BRIDGE_HOR_9617,1.348604003,3.907408793,-3.192404499,57,310,57,0.336222887,0.433281809,724
BRIDGE_HOR_9609,1.348604003,3.907408793,-3.192404499,60,337,60,0.336222887,0.433281809,541
BRIDGE_HOR_9816,-2.493350333,2.085228701,-3.920243316,NA,NA,NA,0.523103118,0.122625902,NA
BRIDGE_HOR_9610,2.128267333,4.67483518,-3.537212535,61,356,61,NA,0.038113769,620
BRIDGE_HOR_10889,1.171035947,1.086757156,-1.457723031,69,238,69,0.523103118,0.122625902,406
BRIDGE_HOR_10887,0.79387644,1.557580243,-1.957325911,60,243,60,0.516496301,0.2464073,597
BRIDGE_HOR_10989,0.79387644,1.557580243,-1.957325911,60,243,60,0.516496301,0.2464073,597
BRIDGE_HOR_10358,1.683972757,4.522797863,-3.609912303,51,306,51,NA,0.044120409,725
BRIDGE_HOR_10359,1.683972757,4.522797863,-3.609912303,51,306,51,NA,0.044120409,725
BRIDGE_HOR_9621,1.683972757,4.522797863,-3.609912303,51,306,51,NA,0.044120409,725
BRIDGE_HOR_9867,1.683972757,4.522797863,-3.609912303,51,306,51,NA,0.044120409,725
BRIDGE_HOR_9868,1.683972757,4.522797863,-3.609912303,51,306,51,NA,0.044120409,725
BRIDGE_HOR_10360,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_9622,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_9623,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_9624,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_9625,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_9869,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_9870,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_10361,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_10464,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_10465,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_10466,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_10467,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_9626,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_9628,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_9629,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_HOR_9871,1.683972757,4.522797863,-3.609912303,55,319,55,NA,0.044120409,671
BRIDGE_BCC_252,3.522160527,-0.281844329,-0.112419179,70,284,70,NA,NA,363
BRIDGE_HOR_9630,-0.530621261,2.652067036,-4.029877037,59,336,59,NA,NA,705
BRIDGE_HOR_10974,2.139596205,0.621770913,-0.584432926,NA,NA,NA,NA,NA,NA
BRIDGE_BCC_91,-1.432653713,-4.621970838,0.491515302,73,304,73,NA,NA,238
BRIDGE_HOR_10971,2.467687375,1.76076416,-1.408822442,NA,NA,NA,0.530736446,0.148931205,NA
BRIDGE_HOR_10546,0.248548148,1.689065111,-3.016852597,61,260,61,0.523103118,0.122625902,597
BRIDGE_HOR_10972,2.39651426,1.478698352,-1.152982291,NA,NA,NA,0.369552344,0.094991498,NA
BRIDGE_HOR_10973,2.39651426,1.478698352,-1.152982291,NA,NA,NA,0.369552344,0.094991498,NA
BRIDGE_HOR_17837,-3.211716608,-3.406854451,1.947744851,80,211,80,NA,0.03747461,227
BRIDGE_HOR_18848,-3.393756535,-3.29924842,1.763117443,80,239,80,NA,NA,199
BRIDGE_HOR_10970,-0.561047946,1.333593013,-3.419239279,66,265,66,NA,NA,419
BRIDGE_HOR_20183,-2.058798581,-2.060215068,2.643479004,80,257,80,NA,NA,130
BRIDGE_HOR_17774,-3.717387865,-1.857769673,1.909378879,NA,NA,NA,NA,0.03747461,NA
BRIDGE_HOR_10885,0.855689217,1.511117189,-1.159381186,66,223,66,0.523103118,0.122625902,426
BRIDGE_HOR_10886,0.855689217,1.511117189,-1.159381186,66,223,66,0.523103118,0.122625902,426
BTR_FT414,-2.180055721,-2.247761024,2.504615945,NA,NA,NA,0.406967193,0.108698398,NA
BTR_FT539,1.68064717,-1.878314604,-0.620825168,72,277,72,NA,NA,427
BRIDGE_HOR_10883,0.855689217,1.511117189,-1.159381186,61,261,61,0.523103118,0.122625902,572
BRIDGE_HOR_10884,0.855689217,1.511117189,-1.159381186,61,261,61,0.523103118,0.122625902,572
BRIDGE_HOR_7499,-1.427205862,-5.424676251,0.753427189,77,229,77,NA,NA,146
BRIDGE_HOR_10879,0.682133442,1.198968216,-0.93000848,63,279,63,0.523103118,0.122625902,499
BRIDGE_HOR_10880,0.682133442,1.198968216,-0.93000848,63,279,63,0.523103118,0.122625902,499
BRIDGE_HOR_10881,0.306499599,-0.444444805,-0.964702797,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_10882,0.306499599,-0.444444805,-0.964702797,NA,NA,NA,NA,NA,NA
BRIDGE_BCC_89,-1.091091787,-5.988183647,0.9221144,79,146,79,NA,NA,98
BRIDGE_HOR_10878,0.730056716,0.614056301,-0.48835453,65,257,65,0.523103118,0.122625902,356
BRIDGE_BCC_87,-0.536416374,-3.092444932,-0.013675747,74,297,74,NA,NA,370
BRIDGE_HOR_10705,1.738649981,3.820083893,-2.975606486,65,313,65,0.484887421,0.258987188,544
BRIDGE_BCC_96,-1.07567926,-5.829556967,1.107381458,79,154,79,NA,NA,125
BRIDGE_HOR_10590,0.420287818,0.271420528,-0.705296432,NA,NA,NA,0.523103118,0.122625902,NA
BRIDGE_HOR_4265,1.154963267,-2.795233465,-0.383594951,78,198,78,NA,NA,186
BRIDGE_HOR_8480,0.198149268,-0.620214542,-0.691250365,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_8273,0.332332762,-0.761566497,-0.405697186,68,263,68,NA,NA,331
BRIDGE_HOR_8274,0.332332762,-0.761566497,-0.405697186,68,263,68,NA,NA,331
BRIDGE_HOR_10591,0.626549093,0.972024784,-0.791899773,61,238,61,0.523103118,0.122625902,448
BRIDGE_HOR_10648,1.724772657,3.454843858,-2.389384873,63,325,63,0.530736446,0.148931205,720
BRIDGE_HOR_10647,1.724772657,3.454843858,-2.389384873,63,325,63,0.530736446,0.148931205,720
BRIDGE_HOR_10646,1.958910247,3.494668203,-2.317760066,61,301,61,0.643727481,0.190036595,833
BRIDGE_HOR_10644,1.958910247,3.494668203,-2.317760066,63,314,63,0.643727481,0.190036595,550
BRIDGE_HOR_10645,1.958910247,3.494668203,-2.317760066,63,314,63,0.643727481,0.190036595,550
BRIDGE_HOR_10643,1.958910247,3.494668203,-2.317760066,58,283,58,0.643727481,0.190036595,748
BRIDGE_HOR_10775,1.958910247,3.494668203,-2.317760066,64,306,64,0.643727481,0.190036595,566
BRIDGE_HOR_10641,1.958910247,3.494668203,-2.317760066,65,265,65,0.643727481,0.190036595,607
BRIDGE_HOR_10742,1.958910247,3.494668203,-2.317760066,65,265,65,0.643727481,0.190036595,607
BRIDGE_HOR_10777,2.174577034,3.451800701,-2.083678072,64,274,64,NA,0.048005659,524
BRIDGE_HOR_10820,0.124148982,-0.080519388,-0.758699616,NA,NA,NA,0.523103118,0.122625902,NA
BRIDGE_HOR_10821,0.124148982,-0.080519388,-0.758699616,NA,NA,NA,0.523103118,0.122625902,NA
BRIDGE_HOR_10822,0.124148982,-0.080519388,-0.758699616,NA,NA,NA,0.523103118,0.122625902,NA
BRIDGE_HOR_10640,2.174577034,3.451800701,-2.083678072,65,250,65,NA,0.048005659,657
BRIDGE_HOR_10642,2.174577034,3.451800701,-2.083678072,64,267,64,NA,0.048005659,563
BRIDGE_HOR_10819,0.37390286,-0.00015491,-0.592911272,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_10824,0.018721551,-0.128010809,-0.61769286,60,216,60,NA,NA,475
BRIDGE_HOR_10823,0.018721551,-0.128010809,-0.61769286,68,228,68,NA,NA,387
BRIDGE_HOR_10758,2.232575931,2.608980689,-1.483125577,65,272,65,NA,0.048005659,584
BRIDGE_HOR_10894,2.232575931,2.608980689,-1.483125577,65,272,65,NA,0.048005659,584
BRIDGE_HOR_10746,2.232575931,2.608980689,-1.483125577,64,290,64,NA,0.048005659,658
BRIDGE_HOR_10747,2.232575931,2.608980689,-1.483125577,64,290,64,NA,0.048005659,658
BRIDGE_HOR_10748,2.232575931,2.608980689,-1.483125577,64,290,64,NA,0.048005659,658
BRIDGE_HOR_10749,2.232575931,2.608980689,-1.483125577,64,290,64,NA,0.048005659,658
BRIDGE_HOR_10750,2.232575931,2.608980689,-1.483125577,60,233,60,NA,0.048005659,602
BRIDGE_HOR_10751,2.232575931,2.608980689,-1.483125577,60,233,60,NA,0.048005659,602
BRIDGE_HOR_10754,2.319172944,2.941436488,-1.528884213,63,280,63,0.586571693,0.167876601,629
BRIDGE_HOR_10892,2.319172944,2.941436488,-1.528884213,64,247,64,0.586571693,0.167876601,681
BRIDGE_HOR_10895,2.319172944,2.941436488,-1.528884213,64,247,64,0.586571693,0.167876601,681
BRIDGE_HOR_10969,0.300632801,-0.890769232,-0.729258197,67,260,67,0.689655185,0.075534217,404
BRIDGE_HOR_11197,0.300632801,-0.890769232,-0.729258197,67,260,67,0.689655185,0.075534217,404
BRIDGE_BCC_67,1.380898151,-3.12765374,-0.229686038,NA,NA,NA,NA,NA,NA
BRIDGE_BCC_185,-2.791246554,-5.426914635,1.457580518,NA,NA,NA,NA,NA,NA
BRIDGE_BCC_28,0.83547015,0.108861953,-0.699882105,64,225,64,0.523103118,0.122625902,526
BRIDGE_HOR_2841,1.991391232,-2.470551963,-0.105509354,75,215,75,NA,NA,234
BRIDGE_HOR_2842,1.991391232,-2.470551963,-0.105509354,75,215,75,NA,NA,234
BRIDGE_HOR_2843,1.991391232,-2.470551963,-0.105509354,75,215,75,NA,NA,234
BRIDGE_HOR_2844,1.991391232,-2.470551963,-0.105509354,75,215,75,NA,NA,234
BRIDGE_HOR_2845,1.991391232,-2.470551963,-0.105509354,75,215,75,NA,NA,234
BRIDGE_HOR_2846,1.991391232,-2.470551963,-0.105509354,75,215,75,NA,NA,234
BRIDGE_HOR_2847,1.991391232,-2.470551963,-0.105509354,75,215,75,NA,NA,234
BRIDGE_HOR_2848,1.991391232,-2.470551963,-0.105509354,75,215,75,NA,NA,234
BRIDGE_HOR_2849,1.991391232,-2.470551963,-0.105509354,75,215,75,NA,NA,234
BRIDGE_HOR_2850,1.991391232,-2.470551963,-0.105509354,75,215,75,NA,NA,234
BRIDGE_HOR_2851,2.077435775,-1.715538066,-0.556212047,70,219,70,NA,NA,387
BRIDGE_HOR_2852,2.077435775,-1.715538066,-0.556212047,70,219,70,NA,NA,387
BRIDGE_HOR_2853,2.077435775,-1.715538066,-0.556212047,70,219,70,NA,NA,387
BRIDGE_HOR_2854,2.077435775,-1.715538066,-0.556212047,70,219,70,NA,NA,387
BRIDGE_HOR_2855,2.077435775,-1.715538066,-0.556212047,70,219,70,NA,NA,387
BRIDGE_HOR_2856,2.077435775,-1.715538066,-0.556212047,70,219,70,NA,NA,387
BRIDGE_BCC_82,1.810533594,-3.17206448,0.9286153,76,269,76,NA,NA,295
BRIDGE_HOR_3520,1.66324445,-2.803892845,0.743807296,75,249,75,NA,NA,307
BRIDGE_HOR_2771,1.66324445,-2.803892845,0.743807296,75,249,75,NA,NA,307
BRIDGE_HOR_2774,1.542837252,-2.497127426,0.16796131,77,189,77,NA,NA,239
BRIDGE_HOR_2775,1.542837252,-2.497127426,0.16796131,77,189,77,NA,NA,239
BRIDGE_HOR_2776,1.542837252,-2.497127426,0.16796131,77,189,77,NA,NA,239
BRIDGE_HOR_2777,1.542837252,-2.497127426,0.16796131,77,189,77,NA,NA,239
BRIDGE_HOR_2779,1.542837252,-2.497127426,0.16796131,77,189,77,NA,NA,239
BRIDGE_HOR_2780,1.542837252,-2.497127426,0.16796131,77,189,77,NA,NA,239
BRIDGE_HOR_2781,1.542837252,-2.497127426,0.16796131,77,189,77,NA,NA,239
BRIDGE_HOR_2790,1.542837252,-2.497127426,0.16796131,77,189,77,NA,NA,239
BRIDGE_HOR_2791,1.542837252,-2.497127426,0.16796131,77,189,77,NA,NA,239
BRIDGE_HOR_2824,1.66324445,-2.803892845,0.743807296,75,249,75,NA,NA,307
BRIDGE_HOR_2825,1.66324445,-2.803892845,0.743807296,75,249,75,NA,NA,307
BRIDGE_HOR_4261,-2.034723882,-5.889970709,1.466129598,77,343,77,NA,NA,187
BRIDGE_HOR_2502,-2.034723882,-5.889970709,1.466129598,77,343,77,NA,NA,187
BRIDGE_HOR_2770,2.216942903,-2.869455316,0.85623127,77,232,77,NA,NA,228
BRIDGE_HOR_2772,-2.034723882,-5.889970709,1.466129598,77,343,77,NA,NA,187
BRIDGE_HOR_2773,-2.034723882,-5.889970709,1.466129598,77,343,77,NA,NA,187
BRIDGE_HOR_2796,-1.470577377,-5.157962969,1.198609091,75,317,75,0.349057525,0.149713501,292
BRIDGE_HOR_2797,-1.470577377,-5.157962969,1.198609091,75,317,75,0.349057525,0.149713501,292
BRIDGE_HOR_2798,-1.470577377,-5.157962969,1.198609091,75,317,75,0.349057525,0.149713501,292
BRIDGE_HOR_2799,-2.034723882,-5.889970709,1.466129598,77,343,77,NA,NA,187
BRIDGE_HOR_2800,-2.034723882,-5.889970709,1.466129598,77,343,77,NA,NA,187
BRIDGE_HOR_2814,2.216942903,-2.869455316,0.85623127,77,232,77,NA,NA,228
BRIDGE_HOR_2815,2.216942903,-2.869455316,0.85623127,77,232,77,NA,NA,228
BRIDGE_HOR_2816,2.216942903,-2.869455316,0.85623127,77,232,77,NA,NA,228
BRIDGE_HOR_2817,2.216942903,-2.869455316,0.85623127,77,232,77,NA,NA,228
BRIDGE_HOR_2818,2.216942903,-2.869455316,0.85623127,77,232,77,NA,NA,228
BRIDGE_HOR_2819,2.216942903,-2.869455316,0.85623127,77,232,77,NA,NA,228
BRIDGE_HOR_2820,2.216942903,-2.869455316,0.85623127,77,232,77,NA,NA,228
BRIDGE_HOR_2821,2.216942903,-2.869455316,0.85623127,77,232,77,NA,NA,228
BRIDGE_HOR_2822,2.216942903,-2.869455316,0.85623127,77,232,77,NA,NA,228
BRIDGE_HOR_2823,2.216942903,-2.869455316,0.85623127,77,232,77,NA,NA,228
BRIDGE_HOR_2827,1.735957128,-3.02639181,1.055858127,75,296,75,NA,NA,190
BRIDGE_HOR_2828,1.735957128,-3.02639181,1.055858127,75,296,75,NA,NA,190
BRIDGE_HOR_2829,1.735957128,-3.02639181,1.055858127,75,296,75,NA,NA,190
BRIDGE_HOR_2830,1.735957128,-3.02639181,1.055858127,75,296,75,NA,NA,190
BRIDGE_HOR_2831,1.735957128,-3.02639181,1.055858127,75,296,75,NA,NA,190
BRIDGE_HOR_2832,1.735957128,-3.02639181,1.055858127,75,296,75,NA,NA,190
BRIDGE_HOR_2833,1.735957128,-3.02639181,1.055858127,75,296,75,NA,NA,190
BRIDGE_HOR_2834,1.735957128,-3.02639181,1.055858127,75,296,75,NA,NA,190
BRIDGE_HOR_2837,-2.034723882,-5.889970709,1.466129598,77,343,77,NA,NA,187
BRIDGE_HOR_2838,-2.034723882,-5.889970709,1.466129598,77,343,77,NA,NA,187
BRIDGE_HOR_2839,-2.034723882,-5.889970709,1.466129598,77,343,77,NA,NA,187
BRIDGE_HOR_2881,1.735957128,-3.02639181,1.055858127,75,296,75,NA,NA,190
BRIDGE_HOR_4262,-2.377775215,-5.913880585,1.754579223,77,269,77,NA,NA,156
BRIDGE_HOR_4264,1.545376976,-3.059289403,0.449322204,76,256,76,0.349057525,0.149713501,264
BRIDGE_HOR_2768,-1.549977122,-5.30353919,1.373288296,78,320,78,NA,NA,230
BRIDGE_HOR_2788,-1.549977122,-5.30353919,1.373288296,78,320,78,NA,NA,230
BRIDGE_HOR_2789,1.545376976,-3.059289403,0.449322204,76,256,76,0.349057525,0.149713501,264
BRIDGE_HOR_2794,-1.549977122,-5.30353919,1.373288296,78,320,78,NA,NA,230
BRIDGE_HOR_2795,1.545376976,-3.059289403,0.449322204,76,256,76,0.349057525,0.149713501,264
BRIDGE_HOR_2857,-0.054160117,-2.730214639,-0.051724045,72,242,72,NA,0.038113769,280
BRIDGE_HOR_2858,-0.054160117,-2.730214639,-0.051724045,72,242,72,NA,0.038113769,280
BRIDGE_HOR_3908,1.661109246,-3.411374143,0.754890085,78,195,78,NA,NA,116
BRIDGE_HOR_4263,-0.517421126,-4.253847152,0.862654219,78,238,78,0.349057525,0.149713501,308
BRIDGE_HOR_2792,-0.517421126,-4.253847152,0.862654219,78,238,78,0.349057525,0.149713501,308
BRIDGE_HOR_2793,-0.517421126,-4.253847152,0.862654219,78,238,78,0.349057525,0.149713501,308
BRIDGE_HOR_2803,1.660364502,-3.419614538,1.103305377,78,249,78,NA,NA,196
BRIDGE_HOR_2804,1.660364502,-3.419614538,1.103305377,78,249,78,NA,NA,196
BRIDGE_HOR_2807,1.660364502,-3.419614538,1.103305377,78,249,78,NA,NA,196
BRIDGE_HOR_2808,1.661109246,-3.411374143,0.754890085,78,195,78,NA,NA,116
BRIDGE_HOR_2810,1.661109246,-3.411374143,0.754890085,78,195,78,NA,NA,116
BRIDGE_HOR_2811,1.661109246,-3.411374143,0.754890085,78,195,78,NA,NA,116
BRIDGE_HOR_3298,1.660364502,-3.419614538,1.103305377,78,249,78,NA,NA,196
BRIDGE_HOR_2785,1.186413661,-3.699667871,-0.181821995,76,191,76,0.363160819,0.091008782,161
BRIDGE_HOR_2786,1.186413661,-3.699667871,-0.181821995,76,191,76,0.363160819,0.091008782,161
BRIDGE_HOR_2787,-2.905680148,-0.521854862,-1.432203269,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_2801,1.186413661,-3.699667871,-0.181821995,76,191,76,0.363160819,0.091008782,161
BRIDGE_HOR_2805,0.60404737,-4.293347675,0.435807519,76,152,76,NA,NA,87
BRIDGE_HOR_2806,0.762537777,-4.137508281,0.854705279,77,175,77,NA,NA,193
BRIDGE_HOR_2812,-2.905680148,-0.521854862,-1.432203269,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_2813,1.186413661,-3.699667871,-0.181821995,76,191,76,0.363160819,0.091008782,161
BRIDGE_HOR_2859,-2.905680148,-0.521854862,-1.432203269,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_2872,1.186413661,-3.699667871,-0.181821995,76,191,76,0.363160819,0.091008782,161
BRIDGE_HOR_2873,1.186413661,-3.699667871,-0.181821995,76,191,76,0.363160819,0.091008782,161
BRIDGE_HOR_2874,1.186413661,-3.699667871,-0.181821995,76,191,76,0.363160819,0.091008782,161
BRIDGE_HOR_2880,1.602469643,-2.672716389,0.122195614,77,185,77,NA,NA,276
BRIDGE_HOR_2870,0.260796662,-3.669980126,0.570861104,78,193,78,NA,NA,158
BRIDGE_HOR_2871,0.260796662,-3.669980126,0.570861104,78,193,78,NA,NA,158
BRIDGE_BCC_165,-3.345629799,-5.464656697,1.889055994,81,101,81,NA,NA,97
BRIDGE_BCC_163,-3.78622111,-4.904233411,1.371142876,82,73,82,NA,NA,59
BRIDGE_BCC_1494,4.483065278,-1.159898874,-1.373009627,NA,NA,NA,0.484620661,0.149683997,NA
BRIDGE_BCC_61,-1.859982382,-5.003969792,1.361271734,81,159,81,NA,NA,58
BRIDGE_HOR_2782,0.459345331,-3.438793684,-0.170553834,77,201,77,NA,NA,195
BRIDGE_HOR_2784,0.459345331,-3.438793684,-0.170553834,77,201,77,NA,NA,195
BRIDGE_HOR_2860,1.760131119,-2.043061756,0.143388822,77,198,77,0.349057525,0.192469105,292
BRIDGE_HOR_2862,1.760131119,-2.043061756,0.143388822,77,198,77,0.349057525,0.192469105,292
BRIDGE_HOR_2863,1.760131119,-2.043061756,0.143388822,77,198,77,0.349057525,0.192469105,292
BRIDGE_HOR_2864,1.760131119,-2.043061756,0.143388822,77,198,77,0.349057525,0.192469105,292
BRIDGE_HOR_2865,1.760131119,-2.043061756,0.143388822,77,198,77,0.349057525,0.192469105,292
BRIDGE_HOR_2866,1.760131119,-2.043061756,0.143388822,77,198,77,0.349057525,0.192469105,292
BRIDGE_HOR_2867,0.459345331,-3.438793684,-0.170553834,77,201,77,NA,NA,195
BRIDGE_HOR_2868,0.459345331,-3.438793684,-0.170553834,77,201,77,NA,NA,195
BRIDGE_BCC_65,0.638152668,-4.022716037,1.155082967,78,152,78,NA,NA,116
BTR_FT523,1.853142876,-4.105376306,0.014522516,NA,NA,NA,NA,NA,NA
BRIDGE_BCC_178,0.048675634,-3.628204092,1.058827394,79,232,79,0.310248911,0.1525262,92
BTR_FT554,0.20284349,-4.499065316,0.88228223,77,188,77,NA,NA,222
BRIDGE_HOR_7700,2.596445535,-0.453116173,-0.369618396,73,216,73,0.378976703,0.163738295,288
BRIDGE_HOR_7701,1.265067247,-1.601050415,-0.119173685,71,216,71,NA,NA,375
BRIDGE_HOR_7702,0.583855643,-1.19685276,-0.521133317,70,210,70,NA,0.058822911,410
BRIDGE_HOR_7703,0.183632433,-1.803415613,-0.067523906,75,172,75,NA,NA,288
BRIDGE_HOR_7695,1.265067247,-1.601050415,-0.119173685,75,223,75,NA,NA,234
BRIDGE_BCC_175,0.583855643,-1.19685276,-0.521133317,65,270,65,NA,0.058822911,481
BRIDGE_HOR_7696,1.985747384,-0.974489449,-0.419531576,75,222,75,0.378976703,0.163738295,249
BRIDGE_HOR_7699,1.985747384,-0.974489449,-0.419531576,75,234,75,0.378976703,0.163738295,238
BRIDGE_HOR_7698,1.985747384,-0.974489449,-0.419531576,75,225,75,0.378976703,0.163738295,292
BRIDGE_HOR_7697,3.338116235,0.570777549,-1.087496694,73,230,73,0.378976703,0.163738295,241
BRIDGE_HOR_7588,4.622531445,0.760028859,-1.117296871,70,284,70,0.378976703,0.155291706,385
BRIDGE_HOR_7589,4.622531445,0.760028859,-1.117296871,70,284,70,0.378976703,0.155291706,385
BRIDGE_HOR_7591,4.622531445,0.760028859,-1.117296871,70,227,70,0.378976703,0.155291706,412
BRIDGE_HOR_7594,4.427178985,0.656659533,-1.151430622,73,257,73,0.378976703,0.155291706,342
BRIDGE_HOR_7564,4.609822985,0.800221826,-1.195479093,68,278,68,0.378976703,0.155291706,497
BRIDGE_HOR_7585,4.609822985,0.800221826,-1.195479093,72,214,72,0.378976703,0.155291706,323
BRIDGE_HOR_7586,4.609822985,0.800221826,-1.195479093,73,228,73,0.378976703,0.155291706,339
BRIDGE_HOR_7583,3.946340787,-0.009356407,-0.866640182,73,185,73,0.378976703,0.155291706,303
BRIDGE_HOR_7562,3.946340787,-0.009356407,-0.866640182,68,235,68,0.378976703,0.155291706,465
BRIDGE_HOR_7563,3.946340787,-0.009356407,-0.866640182,68,235,68,0.378976703,0.155291706,465
BRIDGE_HOR_7627,4.36069488,0.558399881,-1.167934562,70,240,70,0.378976703,0.155291706,433
BRIDGE_HOR_7628,4.36069488,0.558399881,-1.167934562,70,240,70,0.378976703,0.155291706,433
BRIDGE_HOR_7629,4.36069488,0.558399881,-1.167934562,70,240,70,0.378976703,0.155291706,433
BRIDGE_HOR_7559,3.946340787,-0.009356407,-0.866640182,73,173,73,0.378976703,0.155291706,284
BRIDGE_HOR_7560,3.946340787,-0.009356407,-0.866640182,73,173,73,0.378976703,0.155291706,284
BRIDGE_HOR_7571,4.002292943,-0.39508846,-0.746524563,74,255,74,0.378976703,0.155291706,297
BRIDGE_HOR_7572,4.002292943,-0.39508846,-0.746524563,74,255,74,0.378976703,0.155291706,297
BRIDGE_HOR_7581,3.946340787,-0.009356407,-0.866640182,74,193,74,0.378976703,0.155291706,322
BRIDGE_HOR_7566,4.002292943,-0.39508846,-0.746524563,75,235,75,0.378976703,0.155291706,304
BRIDGE_HOR_7567,4.002292943,-0.39508846,-0.746524563,75,235,75,0.378976703,0.155291706,304
BRIDGE_HOR_7569,3.57472795,-0.794358453,-0.323608741,75,219,75,0.378976703,0.155291706,312
BRIDGE_HOR_7568,3.57472795,-0.794358453,-0.323608741,74,258,74,0.378976703,0.155291706,326
