,barley_PC1,barley_PC2,barley_PC3,barley_ph,barley_cec,barley_ph,barley_am_rel_abundance_colonization,barley_am_roots_colonized,barley_soilN
BRIDGE_HOR_12823,-1.200324169,-0.988933533,-1.769700751,70,255,70,NA,NA,479
BRIDGE_HOR_13523,-1.200324169,-0.988933533,-1.769700751,65,259,65,NA,NA,538
BRIDGE_HOR_13524,-1.200324169,-0.988933533,-1.769700751,65,259,65,NA,NA,538
BRIDGE_HOR_10045,-1.128216803,0.005727402,-2.374101528,64,272,64,0.530736446,0.153037205,530
BRIDGE_HOR_10681,-3.190820012,-1.522293023,-1.315293749,69,226,69,NA,NA,406
BRIDGE_HOR_9913,-1.128216803,0.005727402,-2.374101528,71,303,71,0.530736446,0.153037205,408
BRIDGE_HOR_9914,-1.606257446,-0.123343785,-2.189153711,69,295,69,0.523103118,0.109013602,444
BRIDGE_HOR_10223,-1.675291241,0.257727663,-2.403466965,65,302,65,0.523103118,0.109013602,564
BRIDGE_HOR_9255,-1.597921144,-1.713158522,-1.791287072,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_9911,-1.369674784,-0.258311036,-2.188550493,74,284,74,0.523103118,0.109013602,428
BRIDGE_HOR_10225,-1.942582008,0.103839075,-2.236235,69,247,69,0.523103118,0.109013602,493
BRIDGE_HOR_10221,-1.961355854,-0.033254848,-2.206938106,67,240,67,0.523103118,0.109013602,482
BRIDGE_HOR_9262,-1.364221372,-1.666875283,-1.882329335,69,239,69,NA,NA,385
BRIDGE_HOR_10226,-2.893152636,-1.278960482,-1.130199214,70,247,70,NA,NA,304
BRIDGE_HOR_1669,-2.525901587,-0.317883221,-1.658743462,62,234,62,0.528680146,0.133279994,463
BRIDGE_HOR_2003,-3.631812778,-1.636470701,-1.240498213,70,236,70,NA,NA,314
BRIDGE_HOR_1670,-2.525901587,-0.317883221,-1.658743462,74,265,74,0.528680146,0.133279994,336
BRIDGE_HOR_1671,-2.525901587,-0.317883221,-1.658743462,74,265,74,0.528680146,0.133279994,336
BRIDGE_HOR_12824,-1.311689698,0.400005219,-2.410140854,61,269,61,0.523103118,0.109013602,570
BRIDGE_HOR_12825,-2.065123724,-0.492503589,-1.893297618,60,241,60,0.523103118,0.109013602,517
BRIDGE_HOR_2002,-3.361441297,-1.301955591,-1.343669775,71,232,71,NA,NA,300
BRIDGE_HOR_2009,-2.525901587,-0.317883221,-1.658743462,69,243,69,0.528680146,0.133279994,368
BRIDGE_HOR_2010,-2.525901587,-0.317883221,-1.658743462,69,243,69,0.528680146,0.133279994,368
BRIDGE_HOR_2011,-2.525901587,-0.317883221,-1.658743462,69,243,69,0.528680146,0.133279994,368
BRIDGE_HOR_10229,-1.254488272,0.483239146,-2.154939712,61,242,61,0.528680146,0.133279994,511
BRIDGE_HOR_10230,-1.254488272,0.483239146,-2.154939712,61,242,61,0.528680146,0.133279994,511
BRIDGE_HOR_10364,-1.851187195,0.208832871,-1.820737863,63,248,63,0.528680146,0.133279994,437
BRIDGE_HOR_10365,-1.851187195,0.208832871,-1.820737863,63,248,63,0.528680146,0.133279994,437
BRIDGE_HOR_10474,-1.851187195,0.208832871,-1.820737863,63,248,63,0.528680146,0.133279994,437
BRIDGE_HOR_2005,-3.450822428,-1.464467056,-1.180961146,71,238,71,NA,NA,294
BRIDGE_HOR_10825,-1.445280049,-1.223589904,-1.523152714,76,272,76,NA,NA,272
BRIDGE_HOR_2392,-1.301103965,0.414831752,-2.26895217,65,249,65,0.394863456,0.190853894,528
BRIDGE_HOR_2486,-1.301103965,0.414831752,-2.26895217,65,249,65,0.394863456,0.190853894,528
BRIDGE_HOR_2008,-1.963473871,-0.281144023,-1.693743783,64,252,64,0.330698997,0.264116108,445
BRIDGE_HOR_2007,-1.963473871,-0.281144023,-1.693743783,63,234,63,0.330698997,0.264116108,458
BRIDGE_HOR_10234,-2.061153364,-0.219639591,-1.745595476,73,225,73,0.528680146,0.133279994,357
BRIDGE_HOR_10827,-1.705789631,-1.329024557,-1.448945787,73,280,73,NA,NA,309
BRIDGE_HOR_2006,-2.669821662,-1.774789508,-0.693613778,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_11120,-1.458653825,-1.116212701,-1.622710867,74,258,74,NA,NA,289
BRIDGE_HOR_7336,0.319615826,0.959896118,-1.433354575,66,293,66,NA,NA,880
BRIDGE_HOR_7392,0.319615826,0.959896118,-1.433354575,66,293,66,NA,NA,880
BRIDGE_HOR_9646,0.319615826,0.959896118,-1.433354575,64,283,64,NA,NA,747
BRIDGE_HOR_9647,0.319615826,0.959896118,-1.433354575,64,283,64,NA,NA,747
BRIDGE_HOR_9648,0.319615826,0.959896118,-1.433354575,66,292,66,NA,NA,796
BRIDGE_HOR_9653,0.319615826,0.959896118,-1.433354575,65,284,65,NA,NA,754
BRIDGE_HOR_9651,0.319615826,0.959896118,-1.433354575,65,243,65,NA,NA,801
BRIDGE_HOR_9652,0.319615826,0.959896118,-1.433354575,65,243,65,NA,NA,801
BRIDGE_HOR_9248,-1.753060196,-1.356695931,-1.50407437,74,249,74,NA,NA,309
BRIDGE_HOR_7334,0.368667712,0.584278135,-1.054964294,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_7335,0.368667712,0.584278135,-1.054964294,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_10828,-2.019979878,-1.780446858,-1.129343253,76,255,76,NA,NA,264
BRIDGE_HOR_10831,-2.019979878,-1.780446858,-1.129343253,76,255,76,NA,NA,264
BRIDGE_HOR_9252,-1.979015156,-1.597066146,-1.367196115,72,222,72,NA,NA,427
BRIDGE_HOR_9636,0.44545497,0.620342913,-1.044892905,64,257,64,NA,NA,745
BRIDGE_HOR_9637,0.44545497,0.620342913,-1.044892905,64,257,64,NA,NA,745
BRIDGE_HOR_9638,0.44545497,0.620342913,-1.044892905,64,257,64,NA,NA,745
BRIDGE_HOR_9639,0.44545497,0.620342913,-1.044892905,64,257,64,NA,NA,745
BRIDGE_HOR_9640,0.44545497,0.620342913,-1.044892905,64,257,64,NA,NA,745
BRIDGE_HOR_9641,0.44545497,0.620342913,-1.044892905,61,267,61,NA,NA,776
BRIDGE_HOR_9642,0.44545497,0.620342913,-1.044892905,61,267,61,NA,NA,776
BRIDGE_HOR_9643,0.44545497,0.620342913,-1.044892905,61,267,61,NA,NA,776
BRIDGE_HOR_9655,0.443403897,1.246313087,-1.589070551,58,287,58,0.666030169,0.126889899,760
BRIDGE_HOR_9670,0.443403897,1.246313087,-1.589070551,53,225,53,0.666030169,0.126889899,809
BRIDGE_HOR_9671,0.443403897,1.246313087,-1.589070551,53,225,53,0.666030169,0.126889899,809
BRIDGE_HOR_9656,0.443403897,1.246313087,-1.589070551,55,234,55,0.666030169,0.126889899,704
BRIDGE_HOR_9657,0.443403897,1.246313087,-1.589070551,55,234,55,0.666030169,0.126889899,704
BRIDGE_HOR_9658,0.443403897,1.246313087,-1.589070551,55,234,55,0.666030169,0.126889899,704
BRIDGE_HOR_9659,0.443403897,1.246313087,-1.589070551,55,234,55,0.666030169,0.126889899,704
BRIDGE_HOR_9660,0.443403897,1.246313087,-1.589070551,55,234,55,0.666030169,0.126889899,704
BRIDGE_HOR_9645,0.454885157,1.096561073,-1.517489345,58,255,58,0.673712075,0.119350404,803
BRIDGE_HOR_9661,0.454885157,1.096561073,-1.517489345,58,255,58,0.673712075,0.119350404,803
BRIDGE_HOR_9662,0.454885157,1.096561073,-1.517489345,58,255,58,0.673712075,0.119350404,803
BRIDGE_HOR_9663,0.454885157,1.096561073,-1.517489345,58,255,58,0.673712075,0.119350404,803
BRIDGE_HOR_9664,0.454885157,1.096561073,-1.517489345,58,255,58,0.673712075,0.119350404,803
BRIDGE_HOR_9665,0.454885157,1.096561073,-1.517489345,58,255,58,0.673712075,0.119350404,803
BRIDGE_HOR_9666,0.454885157,1.096561073,-1.517489345,58,255,58,0.673712075,0.119350404,803
BRIDGE_HOR_9667,0.454885157,1.096561073,-1.517489345,58,255,58,0.673712075,0.119350404,803
BRIDGE_HOR_9668,0.454885157,1.096561073,-1.517489345,58,255,58,0.673712075,0.119350404,803
BRIDGE_HOR_9669,0.454885157,1.096561073,-1.517489345,58,255,58,0.673712075,0.119350404,803
BRIDGE_HOR_8613,0.454885157,1.096561073,-1.517489345,57,274,57,0.673712075,0.119350404,894
BRIDGE_HOR_9685,0.454885157,1.096561073,-1.517489345,59,263,59,0.673712075,0.119350404,791
BRIDGE_HOR_9672,0.454885157,1.096561073,-1.517489345,57,268,57,0.673712075,0.119350404,936
BRIDGE_HOR_9673,0.454885157,1.096561073,-1.517489345,57,268,57,0.673712075,0.119350404,936
BRIDGE_HOR_9682,0.454885157,1.096561073,-1.517489345,NA,NA,NA,0.673712075,0.119350404,NA
BRIDGE_HOR_9683,0.454885157,1.096561073,-1.517489345,NA,NA,NA,0.673712075,0.119350404,NA
BRIDGE_HOR_9684,0.454885157,1.096561073,-1.517489345,NA,NA,NA,0.673712075,0.119350404,NA
BRIDGE_HOR_9674,0.454885157,1.096561073,-1.517489345,58,268,58,0.673712075,0.119350404,972
BRIDGE_HOR_9675,0.454885157,1.096561073,-1.517489345,58,268,58,0.673712075,0.119350404,972
BRIDGE_HOR_9676,0.454885157,1.096561073,-1.517489345,58,268,58,0.673712075,0.119350404,972
BRIDGE_HOR_9677,0.454885157,1.096561073,-1.517489345,58,268,58,0.673712075,0.119350404,972
BRIDGE_HOR_9678,0.454885157,1.096561073,-1.517489345,58,268,58,0.673712075,0.119350404,972
BRIDGE_HOR_7383,0.407732337,1.600692848,-1.465046578,56,274,56,0.709109008,0.161126405,923
BRIDGE_HOR_9681,0.47678202,0.765451828,-1.324759877,57,242,57,NA,NA,789
BRIDGE_HOR_9679,0.45798485,1.295683227,-1.690109443,56,254,56,0.673712075,0.119350404,742
BRIDGE_HOR_9680,0.45798485,1.295683227,-1.690109443,56,254,56,0.673712075,0.119350404,742
BRIDGE_HOR_10829,-2.341731941,-1.738660149,-0.983479885,75,215,75,NA,NA,244
BRIDGE_HOR_10830,-2.341731941,-1.738660149,-0.983479885,75,215,75,NA,NA,244
BRIDGE_HOR_9692,0.466506115,1.116121396,-1.384950816,59,267,59,NA,NA,772
BRIDGE_HOR_9693,0.466506115,1.116121396,-1.384950816,59,267,59,NA,NA,772
BRIDGE_HOR_7384,0.361167425,2.2164679,-1.862734894,58,273,58,0.709109008,0.161126405,856
BRIDGE_HOR_7385,0.361167425,2.2164679,-1.862734894,58,273,58,0.709109008,0.161126405,856
BRIDGE_HOR_7386,0.361167425,2.2164679,-1.862734894,58,273,58,0.709109008,0.161126405,856
BRIDGE_HOR_7387,0.361167425,2.2164679,-1.862734894,58,273,58,0.709109008,0.161126405,856
BRIDGE_HOR_7388,0.361167425,2.2164679,-1.862734894,58,273,58,0.709109008,0.161126405,856
BRIDGE_HOR_7438,0.361167425,2.2164679,-1.862734894,58,273,58,0.709109008,0.161126405,856
BRIDGE_HOR_4944,0.361167425,2.2164679,-1.862734894,58,273,58,0.709109008,0.161126405,856
BRIDGE_HOR_9694,0.466506115,1.116121396,-1.384950816,55,251,55,NA,NA,800
BRIDGE_HOR_4945,0.361167425,2.2164679,-1.862734894,52,325,52,0.709109008,0.161126405,825
BRIDGE_HOR_4946,0.361167425,2.2164679,-1.862734894,52,325,52,0.709109008,0.161126405,825
BRIDGE_HOR_7279,0.361167425,2.2164679,-1.862734894,52,325,52,0.709109008,0.161126405,825
BRIDGE_HOR_9686,0.457673653,1.919021372,-2.024254946,61,284,61,0.673712075,0.119350404,808
BRIDGE_HOR_9687,0.457673653,1.919021372,-2.024254946,61,284,61,0.673712075,0.119350404,808
BRIDGE_HOR_9688,0.457673653,1.919021372,-2.024254946,61,284,61,0.673712075,0.119350404,808
BRIDGE_HOR_9689,0.457673653,1.919021372,-2.024254946,61,284,61,0.673712075,0.119350404,808
BRIDGE_HOR_9690,0.457673653,1.919021372,-2.024254946,61,284,61,0.673712075,0.119350404,808
BRIDGE_HOR_9691,0.457673653,1.919021372,-2.024254946,61,284,61,0.673712075,0.119350404,808
BRIDGE_HOR_9700,0.371810958,2.021686367,-1.911374999,52,291,52,0.643727481,0.190036595,832
BRIDGE_HOR_9696,0.371810958,2.021686367,-1.911374999,60,282,60,0.643727481,0.190036595,885
BRIDGE_HOR_9697,0.371810958,2.021686367,-1.911374999,60,282,60,0.643727481,0.190036595,885
BRIDGE_HOR_9698,0.371810958,2.021686367,-1.911374999,60,282,60,0.643727481,0.190036595,885
BRIDGE_HOR_9699,0.371810958,2.021686367,-1.911374999,60,282,60,0.643727481,0.190036595,885
BRIDGE_HOR_9695,0.371810958,2.021686367,-1.911374999,60,282,60,0.643727481,0.190036595,885
BRIDGE_HOR_7337,0.545590311,1.607465352,-2.025493327,63,294,63,0.673712075,0.119350404,717
BRIDGE_HOR_7338,0.545590311,1.607465352,-2.025493327,63,294,63,0.673712075,0.119350404,717
BRIDGE_HOR_7339,0.545590311,1.607465352,-2.025493327,63,294,63,0.673712075,0.119350404,717
BRIDGE_HOR_7340,0.545590311,1.607465352,-2.025493327,63,294,63,0.673712075,0.119350404,717
BRIDGE_HOR_7341,0.545590311,1.607465352,-2.025493327,63,294,63,0.673712075,0.119350404,717
BRIDGE_HOR_7342,0.545590311,1.607465352,-2.025493327,63,294,63,0.673712075,0.119350404,717
BRIDGE_HOR_7343,0.545590311,1.607465352,-2.025493327,63,294,63,0.673712075,0.119350404,717
BRIDGE_HOR_7379,0.22689153,2.14641002,-1.836080151,50,305,50,0.643727481,0.190036595,635
BRIDGE_HOR_7380,0.22689153,2.14641002,-1.836080151,50,305,50,0.643727481,0.190036595,635
BRIDGE_HOR_7381,0.22689153,2.14641002,-1.836080151,50,305,50,0.643727481,0.190036595,635
BRIDGE_HOR_7376,0.391206795,2.622901917,-2.197831829,54,307,54,0.586571693,0.167876601,679
BRIDGE_HOR_7377,0.391206795,2.622901917,-2.197831829,54,307,54,0.586571693,0.167876601,679
BRIDGE_HOR_7378,0.391206795,2.622901917,-2.197831829,54,307,54,0.586571693,0.167876601,679
BRIDGE_HOR_7436,0.391206795,2.622901917,-2.197831829,54,307,54,0.586571693,0.167876601,679
BRIDGE_HOR_7437,0.391206795,2.622901917,-2.197831829,54,307,54,0.586571693,0.167876601,679
BRIDGE_HOR_7346,0.817362164,0.891382393,-1.615622398,58,334,58,0.673712075,0.119350404,829
BRIDGE_HOR_7373,0.391521062,3.156938035,-2.39514886,55,379,55,0.643727481,0.190036595,818
BRIDGE_HOR_7374,0.391521062,3.156938035,-2.39514886,55,379,55,0.643727481,0.190036595,818
BRIDGE_HOR_7375,0.391521062,3.156938035,-2.39514886,55,379,55,0.643727481,0.190036595,818
BRIDGE_HOR_7369,0.62011194,2.592752408,-2.203542058,61,349,61,0.586571693,0.167876601,639
BRIDGE_HOR_7347,0.880627242,1.386919119,-1.738985043,61,310,61,0.673712075,0.119350404,965
BRIDGE_HOR_7372,0.565664204,2.678538575,-1.869509953,56,286,56,0.586571693,0.167876601,860
BRIDGE_HOR_7349,0.889975362,0.087265936,-0.96592972,67,261,67,0.673712075,0.119350404,615
BRIDGE_HOR_7370,0.702777475,1.969663235,-1.308583894,56,291,56,NA,NA,789
BRIDGE_HOR_7371,0.702777475,1.969663235,-1.308583894,56,291,56,NA,NA,789
BRIDGE_HOR_737,-2.536235798,-0.625915006,-1.326668501,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_738,-2.536235798,-0.625915006,-1.326668501,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_739,-2.665157903,-0.521251845,-1.428066123,78,276,78,NA,NA,364
BRIDGE_HOR_7350,0.946621486,1.28952792,-1.289228853,NA,NA,NA,0.673712075,0.119350404,NA
BRIDGE_HOR_7351,0.946621486,1.28952792,-1.289228853,NA,NA,NA,0.673712075,0.119350404,NA
BRIDGE_HOR_7352,0.946621486,1.28952792,-1.289228853,NA,NA,NA,0.673712075,0.119350404,NA
BRIDGE_HOR_7353,0.946621486,1.28952792,-1.289228853,NA,NA,NA,0.673712075,0.119350404,NA
BRIDGE_HOR_7354,0.946621486,1.28952792,-1.289228853,NA,NA,NA,0.673712075,0.119350404,NA
BRIDGE_HOR_11312,-2.257343736,-0.651389577,-1.03631966,68,250,68,NA,NA,427
BRIDGE_HOR_11313,-2.257343736,-0.651389577,-1.03631966,68,250,68,NA,NA,427
BRIDGE_HOR_12805,-2.257343736,-0.651389577,-1.03631966,68,250,68,NA,NA,427
BRIDGE_HOR_11315,-2.35407855,-0.286840116,-1.159455486,65,268,65,NA,NA,523
BRIDGE_HOR_11314,-1.503623081,0.609702075,-1.571994949,70,236,70,0.47001186,0.145025402,409
BRIDGE_HOR_12782,-1.503623081,0.609702075,-1.571994949,70,236,70,0.47001186,0.145025402,409
BRIDGE_HOR_736,-3.25752168,-0.475381391,-0.686000389,65,268,65,NA,NA,721
BRIDGE_HOR_7368,0.825759982,2.433124152,-1.124156758,NA,NA,NA,0.586571693,0.167876601,NA
BRIDGE_HOR_748,-2.241229919,0.257791023,-1.407422731,64,287,64,NA,NA,603
BRIDGE_HOR_740,-0.899582987,1.158721793,-2.429851842,67,278,67,0.523103118,0.109013602,466
BRIDGE_HOR_7355,1.005247841,0.518333511,-0.882281427,58,265,58,0.673712075,0.119350404,699
BRIDGE_HOR_7356,1.041130516,1.346868086,-1.05373101,58,268,58,0.673712075,0.119350404,627
BRIDGE_HOR_7357,1.041130516,1.346868086,-1.05373101,58,268,58,0.673712075,0.119350404,627
BRIDGE_HOR_7358,1.041130516,1.346868086,-1.05373101,58,268,58,0.673712075,0.119350404,627
BRIDGE_HOR_7359,1.041130516,1.346868086,-1.05373101,58,268,58,0.673712075,0.119350404,627
BRIDGE_HOR_7390,1.041130516,1.346868086,-1.05373101,58,268,58,0.673712075,0.119350404,627
BRIDGE_HOR_756,-1.854032183,0.2755637,-1.50737895,63,259,63,0.530736446,0.153037205,637
BRIDGE_HOR_13150,-1.089592019,0.670768856,-1.853074037,70,265,70,0.530736446,0.153037205,379
BRIDGE_HOR_13151,-1.089592019,0.670768856,-1.853074037,70,265,70,0.530736446,0.153037205,379
BRIDGE_HOR_1245,-2.710897069,-1.249918712,-0.44926529,66,247,66,NA,NA,512
BRIDGE_HOR_987,-2.710897069,-1.249918712,-0.44926529,66,247,66,NA,NA,512
BRIDGE_HOR_12402,-0.44591233,1.090065356,-2.567934758,70,292,70,0.369552344,0.09205389,433
BRIDGE_HOR_12798,-0.44591233,1.090065356,-2.567934758,70,292,70,0.369552344,0.09205389,433
BRIDGE_HOR_1269,-0.468230871,0.672868795,-2.350137452,69,284,69,0.530736446,0.153037205,460
BRIDGE_HOR_1270,-0.468230871,0.672868795,-2.350137452,69,284,69,0.530736446,0.153037205,460
BRIDGE_HOR_1286,-2.064198217,-0.571215612,-0.989950182,66,250,66,0.330698997,0.264116108,715
BRIDGE_HOR_12403,-0.079977498,1.01792671,-2.642135466,71,268,71,0.47001186,0.145025402,458
BRIDGE_HOR_12799,-0.079977498,1.01792671,-2.642135466,71,268,71,0.47001186,0.145025402,458
BRIDGE_HOR_12413,-0.818837689,0.349529005,-2.024185829,70,293,70,0.369552344,0.09205389,303
BRIDGE_HOR_1267,-2.064198217,-0.571215612,-0.989950182,65,276,65,0.330698997,0.264116108,516
BRIDGE_HOR_1268,-2.064198217,-0.571215612,-0.989950182,65,276,65,0.330698997,0.264116108,516
BRIDGE_HOR_13152,-0.635045689,0.591610506,-2.00733774,67,285,67,NA,NA,524
BRIDGE_HOR_12415,-0.411957665,0.921852048,-2.104237013,66,297,66,0.47001186,0.145025402,467
BRIDGE_HOR_12416,-0.635045689,0.591610506,-2.00733774,68,303,68,NA,NA,546
BRIDGE_HOR_768,-1.562160065,-0.29985077,-1.253955426,68,276,68,NA,NA,484
BRIDGE_HOR_2510,-0.902541035,0.689569215,-1.882530478,69,293,69,0.530736446,0.153037205,564
BRIDGE_HOR_743,-0.902541035,0.689569215,-1.882530478,69,293,69,0.530736446,0.153037205,564
BRIDGE_HOR_744,-0.902541035,0.689569215,-1.882530478,69,280,69,0.530736446,0.153037205,438
BRIDGE_HOR_8620,0.663644416,1.975876394,-1.459949083,55,260,55,0.666030169,0.126889899,777
BRIDGE_HOR_8627,0.663644416,1.975876394,-1.459949083,55,260,55,0.666030169,0.126889899,777
BRIDGE_HOR_8629,0.663644416,1.975876394,-1.459949083,55,260,55,0.666030169,0.126889899,777
BRIDGE_HOR_8630,0.663644416,1.975876394,-1.459949083,55,260,55,0.666030169,0.126889899,777
BRIDGE_HOR_8631,0.663644416,1.975876394,-1.459949083,55,260,55,0.666030169,0.126889899,777
BRIDGE_HOR_8677,0.663644416,1.975876394,-1.459949083,55,260,55,0.666030169,0.126889899,777
BRIDGE_HOR_8680,0.663644416,1.975876394,-1.459949083,55,260,55,0.666030169,0.126889899,777
BRIDGE_HOR_1247,-1.596639353,-0.364788192,-1.185759409,69,254,69,0.330698997,0.264116108,414
BRIDGE_HOR_991,-1.596639353,-0.364788192,-1.185759409,69,254,69,0.330698997,0.264116108,414
BRIDGE_HOR_1386,-0.677825505,0.865464132,-2.064521063,64,289,64,0.516496301,0.205455795,599
BRIDGE_HOR_936,-0.677825505,0.865464132,-2.064521063,64,289,64,0.516496301,0.205455795,599
BRIDGE_HOR_745,-0.677825505,0.865464132,-2.064521063,65,295,65,0.516496301,0.205455795,522
BRIDGE_HOR_1387,-0.677825505,0.865464132,-2.064521063,68,260,68,0.516496301,0.205455795,592
BRIDGE_HOR_937,-0.677825505,0.865464132,-2.064521063,68,260,68,0.516496301,0.205455795,592
BRIDGE_HOR_8615,0.837913276,1.281209982,-1.29135331,55,287,55,0.746570289,0.132647306,908
BRIDGE_HOR_1279,-0.735639484,0.444655532,-1.896663183,69,312,69,0.47001186,0.1507494,456
BRIDGE_HOR_1280,-0.735639484,0.444655532,-1.896663183,69,312,69,0.47001186,0.1507494,456
BRIDGE_HOR_746,-0.735639484,0.444655532,-1.896663183,67,282,67,0.47001186,0.1507494,438
BRIDGE_HOR_1278,-0.735639484,0.444655532,-1.896663183,69,270,69,0.47001186,0.1507494,450
BRIDGE_HOR_8684,0.606913945,1.832777868,-1.408584875,59,259,59,0.666030169,0.126889899,952
BRIDGE_HOR_8657,0.606913945,1.832777868,-1.408584875,57,283,57,0.666030169,0.126889899,853
BRIDGE_HOR_967,-0.513702721,0.706582791,-2.160672384,68,263,68,0.516496301,0.2464073,505
BRIDGE_HOR_7367,0.743325463,0.668345439,-0.96179925,52,262,52,NA,NA,814
BRIDGE_HOR_7360,0.729766833,0.900196203,-0.953710913,63,278,63,0.746570289,0.132647306,747
BRIDGE_HOR_7361,0.729766833,0.900196203,-0.953710913,63,278,63,0.746570289,0.132647306,747
BRIDGE_HOR_989,-0.564997141,-0.522272155,-1.586737445,72,265,72,NA,NA,299
BRIDGE_HOR_8655,0.714311583,1.434751115,-1.27224241,60,284,60,0.666030169,0.126889899,883
BRIDGE_HOR_8656,0.714311583,1.434751115,-1.27224241,60,284,60,0.666030169,0.126889899,883
BRIDGE_HOR_8660,0.714311583,1.434751115,-1.27224241,60,284,60,0.666030169,0.126889899,883
BRIDGE_HOR_691,-2.515321561,-1.795730252,-0.013311846,74,237,74,NA,NA,294
BRIDGE_HOR_692,-2.515321561,-1.795730252,-0.013311846,74,237,74,NA,NA,294
BRIDGE_HOR_729,-2.229017851,-1.687768853,-0.076767943,72,224,72,NA,NA,329
BRIDGE_HOR_8647,0.698549456,0.884801337,-1.019415375,NA,NA,NA,0.673712075,0.119350404,NA
BRIDGE_HOR_7362,0.657181081,0.791229027,-1.061949225,52,268,52,0.746570289,0.132647306,1033
BRIDGE_HOR_7363,0.657181081,0.791229027,-1.061949225,52,268,52,0.746570289,0.132647306,1033
BRIDGE_HOR_7364,0.657181081,0.791229027,-1.061949225,52,268,52,0.746570289,0.132647306,1033
BRIDGE_HOR_7365,0.657181081,0.791229027,-1.061949225,52,268,52,0.746570289,0.132647306,1033
BRIDGE_HOR_7366,0.657181081,0.791229027,-1.061949225,52,268,52,0.746570289,0.132647306,1033
BRIDGE_HOR_7391,0.657181081,0.791229027,-1.061949225,52,268,52,0.746570289,0.132647306,1033
BRIDGE_HOR_1244,0.028195057,-0.694499283,-1.658798372,73,232,73,0.523103118,0.122625902,327
BRIDGE_HOR_4402,0.028195057,-0.694499283,-1.658798372,73,232,73,0.523103118,0.122625902,327
BRIDGE_HOR_760,0.028195057,-0.694499283,-1.658798372,73,232,73,0.523103118,0.122625902,327
BRIDGE_HOR_986,0.028195057,-0.694499283,-1.658798372,73,232,73,0.523103118,0.122625902,327
BRIDGE_HOR_732,-2.229017851,-1.687768853,-0.076767943,74,222,74,NA,NA,335
BRIDGE_HOR_8654,0.684525929,1.413905978,-1.303369579,51,310,51,0.673712075,0.119350404,925
BRIDGE_HOR_8648,0.684525929,1.413905978,-1.303369579,52,271,52,0.673712075,0.119350404,941
BRIDGE_HOR_8683,0.684525929,1.413905978,-1.303369579,52,271,52,0.673712075,0.119350404,941
BRIDGE_HOR_753,-0.480680747,0.383834946,-1.943666752,60,277,60,0.483740568,0.254064411,684
BRIDGE_HOR_966,0.010890155,-0.969255431,-1.544118783,73,257,73,NA,NA,343
BRIDGE_HOR_988,0.010890155,-0.969255431,-1.544118783,73,257,73,NA,NA,343
BRIDGE_HOR_722,-2.231263329,-1.337467522,-0.409930725,71,207,71,NA,NA,332
BRIDGE_HOR_731,-1.807219979,-1.200175981,-0.39511992,68,225,68,NA,NA,358
BRIDGE_HOR_8650,0.647562981,1.151262192,-1.215854952,56,258,56,0.673712075,0.119350404,892
BRIDGE_HOR_8651,0.647562981,1.151262192,-1.215854952,56,258,56,0.673712075,0.119350404,892
BRIDGE_HOR_8652,0.647562981,1.151262192,-1.215854952,56,258,56,0.673712075,0.119350404,892
BRIDGE_HOR_8649,0.651327674,1.582048993,-1.405698278,50,290,50,0.666030169,0.126889899,860
BRIDGE_HOR_8653,0.647562981,1.151262192,-1.215854952,52,291,52,0.673712075,0.119350404,889
BRIDGE_HOR_1236,-1.234753672,-2.225285115,-0.581285986,73,236,73,NA,NA,330
BRIDGE_HOR_2278,-1.234753672,-2.225285115,-0.581285986,73,236,73,NA,NA,330
BRIDGE_HOR_726,-2.510502857,-1.683716801,-0.330596715,69,208,69,NA,NA,415
BRIDGE_HOR_1026,-2.454298701,-1.85037541,-0.032868084,68,227,68,NA,NA,345
BRIDGE_HOR_1027,-2.454298701,-1.85037541,-0.032868084,68,227,68,NA,NA,345
BRIDGE_HOR_1150,-2.454298701,-1.85037541,-0.032868084,68,227,68,NA,NA,345
BRIDGE_HOR_1152,-2.454298701,-1.85037541,-0.032868084,68,227,68,NA,NA,345
BRIDGE_HOR_1153,-2.454298701,-1.85037541,-0.032868084,68,227,68,NA,NA,345
BRIDGE_HOR_1158,-2.454298701,-1.85037541,-0.032868084,72,206,72,NA,NA,309
BRIDGE_HOR_1360,-2.454298701,-1.85037541,-0.032868084,72,206,72,NA,NA,309
BRIDGE_HOR_1652,-2.454298701,-1.85037541,-0.032868084,72,206,72,NA,NA,309
BRIDGE_HOR_1738,-2.454298701,-1.85037541,-0.032868084,72,206,72,NA,NA,309
BRIDGE_HOR_1739,-2.265480367,-1.736149921,-0.066480887,70,231,70,NA,NA,322
BRIDGE_HOR_6953,-2.454298701,-1.85037541,-0.032868084,68,227,68,NA,NA,345
BRIDGE_HOR_6954,-2.454298701,-1.85037541,-0.032868084,68,227,68,NA,NA,345
BRIDGE_HOR_719,-2.265480367,-1.736149921,-0.066480887,70,231,70,NA,NA,322
BRIDGE_HOR_720,-2.265480367,-1.736149921,-0.066480887,70,231,70,NA,NA,322
BRIDGE_HOR_727,-2.454298701,-1.85037541,-0.032868084,72,206,72,NA,NA,309
