Taxa,GEO3,ISO3,lon,lat
IS23306.D1EYBACXX.1.250137768,Southern Africa,ZMB,33.09000015,-10.94999981
IS23308.D1EYBACXX.1.250137769,Southern Africa,ZMB,32.88999939,-11.64999962
IS23319.D1EYBACXX.1.250137770,Southern Africa,ZMB,32.58000183,-9.350000381
IS23322.D1EYBACXX.1.250137771,Southern Africa,ZMB,27.06999969,-16.82999992
IS23335.D1EYBACXX.1.250137772,Southern Africa,ZMB,32.65000153,-10.26000023
IS23341.D1EYBACXX.1.250137773,Southern Africa,ZMB,31.18000031,-10.02000046
IS23357.D1EYBACXX.1.250137774,Southern Africa,ZMB,31.52000046,-8.829999924
IS23358.D1EYBACXX.1.250137775,Southern Africa,ZMB,32.02000046,-9.069999695
IS23363.D1EYBACXX.1.250137776,Southern Africa,ZMB,31.11000061,-11.07999992
IS23366.D1EYBACXX.1.250137777,Southern Africa,ZMB,29.8352753,-13.1166658
IS23367.D1EYBACXX.1.250137778,Southern Africa,ZMB,24.79999924,-14.81000042
IS23370.D1EYBACXX.1.250137779,Southern Africa,ZMB,31.43000031,-11.89999962
IS23373.D1EYBACXX.1.250137780,Southern Africa,ZMB,29.38999939,-13.61999989
IS23375.D1EYBACXX.1.250137781,Southern Africa,ZMB,28.67000008,-13.97000027
IS23376.D1EYBACXX.1.250137782,Southern Africa,ZMB,28.44000053,-14.44999981
IS23514.MRG.4.250047514,Eastern Africa,ETH,34.38999939,8.239999771
IS23521.MRG.4.250047515,Eastern Africa,ETH,34.25999832,8.199999809
IS23574.70MUKAAXX.2.250006059,Eastern Africa,ETH,34.25999832,8.199999809
IS23579.MRG.4.250047516,Eastern Africa,ETH,34.59000015,8.239999771
IS23586.MRG.4.250047517,Eastern Africa,ETH,34.65999985,8.270000458
IS23590.MRG.4.250047518,Eastern Africa,ETH,34.65999985,8.270000458
IS23601.70MUKAAXX.2.250006071,Eastern Africa,ETH,34.44900131,7.918000221
IS23615.D1EYBACXX.1.250137783,Eastern Africa,ETH,36.24000168,7.269999981
IS23644.MRG.4.250047519,Western Africa,GMB,-15.39999962,13.65999985
IS23645.628P7AAXX.7.250007085,Western Africa,GMB,-15.39999962,13.65999985
IS23651.D1EYBACXX.1.250137784,Western Africa,GMB,-14.77000046,13.55000019
IS23666.628P7AAXX.7.250007109,Western Africa,GMB,-15.89000034,13.31999969
IS23669.628NVAAXX.5.250006911,Western Africa,GMB,-16.12999916,13.22000027
IS2367.70MUKAAXX.1.250006437,Western Africa,NGA,9.470000267,8.890000343
IS23674.D1EYBACXX.1.250137785,Western Africa,GMB,-16.72999954,13.19999981
IS23675.D1EYBACXX.1.250137786,Southern Africa,MOZ,37.81000137,-16.88999939
IS23679.D1EYBACXX.1.250137787,Southern Africa,MOZ,37.18000031,-16.03000069
IS23684.MRG.4.250047520,Southern Africa,MOZ,38.31999969,-16.14999962
IS23685.D1EYBACXX.1.250137788,Southern Africa,MOZ,38.86000061,-16.78000069
IS23687.D1EYBACXX.1.250137789,Southern Africa,MOZ,34.40000153,-19.04999924
IS23693.D1EYBACXX.1.250137790,Southern Africa,MOZ,38.95000076,-15.89999962
IS23694.D1EYBACXX.1.250137791,Southern Africa,MOZ,35.41999817,-23.87999916
IS23698.D1EYBACXX.1.250137792,Southern Africa,MOZ,39.81999969,-13.71000004
IS23700.D1EYBACXX.1.250137793,Southern Africa,MOZ,38.52999878,-13.19999981
IS2371.C1AB3ACXX.7.250137272,Southeast Asia,IDN,120,-5
IS23711.D1EYBACXX.1.250137794,Southern Africa,MOZ,38.31000137,-14.93999958
IS2379.D0D0HACXX.5.250046286,Southern Africa,ZAF,31.5,-23.83333
IS2382.D0D0HACXX.5.250046287,Southern Africa,ZAF,31.5,-23.83333
IS2397.D0D0HACXX.5.250046289,Southern Africa,ZAF,31.5,-23.83333
IS2416.70MUKAAXX.1.250006449,Southern Africa,ZAF,31.5,-23.83333
IS24283.D1EYBACXX.1.250137795,Southern Africa,TZA,33.29000092,-8.729999542
IS24286.D1EYBACXX.1.250137797,Southern Africa,TZA,35.58000183,-7.920000076
IS24287.D1EYBACXX.1.250137798,Southern Africa,TZA,34.63000107,-8.850000381
IS24288.D1EYBACXX.1.250137799,Southern Africa,TZA,34.77000046,-9.329999924
IS24292.D1EYBACXX.1.250137800,Southern Africa,TZA,35.63999939,-10.68000031
IS24294.D1EYBACXX.1.250137801,Southern Africa,TZA,37.36000061,-11.10999966
IS24297.D1EYBACXX.1.250137802,Southern Africa,TZA,39.31000137,-6.179999828
IS24299.D1EYBACXX.1.250137803,Southern Africa,TZA,39.29999924,-6.849999905
IS2430.70MUKAAXX.1.250006461,Western Africa,NGA,5.25,13.06000042
IS24302.D1EYBACXX.1.250137804,Southern Africa,TZA,39.06999969,-10.92000008
IS24308.D1EYBACXX.1.250137805,Southern Africa,TZA,38.34999847,-6.400000095
IS24309.D1EYBACXX.1.250137806,Southern Africa,TZA,30.56999969,-6.849999905
IS24327.D1EYBACXX.1.250137807,South Asia,IND,76.48000336,19.87999916
IS24332.D1EYBACXX.1.250137808,South Asia,IND,77.55999756,20.22999954
IS24334.D1EYBACXX.1.250137809,South Asia,IND,77.98999786,20.70999908
IS24336.D1EYBACXX.1.250137810,South Asia,IND,79.37000275,20.42000008
IS24348.MRG.4.250047526,South Asia,IND,74.68000031,21.18000031
IS24360.D1EYBACXX.1.250137811,South Asia,IND,73.94000244,19.01000023
IS24369.D1EYBACXX.1.250137812,South Asia,IND,76.37999725,18.72999954
IS24379.D1EYBACXX.1.250137813,South Asia,IND,79.58999634,26.54999924
IS24386.D1EYBACXX.1.250137814,South Asia,IND,78.06999969,27.88999939
IS24389.D1EYBACXX.1.250137815,South Asia,IND,77.84999847,28.39999962
IS24413.D1EYBACXX.1.250137816,South Asia,IND,81.13999939,25.37999916
IS24416.D1EYBACXX.1.250137817,South Asia,IND,81.08999634,26.06999969
IS24417.D1EYBACXX.1.250137818,South Asia,IND,81.83999634,25.45000076
IS24713.B064FABXX.1.250009985,Western Africa,NGA,8.489999771,9.800000191
IS24775.D0D0HACXX.5.250046090,Western Africa,NGA,13.63000011,10.88000011
IS24786.B064FABXX.1.250009997,Western Africa,NGA,13.63000011,10.88000011
IS24875.D1EYBACXX.1.250137819,Western Africa,NGA,9.210000038,9.390000343
IS25055.B064FABXX.1.250009954,Western Africa,GHA,-0.980000019,9.399999619
IS25098.D1EYBACXX.1.250137820,Western Africa,GHA,-1.031819,7.9550113
IS25506.D1EYBACXX.1.250137821,Eastern Africa,BDI,30.09000015,-3.210000038
IS25543.D1EYBACXX.1.250137822,Eastern Africa,RWA,28.95000076,-2.559999943
IS25548.MRG.4.250047537,Eastern Africa,RWA,29.36000061,-2.059999943
IS25670.D1EYBACXX.1.250137823,Western Africa,MLI,-4.090000153,13.43999958
IS25690.D1EYBACXX.1.250137824,Western Africa,MLI,-6.559999943,14.72999954
IS25694.D1EYBACXX.1.250137825,Western Africa,MLI,-7.659999847,15.01000023
IS25702.628P7AAXX.7.250007063,Western Africa,MLI,-9.380000114,15.15999985
IS25706.D1EYBACXX.1.250137826,Western Africa,MLI,-8.229999542,14.46000004
IS25708.D1EYBACXX.1.250137827,Western Africa,MLI,-8.479999542,15.26000023
IS25722.D1EYBACXX.1.250137828,Western Africa,MLI,-9.550000191,14.30000019
IS25732.MRG.4.250047538,Western Africa,MLI,-10.35999966,14.27000046
IS25733.B064FABXX.1.250009950,Western Africa,MLI,-9.350000381,15.05000019
IS25752.D1EYBACXX.1.250137829,Western Africa,MLI,-3.50999999,15.01000023
IS25766.D1EYBACXX.1.250137830,Western Africa,MLI,-4.039999962,15.42000008
IS25772.D1EYBACXX.1.250137831,Western Africa,MLI,-11.65999985,13.85999966
IS25783.D1EYBACXX.1.250137832,Western Africa,MLI,-11.35000038,15.31000042
IS25784.D1EYBACXX.1.250137833,Western Africa,MLI,-10.36999989,13.39000034
IS25798.D1EYBACXX.1.250137834,Western Africa,GIN,-9.710000038,12.02999973
IS25804.D1EYBACXX.1.250137835,Western Africa,MLI,-11.07999992,12.39999962
IS25812.D1EYBACXX.1.250137836,Western Africa,MLI,-10.57999992,12.71000004
IS25816.D1EYBACXX.1.250137837,Western Africa,MLI,-6.119999886,11.44999981
IS25836.B064FABXX.1.250010010,Western Africa,MLI,-10.27000046,15.14999962
IS25839.D1EYBACXX.1.250137838,Western Africa,MLI,-4.119999886,14
IS25848.D0D0HACXX.5.250046091,Western Africa,MLI,-9.449999809,13.35000038
IS25865.D1EYBACXX.1.250137839,Western Africa,MLI,-9.119999886,12.57999992
IS25868.D1EYBACXX.1.250137840,Western Africa,MLI,-9.979999542,12.88000011
IS25877.D1EYBACXX.1.250137841,Western Africa,MLI,-8.199999809,13.06999969
IS25888.D1EYBACXX.1.250137842,Western Africa,MLI,-7.579999924,14.21000004
IS25912.D1EYBACXX.1.250137843,Western Africa,MLI,-8.449999809,13.69999981
IS25913.D1EYBACXX.1.250137844,Western Africa,MLI,-7.800000191,13.46000004
IS25921.D1EYBACXX.1.250137845,Western Africa,MLI,-7.559999943,13.05000019
IS25931.D1EYBACXX.1.250137846,Western Africa,MLI,-8.380000114,12.02999973
IS25936.D1EYBACXX.1.250137847,Western Africa,MLI,-8.25,11.56000042
IS25945.D1EYBACXX.1.250138133,Western Africa,MLI,-7.539999962,11.59000015
IS25966.D1EYBACXX.1.250138134,Western Africa,MLI,-8.199999809,10.60000038
IS25985.D1EYBACXX.1.250138135,Western Africa,MLI,-7.260000229,10.27999973
IS25987.D1EYBACXX.1.250138136,Western Africa,MLI,-6.5,10.75
IS25989.MRG.4.250047541,Western Africa,MLI,-7.010000229,11.27999973
IS26000.D1EYBACXX.1.250138137,Western Africa,MLI,-5.409999847,11.85999966
IS26005.D1EYBACXX.1.250138138,Western Africa,MLI,-5.400000095,11.13000011
IS26008.D1EYBACXX.1.250138139,Western Africa,MLI,-5.769999981,10.55000019
IS26025.MRG.4.250047542,Western Africa,MLI,-6.360000134,12.39000034
IS26031.D1EYBACXX.1.250138140,Western Africa,MLI,-5.5,13.06999969
IS26056.D1EYBACXX.1.250138141,Western Africa,MLI,-4.579999924,13.27999973
IS26072.D1EYBACXX.1.250138142,Western Africa,MLI,-5.050000191,12.55000019
IS26090.D1EYBACXX.1.250138143,Western Africa,MLI,-3.339999914,16.09000015
IS26091.D1EYBACXX.1.250138144,Western Africa,MLI,-2.680000067,15.21000004
IS26101.D1EYBACXX.1.250138145,Western Africa,MLI,-1.409999967,15.17000008
IS26103.D1EYBACXX.1.250138146,Western Africa,MLI,-2.049999952,15
IS26108.D1EYBACXX.1.250138147,Western Africa,MLI,-2.75,14.65999985
IS26110.B064FABXX.1.250010016,Western Africa,MLI,-2.230000019,14.43000031
IS26123.D1EYBACXX.1.250138148,Western Africa,MLI,-3.349999905,13.75
IS26131.D1EYBACXX.1.250138149,Western Africa,MLI,-3.160000086,14.39999962
IS26136.D1EYBACXX.1.250138150,Western Africa,MLI,-3.75,14.40999985
IS26137.D1EYBACXX.1.250138151,Western Africa,MLI,-5.210000038,14.85999966
IS26142.D1EYBACXX.1.250138152,Western Africa,MLI,-6.010000229,14.77999973
IS26147.D1EYBACXX.1.250138153,Western Africa,MLI,-5.25,13.57999992
IS26148.D1EYBACXX.1.250138154,Western Africa,MLI,-11.46000004,14.30000019
IS26198.D0D0HACXX.5.250046092,Western Africa,TGO,0.07,10.59000015
IS26222.MRG.4.250047544,Western Africa,TGO,0.230000004,10.80000019
IS26224.D0D0HACXX.5.250046093,Western Africa,TGO,0.49000001,10.5
IS26282.D1EYBACXX.1.250138155,Western Africa,TGO,0.439999998,9.529999733
IS26285.D1EYBACXX.1.250138156,Western Africa,TGO,0.49000001,10.01000023
IS26370.D1EYBACXX.1.250138157,Western Africa,TGO,1.110000014,9.130000114
IS26376.D1EYBACXX.1.250138158,Western Africa,TGO,1,8.359999657
IS26390.D1EYBACXX.1.250138159,Western Africa,TGO,0.850000024,6.900000095
IS26404.D1EYBACXX.1.250138161,Western Africa,TGO,1.350000024,6.199999809
IS26419.D1EYBACXX.1.250138162,Western Africa,BEN,1.730000019,6.800000191
IS26434.D1EYBACXX.1.250138163,Western Africa,BEN,3.150000095,9.510000229
IS26485.D1EYBACXX.1.250138164,Western Africa,BEN,3.700000048,10.93000031
IS26516.D1EYBACXX.1.250138165,Western Africa,BEN,3.230000019,11.93999958
IS26532.D1EYBACXX.1.250138166,Western Africa,BEN,2.529999971,11.64999962
IS26540.D1EYBACXX.1.250138167,Western Africa,BEN,2.25,11.02000046
IS26548.D1EYBACXX.1.250138168,Western Africa,BEN,2.710000038,10.77999973
IS26565.D1EYBACXX.1.250138169,Western Africa,BEN,1.379999995,10.48999977
IS26566.D1EYBACXX.1.250138170,Western Africa,BEN,2.059999943,6.400000095
IS26575.D1EYBACXX.1.250138171,Western Africa,BEN,1.080000043,10.93000031
IS26576.D1EYBACXX.1.250138172,Western Africa,BEN,3,11.18000031
IS26579.D1EYBACXX.1.250138173,Western Africa,BEN,2.559999943,9.409999847
IS26588.D1EYBACXX.1.250138174,Western Africa,BEN,1.50999999,10
IS26594.D1EYBACXX.1.250138175,Western Africa,BEN,1.659999967,9.010000229
IS26596.D1EYBACXX.1.250138176,Western Africa,BEN,1.730000019,8.5
IS26598.D1EYBACXX.1.250138177,Western Africa,BEN,1.629999995,9.5
IS26602.D1EYBACXX.1.250138178,Western Africa,BEN,1.659999967,7.829999924
IS26634.D1EYBACXX.1.250138179,Southern Africa,ZMB,24.17000008,-13.82999992
IS26635.D1EYBACXX.1.250138180,Southern Africa,ZMB,23,-13.5
IS26638.D1EYBACXX.1.250138181,Southern Africa,ZMB,24.82999992,-12.32999992
IS26641.D1EYBACXX.1.250138182,Southern Africa,ZMB,28.90999985,-9.649999619
IS26821.D1EYBACXX.1.250138183,Arabian Peninsula,YEM,44.00999832,12.63000011
IS26827.D1EYBACXX.1.250138184,Arabian Peninsula,YEM,43.31999969,16.59000015
IS26837.D1EYBACXX.1.250138185,North Africa,SDS,32.45000076,5.039999962
IS26925.D1EYBACXX.1.250138186,South Asia,IND,77.66999817,8.720000267
IS26978.D1EYBACXX.1.250138187,South Asia,IND,77.05000305,21.31999969
IS26991.D1EYBACXX.1.250138188,South Asia,IND,85.33000183,23.35000038
IS26993.D1EYBACXX.1.250138189,South Asia,IND,84.80999756,23.82999992
IS27003.D1EYBACXX.1.250138190,South Asia,IND,76.08000183,27.67000008
IS27071.D1EYBACXX.1.250138191,Southern Africa,ZWE,30.78000069,-20.88999939
IS27087.D1EYBACXX.1.250138192,Southern Africa,ZWE,31.40999985,-22.04000092
IS27100.D1EYBACXX.1.250138193,Southern Africa,ZWE,31.45000076,-20.35000038
IS27123.D1EYBACXX.1.250138194,Southern Africa,ZWE,28.89999962,-19.01000023
IS27129.D1EYBACXX.1.250138195,Southern Africa,ZWE,27.82999992,-20.47999954
IS27132.D1EYBACXX.1.250138196,Southern Africa,ZWE,27.75,-19.76000023
IS27137.D1EYBACXX.1.250138197,Southern Africa,ZWE,30,-19.65999985
IS27139.D1EYBACXX.1.250138198,Southern Africa,ZWE,27.75,-18.32999992
IS27146.70MUKAAXX.1.250006389,Southern Africa,ZWE,32.5,-19.57999992
IS27156.D1EYBACXX.1.250138199,Southern Africa,ZWE,29.54999924,-18.54999924
IS27164.70MUKAAXX.1.250006426,Southern Africa,ZWE,30.54999924,-19.82999992
IS27165.D1EYBACXX.1.250138200,Southern Africa,ZWE,31.28000069,-18.89999962
IS27167.D1EYBACXX.1.250138201,Southern Africa,ZWE,28.52000046,-18.12000084
IS27169.D1EYBACXX.1.250138202,Southern Africa,ZWE,29.44000053,-19.27000046
IS27179.D1EYBACXX.1.250138203,Southern Africa,ZWE,30.18000031,-20.85000038
IS27215.D1EYBACXX.1.250138204,Southern Africa,ZWE,29.61000061,-17.55999947
IS27222.D1EYBACXX.1.250138205,Southern Africa,ZWE,30.18000031,-17.62000084
IS27233.D1EYBACXX.1.250138206,Southern Africa,ZWE,29.39999962,-16.05999947
IS27253.D1EYBACXX.1.250138207,Southern Africa,ZWE,32.18000031,-16.57999992
IS27287.D0D0HACXX.5.250046095,Western Africa,BFA,-0.819999993,13.15999985
IS27292.D1EYBACXX.1.250138208,Western Africa,BFA,-1.179999948,13.71000004
IS27336.D1EYBACXX.1.250138209,Western Africa,BFA,-2.529999971,14.05000019
IS27387.D1EYBACXX.1.250138210,Western Africa,BFA,0.699999988,11.25
IS27393.D1EYBACXX.1.250138211,Western Africa,BFA,0.02,11.52999973
IS27490.70MUKAAXX.1.250006429,Western Africa,BFA,-3.809999943,12.77000046
IS27502.D1EYBACXX.1.250138212,Western Africa,BFA,-4.079999924,12.18000031
IS27527.D1EYBACXX.1.250138213,Western Africa,BFA,-3.279999971,11.80000019
IS27557.MRG.4.250047552,Western Africa,BFA,-2.460000038,12.23999977
IS27587.B064FABXX.1.250009955,Central Africa,CMR,14.9796,11.3344
IS27599.B064FABXX.1.250009967,Central Africa,CMR,14.63000011,12.22999954
IS27680.D1EYBACXX.1.250138214,Western Africa,SLE,-12.86999989,8.479999542
IS27697.MRG.4.250047553,Western Africa,SLE,-12.35000038,8.579999924
IS27708.D1EYBACXX.1.250138215,Western Africa,SLE,-11.05000019,8
IS27717.D1EYBACXX.1.250138216,Western Africa,SLE,-11.55000019,7.929999828
IS27726.D1EYBACXX.1.250138217,Western Africa,SLE,-11.42000008,7.230000019
IS27736.D1EYBACXX.1.250138218,Western Africa,SLE,-10.73999977,8.619999886
IS27740.D1EYBACXX.1.250138219,Western Africa,SLE,-11.77000046,8.449999809
IS27766.D1EYBACXX.1.250138220,Western Africa,SLE,-12.18999958,9.279999733
IS27775.D1EYBACXX.1.250138221,Western Africa,SLE,-11.42000008,9.850000381
IS27855.B064FABXX.1.250009999,Southern Africa,ZAF,30.95999908,-23.37999916
IS27858.D1EYBACXX.1.250138222,Southern Africa,ZAF,28.73999977,-26.75
IS27859.D1EYBACXX.1.250138223,Southern Africa,ZAF,31.05999947,-29.14999962
IS27887.MRG.4.250047555,Southern Africa,ZAF,29.48999977,-24.19000053
IS27912.MRG.4.250047556,Southern Africa,ZAF,29.76000023,-26
IS27942.D1EYBACXX.1.250138224,Arabian Peninsula,YEM,45.31999969,14.02999973
IS28036.D1EYBACXX.1.250138225,Arabian Peninsula,YEM,44.06999969,17.02000046
IS28086.D1EYBACXX.1.250138226,Arabian Peninsula,YEM,43.47999954,13.25
IS28141.MRG.4.250047557,Arabian Peninsula,YEM,47.45000076,15.23999977
IS28143.D1EYBACXX.1.250138227,Arabian Peninsula,YEM,43.18999863,14.13000011
IS28313.MRG.4.250047558,Arabian Peninsula,YEM,48.20000076,16.02000046
IS28317.D1EYBACXX.1.250138228,Arabian Peninsula,YEM,49.04999924,14.68000031
IS28332.B064FABXX.1.250010011,Arabian Peninsula,YEM,44.09000015,13.47000027
IS28444.D1EYBACXX.1.250138006,Arabian Peninsula,YEM,45.5,13.52999973
IS28449.MRG.4.250047560,Arabian Peninsula,YEM,43.04000092,15.11999989
IS28451.MRG.4.250047561,Arabian Peninsula,YEM,43.04000092,15.11999989
IS28453.D1EYBACXX.1.250138007,Arabian Peninsula,YEM,44.9075,12.7472
IS28614.MRG.4.250047562,Arabian Peninsula,YEM,46.27999878,14.19999981
IS28688.D0D0HACXX.5.250046097,Arabian Peninsula,YEM,44.47000122,13.44999981
IS28740.B064FABXX.1.250009975,Arabian Peninsula,YEM,44.15000153,15.31999969
IS28747.MRG.4.250047563,Arabian Peninsula,YEM,44.49000168,13.06999969
IS28749.D1EYBACXX.1.250138008,Arabian Peninsula,YEM,47.04999924,14.18999958
IS28849.B064FABXX.1.250009948,Arabian Peninsula,YEM,43.56000137,15.14000034
IS28966.D1EYBACXX.1.250138009,Arabian Peninsula,YEM,54.27000046,12.52999973
IS28991.B064FABXX.1.250009956,Arabian Peninsula,YEM,49.24000168,16.04000092
IS29053.D1EYBACXX.1.250138010,Arabian Peninsula,YEM,43.65000153,15.72000027
IS29091.MRG.4.250047565,Arabian Peninsula,YEM,45.20999908,14.48999977
IS29100.MRG.4.250047566,Arabian Peninsula,YEM,43.16999817,15.18999958
IS29187.MRG.4.250047567,Southern Africa,SWZ,31.13999939,-26.31999969
IS29228.D1EYBACXX.1.250138011,Southern Africa,SWZ,31.61000061,-27.21999931
IS29233.70MUKAAXX.1.250006441,Southern Africa,SWZ,31.01000023,-26.95000076
IS29239.MRG.4.250047569,Southern Africa,SWZ,31.01000023,-26.95000076
IS29241.MRG.4.250047570,Southern Africa,SWZ,31.01000023,-26.95000076
IS29304.MRG.4.250047572,Southern Africa,SWZ,31.13999939,-26.31999969
IS29310.70MUKAAXX.1.250006453,Southern Africa,SWZ,31.85000038,-26.03000069
IS29314.MRG.4.250047573,Southern Africa,SWZ,31.85000038,-26.03000069
IS29326.MRG.4.250047605,Southern Africa,SWZ,31.01000023,-26.95000076
IS29335.MRG.4.250047606,Southern Africa,SWZ,31.01000023,-26.95000076
IS29358.MRG.4.250047607,Southern Africa,LSO,27.62000084,-29.51000023
IS29392.MRG.4.250047608,Southern Africa,LSO,28,-29.5
IS29407.70MUKAAXX.1.250006382,Southern Africa,LSO,28.14999962,-29.53000069
IS29409.70MUKAAXX.1.250006390,Southern Africa,LSO,28.14999962,-29.53000069
IS29441.MRG.4.250047609,Southern Africa,ZAF,28.70000076,-30.12999916
IS29468.MRG.4.250047610,Southern Africa,LSO,27.54999924,-30.02000046
IS29472.B064FABXX.1.250009983,Southern Africa,LSO,27.54999924,-30.02000046
IS29496.70MUKAAXX.1.250006398,Southern Africa,LSO,27.87999916,-30.26000023
IS29565.MRG.4.250047612,Southern Africa,LSO,27.47999954,-29.31999969
IS29568.MRG.4.250047613,Southern Africa,LSO,27.47999954,-29.31999969
IS29569.70MUKAAXX.1.250006410,Southern Africa,LSO,27.47999954,-29.31999969
IS29582.MRG.4.250047614,Southern Africa,LSO,27.47999954,-29.31999969
IS29664.D1EYBACXX.1.250138012,Caribbean,DOM,-70.11000061,18.42000008
IS29685.D1EYBACXX.1.250138013,Southern Africa,ZWE,31.75,-19.05999947
IS29689.MRG.4.250047618,Southern Africa,ZWE,31.62999916,-19.52000046
IS29691.70MUKAAXX.1.250006442,Southern Africa,ZWE,31.62999916,-19.52000046
IS29714.MRG.4.250047619,Southern Africa,ZWE,32.22999954,-20.79000092
IS29733.MRG.4.250047620,Southern Africa,ZWE,30.04000092,-20.32999992
IS29757.D1EYBACXX.1.250138014,Southern Africa,ZWE,31.65999985,-21.05999947
IS29772.MRG.4.250047621,Southern Africa,ZWE,32.11999893,-18.53000069
IS29798.D0D0HACXX.5.250046098,Southern Africa,ZWE,31.5,-16.27000046
IS29808.D1EYBACXX.1.250138015,Southern Africa,ZWE,30.57999992,-16.17000008
IS29838.D1EYBACXX.1.250138016,Southern Africa,ZWE,30.39999962,-17.03000069
IS29856.D1EYBACXX.1.250138017,Southern Africa,ZWE,31.78000069,-17.64999962
IS29860.D1EYBACXX.1.250138018,Southern Africa,ZWE,32.22000122,-17.39999962
IS29866.D1EYBACXX.1.250138019,Southern Africa,ZWE,32.70000076,-16.97999954
IS29870.B064FABXX.1.250010000,Southern Africa,ZWE,28.45999908,-20.90999985
IS29872.70MUKAAXX.1.250006454,Southern Africa,ZWE,28.45999908,-20.90999985
IS29876.70MUKAAXX.1.250006466,Southern Africa,ZWE,28.45999908,-20.90999985
IS29911.70MUKAAXX.1.250006383,Southern Africa,ZWE,29.10000038,-20.03000069
IS29914.MRG.4.250047622,Southern Africa,ZWE,29.10000038,-20.03000069
IS29950.MRG.4.250047623,Southern Africa,ZWE,29.28000069,-20.53000069
IS29966.B064FABXX.1.250010012,Southern Africa,ZWE,28.45999908,-20.90999985
IS29977.D0D0HACXX.5.250046099,Southern Africa,ZWE,28.45999908,-20.90999985
IS30024.D1EYBACXX.1.250138020,Southern Africa,ZWE,26.42000008,-18.37999916
IS30079.MRG.4.250047624,Southern Africa,ZWE,27.72999954,-18.93000031
IS30092.MRG.4.250047625,Southern Africa,ZWE,28.55999947,-20.80999947
IS30095.D1EYBACXX.1.250138021,Southern Africa,ZWE,27.25,-19.45000076
IS30122.D1EYBACXX.1.250138022,Southern Africa,ZWE,31.54999924,-18.18000031
IS30145.D1EYBACXX.1.250138023,Southern Africa,ZWE,32.65000153,-18.96999931
IS30175.70MUKAAXX.1.250006391,Southern Africa,ZWE,32.66999817,-18.07999992
IS30205.D0D0HACXX.5.250046101,Southern Africa,ZWE,32.59999847,-20.20000076
IS30207.B064FABXX.1.250010024,Southern Africa,ZWE,32.59999847,-20.20000076
IS30213.D1EYBACXX.1.250138024,Southern Africa,ZWE,27.39999962,-17.73999977
IS30231.MRG.4.250047626,Southern Africa,ZWE,31.04999924,-17.82999992
IS30318.D1EYBACXX.1.250138025,NW Pacific and East Asia,CHN,116.8600006,33.47999954
IS30319.D1EYBACXX.1.250138026,NW Pacific and East Asia,CHN,114.8600006,31.62000084
IS30335.D0D0HACXX.5.250046102,NW Pacific and East Asia,CHN,112.5500031,37.88999939
IS30359.D1EYBACXX.1.250138027,NW Pacific and East Asia,CHN,117.0299988,37.41999817
IS30360.D1EYBACXX.1.250138028,NW Pacific and East Asia,CHN,111.1100006,38.45999908
IS30371.D1EYBACXX.1.250138029,NW Pacific and East Asia,CHN,111.0800018,39
IS30383.MRG.4.250047627,NW Pacific and East Asia,CHN,113.25,38.70999908
IS30391.D1EYBACXX.1.250138030,NW Pacific and East Asia,CHN,111.9300003,38.34999847
IS30397.D0D0HACXX.5.250046103,NW Pacific and East Asia,CHN,111.4800034,39.43999863
IS30398.D1EYBACXX.1.250138031,NW Pacific and East Asia,CHN,113.3600006,37.08000183
IS30400.MRG.4.250047628,NW Pacific and East Asia,CHN,112.6800003,36.52999878
IS30401.D1EYBACXX.1.250138032,NW Pacific and East Asia,CHN,113.5999985,37.83000183
IS30405.70MUKAAXX.1.250006399,NW Pacific and East Asia,CHN,111.7600021,36.84000015
IS30407.D1EYBACXX.1.250138033,NW Pacific and East Asia,CHN,104.4300003,26.77000046
IS30409.D0D0HACXX.5.250046104,NW Pacific and East Asia,CHN,111.1299973,37.50999832
IS30417.70MUKAAXX.1.250006411,NW Pacific and East Asia,CHN,113.0999985,36.18999863
IS30422.D1EYBACXX.1.250138034,NW Pacific and East Asia,CHN,111.8300018,38.90999985
IS30436.70MUKAAXX.1.250006431,NW Pacific and East Asia,CHN,112.7399979,37.68000031
IS30441.70MUKAAXX.1.250006443,NW Pacific and East Asia,CHN,112.1699982,37.20000076
IS30443.70MUKAAXX.1.250006455,NW Pacific and East Asia,CHN,112.3099976,37.34999847
IS30444.D1EYBACXX.1.250138035,NW Pacific and East Asia,CHN,117.3799973,27.47999954
IS30450.MRG.4.250047631,NW Pacific and East Asia,CHN,113.6800003,39.68999863
IS30451.70MUKAAXX.1.250006467,NW Pacific and East Asia,CHN,114.2300034,39.43000031
IS30452.D1EYBACXX.1.250138036,NW Pacific and East Asia,CHN,112.8099976,39.52000046
IS30455.D1EYBACXX.1.250138037,NW Pacific and East Asia,CHN,118.8499985,32.83000183
IS30460.MRG.4.250047633,NW Pacific and East Asia,CHN,112.6800003,36.52999878
IS30466.MRG.4.250047634,NW Pacific and East Asia,CHN,112.8799973,36.31999969
IS30572.MRG.4.250047640,Central Africa,CMR,14.32999992,10.59000015
IS30619.B064FABXX.1.250009957,Central Africa,TCD,14.89999962,12.38000011
IS3073.628P7AAXX.7.250007019,North Africa,SDN,33.36000061,13.53999996
IS30748.B064FABXX.1.250009968,Central Africa,CMR,14.13000011,11.02999973
IS3075.C1AB3ACXX.7.250137273,North Africa,SDN,34.40999985,14.23999977
IS30838.MRG.4.250047641,Central Africa,CMR,13.52000046,10
